id,kind,phase,family,candidate_id,seed,order,sequence_id,stage,domain,dependencies,parent_checkpoint,resolved,status,updates
C__F1_C06__S161__O1__STAGE1,target_stage,C,F1,F1_C06,161,1,C__F1_C06__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F1_C06__S161__O1__STAGE2,target_stage,C,F1,F1_C06,161,1,C__F1_C06__S161__O1,2,Drishti_GS,"[""C__F1_C06__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F1_C06__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F1_C06__S161__O2__STAGE1,target_stage,C,F1,F1_C06,161,2,C__F1_C06__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F1_C06__S161__O2__STAGE2,target_stage,C,F1,F1_C06,161,2,C__F1_C06__S161__O2,2,RIM_ONE_r3,"[""C__F1_C06__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F1_C06__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F1_C07__S161__O1__STAGE1,target_stage,C,F1,F1_C07,161,1,C__F1_C07__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F1_C07__S161__O1__STAGE2,target_stage,C,F1,F1_C07,161,1,C__F1_C07__S161__O1,2,Drishti_GS,"[""C__F1_C07__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F1_C07__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F1_C07__S161__O2__STAGE1,target_stage,C,F1,F1_C07,161,2,C__F1_C07__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F1_C07__S161__O2__STAGE2,target_stage,C,F1,F1_C07,161,2,C__F1_C07__S161__O2,2,RIM_ONE_r3,"[""C__F1_C07__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F1_C07__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F1_C08__S161__O1__STAGE1,target_stage,C,F1,F1_C08,161,1,C__F1_C08__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F1_C08__S161__O1__STAGE2,target_stage,C,F1,F1_C08,161,1,C__F1_C08__S161__O1,2,Drishti_GS,"[""C__F1_C08__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F1_C08__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F1_C08__S161__O2__STAGE1,target_stage,C,F1,F1_C08,161,2,C__F1_C08__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F1_C08__S161__O2__STAGE2,target_stage,C,F1,F1_C08,161,2,C__F1_C08__S161__O2,2,RIM_ONE_r3,"[""C__F1_C08__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F1_C08__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F2_C01__S161__O1__STAGE1,target_stage,C,F2,F2_C01,161,1,C__F2_C01__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F2_C01__S161__O1__STAGE2,target_stage,C,F2,F2_C01,161,1,C__F2_C01__S161__O1,2,Drishti_GS,"[""C__F2_C01__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F2_C01__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F2_C01__S161__O2__STAGE1,target_stage,C,F2,F2_C01,161,2,C__F2_C01__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F2_C01__S161__O2__STAGE2,target_stage,C,F2,F2_C01,161,2,C__F2_C01__S161__O2,2,RIM_ONE_r3,"[""C__F2_C01__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F2_C01__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F2_C02__S161__O1__STAGE1,target_stage,C,F2,F2_C02,161,1,C__F2_C02__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F2_C02__S161__O1__STAGE2,target_stage,C,F2,F2_C02,161,1,C__F2_C02__S161__O1,2,Drishti_GS,"[""C__F2_C02__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F2_C02__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F2_C02__S161__O2__STAGE1,target_stage,C,F2,F2_C02,161,2,C__F2_C02__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F2_C02__S161__O2__STAGE2,target_stage,C,F2,F2_C02,161,2,C__F2_C02__S161__O2,2,RIM_ONE_r3,"[""C__F2_C02__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F2_C02__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F2_C03__S161__O1__STAGE1,target_stage,C,F2,F2_C03,161,1,C__F2_C03__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F2_C03__S161__O1__STAGE2,target_stage,C,F2,F2_C03,161,1,C__F2_C03__S161__O1,2,Drishti_GS,"[""C__F2_C03__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F2_C03__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F2_C03__S161__O2__STAGE1,target_stage,C,F2,F2_C03,161,2,C__F2_C03__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F2_C03__S161__O2__STAGE2,target_stage,C,F2,F2_C03,161,2,C__F2_C03__S161__O2,2,RIM_ONE_r3,"[""C__F2_C03__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F2_C03__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F2_C04__S161__O1__STAGE1,target_stage,C,F2,F2_C04,161,1,C__F2_C04__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F2_C04__S161__O1__STAGE2,target_stage,C,F2,F2_C04,161,1,C__F2_C04__S161__O1,2,Drishti_GS,"[""C__F2_C04__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F2_C04__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F2_C04__S161__O2__STAGE1,target_stage,C,F2,F2_C04,161,2,C__F2_C04__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F2_C04__S161__O2__STAGE2,target_stage,C,F2,F2_C04,161,2,C__F2_C04__S161__O2,2,RIM_ONE_r3,"[""C__F2_C04__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F2_C04__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F2_C05__S161__O1__STAGE1,target_stage,C,F2,F2_C05,161,1,C__F2_C05__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F2_C05__S161__O1__STAGE2,target_stage,C,F2,F2_C05,161,1,C__F2_C05__S161__O1,2,Drishti_GS,"[""C__F2_C05__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F2_C05__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F2_C05__S161__O2__STAGE1,target_stage,C,F2,F2_C05,161,2,C__F2_C05__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F2_C05__S161__O2__STAGE2,target_stage,C,F2,F2_C05,161,2,C__F2_C05__S161__O2,2,RIM_ONE_r3,"[""C__F2_C05__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F2_C05__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F2_C06__S161__O1__STAGE1,target_stage,C,F2,F2_C06,161,1,C__F2_C06__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F2_C06__S161__O1__STAGE2,target_stage,C,F2,F2_C06,161,1,C__F2_C06__S161__O1,2,Drishti_GS,"[""C__F2_C06__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F2_C06__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F2_C06__S161__O2__STAGE1,target_stage,C,F2,F2_C06,161,2,C__F2_C06__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F2_C06__S161__O2__STAGE2,target_stage,C,F2,F2_C06,161,2,C__F2_C06__S161__O2,2,RIM_ONE_r3,"[""C__F2_C06__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F2_C06__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F2_C07__S161__O1__STAGE1,target_stage,C,F2,F2_C07,161,1,C__F2_C07__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F2_C07__S161__O1__STAGE2,target_stage,C,F2,F2_C07,161,1,C__F2_C07__S161__O1,2,Drishti_GS,"[""C__F2_C07__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F2_C07__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F2_C07__S161__O2__STAGE1,target_stage,C,F2,F2_C07,161,2,C__F2_C07__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F2_C07__S161__O2__STAGE2,target_stage,C,F2,F2_C07,161,2,C__F2_C07__S161__O2,2,RIM_ONE_r3,"[""C__F2_C07__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F2_C07__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F2_C08__S161__O1__STAGE1,target_stage,C,F2,F2_C08,161,1,C__F2_C08__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F2_C08__S161__O1__STAGE2,target_stage,C,F2,F2_C08,161,1,C__F2_C08__S161__O1,2,Drishti_GS,"[""C__F2_C08__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F2_C08__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F2_C08__S161__O2__STAGE1,target_stage,C,F2,F2_C08,161,2,C__F2_C08__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F2_C08__S161__O2__STAGE2,target_stage,C,F2,F2_C08,161,2,C__F2_C08__S161__O2,2,RIM_ONE_r3,"[""C__F2_C08__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F2_C08__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F3_C01__S161__O1__STAGE1,target_stage,C,F3,F3_C01,161,1,C__F3_C01__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F3_C01__S161__O1__STAGE2,target_stage,C,F3,F3_C01,161,1,C__F3_C01__S161__O1,2,Drishti_GS,"[""C__F3_C01__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F3_C01__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F3_C01__S161__O2__STAGE1,target_stage,C,F3,F3_C01,161,2,C__F3_C01__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F3_C01__S161__O2__STAGE2,target_stage,C,F3,F3_C01,161,2,C__F3_C01__S161__O2,2,RIM_ONE_r3,"[""C__F3_C01__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F3_C01__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F3_C02__S161__O1__STAGE1,target_stage,C,F3,F3_C02,161,1,C__F3_C02__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F3_C02__S161__O1__STAGE2,target_stage,C,F3,F3_C02,161,1,C__F3_C02__S161__O1,2,Drishti_GS,"[""C__F3_C02__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F3_C02__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F3_C02__S161__O2__STAGE1,target_stage,C,F3,F3_C02,161,2,C__F3_C02__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F3_C02__S161__O2__STAGE2,target_stage,C,F3,F3_C02,161,2,C__F3_C02__S161__O2,2,RIM_ONE_r3,"[""C__F3_C02__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F3_C02__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F3_C03__S161__O1__STAGE1,target_stage,C,F3,F3_C03,161,1,C__F3_C03__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F3_C03__S161__O1__STAGE2,target_stage,C,F3,F3_C03,161,1,C__F3_C03__S161__O1,2,Drishti_GS,"[""C__F3_C03__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F3_C03__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F3_C03__S161__O2__STAGE1,target_stage,C,F3,F3_C03,161,2,C__F3_C03__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F3_C03__S161__O2__STAGE2,target_stage,C,F3,F3_C03,161,2,C__F3_C03__S161__O2,2,RIM_ONE_r3,"[""C__F3_C03__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F3_C03__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F3_C04__S161__O1__STAGE1,target_stage,C,F3,F3_C04,161,1,C__F3_C04__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F3_C04__S161__O1__STAGE2,target_stage,C,F3,F3_C04,161,1,C__F3_C04__S161__O1,2,Drishti_GS,"[""C__F3_C04__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F3_C04__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F3_C04__S161__O2__STAGE1,target_stage,C,F3,F3_C04,161,2,C__F3_C04__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F3_C04__S161__O2__STAGE2,target_stage,C,F3,F3_C04,161,2,C__F3_C04__S161__O2,2,RIM_ONE_r3,"[""C__F3_C04__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F3_C04__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F3_C05__S161__O1__STAGE1,target_stage,C,F3,F3_C05,161,1,C__F3_C05__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F3_C05__S161__O1__STAGE2,target_stage,C,F3,F3_C05,161,1,C__F3_C05__S161__O1,2,Drishti_GS,"[""C__F3_C05__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F3_C05__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F3_C05__S161__O2__STAGE1,target_stage,C,F3,F3_C05,161,2,C__F3_C05__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F3_C05__S161__O2__STAGE2,target_stage,C,F3,F3_C05,161,2,C__F3_C05__S161__O2,2,RIM_ONE_r3,"[""C__F3_C05__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F3_C05__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F3_C06__S161__O1__STAGE1,target_stage,C,F3,F3_C06,161,1,C__F3_C06__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F3_C06__S161__O1__STAGE2,target_stage,C,F3,F3_C06,161,1,C__F3_C06__S161__O1,2,Drishti_GS,"[""C__F3_C06__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F3_C06__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F3_C06__S161__O2__STAGE1,target_stage,C,F3,F3_C06,161,2,C__F3_C06__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F3_C06__S161__O2__STAGE2,target_stage,C,F3,F3_C06,161,2,C__F3_C06__S161__O2,2,RIM_ONE_r3,"[""C__F3_C06__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F3_C06__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F3_C07__S161__O1__STAGE1,target_stage,C,F3,F3_C07,161,1,C__F3_C07__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F3_C07__S161__O1__STAGE2,target_stage,C,F3,F3_C07,161,1,C__F3_C07__S161__O1,2,Drishti_GS,"[""C__F3_C07__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F3_C07__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F3_C07__S161__O2__STAGE1,target_stage,C,F3,F3_C07,161,2,C__F3_C07__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F3_C07__S161__O2__STAGE2,target_stage,C,F3,F3_C07,161,2,C__F3_C07__S161__O2,2,RIM_ONE_r3,"[""C__F3_C07__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F3_C07__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F3_C08__S161__O1__STAGE1,target_stage,C,F3,F3_C08,161,1,C__F3_C08__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F3_C08__S161__O1__STAGE2,target_stage,C,F3,F3_C08,161,1,C__F3_C08__S161__O1,2,Drishti_GS,"[""C__F3_C08__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F3_C08__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F3_C08__S161__O2__STAGE1,target_stage,C,F3,F3_C08,161,2,C__F3_C08__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F3_C08__S161__O2__STAGE2,target_stage,C,F3,F3_C08,161,2,C__F3_C08__S161__O2,2,RIM_ONE_r3,"[""C__F3_C08__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F3_C08__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F4_C01__S161__O1__STAGE1,target_stage,C,F4,F4_C01,161,1,C__F4_C01__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F4_C01__S161__O1__STAGE2,target_stage,C,F4,F4_C01,161,1,C__F4_C01__S161__O1,2,Drishti_GS,"[""C__F4_C01__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F4_C01__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F4_C01__S161__O2__STAGE1,target_stage,C,F4,F4_C01,161,2,C__F4_C01__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F4_C01__S161__O2__STAGE2,target_stage,C,F4,F4_C01,161,2,C__F4_C01__S161__O2,2,RIM_ONE_r3,"[""C__F4_C01__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F4_C01__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F4_C02__S161__O1__STAGE1,target_stage,C,F4,F4_C02,161,1,C__F4_C02__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F4_C02__S161__O1__STAGE2,target_stage,C,F4,F4_C02,161,1,C__F4_C02__S161__O1,2,Drishti_GS,"[""C__F4_C02__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F4_C02__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F4_C02__S161__O2__STAGE1,target_stage,C,F4,F4_C02,161,2,C__F4_C02__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F4_C02__S161__O2__STAGE2,target_stage,C,F4,F4_C02,161,2,C__F4_C02__S161__O2,2,RIM_ONE_r3,"[""C__F4_C02__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F4_C02__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F4_C03__S161__O1__STAGE1,target_stage,C,F4,F4_C03,161,1,C__F4_C03__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F4_C03__S161__O1__STAGE2,target_stage,C,F4,F4_C03,161,1,C__F4_C03__S161__O1,2,Drishti_GS,"[""C__F4_C03__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F4_C03__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F4_C03__S161__O2__STAGE1,target_stage,C,F4,F4_C03,161,2,C__F4_C03__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F4_C03__S161__O2__STAGE2,target_stage,C,F4,F4_C03,161,2,C__F4_C03__S161__O2,2,RIM_ONE_r3,"[""C__F4_C03__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F4_C03__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F4_C04__S161__O1__STAGE1,target_stage,C,F4,F4_C04,161,1,C__F4_C04__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F4_C04__S161__O1__STAGE2,target_stage,C,F4,F4_C04,161,1,C__F4_C04__S161__O1,2,Drishti_GS,"[""C__F4_C04__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F4_C04__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F4_C04__S161__O2__STAGE1,target_stage,C,F4,F4_C04,161,2,C__F4_C04__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F4_C04__S161__O2__STAGE2,target_stage,C,F4,F4_C04,161,2,C__F4_C04__S161__O2,2,RIM_ONE_r3,"[""C__F4_C04__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F4_C04__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F4_C05__S161__O1__STAGE1,target_stage,C,F4,F4_C05,161,1,C__F4_C05__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F4_C05__S161__O1__STAGE2,target_stage,C,F4,F4_C05,161,1,C__F4_C05__S161__O1,2,Drishti_GS,"[""C__F4_C05__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F4_C05__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F4_C05__S161__O2__STAGE1,target_stage,C,F4,F4_C05,161,2,C__F4_C05__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F4_C05__S161__O2__STAGE2,target_stage,C,F4,F4_C05,161,2,C__F4_C05__S161__O2,2,RIM_ONE_r3,"[""C__F4_C05__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F4_C05__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F4_C06__S161__O1__STAGE1,target_stage,C,F4,F4_C06,161,1,C__F4_C06__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F4_C06__S161__O1__STAGE2,target_stage,C,F4,F4_C06,161,1,C__F4_C06__S161__O1,2,Drishti_GS,"[""C__F4_C06__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F4_C06__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F4_C06__S161__O2__STAGE1,target_stage,C,F4,F4_C06,161,2,C__F4_C06__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F4_C06__S161__O2__STAGE2,target_stage,C,F4,F4_C06,161,2,C__F4_C06__S161__O2,2,RIM_ONE_r3,"[""C__F4_C06__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F4_C06__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F4_C07__S161__O1__STAGE1,target_stage,C,F4,F4_C07,161,1,C__F4_C07__S161__O1,1,RIM_ONE_r3,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F4_C07__S161__O1__STAGE2,target_stage,C,F4,F4_C07,161,1,C__F4_C07__S161__O1,2,Drishti_GS,"[""C__F4_C07__S161__O1__STAGE1"", ""SELECT_PARENT""]",C__F4_C07__S161__O1__STAGE1,False,PLANNED_NOT_LAUNCHED,
C__F4_C07__S161__O2__STAGE1,target_stage,C,F4,F4_C07,161,2,C__F4_C07__S161__O2,1,Drishti_GS,"[""SOURCE_S161"", ""SELECT_PARENT""]",SOURCE_S161,False,PLANNED_NOT_LAUNCHED,
C__F4_C07__S161__O2__STAGE2,target_stage,C,F4,F4_C07,161,2,C__F4_C07__S161__O2,2,RIM_ONE_r3,"[""C__F4_C07__S161__O2__STAGE1"", ""SELECT_PARENT""]",C__F4_C07__S161__O2__STAGE1,False,PLANNED_NOT_LAUNCHED,
