epoch,domain,arm,seed,mode,library,filter,n_patients,n_draws,n_permutation_rows,patient_mean_both_correct,n_patients_defined_both_correct,patient_mean_both_wrong_different,n_patients_defined_both_wrong_different,patient_mean_both_wrong_same,n_patients_defined_both_wrong_same,patient_mean_evaluable_accepted,n_patients_defined_evaluable_accepted,patient_mean_student_only_correct,n_patients_defined_student_only_correct,patient_mean_teacher_only_correct,n_patients_defined_teacher_only_correct,unit
20,Drishti_GS,LIN_MT_CONF,11,posterior_mean_clean,fresh_diagnostic,raw,25,25,25,137111.6,25,69.48,25,6998.36,25,147456.0,25,820.68,25,2455.88,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
20,Drishti_GS,LIN_MT_CONF,11,posterior_mean_clean,fresh_diagnostic,confidence,25,25,25,133856.28,25,9.76,25,4813.52,25,138987.0,25,54.96,25,252.48,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
20,Drishti_GS,LIN_MT_CONF,11,posterior_mean_clean,fresh_diagnostic,PAS,25,25,25,131781.4,25,9.76,25,4304.32,25,136384.52,25,53.44,25,235.6,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
20,Drishti_GS,LIN_MT_CONF,11,training_like,fresh_diagnostic,raw,25,100,100,136870.82,25,71.77,25,6925.63,25,147456.0,25,891.12,25,2696.66,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
20,Drishti_GS,LIN_MT_CONF,11,training_like,fresh_diagnostic,confidence,25,100,100,133630.72,25,6.36,25,4740.57,25,138895.28,25,90.51,25,427.12,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
20,Drishti_GS,LIN_MT_CONF,11,training_like,fresh_diagnostic,PAS,25,100,100,131415.99,25,6.32,25,4228.08,25,136154.75,25,88.33,25,416.03,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
40,Drishti_GS,LIN_MT_CONF,11,posterior_mean_clean,fresh_diagnostic,raw,25,25,25,138715.96,25,38.96,25,6872.72,25,147456.0,25,905.08,25,923.28,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
40,Drishti_GS,LIN_MT_CONF,11,posterior_mean_clean,fresh_diagnostic,confidence,25,25,25,136619.72,25,9.32,25,5114.96,25,141883.92,25,59.4,25,80.52,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
40,Drishti_GS,LIN_MT_CONF,11,posterior_mean_clean,fresh_diagnostic,PAS,25,25,25,134674.56,25,9.32,25,4558.52,25,139368.84,25,58.56,25,67.88,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
40,Drishti_GS,LIN_MT_CONF,11,training_like,fresh_diagnostic,raw,25,100,100,138569.07,25,47.26,25,6902.36,25,147456.0,25,867.14,25,1070.17,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
40,Drishti_GS,LIN_MT_CONF,11,training_like,fresh_diagnostic,confidence,25,100,100,136464.18,25,12.59,25,5142.44,25,141800.15,25,63.88,25,117.06,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
40,Drishti_GS,LIN_MT_CONF,11,training_like,fresh_diagnostic,PAS,25,100,100,134350.01,25,12.59,25,4574.84,25,139101.78,25,61.66,25,102.68,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
60,Drishti_GS,LIN_MT_CONF,11,posterior_mean_clean,fresh_diagnostic,raw,25,25,25,139523.08,25,8.96,25,7149.56,25,147456.0,25,356.76,25,417.64,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
60,Drishti_GS,LIN_MT_CONF,11,posterior_mean_clean,fresh_diagnostic,confidence,25,25,25,137885.76,25,0.0,25,5779.4,25,143666.0,25,0.12,25,0.72,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
60,Drishti_GS,LIN_MT_CONF,11,posterior_mean_clean,fresh_diagnostic,PAS,25,25,25,136185.88,25,0.0,25,5263.52,25,141450.0,25,0.04,25,0.56,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
60,Drishti_GS,LIN_MT_CONF,11,training_like,fresh_diagnostic,raw,25,100,100,139202.27,25,8.54,25,6987.14,25,147456.0,25,519.6,25,738.45,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
60,Drishti_GS,LIN_MT_CONF,11,training_like,fresh_diagnostic,confidence,25,100,100,137556.6,25,0.01,25,5635.97,25,143242.18,25,13.63,25,35.97,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
60,Drishti_GS,LIN_MT_CONF,11,training_like,fresh_diagnostic,PAS,25,100,100,135756.92,25,0.01,25,5117.73,25,140912.38,25,8.15,25,29.57,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
80,Drishti_GS,LIN_MT_CONF,11,posterior_mean_clean,fresh_diagnostic,raw,25,25,25,139369.76,25,5.24,25,7366.64,25,147456.0,25,265.6,25,448.76,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
80,Drishti_GS,LIN_MT_CONF,11,posterior_mean_clean,fresh_diagnostic,confidence,25,25,25,138067.64,25,0.0,25,6261.32,25,144337.4,25,0.32,25,8.12,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
80,Drishti_GS,LIN_MT_CONF,11,posterior_mean_clean,fresh_diagnostic,PAS,25,25,25,136492.96,25,0.0,25,5903.04,25,142396.76,25,0.24,25,0.52,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
80,Drishti_GS,LIN_MT_CONF,11,training_like,fresh_diagnostic,raw,25,100,100,139061.18,25,6.25,25,7133.58,25,147456.0,25,497.65,25,757.34,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
80,Drishti_GS,LIN_MT_CONF,11,training_like,fresh_diagnostic,confidence,25,100,100,137730.4,25,0.1,25,6058.3,25,143916.34,25,44.5,25,83.04,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
80,Drishti_GS,LIN_MT_CONF,11,training_like,fresh_diagnostic,PAS,25,100,100,136095.58,25,0.07,25,5704.32,25,141872.73,25,24.11,25,48.65,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
100,Drishti_GS,LIN_MT_CONF,11,posterior_mean_clean,fresh_diagnostic,raw,25,25,25,139240.0,25,1.92,25,7982.76,25,147456.0,25,76.08,25,155.24,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
100,Drishti_GS,LIN_MT_CONF,11,posterior_mean_clean,fresh_diagnostic,confidence,25,25,25,138202.36,25,0.0,25,6980.2,25,145183.08,25,0.0,25,0.52,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
100,Drishti_GS,LIN_MT_CONF,11,posterior_mean_clean,fresh_diagnostic,PAS,25,25,25,136685.64,25,0.0,25,6645.64,25,143331.28,25,0.0,25,0.0,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
100,Drishti_GS,LIN_MT_CONF,11,training_like,fresh_diagnostic,raw,25,100,100,138824.44,25,6.38,25,7412.67,25,147456.0,25,641.71,25,570.8,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
100,Drishti_GS,LIN_MT_CONF,11,training_like,fresh_diagnostic,confidence,25,100,100,137719.44,25,0.0,25,6473.92,25,144419.77,25,125.96,25,100.45,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
100,Drishti_GS,LIN_MT_CONF,11,training_like,fresh_diagnostic,PAS,25,100,100,136060.64,25,0.0,25,6159.26,25,142359.84,25,79.78,25,60.16,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
20,Drishti_GS,LIN_MT_PAS,11,posterior_mean_clean,fresh_diagnostic,raw,25,25,25,137111.6,25,69.48,25,6998.36,25,147456.0,25,820.68,25,2455.88,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
20,Drishti_GS,LIN_MT_PAS,11,posterior_mean_clean,fresh_diagnostic,confidence,25,25,25,133856.28,25,9.76,25,4813.52,25,138987.0,25,54.96,25,252.48,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
20,Drishti_GS,LIN_MT_PAS,11,posterior_mean_clean,fresh_diagnostic,PAS,25,25,25,131781.4,25,9.76,25,4304.32,25,136384.52,25,53.44,25,235.6,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
20,Drishti_GS,LIN_MT_PAS,11,training_like,fresh_diagnostic,raw,25,100,100,136870.82,25,71.77,25,6925.63,25,147456.0,25,891.12,25,2696.66,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
20,Drishti_GS,LIN_MT_PAS,11,training_like,fresh_diagnostic,confidence,25,100,100,133630.72,25,6.36,25,4740.57,25,138895.28,25,90.51,25,427.12,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
20,Drishti_GS,LIN_MT_PAS,11,training_like,fresh_diagnostic,PAS,25,100,100,131415.99,25,6.32,25,4228.08,25,136154.75,25,88.33,25,416.03,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
40,Drishti_GS,LIN_MT_PAS,11,posterior_mean_clean,fresh_diagnostic,raw,25,25,25,138489.72,25,75.52,25,6915.56,25,147456.0,25,780.0,25,1195.2,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
40,Drishti_GS,LIN_MT_PAS,11,posterior_mean_clean,fresh_diagnostic,confidence,25,25,25,136374.16,25,26.36,25,5155.04,25,141691.28,25,35.64,25,100.08,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
40,Drishti_GS,LIN_MT_PAS,11,posterior_mean_clean,fresh_diagnostic,PAS,25,25,25,134332.24,25,26.24,25,4647.08,25,139077.32,25,31.88,25,39.88,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
40,Drishti_GS,LIN_MT_PAS,11,posterior_mean_clean,actual_training,PAS,25,25,25,134540.24,25,26.24,25,4686.08,25,139324.72,25,31.96,25,40.2,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
40,Drishti_GS,LIN_MT_PAS,11,training_like,fresh_diagnostic,raw,25,100,100,138268.83,25,70.48,25,6901.67,25,147456.0,25,798.93,25,1416.09,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
40,Drishti_GS,LIN_MT_PAS,11,training_like,fresh_diagnostic,confidence,25,100,100,136104.1,25,23.34,25,5132.01,25,141484.91,25,55.23,25,170.23,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
40,Drishti_GS,LIN_MT_PAS,11,training_like,fresh_diagnostic,PAS,25,100,100,133875.4,25,23.26,25,4607.23,25,138676.06,25,48.94,25,121.23,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
40,Drishti_GS,LIN_MT_PAS,11,training_like,actual_training,PAS,25,100,100,134086.71,25,23.25,25,4644.69,25,138925.38,25,49.07,25,121.66,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
60,Drishti_GS,LIN_MT_PAS,11,posterior_mean_clean,fresh_diagnostic,raw,25,25,25,138924.44,25,17.88,25,7168.12,25,147456.0,25,511.04,25,834.52,25,null permutations then draws averaged within patient; pooled counts are replicated draw-pixels
