level,frozen_rows,frozen_patients,GT_file_open_attempts,successful_GT_reads,domain_records_materialized,domain_rows_processed,valid_pixels,ignored_pixels,all_ignore_rows,all_ignore_patients,status
overall,198,177,1,0,66,1,,,,,NOT_EVALUATED_GT_UNREAD
