phase,kind,epoch,domain,arm,seed,model,head_mode,n_cases,n_evaluable,background_dice,rim_dice,cup_dice,macro_fg_dice
P1,metrics.csv,100,Drishti_GS,MIX_CED,32,student,raw_linear3_same_geometry,25,25,0.9879144678163082,0.6882428824551858,0.7517065650208522,0.719974723738019
P1,metrics.csv,100,Drishti_GS,MIX_CED,32,ema,raw_linear3_same_geometry,25,25,0.9879665801895291,0.6895294966648199,0.7530043795127535,0.7212669380887867
P1,metrics.csv,20,RIM_ONE_r3,SUP_CED,33,student,raw_linear3_same_geometry,40,40,0.9826057407013771,0.6691134183307291,0.6543207909702562,0.6617171046504927
P1,metrics.csv,20,RIM_ONE_r3,SUP_CED,33,ema,raw_linear3_same_geometry,40,40,0.9834502047310437,0.6936888297945336,0.6765329496174329,0.6851108897059832
P1,metrics.csv,40,RIM_ONE_r3,SUP_CED,33,student,raw_linear3_same_geometry,40,40,0.983969074801505,0.6731070847144206,0.644668376698143,0.6588877307062819
P1,metrics.csv,40,RIM_ONE_r3,SUP_CED,33,ema,raw_linear3_same_geometry,40,40,0.9853966029374718,0.7112685568552509,0.6595633660229786,0.6854159614391149
P1,metrics.csv,60,RIM_ONE_r3,SUP_CED,33,student,raw_linear3_same_geometry,40,40,0.9866320277490235,0.7217688088404464,0.6550762664608725,0.6884225376506594
P1,metrics.csv,60,RIM_ONE_r3,SUP_CED,33,ema,raw_linear3_same_geometry,40,40,0.9862671644741831,0.7182585873052423,0.656201237361976,0.6872299123336092
P1,metrics.csv,80,RIM_ONE_r3,SUP_CED,33,student,raw_linear3_same_geometry,40,40,0.9860846213173087,0.7096278377359482,0.6430080008984101,0.6763179193171792
P1,metrics.csv,80,RIM_ONE_r3,SUP_CED,33,ema,raw_linear3_same_geometry,40,40,0.9862436076496692,0.717404779881783,0.648432312219288,0.6829185460505355
P1,metrics.csv,100,RIM_ONE_r3,SUP_CED,33,student,raw_linear3_same_geometry,40,40,0.9861329579768497,0.7163321620005955,0.6422927020020743,0.6793124320013348
P1,metrics.csv,100,RIM_ONE_r3,SUP_CED,33,ema,raw_linear3_same_geometry,40,40,0.9861219771775854,0.7161756681597565,0.6413594768553924,0.6787675725075746
P1,metrics.csv,20,Drishti_GS,SUP_CED,33,student,raw_linear3_same_geometry,25,25,0.9859472936614645,0.7116875848190827,0.749763682620309,0.7307256337196958
P1,metrics.csv,20,Drishti_GS,SUP_CED,33,ema,raw_linear3_same_geometry,25,25,0.98418902410315,0.6473685024716382,0.7501559810391023,0.6987622417553703
P1,metrics.csv,40,Drishti_GS,SUP_CED,33,student,raw_linear3_same_geometry,25,25,0.9847963134839199,0.6272190313999186,0.72950280665148,0.6783609190256992
P1,metrics.csv,40,Drishti_GS,SUP_CED,33,ema,raw_linear3_same_geometry,25,25,0.9855778258682014,0.6535665617966885,0.7380782536516222,0.6958224077241553
P1,metrics.csv,60,Drishti_GS,SUP_CED,33,student,raw_linear3_same_geometry,25,25,0.9845893916208948,0.6461009782822845,0.72860190230923,0.6873514402957573
P1,metrics.csv,60,Drishti_GS,SUP_CED,33,ema,raw_linear3_same_geometry,25,25,0.9850206231249353,0.6530192197637832,0.7265488145379113,0.6897840171508473
P1,metrics.csv,80,Drishti_GS,SUP_CED,33,student,raw_linear3_same_geometry,25,25,0.984064880258642,0.6684445139793057,0.7145671658438596,0.6915058399115825
P1,metrics.csv,80,Drishti_GS,SUP_CED,33,ema,raw_linear3_same_geometry,25,25,0.9844027001389033,0.6632262003524751,0.7220516238849676,0.6926389121187213
P1,metrics.csv,100,Drishti_GS,SUP_CED,33,student,raw_linear3_same_geometry,25,25,0.9835226453331366,0.682346165517056,0.7176144687344052,0.6999803171257305
P1,metrics.csv,100,Drishti_GS,SUP_CED,33,ema,raw_linear3_same_geometry,25,25,0.9836551928286074,0.6810393615895657,0.7187357702036701,0.6998875658966179
P1,metrics.csv,20,RIM_ONE_r3,MT_CED,33,student,raw_linear3_same_geometry,40,40,0.9826057407013771,0.6691134183307291,0.6543207909702562,0.6617171046504927
P1,metrics.csv,20,RIM_ONE_r3,MT_CED,33,ema,raw_linear3_same_geometry,40,40,0.9834502047310437,0.6936888297945336,0.6765329496174329,0.6851108897059832
P1,metrics.csv,40,RIM_ONE_r3,MT_CED,33,student,raw_linear3_same_geometry,40,40,0.9858840483022944,0.713437836310639,0.6800259706086436,0.6967319034596412
P1,metrics.csv,40,RIM_ONE_r3,MT_CED,33,ema,raw_linear3_same_geometry,40,40,0.9853717615656752,0.7151986027949865,0.6829794856665109,0.6990890442307487
P1,metrics.csv,60,RIM_ONE_r3,MT_CED,33,student,raw_linear3_same_geometry,40,40,0.9868691168206652,0.7275530064118572,0.6628777288099819,0.6952153676109194
P1,metrics.csv,60,RIM_ONE_r3,MT_CED,33,ema,raw_linear3_same_geometry,40,40,0.9867559495303275,0.7300559589736274,0.6828386209439666,0.706447289958797
P1,metrics.csv,80,RIM_ONE_r3,MT_CED,33,student,raw_linear3_same_geometry,40,40,0.9869181402366329,0.7318936385322279,0.6759228725054033,0.7039082555188155
P1,metrics.csv,80,RIM_ONE_r3,MT_CED,33,ema,raw_linear3_same_geometry,40,40,0.9869656599948048,0.731342157043053,0.6774935610913188,0.7044178590671859
P1,metrics.csv,100,RIM_ONE_r3,MT_CED,33,student,raw_linear3_same_geometry,40,40,0.9869764720807435,0.729975482188577,0.676436281140105,0.703205881664341
P1,metrics.csv,100,RIM_ONE_r3,MT_CED,33,ema,raw_linear3_same_geometry,40,40,0.9869802912424388,0.7303571814016285,0.6767171860540945,0.7035371837278616
P1,metrics.csv,20,Drishti_GS,MT_CED,33,student,raw_linear3_same_geometry,25,25,0.9859472936614645,0.7116875848190827,0.749763682620309,0.7307256337196958
P1,metrics.csv,20,Drishti_GS,MT_CED,33,ema,raw_linear3_same_geometry,25,25,0.98418902410315,0.6473685024716382,0.7501559810391023,0.6987622417553703
P1,metrics.csv,40,Drishti_GS,MT_CED,33,student,raw_linear3_same_geometry,25,25,0.9863813641404776,0.6487527906968471,0.7364246790454452,0.6925887348711461
P1,metrics.csv,40,Drishti_GS,MT_CED,33,ema,raw_linear3_same_geometry,25,25,0.9859393659619546,0.6661833938642701,0.7534527979018596,0.7098180958830649
P1,metrics.csv,60,Drishti_GS,MT_CED,33,student,raw_linear3_same_geometry,25,25,0.9847174123651464,0.6501327618709736,0.7418264096010292,0.6959795857360014
P1,metrics.csv,60,Drishti_GS,MT_CED,33,ema,raw_linear3_same_geometry,25,25,0.9849080336936794,0.6613691721177252,0.7418546572624563,0.7016119146900907
P1,metrics.csv,80,Drishti_GS,MT_CED,33,student,raw_linear3_same_geometry,25,25,0.9811225287366213,0.6227403718123112,0.7198997355183344,0.6713200536653229
P1,metrics.csv,80,Drishti_GS,MT_CED,33,ema,raw_linear3_same_geometry,25,25,0.9828232610433267,0.6354928002317535,0.7343455590544256,0.6849191796430893
P1,metrics.csv,100,Drishti_GS,MT_CED,33,student,raw_linear3_same_geometry,25,25,0.9799187667894421,0.6095852590068063,0.710363896941669,0.6599745779742378
P1,metrics.csv,100,Drishti_GS,MT_CED,33,ema,raw_linear3_same_geometry,25,25,0.9803525964419454,0.6140336373360727,0.71474779544575,0.6643907163909115
P1,metrics.csv,20,RIM_ONE_r3,MIX_CTX,33,student,raw_linear3_same_geometry,40,40,0.9826057407013771,0.6691134183307291,0.6543207909702562,0.6617171046504927
P1,metrics.csv,20,RIM_ONE_r3,MIX_CTX,33,ema,raw_linear3_same_geometry,40,40,0.9834502047310437,0.6936888297945336,0.6765329496174329,0.6851108897059832
P1,metrics.csv,40,RIM_ONE_r3,MIX_CTX,33,student,raw_linear3_same_geometry,40,40,0.9882491857370045,0.739445288159209,0.685288650392496,0.7123669692758524
P1,metrics.csv,40,RIM_ONE_r3,MIX_CTX,33,ema,raw_linear3_same_geometry,40,40,0.987899841611093,0.7377796167580852,0.7166789258133879,0.7272292712857367
P1,metrics.csv,60,RIM_ONE_r3,MIX_CTX,33,student,raw_linear3_same_geometry,40,40,0.9873105256792123,0.7213602068376419,0.6695158005159559,0.6954380036767989
P1,metrics.csv,60,RIM_ONE_r3,MIX_CTX,33,ema,raw_linear3_same_geometry,40,40,0.9887331730364037,0.7338881877016972,0.7097176462787118,0.7218029169902044
P1,metrics.csv,80,RIM_ONE_r3,MIX_CTX,33,student,raw_linear3_same_geometry,40,40,0.9878999148007825,0.7413286161141974,0.696828681333555,0.7190786487238763
P1,metrics.csv,80,RIM_ONE_r3,MIX_CTX,33,ema,raw_linear3_same_geometry,40,40,0.9881494440267428,0.7464660545100568,0.7185545139621361,0.7325102842360964
P1,metrics.csv,100,RIM_ONE_r3,MIX_CTX,33,student,raw_linear3_same_geometry,40,40,0.9881178831942646,0.749987736759474,0.7172717298254769,0.7336297332924755
P1,metrics.csv,100,RIM_ONE_r3,MIX_CTX,33,ema,raw_linear3_same_geometry,40,40,0.9879958349251355,0.751198914212928,0.7160799009580294,0.7336394075854786
P1,metrics.csv,20,Drishti_GS,MIX_CTX,33,student,raw_linear3_same_geometry,25,25,0.9859472936614645,0.7116875848190827,0.749763682620309,0.7307256337196958
P1,metrics.csv,20,Drishti_GS,MIX_CTX,33,ema,raw_linear3_same_geometry,25,25,0.98418902410315,0.6473685024716382,0.7501559810391023,0.6987622417553703
P1,metrics.csv,40,Drishti_GS,MIX_CTX,33,student,raw_linear3_same_geometry,25,25,0.9844832799246162,0.6935237312207235,0.7468713163896328,0.7201975238051781
P1,metrics.csv,40,Drishti_GS,MIX_CTX,33,ema,raw_linear3_same_geometry,25,25,0.9859695038059157,0.7153463764971909,0.7439117950910762,0.7296290857941333
P1,metrics.csv,60,Drishti_GS,MIX_CTX,33,student,raw_linear3_same_geometry,25,25,0.9869833204510656,0.6976809792087263,0.7210828395122614,0.709381909360494
P1,metrics.csv,60,Drishti_GS,MIX_CTX,33,ema,raw_linear3_same_geometry,25,25,0.9874718036655584,0.7206434732315096,0.7485230009561319,0.7345832370938207
P1,metrics.csv,80,Drishti_GS,MIX_CTX,33,student,raw_linear3_same_geometry,25,25,0.9876570283442314,0.721066336977165,0.7615443519943483,0.7413053444857566
P1,metrics.csv,80,Drishti_GS,MIX_CTX,33,ema,raw_linear3_same_geometry,25,25,0.9870139173016406,0.7133826267601573,0.7486714175962677,0.7310270221782125
P1,metrics.csv,100,Drishti_GS,MIX_CTX,33,student,raw_linear3_same_geometry,25,25,0.987103431996841,0.7100467616941181,0.7375834730256554,0.7238151173598868
P1,metrics.csv,100,Drishti_GS,MIX_CTX,33,ema,raw_linear3_same_geometry,25,25,0.9873790046602694,0.7122776846408878,0.7395984882970066,0.725938086468947
P1,metrics.csv,20,RIM_ONE_r3,MIX_CED,33,student,raw_linear3_same_geometry,40,40,0.9826057407013771,0.6691134183307291,0.6543207909702562,0.6617171046504927
P1,metrics.csv,20,RIM_ONE_r3,MIX_CED,33,ema,raw_linear3_same_geometry,40,40,0.9834502047310437,0.6936888297945336,0.6765329496174329,0.6851108897059832
P1,metrics.csv,40,RIM_ONE_r3,MIX_CED,33,student,raw_linear3_same_geometry,40,40,0.9880925226318578,0.7506739627377691,0.7159730238549635,0.7333234932963663
P1,metrics.csv,40,RIM_ONE_r3,MIX_CED,33,ema,raw_linear3_same_geometry,40,40,0.9879375469864007,0.7382464944851557,0.7173395869927836,0.7277930407389696
P1,metrics.csv,60,RIM_ONE_r3,MIX_CED,33,student,raw_linear3_same_geometry,40,40,0.9871653510948455,0.7326635663609151,0.6853358749552287,0.7089997206580719
P1,metrics.csv,60,RIM_ONE_r3,MIX_CED,33,ema,raw_linear3_same_geometry,40,40,0.9882220211842014,0.7352694550221541,0.7108276269972391,0.7230485410096966
P1,metrics.csv,80,RIM_ONE_r3,MIX_CED,33,student,raw_linear3_same_geometry,40,40,0.9881917372267214,0.7359072476156813,0.6955000690298084,0.715703658322745
P1,metrics.csv,80,RIM_ONE_r3,MIX_CED,33,ema,raw_linear3_same_geometry,40,40,0.9886015418518529,0.7382715480644598,0.7013069066831357,0.7197892273737978
P1,metrics.csv,100,RIM_ONE_r3,MIX_CED,33,student,raw_linear3_same_geometry,40,40,0.9886777510827901,0.7335821783000055,0.7009767653553703,0.7172794718276879
P1,metrics.csv,100,RIM_ONE_r3,MIX_CED,33,ema,raw_linear3_same_geometry,40,40,0.9888382653143477,0.736384846230593,0.7037215291139697,0.7200531876722813
P1,metrics.csv,20,Drishti_GS,MIX_CED,33,student,raw_linear3_same_geometry,25,25,0.9859472936614645,0.7116875848190827,0.749763682620309,0.7307256337196958
P1,metrics.csv,20,Drishti_GS,MIX_CED,33,ema,raw_linear3_same_geometry,25,25,0.98418902410315,0.6473685024716382,0.7501559810391023,0.6987622417553703
P1,metrics.csv,40,Drishti_GS,MIX_CED,33,student,raw_linear3_same_geometry,25,25,0.9862614896163515,0.7185731593570566,0.7626809042796728,0.7406270318183646
P1,metrics.csv,40,Drishti_GS,MIX_CED,33,ema,raw_linear3_same_geometry,25,25,0.9860185581403116,0.7140106189114244,0.7549001386393545,0.7344553787753894
P1,metrics.csv,60,Drishti_GS,MIX_CED,33,student,raw_linear3_same_geometry,25,25,0.9864444037315667,0.7018695023840192,0.7456730997840456,0.7237713010840326
P1,metrics.csv,60,Drishti_GS,MIX_CED,33,ema,raw_linear3_same_geometry,25,25,0.9876671007702592,0.7191850350953594,0.7525094061188023,0.7358472206070811
P1,metrics.csv,80,Drishti_GS,MIX_CED,33,student,raw_linear3_same_geometry,25,25,0.9884854693004621,0.7286879363585956,0.7640646067662525,0.746376271562424
P1,metrics.csv,80,Drishti_GS,MIX_CED,33,ema,raw_linear3_same_geometry,25,25,0.9883307701787668,0.7268309671688497,0.7651145828626276,0.7459727750157384
P1,metrics.csv,100,Drishti_GS,MIX_CED,33,student,raw_linear3_same_geometry,25,25,0.9886947079964666,0.7295951359952386,0.7645892847521978,0.7470922103737183
P1,metrics.csv,100,Drishti_GS,MIX_CED,33,ema,raw_linear3_same_geometry,25,25,0.9886970984805388,0.7290176657584131,0.7649957458709247,0.7470067058146688
P2,metrics.csv,20,RIM_ONE_r3,SUP_CE,41,student,raw_linear3_same_geometry,40,40,0.9868749229464111,0.7076725827605798,0.6236337427699421,0.665653162765261
P2,metrics.csv,20,RIM_ONE_r3,SUP_CE,41,ema,raw_linear3_same_geometry,40,40,0.9863447521755999,0.7094680474102854,0.6264729469333981,0.6679704971718416
P2,metrics.csv,40,RIM_ONE_r3,SUP_CE,41,student,raw_linear3_same_geometry,40,40,0.98889289390284,0.7339872501289495,0.6626468482764692,0.6983170492027094
P2,metrics.csv,40,RIM_ONE_r3,SUP_CE,41,ema,raw_linear3_same_geometry,40,40,0.9890700893914122,0.7386849546085669,0.6515884019253189,0.6951366782669428
P2,metrics.csv,60,RIM_ONE_r3,SUP_CE,41,student,raw_linear3_same_geometry,40,40,0.9897415562745673,0.7413298897079781,0.6369968928940221,0.689163391301
P2,metrics.csv,60,RIM_ONE_r3,SUP_CE,41,ema,raw_linear3_same_geometry,40,40,0.9898806791360666,0.7448682593801585,0.6503089781329396,0.6975886187565491
P2,metrics.csv,80,RIM_ONE_r3,SUP_CE,41,student,raw_linear3_same_geometry,40,40,0.9893577446720048,0.7362743330386875,0.6589059649824817,0.6975901490105846
P2,metrics.csv,80,RIM_ONE_r3,SUP_CE,41,ema,raw_linear3_same_geometry,40,40,0.989767164417179,0.7436026948071564,0.6568529151494337,0.700227804978295
P2,metrics.csv,100,RIM_ONE_r3,SUP_CE,41,student,raw_linear3_same_geometry,40,40,0.9895955749519938,0.7403109166943578,0.660788494709785,0.7005497057020713
P2,metrics.csv,100,RIM_ONE_r3,SUP_CE,41,ema,raw_linear3_same_geometry,40,40,0.9896407039225515,0.7409781269603508,0.660382821046327,0.7006804740033388
P2,metrics.csv,20,Drishti_GS,SUP_CE,41,student,raw_linear3_same_geometry,25,25,0.9845698797190384,0.6392822707661867,0.7406518382181992,0.6899670544921932
P2,metrics.csv,20,Drishti_GS,SUP_CE,41,ema,raw_linear3_same_geometry,25,25,0.9868064682252595,0.6805897321633396,0.7500191335493358,0.7153044328563376
P2,metrics.csv,40,Drishti_GS,SUP_CE,41,student,raw_linear3_same_geometry,25,25,0.9806892663348633,0.607718849482409,0.752996098465988,0.6803574739741984
P2,metrics.csv,40,Drishti_GS,SUP_CE,41,ema,raw_linear3_same_geometry,25,25,0.9816609316797034,0.6185534885512005,0.7486328270229756,0.683593157787088
P2,metrics.csv,60,Drishti_GS,SUP_CE,41,student,raw_linear3_same_geometry,25,25,0.9823076212238078,0.6465200020820266,0.7557881691609667,0.7011540856214967
P2,metrics.csv,60,Drishti_GS,SUP_CE,41,ema,raw_linear3_same_geometry,25,25,0.9819460566361831,0.6254348076813635,0.7558908511064437,0.6906628293939037
P2,metrics.csv,80,Drishti_GS,SUP_CE,41,student,raw_linear3_same_geometry,25,25,0.9814682448724064,0.6218431542531975,0.7570292456838694,0.6894361999685336
P2,metrics.csv,80,Drishti_GS,SUP_CE,41,ema,raw_linear3_same_geometry,25,25,0.9817818785759371,0.6221801218980718,0.7573733379472455,0.6897767299226587
P2,metrics.csv,100,Drishti_GS,SUP_CE,41,student,raw_linear3_same_geometry,25,25,0.9801473106555995,0.6182998050152825,0.7539049240303112,0.6861023645227968
P2,metrics.csv,100,Drishti_GS,SUP_CE,41,ema,raw_linear3_same_geometry,25,25,0.9803723952757527,0.6186213702578239,0.7543152979807504,0.6864683341192871
P2,metrics.csv,20,RIM_ONE_r3,SUP_CED,41,student,raw_linear3_same_geometry,40,40,0.9848623976801851,0.7101235172317175,0.6484224124318759,0.6792729648317966
P2,metrics.csv,20,RIM_ONE_r3,SUP_CED,41,ema,raw_linear3_same_geometry,40,40,0.9847855810204724,0.7085130357623566,0.6693786864129707,0.6889458610876635
P2,metrics.csv,40,RIM_ONE_r3,SUP_CED,41,student,raw_linear3_same_geometry,40,40,0.9849410358232863,0.6932413734286108,0.6664374316942796,0.6798394025614453
P2,metrics.csv,40,RIM_ONE_r3,SUP_CED,41,ema,raw_linear3_same_geometry,40,40,0.9865145102783895,0.7264339689689124,0.678305052141513,0.7023695105552127
P2,metrics.csv,60,RIM_ONE_r3,SUP_CED,41,student,raw_linear3_same_geometry,40,40,0.9862554869023548,0.7131807459378472,0.6437395880837377,0.6784601670107924
P2,metrics.csv,60,RIM_ONE_r3,SUP_CED,41,ema,raw_linear3_same_geometry,40,40,0.9863643307815362,0.7241258461563018,0.6792486956770689,0.7016872709166855
P2,metrics.csv,80,RIM_ONE_r3,SUP_CED,41,student,raw_linear3_same_geometry,40,40,0.9852812965161639,0.7108960355906995,0.6667890924267599,0.6888425640087297
P2,metrics.csv,80,RIM_ONE_r3,SUP_CED,41,ema,raw_linear3_same_geometry,40,40,0.9857358990844404,0.7141259101686698,0.6705361905542102,0.6923310503614399
P2,metrics.csv,100,RIM_ONE_r3,SUP_CED,41,student,raw_linear3_same_geometry,40,40,0.984395689173118,0.7046035151737993,0.6585528270757074,0.6815781711247533
P2,metrics.csv,100,RIM_ONE_r3,SUP_CED,41,ema,raw_linear3_same_geometry,40,40,0.9845265126047492,0.7053062205817535,0.6596594965287794,0.6824828585552665
P2,metrics.csv,20,Drishti_GS,SUP_CED,41,student,raw_linear3_same_geometry,25,25,0.9848131134899722,0.6296742677858855,0.744145669388525,0.6869099685872054
P2,metrics.csv,20,Drishti_GS,SUP_CED,41,ema,raw_linear3_same_geometry,25,25,0.9867447882531234,0.6904625496024124,0.7494636714114672,0.71996311050694
P2,metrics.csv,40,Drishti_GS,SUP_CED,41,student,raw_linear3_same_geometry,25,25,0.9816895865407216,0.6283781387488809,0.759745903121422,0.6940620209351516
P2,metrics.csv,40,Drishti_GS,SUP_CED,41,ema,raw_linear3_same_geometry,25,25,0.9844829497106812,0.6595746821481789,0.7536253295462213,0.7066000058472003
P2,metrics.csv,60,Drishti_GS,SUP_CED,41,student,raw_linear3_same_geometry,25,25,0.9812811468522127,0.6055997303446092,0.7411908229976606,0.6733952766711349
P2,metrics.csv,60,Drishti_GS,SUP_CED,41,ema,raw_linear3_same_geometry,25,25,0.9811082216067198,0.6204863605819597,0.7519493205950616,0.6862178405885108
P2,metrics.csv,80,Drishti_GS,SUP_CED,41,student,raw_linear3_same_geometry,25,25,0.979825853367001,0.6171347562173372,0.7453240405891747,0.681229398403256
P2,metrics.csv,80,Drishti_GS,SUP_CED,41,ema,raw_linear3_same_geometry,25,25,0.980125787617048,0.607974357054728,0.739125565234452,0.67354996114459
P2,metrics.csv,100,Drishti_GS,SUP_CED,41,student,raw_linear3_same_geometry,25,25,0.9798603836395049,0.6046087103464687,0.7216603149677825,0.6631345126571255
P2,metrics.csv,100,Drishti_GS,SUP_CED,41,ema,raw_linear3_same_geometry,25,25,0.9799056324798486,0.6052162394429205,0.7227796803901967,0.6639979599165586
P2,metrics.csv,20,RIM_ONE_r3,MIX_CTX,41,student,raw_linear3_same_geometry,40,40,0.9848623976801851,0.7101235172317175,0.6484224124318759,0.6792729648317966
P2,metrics.csv,20,RIM_ONE_r3,MIX_CTX,41,ema,raw_linear3_same_geometry,40,40,0.9847855810204724,0.7085130357623566,0.6693786864129707,0.6889458610876635
P2,metrics.csv,40,RIM_ONE_r3,MIX_CTX,41,student,raw_linear3_same_geometry,40,40,0.9867210329427059,0.7366276218261694,0.7185231455126768,0.7275753836694232
P2,metrics.csv,40,RIM_ONE_r3,MIX_CTX,41,ema,raw_linear3_same_geometry,40,40,0.9863663750299774,0.7264763397571206,0.7125871716499687,0.7195317557035447
P2,metrics.csv,60,RIM_ONE_r3,MIX_CTX,41,student,raw_linear3_same_geometry,40,40,0.9881029912619906,0.7303017743149031,0.7100385016850289,0.720170137999966
P2,metrics.csv,60,RIM_ONE_r3,MIX_CTX,41,ema,raw_linear3_same_geometry,40,40,0.9892322684414786,0.7516933154377325,0.7243548783999081,0.7380240969188202
P2,metrics.csv,80,RIM_ONE_r3,MIX_CTX,41,student,raw_linear3_same_geometry,40,40,0.989969307585201,0.756618184127323,0.721482680529261,0.7390504323282918
P2,metrics.csv,80,RIM_ONE_r3,MIX_CTX,41,ema,raw_linear3_same_geometry,40,40,0.98968842391739,0.7556474462686166,0.7152143983057553,0.7354309222871859
P2,metrics.csv,100,RIM_ONE_r3,MIX_CTX,41,student,raw_linear3_same_geometry,40,40,0.9894458977712732,0.7407324712886181,0.7039298715868871,0.7223311714377527
P2,metrics.csv,100,RIM_ONE_r3,MIX_CTX,41,ema,raw_linear3_same_geometry,40,40,0.9894318679357033,0.7417229978503272,0.7041034273932661,0.7229132126217966
P2,metrics.csv,20,Drishti_GS,MIX_CTX,41,student,raw_linear3_same_geometry,25,25,0.9848131134899722,0.6296742677858855,0.744145669388525,0.6869099685872054
P2,metrics.csv,20,Drishti_GS,MIX_CTX,41,ema,raw_linear3_same_geometry,25,25,0.9867447882531234,0.6904625496024124,0.7494636714114672,0.71996311050694
P2,metrics.csv,40,Drishti_GS,MIX_CTX,41,student,raw_linear3_same_geometry,25,25,0.9871336962684396,0.7194827460947338,0.7466843551270712,0.7330835506109026
P2,metrics.csv,40,Drishti_GS,MIX_CTX,41,ema,raw_linear3_same_geometry,25,25,0.9880949612112221,0.7188842532804367,0.7508304501268269,0.7348573517036319
P2,metrics.csv,60,Drishti_GS,MIX_CTX,41,student,raw_linear3_same_geometry,25,25,0.9874871223679996,0.68558421047783,0.7324418649116208,0.7090130376947255
P2,metrics.csv,60,Drishti_GS,MIX_CTX,41,ema,raw_linear3_same_geometry,25,25,0.987383681711917,0.7045031342178344,0.7432438568620603,0.7238734955399473
P2,metrics.csv,80,Drishti_GS,MIX_CTX,41,student,raw_linear3_same_geometry,25,25,0.9869198782725401,0.7080446394371464,0.7423705901046292,0.725207614770888
P2,metrics.csv,80,Drishti_GS,MIX_CTX,41,ema,raw_linear3_same_geometry,25,25,0.9878915836457631,0.7108374384646119,0.7441916502335411,0.7275145443490765
P2,metrics.csv,100,Drishti_GS,MIX_CTX,41,student,raw_linear3_same_geometry,25,25,0.9876543323922757,0.7076371808053085,0.7357498632603326,0.7216935220328206
P2,metrics.csv,100,Drishti_GS,MIX_CTX,41,ema,raw_linear3_same_geometry,25,25,0.9878884691709718,0.7117862523526832,0.7374220743724785,0.7246041633625809
P2,metrics.csv,20,RIM_ONE_r3,MIX_CED,41,student,raw_linear3_same_geometry,40,40,0.9848623976801851,0.7101235172317175,0.6484224124318759,0.6792729648317966
P2,metrics.csv,20,RIM_ONE_r3,MIX_CED,41,ema,raw_linear3_same_geometry,40,40,0.9847855810204724,0.7085130357623566,0.6693786864129707,0.6889458610876635
P2,metrics.csv,40,RIM_ONE_r3,MIX_CED,41,student,raw_linear3_same_geometry,40,40,0.9876323273556507,0.7354025822931013,0.7065375446537754,0.7209700634734384
P2,metrics.csv,40,RIM_ONE_r3,MIX_CED,41,ema,raw_linear3_same_geometry,40,40,0.9882499875028193,0.7396628900299914,0.7259773893001318,0.7328201396650617
P2,metrics.csv,60,RIM_ONE_r3,MIX_CED,41,student,raw_linear3_same_geometry,40,40,0.9894727275033948,0.7526139632888617,0.7195568105304112,0.7360853869096363
P2,metrics.csv,60,RIM_ONE_r3,MIX_CED,41,ema,raw_linear3_same_geometry,40,40,0.989375028078183,0.7537051716170506,0.7204314596821668,0.7370683156496087
P2,metrics.csv,80,RIM_ONE_r3,MIX_CED,41,student,raw_linear3_same_geometry,40,40,0.9888307180162279,0.7423533572380542,0.7039704976764286,0.7231619274572414
P2,metrics.csv,80,RIM_ONE_r3,MIX_CED,41,ema,raw_linear3_same_geometry,40,40,0.9891946579195097,0.7496261198977875,0.7094317623711506,0.729528941134469
P2,metrics.csv,100,RIM_ONE_r3,MIX_CED,41,student,raw_linear3_same_geometry,40,40,0.9893514319601634,0.7500909550759738,0.7044944453946316,0.7272927002353027
P2,metrics.csv,100,RIM_ONE_r3,MIX_CED,41,ema,raw_linear3_same_geometry,40,40,0.9893213643453288,0.7496912636608065,0.7035223906781978,0.7266068271695021
P2,metrics.csv,20,Drishti_GS,MIX_CED,41,student,raw_linear3_same_geometry,25,25,0.9848131134899722,0.6296742677858855,0.744145669388525,0.6869099685872054
P2,metrics.csv,20,Drishti_GS,MIX_CED,41,ema,raw_linear3_same_geometry,25,25,0.9867447882531234,0.6904625496024124,0.7494636714114672,0.71996311050694
P2,metrics.csv,40,Drishti_GS,MIX_CED,41,student,raw_linear3_same_geometry,25,25,0.9879967698014098,0.7309969224730356,0.7315601946133142,0.7312785585431749
P2,metrics.csv,40,Drishti_GS,MIX_CED,41,ema,raw_linear3_same_geometry,25,25,0.9884226915768728,0.7253851501872073,0.7527569999731111,0.7390710750801592
P2,metrics.csv,60,Drishti_GS,MIX_CED,41,student,raw_linear3_same_geometry,25,25,0.9888291169190734,0.6971287626518317,0.7415263807126224,0.719327571682227
P2,metrics.csv,60,Drishti_GS,MIX_CED,41,ema,raw_linear3_same_geometry,25,25,0.9884442104652975,0.7203363381821515,0.7530154728737712,0.7366759055279613
P2,metrics.csv,80,Drishti_GS,MIX_CED,41,student,raw_linear3_same_geometry,25,25,0.9883238781295738,0.7263334751789049,0.7477844840862722,0.7370589796325885
P2,metrics.csv,80,Drishti_GS,MIX_CED,41,ema,raw_linear3_same_geometry,25,25,0.9887118036745303,0.7215454566783513,0.749715509996264,0.7356304833373077
P2,metrics.csv,100,Drishti_GS,MIX_CED,41,student,raw_linear3_same_geometry,25,25,0.988291533452971,0.7147905995129977,0.7321335942138676,0.7234620968634325
P2,metrics.csv,100,Drishti_GS,MIX_CED,41,ema,raw_linear3_same_geometry,25,25,0.9885467896521706,0.7210931972285725,0.7377749706195976,0.729434083924085
