phase,arm,baseline,seed,domain,metric,delta,flag
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,SUP_CED,42,Drishti_GS,rim_dice,0.07640060793991432,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,SUP_CED,42,Drishti_GS,cup_dice,0.011146925906564187,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,31,RIM_ONE_r3,macro_fg_dice,0.005782618230786296,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,31,RIM_ONE_r3,rim_dice,0.00884810691820992,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,31,RIM_ONE_r3,cup_dice,0.002717129543362784,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,31,Drishti_GS,macro_fg_dice,-0.004286565881061022,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,31,Drishti_GS,rim_dice,0.0035501429672132323,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,31,Drishti_GS,cup_dice,-0.012123274729335942,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,32,RIM_ONE_r3,macro_fg_dice,0.009396402917068003,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,32,RIM_ONE_r3,rim_dice,0.011690875255182753,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,32,RIM_ONE_r3,cup_dice,0.007101930578953364,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,32,Drishti_GS,macro_fg_dice,0.015998372068301014,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,32,Drishti_GS,rim_dice,0.03141124463847367,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,32,Drishti_GS,cup_dice,0.0005854994981283612,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,33,RIM_ONE_r3,macro_fg_dice,-0.016350261464787574,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,33,RIM_ONE_r3,rim_dice,-0.01640555845946856,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,33,RIM_ONE_r3,cup_dice,-0.016294964470106588,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,33,Drishti_GS,macro_fg_dice,0.023277093013831518,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,33,Drishti_GS,rim_dice,0.019548374301120552,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,33,Drishti_GS,cup_dice,0.027005811726542372,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,41,RIM_ONE_r3,macro_fg_dice,0.004961528797549963,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,41,RIM_ONE_r3,rim_dice,0.00935848378735571,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,41,RIM_ONE_r3,cup_dice,0.0005645738077444395,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,41,Drishti_GS,macro_fg_dice,0.0017685748306119908,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,41,Drishti_GS,rim_dice,0.007153418707689263,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,41,Drishti_GS,cup_dice,-0.0036162690464650593,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,42,RIM_ONE_r3,macro_fg_dice,0.019115893679592544,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,42,RIM_ONE_r3,rim_dice,0.01862512701818342,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,42,RIM_ONE_r3,cup_dice,0.019606660341001225,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,42,Drishti_GS,macro_fg_dice,-0.00093356763961705,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,42,Drishti_GS,rim_dice,-0.0019084239039574014,
ALL5_SELECTED_DESCRIPTIVE,MIX_CED,MIX_CTX,42,Drishti_GS,cup_dice,4.1288624722857215e-05,
