variant,site,site_index,epoch,class_id,target_coverage,realized_coverage,valid_pseudo_count,admitted_pixel_count,deferred_pixel_count,posthoc_final_pseudo_label_accuracy,posthoc_final_boundary_interior_admitted_ratio,hidden_gt_scope
R1,Drishti_GS,2,13,0,0.42685403427543217,0.42687572984010386,306574,130869,175705,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,13,1,0.4269095061259119,0.4272005294506949,15110,6455,8655,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,13,2,0.42686828832554163,0.42714149187666617,19881,8492,11389,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,14,0,0.42885670166622103,0.42887238378929216,306168,131307,174861,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,14,1,0.4288045251317639,0.429039642076787,19222,8247,10975,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,14,2,0.428754680673524,0.42911454500858476,16308,6998,9310,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,15,0,0.43085675826295033,0.4308724219748129,306824,132202,174622,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,15,1,0.4307159723124658,0.4311908386840537,15107,6514,8593,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,15,2,0.43095084895198416,0.43123659400409037,20047,8645,11402,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,16,0,0.43285000152440983,0.4328652746479791,307084,132926,174158,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,16,1,0.433018260240223,0.4334236299229006,14397,6240,8157,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,16,2,0.4328501001556228,0.43314384577360354,16184,7010,9174,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,17,0,0.4348588249955149,0.43486915570228674,308955,134355,174600,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,17,1,0.4346835529238519,0.4351139390352175,13516,5881,7635,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,17,2,0.43496009432992583,0.4351990582191781,18688,8133,10555,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,18,0,0.43686438448428844,0.43687842963465023,306884,134071,172813,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,18,1,0.436874924679769,0.4372575298017916,14177,6199,7978,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,18,2,0.43677177511192333,0.43707168497770044,18386,8036,10350,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,19,0,0.438859486562174,0.438875881262198,307939,135147,172792,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,19,1,0.4388960461189927,0.43913703656839176,15806,6941,8865,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,19,2,0.43884384232884355,0.43914439610524136,19308,8479,10829,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,20,0,0.440857584567014,0.4408733033859827,310545,136911,173634,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,20,1,0.4408862778800041,0.44124485780719014,16773,7401,9372,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,20,2,0.4408555022492803,0.4411276030128489,18056,7965,10091,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,21,0,0.4428600769775849,0.4428745874266761,308733,136730,172003,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,21,1,0.44290965540418553,0.4432642828869244,15158,6719,8439,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,21,2,0.44283052118364996,0.443138969342587,18299,8109,10190,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,22,0,0.4448652896375036,0.44488039325589335,310434,138106,172328,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,22,1,0.44480965243850273,0.4451377442900871,16988,7562,9426,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,22,2,0.4448873610862991,0.4451555456619734,17969,7999,9970,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,23,0,0.44686353633264025,0.44687733750400715,308823,138006,170817,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,23,1,0.44692587707269377,0.4472036618088073,19007,8500,10507,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,23,2,0.44681189668821897,0.44719021028870143,16834,7528,9306,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,24,0,0.44886839469766804,0.4488845679875402,307549,138054,169495,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,24,1,0.4488845968029519,0.4492043418695331,18978,8525,10453,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,24,2,0.4488185401631602,0.44925474673758425,16169,7264,8905,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,25,0,0.4508625139033593,0.4508795825579834,312762,141018,171744,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,25,1,0.450884392020951,0.4511930585683297,18901,8528,10373,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,25,2,0.4508788859049138,0.45121022094590635,17063,7699,9364,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,26,0,0.45286172946835135,0.45288344345371734,311780,141200,170580,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,26,1,0.4528863646657913,0.45320038597619816,18654,8454,10200,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,26,2,0.4528862825892169,0.4531609374028719,16087,7290,8797,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,27,0,0.4548669288428156,0.45488795126676507,307634,139939,167695,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,27,1,0.45479433059589275,0.4550438082743757,21343,9712,11631,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,27,2,0.4550129863546121,0.45542200501915203,15142,6896,8246,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,28,0,0.4568656299876955,0.4568819467618143,311656,142390,169266,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,28,1,0.45685455224303123,0.4571919647652809,18618,8512,10106,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,28,2,0.4568887541886255,0.4573085138846506,16385,7493,8892,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,29,0,0.4588674755651802,0.45888463923919787,309568,142056,167512,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,29,1,0.4587572510760657,0.4590148655575749,21459,9850,11609,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,29,2,0.45891865895327183,0.4591187344687557,16499,7575,8924,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,30,0,0.4608687057694479,0.46088422715077687,308993,142410,166583,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,30,1,0.46084985569454856,0.46114267338407117,18658,8604,10054,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,30,2,0.4609103010955071,0.46132381570408826,15410,7109,8301,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,31,0,0.4628617565346841,0.4628757813918502,308424,142762,165662,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,31,1,0.46289435871398665,0.463191264529764,19873,9205,10668,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,31,2,0.4628889653564552,0.46319018404907975,17278,8003,9275,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,32,0,0.46486932136637993,0.4648906111245661,309675,143965,165710,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,32,1,0.4647940227716081,0.4651090342679128,19260,8958,10302,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,32,2,0.464947250183981,0.46536277602523657,15850,7376,8474,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,33,0,0.46686710241664514,0.4668782152366673,309464,144482,164982,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,33,1,0.4668205238176051,0.46704739096393866,21713,10141,11572,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,33,2,0.4670421867346497,0.46743095362167797,15352,7176,8176,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,34,0,0.46887436059281845,0.4688903101601514,309582,145160,164422,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,34,1,0.46889811187745706,0.4694708276797829,21373,10034,11339,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,34,2,0.46887242641004645,0.4691913896256091,16213,7607,8606,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,35,0,0.47087358126976425,0.47089313682697,311576,146719,164857,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,35,1,0.470986739105452,0.47117316191241465,19912,9382,10530,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,35,2,0.4707972574058116,0.4711218627154521,16535,7790,8745,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,36,0,0.47287636350965556,0.47289875334588277,309709,146461,163248,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,36,1,0.4728379547620997,0.47304254905770354,20588,9739,10849,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,36,2,0.47285695182329057,0.47325025176233637,15888,7519,8369,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,37,0,0.474875668727718,0.4748914625819667,310492,147450,163042,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,37,1,0.47483948726961533,0.4751099071894844,22519,10699,11820,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,37,2,0.47487629853240776,0.4752055498458376,15568,7398,8170,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,38,0,0.4768747417444401,0.4768945976821781,308997,147359,161638,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,38,1,0.47694300006606755,0.47718687661814013,23561,11243,12318,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,38,2,0.4768643266565561,0.47730237411948867,15332,7318,8014,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,39,0,0.47887774919300274,0.47890098959396044,313664,150214,163450,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,39,1,0.4789515738733343,0.47926654475362035,20233,9697,10536,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,39,2,0.4787625949652633,0.47915706289101084,15185,7276,7909,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,40,0,0.48088464322937646,0.48090109640954215,308735,148471,160264,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,40,1,0.48091339568632496,0.48117067468269875,23952,11525,12427,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,40,2,0.48074338470682004,0.4811262376237624,16160,7775,8385,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,41,0,0.48287134357299905,0.4828881536345156,310399,149888,160511,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,41,1,0.48287575345757366,0.48304506601388497,24919,12037,12882,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,41,2,0.48295446217040977,0.4834295349892989,15419,7454,7965,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,42,0,0.48488510545447255,0.4849077579956497,310325,150479,159846,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,42,1,0.4848703674170479,0.48512160876851307,22079,10711,11368,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,42,2,0.48478831376918696,0.48512757538545503,14658,7111,7547,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,43,0,0.48687678712462357,0.4868960616158803,312387,152100,160287,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,43,1,0.4869270503106695,0.48710097221159,26126,12726,13400,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,43,2,0.4868157354422281,0.4871887405268856,13855,6750,7105,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,44,0,0.48888267557034365,0.4888961326073836,309847,151483,158364,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,44,1,0.4889049638259074,0.4891051060872409,24461,11964,12497,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,44,2,0.48883817257591433,0.4892209856915739,15725,7693,8032,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,45,0,0.49088831006697475,0.49090207040923134,313368,153833,159535,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,45,1,0.49083492631231007,0.49107142857142855,21616,10615,11001,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,45,2,0.49083437767169913,0.4912501657165584,15086,7411,7675,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,46,0,0.49288590117812303,0.49290584594624404,308282,151954,156328,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,46,1,0.4928638206011717,0.49308300395256915,25300,12475,12825,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,46,2,0.4927974190168594,0.49299080654626065,15337,7561,7776,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,47,0,0.49489087958456485,0.4949094129962155,310475,153657,156818,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,47,1,0.49485902630294504,0.4951055439573185,21555,10672,10883,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,47,2,0.4949147072447872,0.4952203450970961,16633,8237,8396,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,48,0,0.4968847308909535,0.4968982348784899,308534,153310,155224,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,48,1,0.49685500715136827,0.4970836033700583,23145,11505,11640,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,48,2,0.497031285490244,0.4975273490184325,13346,6640,6706,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,49,0,0.4988872004435919,0.49890636966652385,308148,153737,154411,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,49,1,0.49883712438273664,0.49901342701766205,20779,10369,10410,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,49,2,0.4989627872176886,0.4992260541142963,16151,8063,8088,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,50,0,0.5008898884339333,0.5009074934869273,311297,155931,155366,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,50,1,0.500868351869517,0.5010991510006064,26384,13221,13163,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,50,2,0.5008292567730851,0.5011351596791283,13214,6622,6592,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,51,0,0.5028851049967998,0.5028968488883282,309129,155460,153669,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,51,1,0.5028977349462429,0.5031764062434263,23769,11960,11809,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,51,2,0.5029241380497254,0.5032503057218253,15537,7819,7718,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,52,0,0.5048866478208194,0.5049053262410892,311702,157380,154322,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,52,1,0.5049674484419797,0.5051985682631669,23468,11856,11612,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,52,2,0.5047974871239035,0.5052005012531329,15960,8063,7897,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,53,0,0.5068931522049314,0.5069103351240727,312720,158521,154199,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,53,1,0.5068430097238196,0.5070145315968005,23879,12107,11772,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,53,2,0.5068899809202231,0.5072853303154619,14138,7172,6966,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,54,0,0.5088920568529347,0.5089158597942395,310458,157997,152461,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,54,1,0.5089177010128499,0.509098821109265,25278,12869,12409,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,54,2,0.5088119920970755,0.5092514124293785,14160,7211,6949,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,55,0,0.5108922433984388,0.5109104373751109,313278,160057,153221,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,55,1,0.5108995507924138,0.5111083733727567,24351,12446,11905,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,55,2,0.5108662492256395,0.5112621618019458,15006,7672,7334,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,56,0,0.5129029583391835,0.5129255949314927,310624,159327,151297,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,56,1,0.5128415929279249,0.5128664041681581,25143,12895,12248,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,56,2,0.5128624405507356,0.5132533213529299,15581,7997,7584,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,57,0,0.514896716699061,0.5149177136789949,310805,160039,150766,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,57,1,0.5148998119088801,0.5151180393600916,24441,12590,11851,0.6393942439776192,0.19480974048702435,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,57,2,0.5149818811150689,0.5153247789375707,15041,7751,7290,0.9429130133097836,0.04830319544216002,post_hoc_final_checkpoint_only
R1,Drishti_GS,2,58,0,0.5168907743285466,0.5169081054368865,315677,163176,152501,0.9644048145908782,0.00803433638187837,post_hoc_final_checkpoint_only
