variant,site,site_index,class_id,fallback_scope,bin,bin_left,bin_right,bin_count,raw_accuracy,smoothed_accuracy,pava_accuracy,brier_raw,brier_calibrated,ece_raw,ece_calibrated
R2,Drishti_GS,2,0,class,15,0.9998769164085388,0.9998888373374939,4194,0.994754411063424,0.9945185891325071,0.9945980298697172,0.07221682935911876,0.05370854283749343,0.07327260159194712,0.0011160769104773779
R2,Drishti_GS,2,0,class,16,0.9998888373374939,0.9999003410339355,4194,0.9966618979494516,0.9964251668255482,0.9964251668255482,0.07221682935911876,0.05370854283749343,0.07327260159194712,0.0011160769104773779
R2,Drishti_GS,2,0,class,17,0.9999004006385803,0.9999129176139832,4194,0.9980925131139723,0.9978551000953289,0.9977359389895138,0.07221682935911876,0.05370854283749343,0.07327260159194712,0.0011160769104773779
R2,Drishti_GS,2,0,class,18,0.9999129176139832,0.9999299645423889,4194,0.9978540772532188,0.9976167778836987,0.9977359389895138,0.07221682935911876,0.05370854283749343,0.07327260159194712,0.0011160769104773779
R2,Drishti_GS,2,0,class,19,0.9999299645423889,0.9999775886535645,4194,0.9995231282784931,0.9992850333651097,0.9992850333651097,0.07221682935911876,0.05370854283749343,0.07327260159194712,0.0011160769104773779
R2,Drishti_GS,2,1,class,0,0.4249791204929352,0.7247262001037598,360,0.475,0.47513812154696133,0.47513812154696133,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,1,0.724929928779602,0.7919848561286926,360,0.5055555555555555,0.505524861878453,0.505524861878453,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,2,0.7921181917190552,0.8454289436340332,359,0.5292479108635098,0.5290858725761773,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,3,0.8455193638801575,0.8855023980140686,359,0.5041782729805014,0.5041551246537396,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,4,0.8856052160263062,0.9080023765563965,359,0.5236768802228412,0.5235457063711911,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,5,0.908004641532898,0.9367383718490601,359,0.5125348189415042,0.5124653739612188,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,6,0.9367456436157227,0.9597340822219849,359,0.5181058495821727,0.518005540166205,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,7,0.9597489833831787,0.9706763029098511,359,0.5181058495821727,0.518005540166205,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,8,0.970686674118042,0.9865429401397705,359,0.4958217270194986,0.49584487534626037,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,9,0.9866066575050354,0.993622899055481,359,0.5877437325905293,0.5872576177285319,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,10,0.9936366081237793,0.9966596961021423,359,0.5181058495821727,0.518005540166205,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,11,0.9966617822647095,0.9979488253593445,359,0.5654596100278552,0.5650969529085873,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,12,0.9979492425918579,0.9986199736595154,359,0.6044568245125348,0.6038781163434903,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,13,0.9986223578453064,0.9989969730377197,359,0.5487465181058496,0.5484764542936288,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,14,0.9989973902702332,0.9992589950561523,359,0.4958217270194986,0.49584487534626037,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,15,0.9992592930793762,0.999445915222168,359,0.5013927576601671,0.5013850415512465,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,16,0.9994460940361023,0.9996012449264526,359,0.5264623955431755,0.5263157894736842,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,17,0.9996017813682556,0.9997302889823914,359,0.4818941504178273,0.481994459833795,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,18,0.9997305870056152,0.9998573660850525,359,0.48467966573816157,0.48476454293628807,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,1,class,19,0.9998577833175659,0.9999998807907104,359,0.2200557103064067,0.22160664819944598,0.507540781779009,0.4459927350869091,0.24991539274669486,0.43436879325015937,0.23214038023475442
R2,Drishti_GS,2,2,global_fallback,,,,1095,0.9579908675799087,,,0.1011034740486708,0.0757861749340757,0.10013969810404685,0.009988039185700924
R2,RIM_ONE_r3,1,-1,global,0,0.1488504409790039,0.8855732083320618,5801,0.5395621444578521,0.539548509391694,0.539548509391694,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,1,0.8855978846549988,0.9776764512062073,5801,0.6355800724013101,0.635533344821644,0.635533344821644,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,2,0.977679967880249,0.9942327737808228,5801,0.7962420272366834,0.7961399276236429,0.7961399276236429,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,3,0.9942333698272705,0.9967051148414612,5801,0.9044992242716773,0.9043598138893676,0.9043598138893676,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,4,0.9967054724693298,0.9976199865341187,5801,0.9469057059127737,0.9467516801654317,0.9467516801654317,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,5,0.9976200461387634,0.9981375336647034,5801,0.960351663506292,0.9601930036188179,0.9601930036188179,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,6,0.9981376528739929,0.9984820485115051,5801,0.9677641785898983,0.9676029639841461,0.9676029639841461,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,7,0.9984820485115051,0.9987232685089111,5801,0.9772453025340458,0.97708082026538,0.97708082026538,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,8,0.9987232685089111,0.9989026188850403,5801,0.9798310636097225,0.979665690160262,0.979665690160262,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,9,0.9989026188850403,0.9990399479866028,5800,0.98,0.9798345398138573,0.9798345398138573,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,10,0.9990400075912476,0.9991532564163208,5800,0.9846551724137931,0.984488107549121,0.9818855567045847,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,11,0.9991532564163208,0.9992468357086182,5800,0.9868965517241379,0.9867287142364701,0.9818855567045847,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,12,0.9992468953132629,0.9993289709091187,5800,0.9877586206896551,0.9875904860392968,0.9818855567045847,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,13,0.9993290305137634,0.9994041919708252,5800,0.9882758620689656,0.9881075491209927,0.9818855567045847,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,14,0.9994041919708252,0.9994681477546692,5800,0.9903448275862069,0.9901758014477766,0.9818855567045847,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,15,0.9994681477546692,0.9995256662368774,5800,0.9896551724137931,0.9894863840055154,0.9818855567045847,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,16,0.9995256662368774,0.9995851516723633,5800,0.9875862068965517,0.9874181316787315,0.9818855567045847,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,17,0.9995851516723633,0.999646008014679,5800,0.9872413793103448,0.9870734229576008,0.9818855567045847,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,18,0.999646008014679,0.9997164011001587,5800,0.9870689655172413,0.9869010685970355,0.9818855567045847,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,-1,global,19,0.9997164011001587,0.9999998807907104,5800,0.9310344827586207,0.9308859014133057,0.9818855567045847,0.06416510631454912,0.05430762320104465,0.057725743344306114,0.01431828330424098
R2,RIM_ONE_r3,1,0,class,0,0.1488504409790039,0.9860132932662964,5000,0.8678,0.8676529388244703,0.8676529388244703,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,1,0.9860242009162903,0.9960021376609802,5000,0.978,0.9778088764494203,0.9778088764494203,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,2,0.9960022568702698,0.9973046183586121,5000,0.9854,0.9852059176329468,0.9852059176329468,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,3,0.9973046779632568,0.9979203343391418,5000,0.99,0.9898040783686526,0.989204318272691,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,4,0.997920572757721,0.9983029365539551,5000,0.9888,0.9886045581767293,0.989204318272691,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,5,0.9983029961585999,0.9985793232917786,5000,0.9902,0.9900039984006398,0.9900039984006398,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,6,0.9985794425010681,0.9987751245498657,5000,0.9936,0.9934026389444223,0.9934026389444223,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,7,0.9987751245498657,0.9989275932312012,5000,0.9946,0.9944022391043582,0.9944022391043582,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,8,0.9989278316497803,0.999047040939331,5000,0.9966,0.9964014394242303,0.9959016393442623,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,9,0.999047040939331,0.9991475343704224,5000,0.9956,0.9954018392642943,0.9959016393442623,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,10,0.9991475939750671,0.9992327690124512,5000,0.997,0.9968012794882047,0.9968012794882047,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,11,0.9992327690124512,0.9993076324462891,5000,0.9978,0.9976009596161536,0.9972677595628415,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,12,0.9993076920509338,0.9993751049041748,5000,0.9972,0.997001199520192,0.9972677595628415,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,13,0.9993751049041748,0.999436616897583,5000,0.9974,0.9972011195521792,0.9972677595628415,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,14,0.999436616897583,0.9994894862174988,5000,0.9994,0.9992003198720512,0.9978008796481408,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,15,0.9994894862174988,0.9995402097702026,5000,0.9976,0.9974010395841664,0.9978008796481408,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,16,0.9995402097702026,0.9995932579040527,5000,0.997,0.9968012794882047,0.9978008796481408,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,17,0.9995932579040527,0.9996479153633118,5000,0.9988,0.9986005597760895,0.9986005597760895,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,18,0.9996479153633118,0.9997102618217468,5000,0.9996,0.9994002399040384,0.9994002399040384,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,0,class,19,0.9997102618217468,0.9999096989631653,5000,0.9998,0.9996001599360256,0.9996001599360256,0.010908280401698552,0.01095817891658033,0.004381549679487928,0.0010824810075968807
R2,RIM_ONE_r3,1,1,class,0,0.2710677683353424,0.6477320790290833,488,0.5348360655737705,0.5346938775510204,0.5243280027220143,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,1,0.6479069590568542,0.7197239995002747,488,0.5389344262295082,0.5387755102040817,0.5243280027220143,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,2,0.7197437882423401,0.7819405794143677,488,0.5081967213114754,0.5081632653061224,0.5243280027220143,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,3,0.7820220589637756,0.8355328440666199,488,0.5204918032786885,0.5204081632653061,0.5243280027220143,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,4,0.8357384204864502,0.8695899844169617,488,0.5204918032786885,0.5204081632653061,0.5243280027220143,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,5,0.8697211146354675,0.899075448513031,487,0.5236139630390144,0.523517382413088,0.5243280027220143,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,6,0.8991057872772217,0.923028290271759,487,0.5564681724845996,0.556237218813906,0.5531697341513292,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,7,0.9235574007034302,0.9411468505859375,487,0.5503080082135524,0.5501022494887525,0.5531697341513292,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,8,0.9412082433700562,0.9625084400177002,487,0.6303901437371663,0.6298568507157464,0.6134969325153374,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,9,0.9625964760780334,0.9708971381187439,487,0.5975359342915811,0.5971370143149284,0.6134969325153374,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,10,0.9709101915359497,0.9839600324630737,487,0.6406570841889117,0.6400817995910021,0.6400817995910021,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,11,0.9839916825294495,0.9901027083396912,487,0.728952772073922,0.7280163599182005,0.6971142922063167,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,12,0.9901099801063538,0.9932575225830078,487,0.7515400410677618,0.7505112474437627,0.6971142922063167,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,13,0.9932613968849182,0.9951505661010742,487,0.7453798767967146,0.7443762781186094,0.6971142922063167,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,14,0.9951558709144592,0.9963802099227905,487,0.7330595482546202,0.7321063394683026,0.6971142922063167,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,15,0.9963805079460144,0.997434139251709,487,0.7145790554414785,0.7137014314928425,0.6971142922063167,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,16,0.9974393248558044,0.9983852505683899,487,0.6735112936344969,0.6728016359918201,0.6971142922063167,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,17,0.9983860850334167,0.9989990592002869,487,0.6981519507186859,0.6973415132924335,0.6971142922063167,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,18,0.999000608921051,0.9994820356369019,487,0.7145790554414785,0.7137014314928425,0.6971142922063167,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,1,class,19,0.9994821548461914,0.9999961256980896,487,0.5215605749486653,0.5214723926380368,0.6971142922063167,0.32159981143746386,0.22963024681630104,0.2939607511825473,0.04931407908063025
R2,RIM_ONE_r3,1,2,class,0,0.3017510771751404,0.679094672203064,314,0.08280254777070063,0.08544303797468354,0.08544303797468354,0.5138747790256366,0.19166025638217693,0.5418786041267302,0.024343410082291697
R2,RIM_ONE_r3,1,2,class,1,0.679399847984314,0.7868504524230957,314,0.1337579617834395,0.1360759493670886,0.1360759493670886,0.5138747790256366,0.19166025638217693,0.5418786041267302,0.024343410082291697
R2,RIM_ONE_r3,1,2,class,2,0.7870628237724304,0.8568416833877563,314,0.17834394904458598,0.18037974683544303,0.15031645569620253,0.5138747790256366,0.19166025638217693,0.5418786041267302,0.024343410082291697
R2,RIM_ONE_r3,1,2,class,3,0.8569819927215576,0.9005557298660278,314,0.1178343949044586,0.12025316455696203,0.15031645569620253,0.5138747790256366,0.19166025638217693,0.5418786041267302,0.024343410082291697
R2,RIM_ONE_r3,1,2,class,4,0.9006140828132629,0.9383971095085144,313,0.1853035143769968,0.1873015873015873,0.1873015873015873,0.5138747790256366,0.19166025638217693,0.5418786041267302,0.024343410082291697
R2,RIM_ONE_r3,1,2,class,5,0.9384117126464844,0.9629283547401428,313,0.22044728434504793,0.2222222222222222,0.21746031746031746,0.5138747790256366,0.19166025638217693,0.5418786041267302,0.024343410082291697
R2,RIM_ONE_r3,1,2,class,6,0.9631437659263611,0.9765157699584961,313,0.2108626198083067,0.2126984126984127,0.21746031746031746,0.5138747790256366,0.19166025638217693,0.5418786041267302,0.024343410082291697
R2,RIM_ONE_r3,1,2,class,7,0.9765221476554871,0.9853985905647278,313,0.2364217252396166,0.23809523809523808,0.23809523809523808,0.5138747790256366,0.19166025638217693,0.5418786041267302,0.024343410082291697
R2,RIM_ONE_r3,1,2,class,8,0.9854035377502441,0.9903831481933594,313,0.31309904153354634,0.3142857142857143,0.3142857142857143,0.5138747790256366,0.19166025638217693,0.5418786041267302,0.024343410082291697
R2,RIM_ONE_r3,1,2,class,9,0.9903834462165833,0.9934559464454651,313,0.3769968051118211,0.37777777777777777,0.37777777777777777,0.5138747790256366,0.19166025638217693,0.5418786041267302,0.024343410082291697
R2,RIM_ONE_r3,1,2,class,10,0.9934582114219666,0.9955601692199707,313,0.43769968051118213,0.4380952380952381,0.4380952380952381,0.5138747790256366,0.19166025638217693,0.5418786041267302,0.024343410082291697
R2,RIM_ONE_r3,1,2,class,11,0.9955625534057617,0.9971303939819336,313,0.4536741214057508,0.45396825396825397,0.45396825396825397,0.5138747790256366,0.19166025638217693,0.5418786041267302,0.024343410082291697
