variant,formal_status,run_dir,completed_global_steps,final_average_dice,bwt,incoming_dice,previous_site_dice
R0,formal,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e,13400,0.6551054533448878,-0.11846211039977567,0.7340801936114051,0.6759458886019506
R1,formal,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_2a_r1_progressive_uniform_full200e,13400,0.6616491375160981,-0.1162918644571595,0.7391770471542044,0.6826418676928568
R2,formal,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_2a_r2_legacy_teacherreject_full200e,13400,0.6129432916250217,-0.19428600254066503,0.7424672933187985,0.6181338590131682
R3,formal,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_2a_r3_progressive_teacherreject_full200e,13400,0.6328992029650308,-0.10564529326319233,0.7033293984738257,0.6908223824419748
U0,auxiliary_not_formal_r0,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_2_r0_uniform_full200e,13400,0.6309953258534517,-0.11113814919048337,0.7050874253137739,0.6687593930199944
