arm,baseline,order,metric,lower_95,upper_95,crosses_zero,analysis_seed,replicates
DPR_FINITE_SIGN_U,F_CONV,both,Final,-0.0010433754422823913,0.010515512980311208,True,2026091301,2000
DPR_FINITE_SIGN_U,F_CONV,both,Incoming,-0.007477916363154482,0.002573167357537088,True,2026091301,2000
DPR_FINITE_SIGN_U,F_CONV,both,Old,0.0021444316397941083,0.022101793473845856,False,2026091301,2000
DPR_FINITE_SIGN_U,F_CONV,both,Forget,-0.022101793473845877,-0.0021444316397941122,False,2026091301,2000
DPR_FINITE_SIGN_U,F_CONV,O1,Final,-0.007204385062725102,0.0023088967969408392,True,2026091301,2000
DPR_FINITE_SIGN_U,F_CONV,O1,Incoming,-0.009434696469743242,0.004375348527453295,True,2026091301,2000
DPR_FINITE_SIGN_U,F_CONV,O1,Old,-0.008479591655146897,0.004688345090985569,True,2026091301,2000
DPR_FINITE_SIGN_U,F_CONV,O1,Forget,-0.004688345090985579,0.008479591655146891,True,2026091301,2000
DPR_FINITE_SIGN_U,F_CONV,O2,Final,0.0012828788947905115,0.0219297377002196,False,2026091301,2000
DPR_FINITE_SIGN_U,F_CONV,O2,Incoming,-0.009855610663606903,0.005001865966425682,True,2026091301,2000
DPR_FINITE_SIGN_U,F_CONV,O2,Old,0.00715402912669942,0.04536942376314285,False,2026091301,2000
DPR_FINITE_SIGN_U,F_CONV,O2,Forget,-0.04536942376314286,-0.007154029126699424,False,2026091301,2000
DPR_FINITE_SIGN_U,DPR_U,both,Final,0.0002118181124940592,0.008780257729993446,False,2026091301,2000
DPR_FINITE_SIGN_U,DPR_U,both,Incoming,-0.0034899446111695625,0.006360231958878519,True,2026091301,2000
DPR_FINITE_SIGN_U,DPR_U,both,Old,0.00047741197157047556,0.01447410248199461,False,2026091301,2000
DPR_FINITE_SIGN_U,DPR_U,both,Forget,-0.014474102481994617,-0.000477411971570479,False,2026091301,2000
DPR_FINITE_SIGN_U,DPR_U,O1,Final,-0.0025171007694139284,0.005334831366169839,True,2026091301,2000
DPR_FINITE_SIGN_U,DPR_U,O1,Incoming,-0.002028255006039569,0.009180716274101894,True,2026091301,2000
DPR_FINITE_SIGN_U,DPR_U,O1,Old,-0.006175713601627009,0.004791497261487229,True,2026091301,2000
DPR_FINITE_SIGN_U,DPR_U,O1,Forget,-0.004791497261487231,0.006175713601627007,True,2026091301,2000
DPR_FINITE_SIGN_U,DPR_U,O2,Final,-0.000106982208693949,0.015078409195644323,True,2026091301,2000
DPR_FINITE_SIGN_U,DPR_U,O2,Incoming,-0.008541755662539847,0.007855143507368606,True,2026091301,2000
DPR_FINITE_SIGN_U,DPR_U,O2,Old,0.002679852171237351,0.028683125904576823,False,2026091301,2000
DPR_FINITE_SIGN_U,DPR_U,O2,Forget,-0.028683125904576827,-0.0026798521712373636,False,2026091301,2000
