arm,baseline,order,seed,domain,role,metric,delta
DPR_FINITE_SIGN_U,F_CONV,O1,61,RIM_ONE_r3,old,background_dice,0.0005891264503682852
DPR_FINITE_SIGN_U,F_CONV,O1,61,RIM_ONE_r3,old,rim_dice,0.00259952335754248
DPR_FINITE_SIGN_U,F_CONV,O1,61,RIM_ONE_r3,old,cup_dice,-0.0011587490154426352
DPR_FINITE_SIGN_U,F_CONV,O1,61,RIM_ONE_r3,old,macro_fg_dice,0.0007203871710499326
DPR_FINITE_SIGN_U,F_CONV,O1,61,Drishti_GS,current,background_dice,-0.0004769076016723339
DPR_FINITE_SIGN_U,F_CONV,O1,61,Drishti_GS,current,rim_dice,-0.007837787739503319
DPR_FINITE_SIGN_U,F_CONV,O1,61,Drishti_GS,current,cup_dice,0.004126720566904466
DPR_FINITE_SIGN_U,F_CONV,O1,61,Drishti_GS,current,macro_fg_dice,-0.0018555335862994139
DPR_FINITE_SIGN_U,F_CONV,O1,62,RIM_ONE_r3,old,background_dice,-0.0012520680222055409
DPR_FINITE_SIGN_U,F_CONV,O1,62,RIM_ONE_r3,old,rim_dice,0.0031844454800602413
DPR_FINITE_SIGN_U,F_CONV,O1,62,RIM_ONE_r3,old,cup_dice,-0.0003262005690636352
DPR_FINITE_SIGN_U,F_CONV,O1,62,RIM_ONE_r3,old,macro_fg_dice,0.0014291224554982974
DPR_FINITE_SIGN_U,F_CONV,O1,62,Drishti_GS,current,background_dice,6.61080839198247e-05
DPR_FINITE_SIGN_U,F_CONV,O1,62,Drishti_GS,current,rim_dice,-0.003710066667449914
DPR_FINITE_SIGN_U,F_CONV,O1,62,Drishti_GS,current,cup_dice,-0.006501902144378793
DPR_FINITE_SIGN_U,F_CONV,O1,62,Drishti_GS,current,macro_fg_dice,-0.005105984405914341
DPR_FINITE_SIGN_U,F_CONV,O1,63,RIM_ONE_r3,old,background_dice,-0.0013662801291202454
DPR_FINITE_SIGN_U,F_CONV,O1,63,RIM_ONE_r3,old,rim_dice,-0.013322668888913503
DPR_FINITE_SIGN_U,F_CONV,O1,63,RIM_ONE_r3,old,cup_dice,-0.0008764756285328096
DPR_FINITE_SIGN_U,F_CONV,O1,63,RIM_ONE_r3,old,macro_fg_dice,-0.007099572258723158
DPR_FINITE_SIGN_U,F_CONV,O1,63,Drishti_GS,current,background_dice,-0.0017356216956322212
DPR_FINITE_SIGN_U,F_CONV,O1,63,Drishti_GS,current,rim_dice,-0.00385190068685374
DPR_FINITE_SIGN_U,F_CONV,O1,63,Drishti_GS,current,cup_dice,0.0024641155773763436
DPR_FINITE_SIGN_U,F_CONV,O1,63,Drishti_GS,current,macro_fg_dice,-0.0006938925547386865
DPR_FINITE_SIGN_U,F_CONV,O2,61,RIM_ONE_r3,current,background_dice,0.00010802770579004806
