arm,Final,Incoming,Old,Forget,Final_seed_SD,Incoming_seed_SD,Old_seed_SD,Forget_seed_SD
DPR_FINITE_SIGN_U,0.6116103096624333,0.7170909122134391,0.5061297071114276,0.17868898699858163,0.003698852832368285,0.004435649446455974,0.00887503307188927,0.025657256545254217
F_CONV,0.606878742503775,0.7196766584236701,0.4940808265838801,0.19073786752612917,0.015824867677824567,0.002348003397645524,0.029345024001035575,0.02627301387533794
DPR_U,0.6071477816486452,0.7157376046852222,0.49855795861206853,0.18626073549794073,0.00397510611288937,0.008846905438201885,0.009022449758932141,0.027578347246136514
