level,key,policy,rows,retained_rows,excluded_rows,patients,retained_patients,groups,weighting,foreground_dice,rim_dice,cup_dice,mean_iou,gain_macro_fg,gain_rim,gain_cup,harm,status,gain_minus_frozen_PPC,rim_drop,cup_drop
domain,Drishti_GS,frozen_PPC_C6,30,30,0,28,28,3,original_seed_domain_equal_then_patient_equal,0.8329773864683171,0.845481595798378,0.8204731771382563,0.8228402413474619,-0.015315363792476487,-0.01982162004051039,-0.010809107544442594,0.01982162004051039,DEFINED,0.0,0.01982162004051039,0.010809107544442594
domain,Drishti_GS,O_CAP_lambda050,30,30,0,28,28,3,original_seed_domain_equal_then_patient_equal,0.8482927502607938,0.8653032158388884,0.8312822846826989,0.8351460101952569,0.0,0.0,0.0,0.0,DEFINED,0.015315363792476487,0.0,0.0
domain,Drishti_GS,O_CAP_lambda075,30,30,0,28,28,3,original_seed_domain_equal_then_patient_equal,0.8482927502607938,0.8653032158388884,0.8312822846826989,0.8351460101952569,0.0,0.0,0.0,0.0,DEFINED,0.015315363792476487,0.0,0.0
domain,Drishti_GS,O_CAP_envelope,30,30,0,28,28,3,original_seed_domain_equal_then_patient_equal,0.8482927502607938,0.8653032158388884,0.8312822846826989,0.8351460101952569,0.0,0.0,0.0,0.0,DEFINED,0.015315363792476487,0.0,0.0
domain,Drishti_GS,O_SAFE0_lambda050,30,30,0,28,28,3,original_seed_domain_equal_then_patient_equal,0.8482927502607938,0.8653032158388884,0.8312822846826989,0.8351460101952569,0.0,0.0,0.0,0.0,DEFINED,0.015315363792476487,0.0,0.0
domain,Drishti_GS,O_SAFE0_lambda075,30,30,0,28,28,3,original_seed_domain_equal_then_patient_equal,0.8482927502607938,0.8653032158388884,0.8312822846826989,0.8351460101952569,0.0,0.0,0.0,0.0,DEFINED,0.015315363792476487,0.0,0.0
domain,Drishti_GS,O_SAFE0_envelope,30,30,0,28,28,3,original_seed_domain_equal_then_patient_equal,0.8482927502607938,0.8653032158388884,0.8312822846826989,0.8351460101952569,0.0,0.0,0.0,0.0,DEFINED,0.015315363792476487,0.0,0.0
domain,Drishti_GS,O_NO_AREA_lambda050,30,30,0,28,28,3,original_seed_domain_equal_then_patient_equal,0.8482927502607938,0.8653032158388884,0.8312822846826989,0.8351460101952569,0.0,0.0,0.0,0.0,DEFINED,0.015315363792476487,0.0,0.0
domain,Drishti_GS,O_NO_AREA_lambda075,30,30,0,28,28,3,original_seed_domain_equal_then_patient_equal,0.8482927502607938,0.8653032158388884,0.8312822846826989,0.8351460101952569,0.0,0.0,0.0,0.0,DEFINED,0.015315363792476487,0.0,0.0
domain,Drishti_GS,O_NO_AREA_envelope,30,30,0,28,28,3,original_seed_domain_equal_then_patient_equal,0.8482927502607938,0.8653032158388884,0.8312822846826989,0.8351460101952569,0.0,0.0,0.0,0.0,DEFINED,0.015315363792476487,0.0,0.0
domain,Drishti_GS,O_FREE_SUBSET_lambda050,30,30,0,28,28,3,original_seed_domain_equal_then_patient_equal,0.8482927502607938,0.8653032158388884,0.8312822846826989,0.8351460101952569,0.0,0.0,0.0,0.0,DEFINED,0.015315363792476487,0.0,0.0
domain,Drishti_GS,O_FREE_SUBSET_lambda075,30,30,0,28,28,3,original_seed_domain_equal_then_patient_equal,0.8482927502607938,0.8653032158388884,0.8312822846826989,0.8351460101952569,0.0,0.0,0.0,0.0,DEFINED,0.015315363792476487,0.0,0.0
