level,key,policy,patients,foreground_dice,gain_macro_fg,weighting
seed_domain,1:Drishti_GS,O_NO_AREA_envelope,10,0.9048953962311949,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:Drishti_GS,O_FREE_SUBSET_lambda050,10,0.9048953962311949,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:Drishti_GS,O_FREE_SUBSET_lambda075,10,0.9048953962311949,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:Drishti_GS,O_FREE_SUBSET_envelope,10,0.9048953962311949,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:REFUGE,current,40,0.4505280169657925,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:REFUGE,frozen_Ridge_hard,40,0.8974409993696412,0.4469129824038488,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:REFUGE,frozen_SHOR,40,0.8974409993696412,0.4469129824038488,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:REFUGE,frozen_PPC_C6,40,0.8974409993696412,0.4469129824038488,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:REFUGE,O_CAP_lambda050,40,0.46347618719041667,0.012948170224624207,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:REFUGE,O_CAP_lambda075,40,0.46764808775854066,0.01712007079274815,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:REFUGE,O_CAP_envelope,40,0.46789188502685963,0.01736386806106708,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:REFUGE,O_SAFE0_lambda050,40,0.46347618719041667,0.012948170224624207,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:REFUGE,O_SAFE0_lambda075,40,0.46764808775854066,0.01712007079274815,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:REFUGE,O_SAFE0_envelope,40,0.46789188502685963,0.01736386806106708,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:REFUGE,O_NO_AREA_lambda050,40,0.8363618715570145,0.38583385459122194,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:REFUGE,O_NO_AREA_lambda075,40,0.888195408259324,0.4376673912935315,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:REFUGE,O_NO_AREA_envelope,40,0.8938789553092216,0.4433509383434292,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:REFUGE,O_FREE_SUBSET_lambda050,40,0.8449582757168301,0.39443025875103754,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:REFUGE,O_FREE_SUBSET_lambda075,40,0.8985213783805672,0.4479933614147747,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:REFUGE,O_FREE_SUBSET_envelope,40,0.9041820827023986,0.45365406573660605,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:RIM_ONE_r3,current,16,0.2957103633946528,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:RIM_ONE_r3,frozen_Ridge_hard,16,0.6741803321620887,0.378469968767436,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:RIM_ONE_r3,frozen_SHOR,16,0.6141474433428451,0.31843707994819237,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:RIM_ONE_r3,frozen_PPC_C6,16,0.595028561843891,0.29931819844923824,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:RIM_ONE_r3,O_CAP_lambda050,16,0.2959943130154932,0.000283949620840487,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:RIM_ONE_r3,O_CAP_lambda075,16,0.2959943130154932,0.000283949620840487,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:RIM_ONE_r3,O_CAP_envelope,16,0.2959943130154932,0.000283949620840487,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:RIM_ONE_r3,O_SAFE0_lambda050,16,0.2957569264572038,4.6563062551048875e-05,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:RIM_ONE_r3,O_SAFE0_lambda075,16,0.2957569264572038,4.6563062551048875e-05,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:RIM_ONE_r3,O_SAFE0_envelope,16,0.2957569264572038,4.6563062551048875e-05,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:RIM_ONE_r3,O_NO_AREA_lambda050,16,0.5363572258150111,0.2406468624203582,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:RIM_ONE_r3,O_NO_AREA_lambda075,16,0.6027964565092201,0.30708609311456736,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:RIM_ONE_r3,O_NO_AREA_envelope,16,0.620902320197031,0.3251919568023781,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:RIM_ONE_r3,O_FREE_SUBSET_lambda050,16,0.5363572258150111,0.2406468624203582,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:RIM_ONE_r3,O_FREE_SUBSET_lambda075,16,0.6027964565092201,0.30708609311456736,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,1:RIM_ONE_r3,O_FREE_SUBSET_envelope,16,0.620902320197031,0.3251919568023781,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:Drishti_GS,current,10,0.8682095318176108,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:Drishti_GS,frozen_Ridge_hard,10,0.7756962631174328,-0.09251326870017804,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:Drishti_GS,frozen_SHOR,10,0.8682095318176108,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:Drishti_GS,frozen_PPC_C6,10,0.8682095318176108,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:Drishti_GS,O_CAP_lambda050,10,0.8682095318176108,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:Drishti_GS,O_CAP_lambda075,10,0.8682095318176108,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:Drishti_GS,O_CAP_envelope,10,0.8682095318176108,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:Drishti_GS,O_SAFE0_lambda050,10,0.8682095318176108,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:Drishti_GS,O_SAFE0_lambda075,10,0.8682095318176108,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:Drishti_GS,O_SAFE0_envelope,10,0.8682095318176108,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:Drishti_GS,O_NO_AREA_lambda050,10,0.8682095318176108,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:Drishti_GS,O_NO_AREA_lambda075,10,0.8682095318176108,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:Drishti_GS,O_NO_AREA_envelope,10,0.8682095318176108,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:Drishti_GS,O_FREE_SUBSET_lambda050,10,0.8682095318176108,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:Drishti_GS,O_FREE_SUBSET_lambda075,10,0.8682095318176108,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:Drishti_GS,O_FREE_SUBSET_envelope,10,0.8682095318176108,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:REFUGE,current,40,0.6854520909803159,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:REFUGE,frozen_Ridge_hard,40,0.8837489004564176,0.19829680947610165,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:REFUGE,frozen_SHOR,40,0.8837489004564176,0.19829680947610165,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:REFUGE,frozen_PPC_C6,40,0.8787524080988005,0.19330031711848453,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:REFUGE,O_CAP_lambda050,40,0.7237658174653598,0.038313726485044,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:REFUGE,O_CAP_lambda075,40,0.7386329937092014,0.05318090272888554,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:REFUGE,O_CAP_envelope,40,0.73925116355968,0.053799072579364095,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:REFUGE,O_SAFE0_lambda050,40,0.7237658174653598,0.038313726485044,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:REFUGE,O_SAFE0_lambda075,40,0.7386329937092014,0.05318090272888554,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:REFUGE,O_SAFE0_envelope,40,0.73925116355968,0.053799072579364095,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:REFUGE,O_NO_AREA_lambda050,40,0.8109536598285547,0.12550156884823896,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:REFUGE,O_NO_AREA_lambda075,40,0.8798000932702624,0.1943480022899465,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:REFUGE,O_NO_AREA_envelope,40,0.8808201640201737,0.19536807303985793,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:REFUGE,O_FREE_SUBSET_lambda050,40,0.81498045080767,0.12952835982735414,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:REFUGE,O_FREE_SUBSET_lambda075,40,0.8841823243601553,0.19873023337983947,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:REFUGE,O_FREE_SUBSET_envelope,40,0.8850964600044235,0.19964436902410776,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:RIM_ONE_r3,current,16,0.4752142158559525,0.0,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:RIM_ONE_r3,frozen_Ridge_hard,16,0.8132057415734569,0.3379915257175044,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:RIM_ONE_r3,frozen_SHOR,16,0.6873827308422663,0.21216851498631378,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:RIM_ONE_r3,frozen_PPC_C6,16,0.7107694154743134,0.23555519961836083,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:RIM_ONE_r3,O_CAP_lambda050,16,0.4764354876214475,0.0012212717654949412,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:RIM_ONE_r3,O_CAP_lambda075,16,0.4764354876214475,0.0012212717654949412,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:RIM_ONE_r3,O_CAP_envelope,16,0.4764354876214475,0.0012212717654949412,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:RIM_ONE_r3,O_SAFE0_lambda050,16,0.4764354876214475,0.0012212717654949412,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:RIM_ONE_r3,O_SAFE0_lambda075,16,0.4764354876214475,0.0012212717654949412,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:RIM_ONE_r3,O_SAFE0_envelope,16,0.4764354876214475,0.0012212717654949412,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:RIM_ONE_r3,O_NO_AREA_lambda050,16,0.62030265654133,0.14508844068537746,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:RIM_ONE_r3,O_NO_AREA_lambda075,16,0.7001202178214054,0.22490600196545282,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:RIM_ONE_r3,O_NO_AREA_envelope,16,0.7001202178214054,0.22490600196545282,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:RIM_ONE_r3,O_FREE_SUBSET_lambda050,16,0.6210729396668306,0.14585872381087808,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:RIM_ONE_r3,O_FREE_SUBSET_lambda075,16,0.7009093271217575,0.22569511126580497,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
seed_domain,2:RIM_ONE_r3,O_FREE_SUBSET_envelope,16,0.7009093271217575,0.22569511126580497,equal_patient_after_mean_across_seed_case_observations; auxiliary_not_primary
