trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.889159814542135,,
RIM_ONE_r3,0.8054084910995215,0.7991469480498775,
Drishti_GS,0.6385575011492036,0.5752356174228114,0.848431841705536
