trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.8088357295215817,,
RIM_ONE_r3,0.6953380803472585,0.6874656908011293,
Drishti_GS,0.521917124474348,0.470649846143343,0.7516172160183228
