trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.8378322849132764,,
RIM_ONE_r3,0.7176920440610077,0.7060664298302508,
Drishti_GS,0.4732366019041112,0.3808142367894498,0.7779417063549647
