policy,overall_Dice,overall_gain,historical_gain,historical_retention,current_Dice,current_drop,current_max_class_drop,current_large_harm_rows,current_historical_overrides,current_worst_case_delta,current_patients,fallback_folds
CURRENT,0.6016731401004847,0.0,0.0,0.0,0.8482927502607938,0.0,0.0,0,0,0.0,28,0
RIDGE_HARD_FROZEN,0.8156293208569301,0.21395618075644546,0.3440108311476027,1.0989537857119667,0.8021396302349245,0.04615312002586917,0.05571918131648912,3,3,-0.524484126691303,28,0
SHOR_FROZEN,0.8052579174291238,0.2035847773286392,0.31303484788919705,1.0,0.8329773864683171,0.015315363792476487,0.01982162004051039,1,1,-0.45946091377429465,28,0
PPC_FROZEN,0.802187012880861,0.20051387278037644,0.30842849106680287,0.985284843353847,0.8329773864683171,0.015315363792476487,0.01982162004051039,1,1,-0.45946091377429465,28,0
SHOR_CONFIDENCE_VETO,0.7909550604082277,0.18928192030774318,0.291580562357853,0.9314635872778673,0.8329773864683171,0.015315363792476487,0.01982162004051039,1,1,-0.45946091377429465,28,0
SHOR_UV_CF,0.7701801578909564,0.16850701779047195,0.2527605266857079,0.8074517210785936,0.8482927502607938,0.0,0.0,0,0,0.0,28,0
SHOR_UV_ROUTED_ONLY,0.7821617658707879,0.18048862577030333,0.2783906205516932,0.8893278893033448,0.8329773864683171,0.015315363792476487,0.01982162004051039,1,1,-0.45946091377429465,28,0
SHOR_UV_GAIN_ONLY,0.6524409314590414,0.050767791358556705,0.0838093689340733,0.267731754145592,0.8329773864683171,0.015315363792476487,0.01982162004051039,1,1,-0.45946091377429465,28,4
