phase,family,candidate_id,seed,order,sequence_id,stage,domain,parent_checkpoint,status,resolved
C_SEARCH,F3,F3_C02,161,1,C_SEARCH__F3_C02__S161__O1,2,Drishti_GS,C_SEARCH__F3_C02__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C02,161,2,C_SEARCH__F3_C02__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C02,161,2,C_SEARCH__F3_C02__S161__O2,2,RIM_ONE_r3,C_SEARCH__F3_C02__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C03,161,1,C_SEARCH__F3_C03__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C03,161,1,C_SEARCH__F3_C03__S161__O1,2,Drishti_GS,C_SEARCH__F3_C03__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C03,161,2,C_SEARCH__F3_C03__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C03,161,2,C_SEARCH__F3_C03__S161__O2,2,RIM_ONE_r3,C_SEARCH__F3_C03__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C04,161,1,C_SEARCH__F3_C04__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C04,161,1,C_SEARCH__F3_C04__S161__O1,2,Drishti_GS,C_SEARCH__F3_C04__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C04,161,2,C_SEARCH__F3_C04__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C04,161,2,C_SEARCH__F3_C04__S161__O2,2,RIM_ONE_r3,C_SEARCH__F3_C04__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C05,161,1,C_SEARCH__F3_C05__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C05,161,1,C_SEARCH__F3_C05__S161__O1,2,Drishti_GS,C_SEARCH__F3_C05__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C05,161,2,C_SEARCH__F3_C05__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C05,161,2,C_SEARCH__F3_C05__S161__O2,2,RIM_ONE_r3,C_SEARCH__F3_C05__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C06,161,1,C_SEARCH__F3_C06__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C06,161,1,C_SEARCH__F3_C06__S161__O1,2,Drishti_GS,C_SEARCH__F3_C06__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C06,161,2,C_SEARCH__F3_C06__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C06,161,2,C_SEARCH__F3_C06__S161__O2,2,RIM_ONE_r3,C_SEARCH__F3_C06__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C07,161,1,C_SEARCH__F3_C07__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C07,161,1,C_SEARCH__F3_C07__S161__O1,2,Drishti_GS,C_SEARCH__F3_C07__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C07,161,2,C_SEARCH__F3_C07__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C07,161,2,C_SEARCH__F3_C07__S161__O2,2,RIM_ONE_r3,C_SEARCH__F3_C07__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C08,161,1,C_SEARCH__F3_C08__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C08,161,1,C_SEARCH__F3_C08__S161__O1,2,Drishti_GS,C_SEARCH__F3_C08__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C08,161,2,C_SEARCH__F3_C08__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C08,161,2,C_SEARCH__F3_C08__S161__O2,2,RIM_ONE_r3,C_SEARCH__F3_C08__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C01,161,1,C_SEARCH__F4_C01__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C01,161,1,C_SEARCH__F4_C01__S161__O1,2,Drishti_GS,C_SEARCH__F4_C01__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C01,161,2,C_SEARCH__F4_C01__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C01,161,2,C_SEARCH__F4_C01__S161__O2,2,RIM_ONE_r3,C_SEARCH__F4_C01__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C02,161,1,C_SEARCH__F4_C02__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C02,161,1,C_SEARCH__F4_C02__S161__O1,2,Drishti_GS,C_SEARCH__F4_C02__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C02,161,2,C_SEARCH__F4_C02__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C02,161,2,C_SEARCH__F4_C02__S161__O2,2,RIM_ONE_r3,C_SEARCH__F4_C02__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C03,161,1,C_SEARCH__F4_C03__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C03,161,1,C_SEARCH__F4_C03__S161__O1,2,Drishti_GS,C_SEARCH__F4_C03__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C03,161,2,C_SEARCH__F4_C03__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C03,161,2,C_SEARCH__F4_C03__S161__O2,2,RIM_ONE_r3,C_SEARCH__F4_C03__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C04,161,1,C_SEARCH__F4_C04__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C04,161,1,C_SEARCH__F4_C04__S161__O1,2,Drishti_GS,C_SEARCH__F4_C04__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C04,161,2,C_SEARCH__F4_C04__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C04,161,2,C_SEARCH__F4_C04__S161__O2,2,RIM_ONE_r3,C_SEARCH__F4_C04__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C05,161,1,C_SEARCH__F4_C05__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C05,161,1,C_SEARCH__F4_C05__S161__O1,2,Drishti_GS,C_SEARCH__F4_C05__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C05,161,2,C_SEARCH__F4_C05__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C05,161,2,C_SEARCH__F4_C05__S161__O2,2,RIM_ONE_r3,C_SEARCH__F4_C05__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C06,161,1,C_SEARCH__F4_C06__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C06,161,1,C_SEARCH__F4_C06__S161__O1,2,Drishti_GS,C_SEARCH__F4_C06__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C06,161,2,C_SEARCH__F4_C06__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C06,161,2,C_SEARCH__F4_C06__S161__O2,2,RIM_ONE_r3,C_SEARCH__F4_C06__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C07,161,1,C_SEARCH__F4_C07__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C07,161,1,C_SEARCH__F4_C07__S161__O1,2,Drishti_GS,C_SEARCH__F4_C07__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C07,161,2,C_SEARCH__F4_C07__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C07,161,2,C_SEARCH__F4_C07__S161__O2,2,RIM_ONE_r3,C_SEARCH__F4_C07__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C08,161,1,C_SEARCH__F4_C08__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C08,161,1,C_SEARCH__F4_C08__S161__O1,2,Drishti_GS,C_SEARCH__F4_C08__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C08,161,2,C_SEARCH__F4_C08__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F4,F4_C08,161,2,C_SEARCH__F4_C08__S161__O2,2,RIM_ONE_r3,C_SEARCH__F4_C08__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C01,161,1,C_SEARCH__F5_C01__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C01,161,1,C_SEARCH__F5_C01__S161__O1,2,Drishti_GS,C_SEARCH__F5_C01__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C01,161,2,C_SEARCH__F5_C01__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C01,161,2,C_SEARCH__F5_C01__S161__O2,2,RIM_ONE_r3,C_SEARCH__F5_C01__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C02,161,1,C_SEARCH__F5_C02__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C02,161,1,C_SEARCH__F5_C02__S161__O1,2,Drishti_GS,C_SEARCH__F5_C02__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C02,161,2,C_SEARCH__F5_C02__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C02,161,2,C_SEARCH__F5_C02__S161__O2,2,RIM_ONE_r3,C_SEARCH__F5_C02__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C03,161,1,C_SEARCH__F5_C03__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C03,161,1,C_SEARCH__F5_C03__S161__O1,2,Drishti_GS,C_SEARCH__F5_C03__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C03,161,2,C_SEARCH__F5_C03__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C03,161,2,C_SEARCH__F5_C03__S161__O2,2,RIM_ONE_r3,C_SEARCH__F5_C03__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C04,161,1,C_SEARCH__F5_C04__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C04,161,1,C_SEARCH__F5_C04__S161__O1,2,Drishti_GS,C_SEARCH__F5_C04__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C04,161,2,C_SEARCH__F5_C04__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C04,161,2,C_SEARCH__F5_C04__S161__O2,2,RIM_ONE_r3,C_SEARCH__F5_C04__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C05,161,1,C_SEARCH__F5_C05__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C05,161,1,C_SEARCH__F5_C05__S161__O1,2,Drishti_GS,C_SEARCH__F5_C05__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C05,161,2,C_SEARCH__F5_C05__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C05,161,2,C_SEARCH__F5_C05__S161__O2,2,RIM_ONE_r3,C_SEARCH__F5_C05__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C06,161,1,C_SEARCH__F5_C06__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C06,161,1,C_SEARCH__F5_C06__S161__O1,2,Drishti_GS,C_SEARCH__F5_C06__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C06,161,2,C_SEARCH__F5_C06__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C06,161,2,C_SEARCH__F5_C06__S161__O2,2,RIM_ONE_r3,C_SEARCH__F5_C06__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C07,161,1,C_SEARCH__F5_C07__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C07,161,1,C_SEARCH__F5_C07__S161__O1,2,Drishti_GS,C_SEARCH__F5_C07__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C07,161,2,C_SEARCH__F5_C07__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C07,161,2,C_SEARCH__F5_C07__S161__O2,2,RIM_ONE_r3,C_SEARCH__F5_C07__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C08,161,1,C_SEARCH__F5_C08__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C08,161,1,C_SEARCH__F5_C08__S161__O1,2,Drishti_GS,C_SEARCH__F5_C08__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C08,161,2,C_SEARCH__F5_C08__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F5,F5_C08,161,2,C_SEARCH__F5_C08__S161__O2,2,RIM_ONE_r3,C_SEARCH__F5_C08__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F1,F1__SELECTED_AFTER_C,162,1,D_REPLICATION__F1__SELECTED_AFTER_C__S162__O1,1,RIM_ONE_r3,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F1,F1__SELECTED_AFTER_C,162,1,D_REPLICATION__F1__SELECTED_AFTER_C__S162__O1,2,Drishti_GS,D_REPLICATION__F1__SELECTED_AFTER_C__S162__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F1,F1__SELECTED_AFTER_C,162,2,D_REPLICATION__F1__SELECTED_AFTER_C__S162__O2,1,Drishti_GS,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F1,F1__SELECTED_AFTER_C,162,2,D_REPLICATION__F1__SELECTED_AFTER_C__S162__O2,2,RIM_ONE_r3,D_REPLICATION__F1__SELECTED_AFTER_C__S162__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F1,F1__SELECTED_AFTER_C,163,1,D_REPLICATION__F1__SELECTED_AFTER_C__S163__O1,1,RIM_ONE_r3,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F1,F1__SELECTED_AFTER_C,163,1,D_REPLICATION__F1__SELECTED_AFTER_C__S163__O1,2,Drishti_GS,D_REPLICATION__F1__SELECTED_AFTER_C__S163__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F1,F1__SELECTED_AFTER_C,163,2,D_REPLICATION__F1__SELECTED_AFTER_C__S163__O2,1,Drishti_GS,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F1,F1__SELECTED_AFTER_C,163,2,D_REPLICATION__F1__SELECTED_AFTER_C__S163__O2,2,RIM_ONE_r3,D_REPLICATION__F1__SELECTED_AFTER_C__S163__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F1,F1__SELECTED_AFTER_C,164,1,D_REPLICATION__F1__SELECTED_AFTER_C__S164__O1,1,RIM_ONE_r3,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F1,F1__SELECTED_AFTER_C,164,1,D_REPLICATION__F1__SELECTED_AFTER_C__S164__O1,2,Drishti_GS,D_REPLICATION__F1__SELECTED_AFTER_C__S164__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F1,F1__SELECTED_AFTER_C,164,2,D_REPLICATION__F1__SELECTED_AFTER_C__S164__O2,1,Drishti_GS,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F1,F1__SELECTED_AFTER_C,164,2,D_REPLICATION__F1__SELECTED_AFTER_C__S164__O2,2,RIM_ONE_r3,D_REPLICATION__F1__SELECTED_AFTER_C__S164__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F2,F2__SELECTED_AFTER_C,162,1,D_REPLICATION__F2__SELECTED_AFTER_C__S162__O1,1,RIM_ONE_r3,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F2,F2__SELECTED_AFTER_C,162,1,D_REPLICATION__F2__SELECTED_AFTER_C__S162__O1,2,Drishti_GS,D_REPLICATION__F2__SELECTED_AFTER_C__S162__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F2,F2__SELECTED_AFTER_C,162,2,D_REPLICATION__F2__SELECTED_AFTER_C__S162__O2,1,Drishti_GS,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F2,F2__SELECTED_AFTER_C,162,2,D_REPLICATION__F2__SELECTED_AFTER_C__S162__O2,2,RIM_ONE_r3,D_REPLICATION__F2__SELECTED_AFTER_C__S162__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F2,F2__SELECTED_AFTER_C,163,1,D_REPLICATION__F2__SELECTED_AFTER_C__S163__O1,1,RIM_ONE_r3,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F2,F2__SELECTED_AFTER_C,163,1,D_REPLICATION__F2__SELECTED_AFTER_C__S163__O1,2,Drishti_GS,D_REPLICATION__F2__SELECTED_AFTER_C__S163__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F2,F2__SELECTED_AFTER_C,163,2,D_REPLICATION__F2__SELECTED_AFTER_C__S163__O2,1,Drishti_GS,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F2,F2__SELECTED_AFTER_C,163,2,D_REPLICATION__F2__SELECTED_AFTER_C__S163__O2,2,RIM_ONE_r3,D_REPLICATION__F2__SELECTED_AFTER_C__S163__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F2,F2__SELECTED_AFTER_C,164,1,D_REPLICATION__F2__SELECTED_AFTER_C__S164__O1,1,RIM_ONE_r3,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F2,F2__SELECTED_AFTER_C,164,1,D_REPLICATION__F2__SELECTED_AFTER_C__S164__O1,2,Drishti_GS,D_REPLICATION__F2__SELECTED_AFTER_C__S164__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F2,F2__SELECTED_AFTER_C,164,2,D_REPLICATION__F2__SELECTED_AFTER_C__S164__O2,1,Drishti_GS,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F2,F2__SELECTED_AFTER_C,164,2,D_REPLICATION__F2__SELECTED_AFTER_C__S164__O2,2,RIM_ONE_r3,D_REPLICATION__F2__SELECTED_AFTER_C__S164__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F3,F3__SELECTED_AFTER_C,162,1,D_REPLICATION__F3__SELECTED_AFTER_C__S162__O1,1,RIM_ONE_r3,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F3,F3__SELECTED_AFTER_C,162,1,D_REPLICATION__F3__SELECTED_AFTER_C__S162__O1,2,Drishti_GS,D_REPLICATION__F3__SELECTED_AFTER_C__S162__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F3,F3__SELECTED_AFTER_C,162,2,D_REPLICATION__F3__SELECTED_AFTER_C__S162__O2,1,Drishti_GS,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F3,F3__SELECTED_AFTER_C,162,2,D_REPLICATION__F3__SELECTED_AFTER_C__S162__O2,2,RIM_ONE_r3,D_REPLICATION__F3__SELECTED_AFTER_C__S162__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F3,F3__SELECTED_AFTER_C,163,1,D_REPLICATION__F3__SELECTED_AFTER_C__S163__O1,1,RIM_ONE_r3,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F3,F3__SELECTED_AFTER_C,163,1,D_REPLICATION__F3__SELECTED_AFTER_C__S163__O1,2,Drishti_GS,D_REPLICATION__F3__SELECTED_AFTER_C__S163__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F3,F3__SELECTED_AFTER_C,163,2,D_REPLICATION__F3__SELECTED_AFTER_C__S163__O2,1,Drishti_GS,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F3,F3__SELECTED_AFTER_C,163,2,D_REPLICATION__F3__SELECTED_AFTER_C__S163__O2,2,RIM_ONE_r3,D_REPLICATION__F3__SELECTED_AFTER_C__S163__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F3,F3__SELECTED_AFTER_C,164,1,D_REPLICATION__F3__SELECTED_AFTER_C__S164__O1,1,RIM_ONE_r3,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F3,F3__SELECTED_AFTER_C,164,1,D_REPLICATION__F3__SELECTED_AFTER_C__S164__O1,2,Drishti_GS,D_REPLICATION__F3__SELECTED_AFTER_C__S164__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F3,F3__SELECTED_AFTER_C,164,2,D_REPLICATION__F3__SELECTED_AFTER_C__S164__O2,1,Drishti_GS,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F3,F3__SELECTED_AFTER_C,164,2,D_REPLICATION__F3__SELECTED_AFTER_C__S164__O2,2,RIM_ONE_r3,D_REPLICATION__F3__SELECTED_AFTER_C__S164__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F4,F4__SELECTED_AFTER_C,162,1,D_REPLICATION__F4__SELECTED_AFTER_C__S162__O1,1,RIM_ONE_r3,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F4,F4__SELECTED_AFTER_C,162,1,D_REPLICATION__F4__SELECTED_AFTER_C__S162__O1,2,Drishti_GS,D_REPLICATION__F4__SELECTED_AFTER_C__S162__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F4,F4__SELECTED_AFTER_C,162,2,D_REPLICATION__F4__SELECTED_AFTER_C__S162__O2,1,Drishti_GS,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
