phase,family,candidate_id,seed,order,sequence_id,stage,domain,parent_checkpoint,status,resolved
C_SHARED,B3_PARENT_LCTX_DENSEG,B3_PARENT_LCTX_DENSEG_C06,161,2,C_SHARED__B3_PARENT_LCTX_DENSEG_C06__S161__O2,2,RIM_ONE_r3,C_SHARED__B3_PARENT_LCTX_DENSEG_C06__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B3_PARENT_LCTX_DENSEG,B3_PARENT_LCTX_DENSEG_C07,161,1,C_SHARED__B3_PARENT_LCTX_DENSEG_C07__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B3_PARENT_LCTX_DENSEG,B3_PARENT_LCTX_DENSEG_C07,161,1,C_SHARED__B3_PARENT_LCTX_DENSEG_C07__S161__O1,2,Drishti_GS,C_SHARED__B3_PARENT_LCTX_DENSEG_C07__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B3_PARENT_LCTX_DENSEG,B3_PARENT_LCTX_DENSEG_C07,161,2,C_SHARED__B3_PARENT_LCTX_DENSEG_C07__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B3_PARENT_LCTX_DENSEG,B3_PARENT_LCTX_DENSEG_C07,161,2,C_SHARED__B3_PARENT_LCTX_DENSEG_C07__S161__O2,2,RIM_ONE_r3,C_SHARED__B3_PARENT_LCTX_DENSEG_C07__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B3_PARENT_LCTX_DENSEG,B3_PARENT_LCTX_DENSEG_C08,161,1,C_SHARED__B3_PARENT_LCTX_DENSEG_C08__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B3_PARENT_LCTX_DENSEG,B3_PARENT_LCTX_DENSEG_C08,161,1,C_SHARED__B3_PARENT_LCTX_DENSEG_C08__S161__O1,2,Drishti_GS,C_SHARED__B3_PARENT_LCTX_DENSEG_C08__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B3_PARENT_LCTX_DENSEG,B3_PARENT_LCTX_DENSEG_C08,161,2,C_SHARED__B3_PARENT_LCTX_DENSEG_C08__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B3_PARENT_LCTX_DENSEG,B3_PARENT_LCTX_DENSEG_C08,161,2,C_SHARED__B3_PARENT_LCTX_DENSEG_C08__S161__O2,2,RIM_ONE_r3,C_SHARED__B3_PARENT_LCTX_DENSEG_C08__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C01,161,1,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C01__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C01,161,1,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C01__S161__O1,2,Drishti_GS,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C01__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C01,161,2,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C01__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C01,161,2,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C01__S161__O2,2,RIM_ONE_r3,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C01__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C02,161,1,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C02__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C02,161,1,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C02__S161__O1,2,Drishti_GS,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C02__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C02,161,2,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C02__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C02,161,2,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C02__S161__O2,2,RIM_ONE_r3,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C02__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C03,161,1,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C03__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C03,161,1,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C03__S161__O1,2,Drishti_GS,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C03__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C03,161,2,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C03__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C03,161,2,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C03__S161__O2,2,RIM_ONE_r3,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C03__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C04,161,1,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C04__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C04,161,1,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C04__S161__O1,2,Drishti_GS,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C04__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C04,161,2,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C04__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C04,161,2,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C04__S161__O2,2,RIM_ONE_r3,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C04__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C05,161,1,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C05__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C05,161,1,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C05__S161__O1,2,Drishti_GS,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C05__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C05,161,2,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C05__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C05,161,2,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C05__S161__O2,2,RIM_ONE_r3,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C05__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C06,161,1,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C06__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C06,161,1,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C06__S161__O1,2,Drishti_GS,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C06__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C06,161,2,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C06__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C06,161,2,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C06__S161__O2,2,RIM_ONE_r3,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C06__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C07,161,1,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C07__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C07,161,1,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C07__S161__O1,2,Drishti_GS,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C07__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C07,161,2,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C07__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C07,161,2,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C07__S161__O2,2,RIM_ONE_r3,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C07__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C08,161,1,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C08__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C08,161,1,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C08__S161__O1,2,Drishti_GS,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C08__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C08,161,2,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C08__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SHARED,B4_PARENT_PAS_KL_DENSEG_JOINT,B4_PARENT_PAS_KL_DENSEG_JOINT_C08,161,2,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C08__S161__O2,2,RIM_ONE_r3,C_SHARED__B4_PARENT_PAS_KL_DENSEG_JOINT_C08__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C01,161,1,C_SEARCH__F1_C01__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C01,161,1,C_SEARCH__F1_C01__S161__O1,2,Drishti_GS,C_SEARCH__F1_C01__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C01,161,2,C_SEARCH__F1_C01__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C01,161,2,C_SEARCH__F1_C01__S161__O2,2,RIM_ONE_r3,C_SEARCH__F1_C01__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C02,161,1,C_SEARCH__F1_C02__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C02,161,1,C_SEARCH__F1_C02__S161__O1,2,Drishti_GS,C_SEARCH__F1_C02__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C02,161,2,C_SEARCH__F1_C02__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C02,161,2,C_SEARCH__F1_C02__S161__O2,2,RIM_ONE_r3,C_SEARCH__F1_C02__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C03,161,1,C_SEARCH__F1_C03__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C03,161,1,C_SEARCH__F1_C03__S161__O1,2,Drishti_GS,C_SEARCH__F1_C03__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C03,161,2,C_SEARCH__F1_C03__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C03,161,2,C_SEARCH__F1_C03__S161__O2,2,RIM_ONE_r3,C_SEARCH__F1_C03__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C04,161,1,C_SEARCH__F1_C04__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C04,161,1,C_SEARCH__F1_C04__S161__O1,2,Drishti_GS,C_SEARCH__F1_C04__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C04,161,2,C_SEARCH__F1_C04__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C04,161,2,C_SEARCH__F1_C04__S161__O2,2,RIM_ONE_r3,C_SEARCH__F1_C04__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C05,161,1,C_SEARCH__F1_C05__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C05,161,1,C_SEARCH__F1_C05__S161__O1,2,Drishti_GS,C_SEARCH__F1_C05__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C05,161,2,C_SEARCH__F1_C05__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C05,161,2,C_SEARCH__F1_C05__S161__O2,2,RIM_ONE_r3,C_SEARCH__F1_C05__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C06,161,1,C_SEARCH__F1_C06__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C06,161,1,C_SEARCH__F1_C06__S161__O1,2,Drishti_GS,C_SEARCH__F1_C06__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C06,161,2,C_SEARCH__F1_C06__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C06,161,2,C_SEARCH__F1_C06__S161__O2,2,RIM_ONE_r3,C_SEARCH__F1_C06__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C07,161,1,C_SEARCH__F1_C07__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C07,161,1,C_SEARCH__F1_C07__S161__O1,2,Drishti_GS,C_SEARCH__F1_C07__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C07,161,2,C_SEARCH__F1_C07__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C07,161,2,C_SEARCH__F1_C07__S161__O2,2,RIM_ONE_r3,C_SEARCH__F1_C07__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C08,161,1,C_SEARCH__F1_C08__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C08,161,1,C_SEARCH__F1_C08__S161__O1,2,Drishti_GS,C_SEARCH__F1_C08__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C08,161,2,C_SEARCH__F1_C08__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F1,F1_C08,161,2,C_SEARCH__F1_C08__S161__O2,2,RIM_ONE_r3,C_SEARCH__F1_C08__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C01,161,1,C_SEARCH__F2_C01__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C01,161,1,C_SEARCH__F2_C01__S161__O1,2,Drishti_GS,C_SEARCH__F2_C01__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C01,161,2,C_SEARCH__F2_C01__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C01,161,2,C_SEARCH__F2_C01__S161__O2,2,RIM_ONE_r3,C_SEARCH__F2_C01__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C02,161,1,C_SEARCH__F2_C02__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C02,161,1,C_SEARCH__F2_C02__S161__O1,2,Drishti_GS,C_SEARCH__F2_C02__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C02,161,2,C_SEARCH__F2_C02__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C02,161,2,C_SEARCH__F2_C02__S161__O2,2,RIM_ONE_r3,C_SEARCH__F2_C02__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C03,161,1,C_SEARCH__F2_C03__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C03,161,1,C_SEARCH__F2_C03__S161__O1,2,Drishti_GS,C_SEARCH__F2_C03__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C03,161,2,C_SEARCH__F2_C03__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C03,161,2,C_SEARCH__F2_C03__S161__O2,2,RIM_ONE_r3,C_SEARCH__F2_C03__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C04,161,1,C_SEARCH__F2_C04__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C04,161,1,C_SEARCH__F2_C04__S161__O1,2,Drishti_GS,C_SEARCH__F2_C04__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C04,161,2,C_SEARCH__F2_C04__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C04,161,2,C_SEARCH__F2_C04__S161__O2,2,RIM_ONE_r3,C_SEARCH__F2_C04__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C05,161,1,C_SEARCH__F2_C05__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C05,161,1,C_SEARCH__F2_C05__S161__O1,2,Drishti_GS,C_SEARCH__F2_C05__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C05,161,2,C_SEARCH__F2_C05__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C05,161,2,C_SEARCH__F2_C05__S161__O2,2,RIM_ONE_r3,C_SEARCH__F2_C05__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C06,161,1,C_SEARCH__F2_C06__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C06,161,1,C_SEARCH__F2_C06__S161__O1,2,Drishti_GS,C_SEARCH__F2_C06__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C06,161,2,C_SEARCH__F2_C06__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C06,161,2,C_SEARCH__F2_C06__S161__O2,2,RIM_ONE_r3,C_SEARCH__F2_C06__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C07,161,1,C_SEARCH__F2_C07__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C07,161,1,C_SEARCH__F2_C07__S161__O1,2,Drishti_GS,C_SEARCH__F2_C07__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C07,161,2,C_SEARCH__F2_C07__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C07,161,2,C_SEARCH__F2_C07__S161__O2,2,RIM_ONE_r3,C_SEARCH__F2_C07__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C08,161,1,C_SEARCH__F2_C08__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C08,161,1,C_SEARCH__F2_C08__S161__O1,2,Drishti_GS,C_SEARCH__F2_C08__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C08,161,2,C_SEARCH__F2_C08__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F2,F2_C08,161,2,C_SEARCH__F2_C08__S161__O2,2,RIM_ONE_r3,C_SEARCH__F2_C08__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C01,161,1,C_SEARCH__F3_C01__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C01,161,1,C_SEARCH__F3_C01__S161__O1,2,Drishti_GS,C_SEARCH__F3_C01__S161__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C01,161,2,C_SEARCH__F3_C01__S161__O2,1,Drishti_GS,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C01,161,2,C_SEARCH__F3_C01__S161__O2,2,RIM_ONE_r3,C_SEARCH__F3_C01__S161__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
C_SEARCH,F3,F3_C02,161,1,C_SEARCH__F3_C02__S161__O1,1,RIM_ONE_r3,COMMON_SOURCE_S161,PLANNED_NOT_LAUNCHED,False
