trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.8238967071784723,,
RIM_ONE_r3,0.6204749021664678,0.7069561152488436,
Drishti_GS,0.6534742148460392,0.5299496033366722,0.7427103144401354
