trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.899199465066058,,
RIM_ONE_r3,0.7412928025716391,0.8144568757044021,
Drishti_GS,0.7717622218450678,0.6518544435626389,0.842038409412374
