trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.8286267330477607,,
RIM_ONE_r3,0.5304300377777459,0.6967387596079654,
Drishti_GS,0.7007924074941738,0.5733706114892982,0.7576075302145994
