unit_id,seed,stage_index,pairs,P4_P0_median_norm_ratio,P4_P2_median_worst_mode_improvement
seed0_stage1,0,1,8,0.658900503066294,-0.0008554117958865515
seed0_stage2,0,2,8,0.45619779837899654,4.1501817483129144e-05
seed1_stage1,1,1,8,0.7276406750579183,0.000551098646486059
seed1_stage2,1,2,8,0.6686295862698735,0.007303141233800714
seed2_stage1,2,1,8,0.813640057983898,0.0011184798120695838
seed2_stage2,2,2,8,0.5526683057804059,-0.00017744748159498336
