batch_id,seed,stage_index,domain,pair_index,candidate,primary,CE_before,CE_after,CE_delta,foreground_Dice_delta,FG_class_CE_deltas,FG_class_Dice_deltas
B0/seed1/stage2/Drishti_GS/pair00,1,2,Drishti_GS,0,P1,False,0.48902879529412363,0.4923177154724997,0.0032889201783760647,-0.0036288619852921644,"[0.04681489626138857, -0.00626073788319903]","[-0.004983002561767924, -0.0022747214088164047]"
B0/seed1/stage2/Drishti_GS/pair00,1,2,Drishti_GS,0,P2,False,0.48902879529412363,0.49038560051641017,0.001356805222286539,-0.0007729055827890852,"[0.023707415235775464, 0.00020576549557382862]","[-0.0010037287135015172, -0.0005420824520766532]"
B0/seed1/stage2/Drishti_GS/pair00,1,2,Drishti_GS,0,P3,False,0.48902879529412363,0.4901218519167977,0.0010930566226740601,-0.000189745668898178,"[0.016941089721591585, -0.00026974134932333804]","[-0.00020830420624878832, -0.0001711871315475677]"
B0/seed1/stage2/Drishti_GS/pair00,1,2,Drishti_GS,0,P4,True,0.48902879529412363,0.48958080084689354,0.0005520055527699075,-7.563191336490416e-06,"[0.014708647379518158, 0.0005171354562291119]","[3.3891654222351075e-05, -4.9018036895276396e-05]"
B0/seed1/stage2/Drishti_GS/pair01,1,2,Drishti_GS,1,P0,False,0.48902879529412363,0.4890123140111593,-1.6481282964331267e-05,-0.0009209569709193732,"[0.021945581364269273, 0.0008985099857931056]","[-0.0010939868858451662, -0.0007479270559935247]"
B0/seed1/stage2/Drishti_GS/pair01,1,2,Drishti_GS,1,P1,False,0.48902879529412363,0.4890123140111593,-1.6481282964331267e-05,-0.0009209569709193732,"[0.021945581364269273, 0.0008985099857931056]","[-0.0010939868858451662, -0.0007479270559935247]"
B0/seed1/stage2/Drishti_GS/pair01,1,2,Drishti_GS,1,P2,False,0.48902879529412363,0.48914469046598924,0.00011589517186560983,-0.00024938697960708023,"[0.009006395459737693, 0.0022823353182102046]","[-0.00022020910705156105, -0.0002785648521625994]"
B0/seed1/stage2/Drishti_GS/pair01,1,2,Drishti_GS,1,P3,False,0.48902879529412363,0.48963982240711584,0.0006110271129922129,-0.0004774008155165044,"[0.011628959000429706, 0.0014208728546598604]","[-0.0005423405928681735, -0.00041246103816483526]"
B0/seed1/stage2/Drishti_GS/pair01,1,2,Drishti_GS,1,P4,True,0.48902879529412363,0.4892767411018358,0.0002479458077121466,-0.0003596484790585053,"[0.010652584371336093, 0.002048657092623807]","[-0.00038145426386015924, -0.0003378426942568513]"
B0/seed1/stage2/Drishti_GS/pair02,1,2,Drishti_GS,2,P0,False,0.48902879529412363,0.48972541432912664,0.0006966190350030099,0.0002341548435706442,"[-0.0005615383179242706, -0.0016078178967340317]","[0.00038243602833765156, 8.587365880369235e-05]"
B0/seed1/stage2/Drishti_GS/pair02,1,2,Drishti_GS,2,P1,False,0.48902879529412363,0.48972541432912664,0.0006966190350030099,0.0002341548435706442,"[-0.0005615383179242706, -0.0016078178967340317]","[0.00038243602833765156, 8.587365880369235e-05]"
B0/seed1/stage2/Drishti_GS/pair02,1,2,Drishti_GS,2,P2,False,0.48902879529412363,0.48920040425026223,0.0001716089561386025,0.0002476941316509884,"[-0.00029930512368059325, -0.001112553159968166]","[0.0004048796702188495, 9.050859308318282e-05]"
B0/seed1/stage2/Drishti_GS/pair02,1,2,Drishti_GS,2,P3,False,0.48902879529412363,0.48889190166821833,-0.00013689362590529885,0.0003689086142975029,"[0.0032365746235165638, -0.0007691506957265837]","[0.0006123419849692335, 0.00012547524362577223]"
B0/seed1/stage2/Drishti_GS/pair02,1,2,Drishti_GS,2,P4,True,0.48902879529412363,0.48909168128053465,6.288598641102094e-05,-6.719545513078629e-05,"[0.003912287913530932, -0.0017409296385670903]","[-3.193385752681133e-05, -0.00010245705273476124]"
B0/seed1/stage2/Drishti_GS/pair03,1,2,Drishti_GS,3,P0,False,0.48902879529412363,0.4921099967115566,0.003081201417432955,-0.0033389477377912535,"[0.045300921511906456, -0.00405106807641864]","[-0.004590302243073385, -0.0020875932325091773]"
B0/seed1/stage2/Drishti_GS/pair03,1,2,Drishti_GS,3,P1,False,0.48902879529412363,0.4921099967115566,0.003081201417432955,-0.0033389477377912535,"[0.045300921511906456, -0.00405106807641864]","[-0.004590302243073385, -0.0020875932325091773]"
