batch_id,seed,stage_index,domain,pair_index,candidate,primary,constraint_count,deterministic_repeat,direction_sha256,fallback_used,guard_names,norm,norm_ratio,raw_guard_dots,raw_norm,status,zero_direction,active_set,complementarity_max,condition_number,condition_undefined_reason,dual,dual_feasible,dual_objective,duality_gap,effective_condition_number,enumerated_supports,gram_rank,guard_norms,nonzero_constraint_count,normalized_guard_dots,objective,primal_feasible,rank_deficient,stationarity_residual,zero_constraint_indices
B0/seed0/stage2/Drishti_GS/pair03,0,2,Drishti_GS,3,P2,False,7,True,007140ff850cb2743c0f6e25ab77720e0c44a43a7a70cb48667c781cf6c2334a,False,"[""global_supervised"", ""class_sup_0"", ""class_old_0"", ""class_sup_1"", ""class_old_1"", ""class_sup_2"", ""class_old_2""]",0.5070987133317781,0.7912672954646192,"[0.22865392942212803, 0.1754655888544704, 0.1795522966848748, -3.885780586188048e-16, 2.9263366578115546, -4.107825191113079e-15, 2.205864910362109]",0.640869041647953,CERTIFIED,False,"[3, 5]",1.3544312854872452e-16,507.5616278194858,,"[0.0, 0.0, 0.0, 0.7616593553578231, 0.0, 0.4539398126600409, 0.0]",True,0.07678201174001034,2.0816681711721685e-16,507.5616278194858,25,7,"[0.7707530024761349, 0.7761123763799496, 0.8369428229044309, 10.362779815969741, 30.482429081206146, 18.165305559245542, 14.839471995304185]",7,"[0.2966630408023716, 0.2260827094046628, 0.21453352818269822, 7.632783294297951e-17, 0.0960007698210566, -2.983724378680108e-16, 0.14864847691751687]",0.07678201174001013,True,False,2.7998341464340776e-17,[]
B0/seed0/stage2/Drishti_GS/pair03,0,2,Drishti_GS,3,P3,False,7,True,d0fc2dfee60ce9d7134d793bf17ff24e7b90edd062781e7593545da26c7ec728,False,"[""global_supervised"", ""sup_0"", ""sup_1"", ""sup_2"", ""sup_3"", ""sup_4"", ""sup_5""]",0.4396701778852482,0.6860530768574262,"[0.17687507390427856, 1.81603863891322e-18, 0.1891174701649921, -2.6645352591003757e-15, 0.23615729098190247, 5.551115123125783e-16, 0.6079978742177139]",0.640869041647953,CERTIFIED,False,"[1, 3, 5]",2.0354342559174276e-16,416.7108534973423,,"[0.0, 0.06446512552790346, 0.0, 0.5309266798327237, 0.0, 0.05050061280065524, 0.0]",True,0.10870163161056008,5.273559366969494e-16,416.7108534973423,50,7,"[0.7707530024761349, 0.0034761094125215406, 1.652037640751816, 8.525465299322706, 12.20666866640207, 13.67425075343827, 23.27809788929935]",7,"[0.2294834704970937, 4.163336342344337e-16, 0.11447527919456345, -3.8337388819087437e-16, 0.019346579925767077, 1.734723475976807e-18, 0.026118881238024284]",0.10870163161055955,True,False,2.218379691343084e-17,[]
B0/seed0/stage2/Drishti_GS/pair03,0,2,Drishti_GS,3,P4,True,12,True,ab6fa92531c1e0c3a0dd921a50f99bdeebc0383864eeca0e482f55101c4597cb,False,"[""global_supervised"", ""sup_0"", ""sup_1"", ""sup_2"", ""sup_3"", ""sup_4"", ""sup_5"", ""old_0"", ""old_1"", ""old_2"", ""old_3"", ""old_4""]",0.4396701778852482,0.6860530768574262,"[0.17687507390427856, 1.7889335846010823e-18, 0.18911747016499203, -2.6367796834847468e-15, 0.23615729098190427, 1.8041124150158794e-15, 0.6079978742177152, 0.004404168067769882, 0.17577916160934667, 0.3627299888352602, 1.2397105826129564, 1.3016520416383828]",0.640869041647953,CERTIFIED,False,"[1, 3, 5]",1.9893837071410157e-16,1284.0320346427834,,"[0.0, 0.06446512552790351, 0.0, 0.5309266798327238, 0.0, 0.05050061280065535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,0.1087016316105601,5.273559366969494e-16,1284.0320346427834,145,12,"[0.7707530024761349, 0.0034761094125215406, 1.652037640751816, 8.525465299322706, 12.20666866640207, 13.67425075343827, 23.27809788929935, 0.23388343910338752, 1.7464100600599515, 12.31205094074557, 30.708990328492717, 14.82914372619349]",12,"[0.2294834704970937, 3.946495907847236e-16, 0.1144752791945634, -3.7470027081099033e-16, 0.019346579925766876, -1.474514954580286e-17, 0.02611888123802435, 0.018830611028526203, 0.10065171154780937, 0.029461378171758486, 0.040369630175132065, 0.087776615135182]",0.10870163161055957,True,False,2.115149974950964e-17,[]
B0/seed0/stage2/Drishti_GS/pair04,0,2,Drishti_GS,4,P0,False,0,True,6d6aa0f260ab48814aa6d009e30d1b02dcd81dbf963856612f03f4f1693a3740,False,[],1.8059999947906946,1.0,[],1.8059999947906946,RAW_IDENTITY,False,,,,,,,,,,,,,,,,,,,
B0/seed0/stage2/Drishti_GS/pair04,0,2,Drishti_GS,4,P1,False,1,True,6d6aa0f260ab48814aa6d009e30d1b02dcd81dbf963856612f03f4f1693a3740,False,"[""global_supervised""]",1.8059999947906946,1.0,[3.8006588610030065],1.8059999947906946,CERTIFIED,False,[],0.0,1.0,,[0.0],True,-0.0,0.0,1.0,1,1,[2.1330490678652154],1,[1.7817962644463474],0.0,True,False,0.0,[]
B0/seed0/stage2/Drishti_GS/pair04,0,2,Drishti_GS,4,P2,False,7,True,23fbbc928146d6132589ca1d2381864dee4625988f4c44590ac2b8180b9528d5,False,"[""global_supervised"", ""class_sup_0"", ""class_old_0"", ""class_sup_1"", ""class_old_1"", ""class_sup_2"", ""class_old_2""]",0.9495023521835767,0.5257488122493703,"[0.8895144136342042, 0.15839765791934196, 0.07835764371616888, 5.9396931817445875e-15, 2.04021956378502, 0.6744345404045841, 0.20259559041936454]",1.8059999947906946,CERTIFIED,False,[3],8.741129978815983e-16,312.6189065345533,,"[0.0, 0.0, 0.0, 1.5362555986494726, 0.0, 0.0, 0.0]",True,1.1800406321909243,1.3322676295501878e-15,312.6189065345533,5,7,"[2.1330490678652154, 0.7761123763799496, 0.8369428229044309, 10.362779815969741, 30.482429081206146, 18.165305559245542, 14.839471995304185]",7,"[0.41701544846525446, 0.20409113775270804, 0.09362365214417555, 5.689893001203927e-16, 0.06693100337738207, 0.03712761881185746, 0.013652479716493512]",1.180040632190923,True,False,5.01829315779802e-17,[]
B0/seed0/stage2/Drishti_GS/pair04,0,2,Drishti_GS,4,P3,False,7,True,c41ffd440b5a8c1d5c6bd1dbc6c6bc540baf4e4a84dd74a41846178bef7f03ac,False,"[""global_supervised"", ""sup_0"", ""sup_1"", ""sup_2"", ""sup_3"", ""sup_4"", ""sup_5""]",0.8126286241074818,0.449960479762715,"[0.6548757544757839, 5.4921616299968834e-18, 0.3079153467042832, 3.858025010572419e-15, -3.219646771412954e-15, 0.3065581105218647, 0.779794858501971]",1.8059999947906946,CERTIFIED,False,"[1, 3, 4]",1.0262983576799779e-15,310.5729896368312,,"[0.0, 0.7748797948342738, 0.0, 1.1647171888438272, 0.8342804364373186, 0.0, 0.0]",True,1.300635350232589,2.220446049250313e-15,310.5729896368312,49,7,"[2.1330490678652154, 0.0034761094125215406, 1.652037640751816, 8.525465299322706, 12.20666866640207, 13.67425075343827, 23.27809788929935]",7,"[0.30701391934278954, 1.3244613739082922e-15, 0.18638518827219686, 4.649058915617843e-16, -3.469446951953614e-16, 0.02241864041031869, 0.03349907978780478]",1.3006353502325867,True,False,3.6191174170012664e-17,[]
B0/seed0/stage2/Drishti_GS/pair04,0,2,Drishti_GS,4,P4,True,12,True,20a17d7dfffd5e6d2a1a9aa56b7331ed7e359554cc479e46814725a42fb5202d,False,"[""global_supervised"", ""sup_0"", ""sup_1"", ""sup_2"", ""sup_3"", ""sup_4"", ""sup_5"", ""old_0"", ""old_1"", ""old_2"", ""old_3"", ""old_4""]",0.8123447189199773,0.44980327866176073,"[0.6549091000605429, 6.129130406332117e-18, 0.30811729724247333, 3.524958103184872e-15, 1.7208456881689926e-15, 0.306808884039336, 0.7843573302849602, -5.117434254131581e-17, 0.22499040130434744, 2.7595547579424906, 2.5147262688035674, 0.24355801841124303]",1.8059999947906946,CERTIFIED,False,"[1, 3, 4, 7]",1.2894880125162968e-15,1511.8831457455688,,"[0.0, 0.7779583775838732, 0.0, 1.1686035612016434, 0.8338201229997051, 0.0, 0.0, 0.021643299606421473, 0.0, 0.0, 0.0, 0.0]",True,1.3008660194134103,2.220446049250313e-16,1511.8831457455688,503,12,"[2.1330490678652154, 0.0034761094125215406, 1.652037640751816, 8.525465299322706, 12.20666866640207, 13.67425075343827, 23.27809788929935, 0.23388343910338752, 1.7464100600599515, 12.31205094074557, 30.708990328492717, 14.82914372619349]",12,"[0.30702955216871064, 1.6575282812958392e-15, 0.186507431575381, 1.942890293094024e-16, 9.020562075079397e-17, 0.022436979515107397, 0.03369507826691978, -2.177077962350893e-16, 0.12883022518584433, 0.22413444934750928, 0.08188892705047124, 0.016424280653577747]",1.3008660194134105,True,False,3.5032231074243736e-17,[]
B0/seed0/stage2/Drishti_GS/pair05,0,2,Drishti_GS,5,P0,False,0,True,02c6e801d000bf18a946a6adacfa15d93da2f4958f905e9109b288f85370f935,False,[],0.8776038859546096,1.0,[],0.8776038859546096,RAW_IDENTITY,False,,,,,,,,,,,,,,,,,,,
B0/seed0/stage2/Drishti_GS/pair05,0,2,Drishti_GS,5,P1,False,1,True,02c6e801d000bf18a946a6adacfa15d93da2f4958f905e9109b288f85370f935,False,"[""global_supervised""]",0.8776038859546096,1.0,[0.31627875288397156],0.8776038859546096,CERTIFIED,False,[],0.0,1.0,,[0.0],True,-0.0,0.0,1.0,1,1,[0.7372553084912133],1,[0.4289948803912096],0.0,True,False,0.0,[]
B0/seed0/stage2/Drishti_GS/pair05,0,2,Drishti_GS,5,P2,False,7,True,d57375eb0a9765abf76aeae81b33c41bc6e2079e5265b325832a031675ee4231,False,"[""global_supervised"", ""class_sup_0"", ""class_old_0"", ""class_sup_1"", ""class_old_1"", ""class_sup_2"", ""class_old_2""]",0.476706419679116,0.5431908715406163,"[0.149750982359364, 0.1136731807036433, 0.11927379670761885, -4.343747583845925e-15, 1.5126648245457672, -1.0408340855860843e-14, 0.7200963745610729]",0.8776038859546096,CERTIFIED,False,"[3, 5]",1.2883787732068729e-15,167.0840853330807,,"[0.0, 0.0, 0.0, 1.4253383280091572, 0.0, 1.764132534096427, 0.0]",True,0.271469785039677,1.9984014443252818e-15,167.0840853330807,25,7,"[0.7372553084912133, 0.7761123763799496, 0.8369428229044309, 10.362779815969741, 30.482429081206146, 18.165305559245542, 14.839471995304185]",7,"[0.2031195715169932, 0.14646484731225834, 0.14251128445513722, -4.0939474033052647e-16, 0.04962415628085215, -7.303185833862358e-16, 0.04852574099596959]",0.271469785039675,True,False,1.4979605687678955e-17,[]
B0/seed0/stage2/Drishti_GS/pair05,0,2,Drishti_GS,5,P3,False,7,True,37c93ebbdc5eb5b4dba539e48e2ffd063f49b1758ba18560877eb144f07d78a8,False,"[""global_supervised"", ""sup_0"", ""sup_1"", ""sup_2"", ""sup_3"", ""sup_4"", ""sup_5""]",0.3921507538662816,0.4468425449594739,"[0.09579161207638115, 1.4907779871675686e-18, 0.08260438146271168, -4.3576253716537394e-15, 0.14317902826717335, 9.298117831235686e-15, 1.4377388168895777e-14]",0.8776038859546096,CERTIFIED,False,"[1, 3, 5, 6]",3.893133356991378e-16,327.74679991985585,,"[0.0, 0.06148835157741356, 0.0, 0.7958292850314902, 0.0, 0.38850817462500253, 0.49581915527640286]",True,0.30820318344237246,1.609823385706477e-15,327.74679991985585,93,7,"[0.7372553084912133, 0.0034761094125215406, 1.652037640751816, 8.525465299322706, 12.20666866640207, 13.67425075343827, 23.27809788929935]",7,"[0.1299300404800311, 3.642919299551295e-16, 0.05000151293472935, -4.891920202254596e-16, 0.011729574397416204, 6.158268339717665e-16, 6.713379852030243e-16]",0.30820318344237085,True,False,8.896956242306655e-18,[]
B0/seed0/stage2/Drishti_GS/pair05,0,2,Drishti_GS,5,P4,True,12,True,68314f44e6af1f6479f3d88c028a69e8ac422caa3b02f3fbc7fc56d911cd1e66,False,"[""global_supervised"", ""sup_0"", ""sup_1"", ""sup_2"", ""sup_3"", ""sup_4"", ""sup_5"", ""old_0"", ""old_1"", ""old_2"", ""old_3"", ""old_4""]",0.39122181559789126,0.4457840511637452,"[0.09513133308154235, 1.1248597539537109e-18, 0.08657032089771492, -3.0531133177191805e-16, 0.15397448994205004, -5.6066262743570405e-15, 2.609024107869118e-14, 0.011699510611087472, 0.06243632436231575, 0.7750961144581671, -5.329070518200751e-15, -5.162537064506978e-15]",0.8776038859546096,CERTIFIED,False,"[1, 3, 5, 6, 10, 11]",5.399418042724601e-16,1218.0128147281962,,"[0.0, 0.05701531058930093, 0.0, 0.8039446219592538, 0.0, 0.46350625145567836, 0.4694649452352492, 0.0, 0.0, 0.0, 0.0027949182194020594, 0.05283076480677408]",True,0.30856703582146366,4.996003610813204e-16,1218.0128147281962,2219,12,"[0.7372553084912133, 0.0034761094125215406, 1.652037640751816, 8.525465299322706, 12.20666866640207, 13.67425075343827, 23.27809788929935, 0.23388343910338752, 1.7464100600599515, 12.31205094074557, 30.708990328492717, 14.82914372619349]",12,"[0.12903444978406164, 3.400058012914542e-16, 0.05240214796699072, -3.122502256758253e-17, 0.012613964886738757, -4.891920202254596e-16, 1.1501216645726231e-15, 0.05002282613911683, 0.03575123952284863, 0.06295426474341975, -1.5612511283791264e-16, -5.447031714567174e-16]",0.30856703582146316,True,False,1.0244812517658488e-17,[]
B0/seed0/stage2/Drishti_GS/pair06,0,2,Drishti_GS,6,P0,False,0,True,8847857970de234b94288542ae61d136a9ab9c382338261b083da7e5f7639c06,False,[],1.3199262041138053,1.0,[],1.3199262041138053,RAW_IDENTITY,False,,,,,,,,,,,,,,,,,,,
B0/seed0/stage2/Drishti_GS/pair06,0,2,Drishti_GS,6,P1,False,1,True,8847857970de234b94288542ae61d136a9ab9c382338261b083da7e5f7639c06,False,"[""global_supervised""]",1.3199262041138053,1.0,[2.684243484306686],1.3199262041138053,CERTIFIED,False,[],0.0,1.0,,[0.0],True,-0.0,0.0,1.0,1,1,[2.145619582275085],1,[1.2510342031183717],0.0,True,False,0.0,[]
B0/seed0/stage2/Drishti_GS/pair06,0,2,Drishti_GS,6,P2,False,7,True,f834295c19fa5019e5b011fd4459fc405b7be7e8715f823e0e456ea72577c406,False,"[""global_supervised"", ""class_sup_0"", ""class_old_0"", ""class_sup_1"", ""class_old_1"", ""class_sup_2"", ""class_old_2""]",0.6824505716329603,0.5170369142653363,"[0.4003525290017821, 0.03628909974068027, -1.3877787807814457e-17, -4.551914400963142e-15, -5.773159728050814e-15, 1.114150787781844, 0.6807275501700447]",1.3199262041138053,CERTIFIED,False,"[2, 3, 4]",3.3151916643741345e-16,353.1466029714288,,"[0.0, 0.0, 0.32059054286147154, 0.9555389404375761, 0.2813441440538499, 0.0, 0.0]",True,0.6382332007920641,2.886579864025407e-15,353.1466029714288,55,7,"[2.145619582275085, 0.7761123763799496, 0.8369428229044309, 10.362779815969741, 30.482429081206146, 18.165305559245542, 14.839471995304185]",7,"[0.18659063904388523, 0.04675753260107109, 0.0, -3.469446951953614e-16, -2.983724378680108e-16, 0.06133399651043998, 0.04587276086274845]",0.6382332007920613,True,False,2.5202927638714874e-17,[]
B0/seed0/stage2/Drishti_GS/pair06,0,2,Drishti_GS,6,P3,False,7,True,4e660af4f8caa811bba5ac7154ba132eedbd9bc4bdc894ec6b8e77fbfbb93872,False,"[""global_supervised"", ""sup_0"", ""sup_1"", ""sup_2"", ""sup_3"", ""sup_4"", ""sup_5""]",0.6182281080445193,0.4683808125921675,"[0.30117442246754444, 5.204170427930421e-18, 0.014062155339211912, -6.106226635438361e-16, 1.0269562977782698e-14, -1.354472090042691e-14, 1.7467062116472643]",1.3199262041138053,CERTIFIED,False,"[1, 3, 4, 5]",1.0601855497186e-15,308.3654355483671,,"[0.0, 0.448867872582493, 0.0, 0.10463277786279274, 1.1663270220839748, 0.07731486955471431, 0.0]",True,0.679999595364988,4.440892098500626e-16,308.3654355483671,91,7,"[2.145619582275085, 0.0034761094125215406, 1.652037640751816, 8.525465299322706, 12.20666866640207, 13.67425075343827, 23.27809788929935]",7,"[0.14036711118575707, 1.519617764955683e-15, 0.008512006622810635, -3.469446951953614e-17, 9.08995101411847e-16, -8.465450562766819e-16, 0.07503646646533782]",0.6799995953649884,True,False,2.2352084322014422e-17,[]
B0/seed0/stage2/Drishti_GS/pair06,0,2,Drishti_GS,6,P4,True,12,True,5ba85d75d649d1232f0af1845191281b9d1fe3253e0b25802bf1fa9b90ef1dde,False,"[""global_supervised"", ""sup_0"", ""sup_1"", ""sup_2"", ""sup_3"", ""sup_4"", ""sup_5"", ""old_0"", ""old_1"", ""old_2"", ""old_3"", ""old_4""]",0.610587722476966,0.4625923180962324,"[0.29573540983854496, 3.516880796999855e-18, 0.04469977426789678, 1.9984014443252818e-15, -2.3314683517128287e-15, -8.881784197001252e-16, 1.7236923184215849, 0.0075359588933780405, -1.457167719820518e-16, 0.1657259710578021, -3.064215547965432e-14, 0.9024990569589824]",1.3199262041138053,CERTIFIED,False,"[1, 3, 4, 5, 8, 10]",4.755517383046071e-16,1610.0366185291246,,"[0.0, 0.44358723757649604, 0.0, 0.3035046891649863, 0.8367251838090662, 0.018233252116033827, 0.0, 0.0, 0.07753073067927321, 0.0, 0.19162189337782642, 0.0]",True,0.6846939087333375,2.6645352591003757e-15,1610.0366185291246,2185,12,"[2.145619582275085, 0.0034761094125215406, 1.652037640751816, 8.525465299322706, 12.20666866640207, 13.67425075343827, 23.27809788929935, 0.23388343910338752, 1.7464100600599515, 12.31205094074557, 30.708990328492717, 14.82914372619349]",12,"[0.1378321731781386, 1.0720591081536668e-15, 0.02705735823764557, 3.7470027081099033e-16, -1.8041124150158794e-16, -5.551115123125783e-17, 0.07404781639027067, 0.032221002574050514, 0.0, 0.013460468272540025, -8.916478666520788e-16, 0.06085982263189282]",0.6846939087333348,True,False,2.4441119432377476e-17,[]
B0/seed0/stage2/Drishti_GS/pair07,0,2,Drishti_GS,7,P0,False,0,True,80924f0e2322de35be38251443cdd6a7eb3ed8011aa54942272ccf7815ab2b96,False,[],1.4030041797901034,1.0,[],1.4030041797901034,RAW_IDENTITY,False,,,,,,,,,,,,,,,,,,,
B0/seed0/stage2/Drishti_GS/pair07,0,2,Drishti_GS,7,P1,False,1,True,80924f0e2322de35be38251443cdd6a7eb3ed8011aa54942272ccf7815ab2b96,False,"[""global_supervised""]",1.4030041797901034,1.0,[1.560112775464694],1.4030041797901034,CERTIFIED,False,[],0.0,1.0,,[0.0],True,-0.0,0.0,1.0,1,1,[1.203759221812892],1,[1.2960339137548829],0.0,True,False,0.0,[]
B0/seed0/stage2/Drishti_GS/pair07,0,2,Drishti_GS,7,P2,False,7,True,578f02eb2c73115573ec601480922f00e550781f763952a4597ba336379c7884,False,"[""global_supervised"", ""class_sup_0"", ""class_old_0"", ""class_sup_1"", ""class_old_1"", ""class_sup_2"", ""class_old_2""]",0.9216859847903979,0.6569374475621924,"[0.8574357665837233, 0.3487815150318944, 0.3473983494586062, -5.828670879282072e-15, 8.56494028061051, -1.0103029524088925e-14, 1.976382774809371]",1.4030041797901034,CERTIFIED,False,"[3, 5]",1.2659189132921566e-15,303.14685408088417,,"[0.0, 0.0, 0.0, 2.0731607077032073, 0.0, 2.5433560638568036, 0.0]",True,0.5594578369747266,3.219646771412954e-15,303.14685408088417,25,7,"[1.203759221812892, 0.7761123763799496, 0.8369428229044309, 10.362779815969741, 30.482429081206146, 18.165305559245542, 14.839471995304185]",7,"[0.7122983990871559, 0.44939563605302757, 0.41508014639881224, -6.106226635438361e-16, 0.28097958524870986, -4.544975507059235e-16, 0.1331841709351101]",0.5594578369747234,True,False,3.8415479225688147e-17,[]
B0/seed0/stage2/Drishti_GS/pair07,0,2,Drishti_GS,7,P3,False,7,True,523bc2d1cafd76e29fe8ba8c21ca1bf10264643626e1e79cd7d021f112d05381,False,"[""global_supervised"", ""sup_0"", ""sup_1"", ""sup_2"", ""sup_3"", ""sup_4"", ""sup_5""]",0.7765495064087007,0.5534905152776355,"[0.6242344678406813, 3.482999479109683e-18, 0.43274911911963887, -2.4424906541753444e-15, 0.501415708884915, 1.2323475573339238e-14, 1.887379141862766e-14]",1.4030041797901034,CERTIFIED,False,"[1, 3, 5, 6]",7.192652626387084e-16,256.83897440095706,,"[0.0, 0.19000352815850174, 0.0, 1.3050287105009397, 0.0, 0.42197590651114725, 0.9173190141735161]",True,0.6826957963024516,2.220446049250313e-15,256.83897440095706,93,7,"[1.203759221812892, 0.0034761094125215406, 1.652037640751816, 8.525465299322706, 12.20666866640207, 13.67425075343827, 23.27809788929935]",7,"[0.5185708707598254, 1.1726730697603216e-15, 0.261948704100169, -2.740863092043355e-16, 0.041077194981545086, 9.367506770274758e-16, 7.840950111415168e-16]",0.6826957963024494,True,False,2.9560418024727464e-17,[]
B0/seed0/stage2/Drishti_GS/pair07,0,2,Drishti_GS,7,P4,True,12,True,18b0ba2ae3a2ab227924fc5b5424f0c985a675e13cc5ed38839dbfc30a802a57,False,"[""global_supervised"", ""sup_0"", ""sup_1"", ""sup_2"", ""sup_3"", ""sup_4"", ""sup_5"", ""old_0"", ""old_1"", ""old_2"", ""old_3"", ""old_4""]",0.7765159102016086,0.5534665693710046,"[0.6241275269269617, 3.90990408452585e-18, 0.4328938385982777, 8.743006318923108e-15, 0.5017757977364505, 1.1102230246251565e-14, 2.9753977059954195e-14, -1.474514954580286e-17, 0.40985201563133666, 2.379559754515054, 5.94753406769915, 0.7310043449725709]",1.4030041797901034,CERTIFIED,False,"[1, 3, 5, 6, 7]",1.1067079227840465e-15,1201.35474725017,,"[0.0, 0.19094499352464478, 0.0, 1.3061533492595179, 0.0, 0.4226849080151764, 0.9166288530865668, 0.007281247737109607, 0.0, 0.0, 0.0, 0.0]",True,0.6827218848561333,6.661338147750939e-16,1201.35474725017,1230,12,"[1.203759221812892, 0.0034761094125215406, 1.652037640751816, 8.525465299322706, 12.20666866640207, 13.67425075343827, 23.27809788929935, 0.23388343910338752, 1.7464100600599515, 12.31205094074557, 30.708990328492717, 14.82914372619349]",12,"[0.5184820316367004, 1.1102230246251565e-15, 0.2620363046941681, 7.147060721024445e-16, 0.04110669433647775, 8.743006318923108e-16, 1.2073675392798577e-15, -6.331740687315346e-17, 0.2346825782813386, 0.19327078534414804, 0.19367403500012997, 0.0492951149756112]",0.6827218848561326,True,False,3.075796662205987e-17,[]
B0/seed1/stage1/RIM_ONE_r3/pair00,1,1,RIM_ONE_r3,0,P0,False,0,True,181691fe706e6d44a137c3ab034505fdab905dc045f067ee65fceac9fef6ab97,False,[],5.46645791215516,1.0,[],5.46645791215516,RAW_IDENTITY,False,,,,,,,,,,,,,,,,,,,
B0/seed1/stage1/RIM_ONE_r3/pair00,1,1,RIM_ONE_r3,0,P1,False,1,True,181691fe706e6d44a137c3ab034505fdab905dc045f067ee65fceac9fef6ab97,False,"[""global_supervised""]",5.46645791215516,1.0,[29.987955498740575],5.46645791215516,CERTIFIED,False,[],0.0,1.0,,[0.0],True,-0.0,0.0,1.0,1,1,[5.48845313452681],1,[5.46382646689503],0.0,True,False,0.0,[]
B0/seed1/stage1/RIM_ONE_r3/pair00,1,1,RIM_ONE_r3,0,P2,False,7,True,c35d04d777f223fbbfc642ace7c65d3f3db726e2309622d5bcfacc0bf8eb89c9,False,"[""global_supervised"", ""class_sup_0"", ""class_old_0"", ""class_sup_1"", ""class_old_1"", ""class_sup_2"", ""class_old_2""]",4.663312583349552,0.8530775610620284,"[21.52727261564329, 9.902414128432472, 2.348528759395025, 5.728750807065808e-14, 19.102199355305345, 8.637535131583718e-14, 39.370480016522805]",5.46645791215516,CERTIFIED,False,"[3, 5]",1.7460054888681817e-14,108.0465408838652,,"[0.0, 0.0, 0.0, 6.485203850765842, 0.0, 4.671713892909366, 0.0]",True,4.067838927668767,4.440892098500626e-15,108.0465408838652,25,7,"[5.48845313452681, 3.1770035798028675, 1.5098464060118133, 17.9821656437599, 10.43115223975515, 36.57016831895018, 23.487443246102018]",7,"[3.922284127784444, 3.116903673444055, 1.5554752788388266, 2.6922908347160046e-15, 1.8312645541211787, 2.2898349882893854e-15, 1.6762352378672296]",4.067838927668771,True,False,2.1231178927915482e-16,[]
B0/seed1/stage1/RIM_ONE_r3/pair00,1,1,RIM_ONE_r3,0,P3,False,7,True,35d86dd09378f9fd0430a56710f20175da9bc521dca06cfc595c76b82998a319,False,"[""global_supervised"", ""sup_0"", ""sup_1"", ""sup_2"", ""sup_3"", ""sup_4"", ""sup_5""]",3.9116084091436547,0.7155654487791522,"[15.221824039753011, 14.981607119347508, 2.942723850401065, 4.4853010194856324e-14, 6.23945339839338e-14, 2.0607446064301365, -1.234568003383174e-13]",5.46645791215516,CERTIFIED,False,"[3, 4, 6]",4.897357891722538e-14,868.1557138823898,,"[0.0, 0.0, 0.0, 1.0301865266326837, 8.482976606254454, 0.0, 8.372216502718063]",True,7.2907408794402135,1.1546319456101628e-14,868.1557138823898,62,7,"[5.48845313452681, 5.741224369276624, 1.2210067023441686, 21.694243673161736, 11.97151604661046, 35.17380282887444, 54.93898491364656]",7,"[2.773426986921946, 2.6094794691389387, 2.410080014099375, 1.970645868709653e-15, 5.773159728050814e-15, 0.058587483885548935, -2.220446049250313e-15]",7.290740879440202,True,False,1.4162519081658779e-16,[]
B0/seed1/stage1/RIM_ONE_r3/pair00,1,1,RIM_ONE_r3,0,P4,True,13,True,bc8e3ce05895ce1cf3865c6409747213055e933c03274760356467a4258ee6dc,False,"[""global_supervised"", ""sup_0"", ""sup_1"", ""sup_2"", ""sup_3"", ""sup_4"", ""sup_5"", ""old_0"", ""old_1"", ""old_2"", ""old_3"", ""old_4"", ""old_5""]",3.911608409143655,0.7155654487791523,"[15.221824039753011, 14.98160711934751, 2.942723850401066, 9.281464485866309e-14, 9.015010959956271e-14, 2.060744606430079, -2.5934809855243657e-13, 3.6902835522464814, 0.7978552596336929, 18.07418266095899, 7.770912689659262, 14.163751075858269, 21.779201960203654]",5.46645791215516,CERTIFIED,False,"[3, 4, 6]",6.427782232885824e-14,1500.2296860092401,,"[0.0, 0.0, 0.0, 1.0301865266326886, 8.482976606254445, 0.0, 8.372216502718056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,7.290740879440206,7.105427357601002e-15,1500.2296860092401,260,13,"[5.48845313452681, 5.741224369276624, 1.2210067023441686, 21.694243673161736, 11.97151604661046, 35.17380282887444, 54.93898491364656, 1.7613987679606165, 1.9185646780847994, 13.253645140813692, 9.330422192363315, 23.816029461468016, 22.115923784961012]",13,"[2.7734269869219466, 2.6094794691389396, 2.4100800140993752, 4.288236432614667e-15, 7.577272143066693e-15, 0.05858748388554611, -4.808653475407709e-15, 2.0950869385012494, 0.41586049651979906, 1.3637140929102427, 0.8328575630821435, 0.5947150468038268, 0.9847746886799126]",7.290740879440199,True,False,1.7210522733161276e-16,[]
B0/seed1/stage1/RIM_ONE_r3/pair01,1,1,RIM_ONE_r3,1,P0,False,0,True,267c073557d0abeee73fe061ade4b4dd6b4e18e0897adfc72010cae674265aaa,False,[],4.331779300967418,1.0,[],4.331779300967418,RAW_IDENTITY,False,,,,,,,,,,,,,,,,,,,
B0/seed1/stage1/RIM_ONE_r3/pair01,1,1,RIM_ONE_r3,1,P1,False,1,True,267c073557d0abeee73fe061ade4b4dd6b4e18e0897adfc72010cae674265aaa,False,"[""global_supervised""]",4.331779300967418,1.0,[19.020433264404492],4.331779300967418,CERTIFIED,False,[],0.0,1.0,,[0.0],True,-0.0,0.0,1.0,1,1,[4.3944130925769915],1,[4.3283216356090115],0.0,True,False,0.0,[]
