batch_id,seed,stage_index,domain,pair_index,candidate,primary,CE_before,CE_after,CE_delta,foreground_Dice_delta,FG_class_CE_deltas,FG_class_Dice_deltas
B0/seed0/stage1/RIM_ONE_r3/pair02,0,1,RIM_ONE_r3,2,P0,False,0.6162750157152149,0.6163933865818626,0.00011837086664767682,-0.0013608692568194414,"[-0.027260796694168477, 0.049716992721704045]","[0.0008753508439408586, -0.0035970893575796303]"
B0/seed0/stage1/RIM_ONE_r3/pair02,0,1,RIM_ONE_r3,2,P1,False,0.6162750157152149,0.6163933865818626,0.00011837086664767682,-0.0013608692568194414,"[-0.027260796694168477, 0.049716992721704045]","[0.0008753508439408586, -0.0035970893575796303]"
B0/seed0/stage1/RIM_ONE_r3/pair02,0,1,RIM_ONE_r3,2,P2,False,0.6162750157152149,0.6154239858688729,-0.0008510298463419996,0.00019991789447004749,"[-0.029139446259648594, 0.035187832745349645]","[0.0008621220291481491, -0.00046228624020794307]"
B0/seed0/stage1/RIM_ONE_r3/pair02,0,1,RIM_ONE_r3,2,P3,False,0.6162750157152149,0.6155247559033223,-0.0007502598118925841,0.00038009582464160196,"[-0.027410535209494213, 0.03257415414770293]","[0.0008298993487532158, -6.970769946978983e-05]"
B0/seed0/stage1/RIM_ONE_r3/pair02,0,1,RIM_ONE_r3,2,P4,True,0.6162750157152149,0.6156010999665832,-0.0006739157486317371,0.0003706216324177447,"[-0.025802503687938128, 0.0328012740525514]","[0.0008022726636278676, -6.1029398792156186e-05]"
B0/seed0/stage1/RIM_ONE_r3/pair03,0,1,RIM_ONE_r3,3,P0,False,0.6162750157152149,0.615507576966485,-0.0007674387487299761,0.00031800707407025897,"[-0.0200324944460748, 0.0225663804093319]","[0.00046598307643763714, 0.0001700310717028808]"
B0/seed0/stage1/RIM_ONE_r3/pair03,0,1,RIM_ONE_r3,3,P1,False,0.6162750157152149,0.615507576966485,-0.0007674387487299761,0.00031800707407025897,"[-0.0200324944460748, 0.0225663804093319]","[0.00046598307643763714, 0.0001700310717028808]"
B0/seed0/stage1/RIM_ONE_r3/pair03,0,1,RIM_ONE_r3,3,P2,False,0.6162750157152149,0.6153011130326108,-0.0009739026826041108,0.00035161256530757967,"[-0.022672596896962105, 0.021032480267855647]","[0.0005083282050621918, 0.0001948969255531896]"
B0/seed0/stage1/RIM_ONE_r3/pair03,0,1,RIM_ONE_r3,3,P3,False,0.6162750157152149,0.6154793856537216,-0.0007956300614933021,0.00036981219091070106,"[-0.02435426944136676, 0.02657886326787917]","[0.0006713675740956937, 6.825680772581944e-05]"
B0/seed0/stage1/RIM_ONE_r3/pair03,0,1,RIM_ONE_r3,3,P4,True,0.6162750157152149,0.6154750054093985,-0.0008000103058164454,0.00033516637869746013,"[-0.024257527036547266, 0.026883528686418856]","[0.0006189692431378679, 5.136351425705232e-05]"
B0/seed0/stage1/RIM_ONE_r3/pair04,0,1,RIM_ONE_r3,4,P0,False,0.6162750157152149,0.6168929901323144,0.0006179744170994317,0.0008788608932571718,"[0.033584324393413745, -0.03558446004140592]","[-0.0011273527397827054, 0.00288507452629716]"
B0/seed0/stage1/RIM_ONE_r3/pair04,0,1,RIM_ONE_r3,4,P1,False,0.6162750157152149,0.6168929901323144,0.0006179744170994317,0.0008788608932571718,"[0.033584324393413745, -0.03558446004140592]","[-0.0011273527397827054, 0.00288507452629716]"
B0/seed0/stage1/RIM_ONE_r3/pair04,0,1,RIM_ONE_r3,4,P2,False,0.6162750157152149,0.6170844508575064,0.0008094351422914814,0.0003232457031990821,"[0.003966183971316539, 0.008268220228345058]","[2.1401884848781805e-06, 0.000644351217913397]"
B0/seed0/stage1/RIM_ONE_r3/pair04,0,1,RIM_ONE_r3,4,P3,False,0.6162750157152149,0.6182674813204372,0.00199246560522226,0.00018420761672288677,"[0.011133560560619316, 0.024050009385109483]","[-0.00011061153246472166, 0.0004790267659104952]"
B0/seed0/stage1/RIM_ONE_r3/pair04,0,1,RIM_ONE_r3,4,P4,True,0.6162750157152149,0.6180962178810169,0.0018212021658019495,0.00014429058294040953,"[0.009644118986039452, 0.023788071654473164]","[-0.00012846164237523272, 0.0004170428082561628]"
B0/seed0/stage1/RIM_ONE_r3/pair05,0,1,RIM_ONE_r3,5,P0,False,0.6162750157152149,0.6174962920913921,0.0012212763761771939,0.0006364847627117198,"[-0.004928820868248529, 0.027309103282277647]","[7.133880267962134e-06, 0.0012658356451555886]"
B0/seed0/stage1/RIM_ONE_r3/pair05,0,1,RIM_ONE_r3,5,P1,False,0.6162750157152149,0.6174962920913921,0.0012212763761771939,0.0006364847627117198,"[-0.004928820868248529, 0.027309103282277647]","[7.133880267962134e-06, 0.0012658356451555886]"
B0/seed0/stage1/RIM_ONE_r3/pair05,0,1,RIM_ONE_r3,5,P2,False,0.6162750157152149,0.6179448872512775,0.0016698715360625727,0.0005142587508906171,"[0.0010967355055484518, 0.03241212984945019]","[-0.00020725206471261526, 0.0012357695664940715]"
B0/seed0/stage1/RIM_ONE_r3/pair05,0,1,RIM_ONE_r3,5,P3,False,0.6162750157152149,0.6184871619105556,0.002212146195340714,0.0002645925118807124,"[0.0008292734150305847, 0.04743286500969646]","[-0.00011089740849967722, 0.0006400824322612131]"
B0/seed0/stage1/RIM_ONE_r3/pair05,0,1,RIM_ONE_r3,5,P4,True,0.6162750157152149,0.6185042730145851,0.00222925729937018,0.00026000083645649763,"[0.001265317653510678, 0.04706899933382758]","[-0.00011960300922886358, 0.0006396046821419699]"
B0/seed0/stage1/RIM_ONE_r3/pair06,0,1,RIM_ONE_r3,6,P0,False,0.6162750157152149,0.6192446232978331,0.0029696075826182167,-0.001963214900277399,"[0.016270241276723496, 0.061287341334645085]","[-0.0008051686272840808, -0.0031212611732706064]"
