batch_id,seed,stage_index,domain,pair_index,candidate,primary,panel,class_id,mode,pixels,old_correct_pixels,CE_delta,Dice_delta,old_KL_delta
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P0,False,train_labeled,1,0,32718,8075,-0.008913564207160218,0.0020460554781021045,0.0018133307557550715
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P0,False,train_labeled,1,1,147563,66736,-0.005006843215293405,0.0014186918972167728,0.0027260072707598892
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P0,False,train_labeled,2,0,17467,7011,0.02135753571511101,-0.01233115749421032,0.019050347843931226
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P0,False,train_labeled,2,1,26191,8239,0.01869096301772266,-0.008127500877329052,0.010300666926868374
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,previous,0,0,957041,927068,3.0568873015581616e-05,3.1423732567148477e-06,0.0004058444948267237
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,previous,0,1,1119863,1076252,0.00016990585590575397,-1.1700691709526367e-05,-0.0004890570115985149
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,previous,1,0,100406,9784,-0.12352123094107625,0.002232469862915143,-0.06807107534132761
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,previous,1,1,119769,44140,-0.028467205509560944,0.002466958730881541,-0.001487729341723032
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,previous,2,0,26125,10279,0.021693666372351483,-0.005637455252698875,0.0076567058409191535
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,previous,2,1,36092,10008,-0.02609615184902836,-0.0036252687471642897,0.0006210493577774034
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,current,0,0,1160289,1111266,0.00010388298437227078,-8.660072925437134e-07,0.0002944378931497571
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,current,0,1,952668,848242,0.0008107945909937853,-5.438395608947655e-05,-0.0008500539981248778
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,current,1,0,41082,8363,-0.10261886672364007,0.0049999489021769206,-0.03672089049482308
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,current,1,1,115679,55701,-0.023101245051452945,0.0029612908322963483,-0.00566598563392251
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,current,2,0,33508,16135,0.022443372368063486,-0.004515066449155225,0.0234600046895852
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,current,2,1,56070,16507,0.025246263543556857,-0.005320191638047644,0.010493773253924754
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,train_labeled,0,0,1088216,1053535,7.339464664002284e-05,-1.4749769099764443e-05,0.00014358550822846095
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,train_labeled,0,1,1047141,990719,0.0002928900673409285,-7.293986065803892e-05,-0.0004046702481966813
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,train_labeled,1,0,32718,8075,-0.008913564207160218,0.0020460554781021045,0.0018133307557550715
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,train_labeled,1,1,147563,66736,-0.005006843215293405,0.0014186918972167728,0.0027260072707598892
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,train_labeled,2,0,17467,7011,0.02135753571511101,-0.01233115749421032,0.019050347843931226
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P1,False,train_labeled,2,1,26191,8239,0.01869096301772266,-0.008127500877329052,0.010300666926868374
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,previous,0,0,957041,927068,-0.0001635789493880102,1.3093091775773225e-05,0.0004683776387004457
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,previous,0,1,1119863,1076252,-0.0003561230398868853,1.6650514145344353e-05,1.0661609646245296e-06
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,previous,1,0,100406,9784,-0.15184806978273713,0.002056754994279708,-0.08708712023172538
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,previous,1,1,119769,44140,-0.017891217691251793,0.0010099958849822954,-0.007909912380874573
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,previous,2,0,26125,10279,-0.016886716137017643,0.0016815815620563335,-0.0016346118832964995
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,previous,2,1,36092,10008,-0.07257613202384627,-3.706725368757269e-05,-0.005718913822121197
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,current,0,0,1160289,1111266,-0.00013117924527827896,7.361001572947501e-06,0.0003164103397559348
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,current,0,1,952668,848242,-0.00033095913545011513,-3.7689967304910255e-06,-0.00013461965217920202
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,current,1,0,41082,8363,-0.12745272303011213,0.004933525871846922,-0.04445577104524823
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,current,1,1,115679,55701,-0.009721907722441081,0.001011763779174557,-0.005195324832320214
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,current,2,0,33508,16135,-0.0012132419195207689,0.0009963317167133168,0.015008919952352873
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,current,2,1,56070,16507,0.009499218204670257,-0.0016438528568432087,0.005723082482487207
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,train_labeled,0,0,1088216,1053535,-3.2663957288837225e-06,4.148294288075505e-06,0.0001483858834471219
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,train_labeled,0,1,1047141,990719,9.168231448301867e-06,-1.9803816581842604e-05,-0.00019535762848665872
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,train_labeled,1,0,32718,8075,-0.005476679312487187,0.0012755303521515549,-0.0006223745618538779
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,train_labeled,1,1,147563,66736,-0.0005873801953285573,0.00027489387140389177,-0.0017178926614660472
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,train_labeled,2,0,17467,7011,-0.00468604506504422,0.0014750779637016098,0.0006978144011532406
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P2,False,train_labeled,2,1,26191,8239,0.002223112739845323,-0.0012369059215145972,-0.0005008056891521173
B0/seed0/stage1/RIM_ONE_r3/pair01,0,1,RIM_ONE_r3,1,P3,False,previous,0,0,957041,927068,-0.00012762340392548713,1.2045657035386625e-05,5.049938372847507e-05
