batch_id,seed,stage_index,domain,pair_index,candidate,primary,norm,raw_norm,norm_ratio,zero_direction,direction_sha256,checkpoint_written,delta_sha256,optimizer_constructed,realized_delta_sha256,realized_step_norm,requested_step_norm,stateless,step_norm,step_valid
B0/seed0/stage1/RIM_ONE_r3/pair02,0,1,RIM_ONE_r3,2,P0,False,0.7391670245647394,0.7391670245647394,1.0,False,4ca3fbd9b09592bb194ec29f7df74bfdb28198695775c4e0829709f4f86ab1b6,False,754eb9c408fa5bd6cd44cb55fee76a5887e175b31b11bb33d514f6c9ac6436e1,False,6e05bb53ec5e24945ccd5874c39b83f89d52fc508414b7bc945c2ed97dc5accc,0.0010000000000000148,0.001,True,0.001,True
B0/seed0/stage1/RIM_ONE_r3/pair02,0,1,RIM_ONE_r3,2,P1,False,0.7391670245647394,0.7391670245647394,1.0,False,4ca3fbd9b09592bb194ec29f7df74bfdb28198695775c4e0829709f4f86ab1b6,False,754eb9c408fa5bd6cd44cb55fee76a5887e175b31b11bb33d514f6c9ac6436e1,False,6e05bb53ec5e24945ccd5874c39b83f89d52fc508414b7bc945c2ed97dc5accc,0.0010000000000000148,0.001,True,0.001,True
B0/seed0/stage1/RIM_ONE_r3/pair02,0,1,RIM_ONE_r3,2,P2,False,0.39050140544830264,0.7391670245647394,0.5282992780667543,False,37cf741c4871f554f4c3f90021da5b72b4bb33f16b1d035c48f8690d4b267403,False,2222fbded8d4181811db569651295469f6cdb5db0a08d5e402171381f14a92a5,False,7bdbdcd0fdc865a369abbbd89ff6a768ef4e7a927708e990a2ea9f1df3ee9e6b,0.0009999999999999887,0.001,True,0.001000000000000001,True
B0/seed0/stage1/RIM_ONE_r3/pair02,0,1,RIM_ONE_r3,2,P3,False,0.3392161862294784,0.7391670245647394,0.4589168279378086,False,5d4ff6b23724268fed88ee0cab7fcbb13aacf27eef2c550dd0a6d9cbb4a8f324,False,2b8d0e30f3321c589b8cfc77528e5fccb8eb621ccdc55ae3c7aa39de86eaa54a,False,66236480199333e6f12ca2017cfa108220db71dcdcd346bc42c915ec1129126a,0.0010000000000000046,0.001,True,0.0009999999999999996,True
B0/seed0/stage1/RIM_ONE_r3/pair02,0,1,RIM_ONE_r3,2,P4,True,0.33795100098217323,0.7391670245647394,0.45720519145341565,False,24072501b8d1412ab3cdc7667e4d5b3ddb888791afbf26a9367cc4307c6dd472,False,e7919fe95935b7bdc657df429c1ed56b4efdeb3b1bf2e50c85e66c28d64571bd,False,49e9b471177434a7102decb81013eba0b40732ec56886164152bc487d9795b1b,0.0010000000000000013,0.001,True,0.0009999999999999994,True
B0/seed0/stage1/RIM_ONE_r3/pair03,0,1,RIM_ONE_r3,3,P0,False,0.5424844479163121,0.5424844479163121,1.0,False,0d860254d2a2abda8dba78112507876704116d1437f656bcd2a108109b6ab78d,False,6a70a008d1ce3f3d214de8e4b9a5a5d973cf44b2d00d0a85d5e54420fa5b44e4,False,aaeb9c6f4091020cf37692373aa3476bc8e259073986dcca0631f11bb3f3a3f5,0.0010000000000000035,0.001,True,0.0010000000000000005,True
B0/seed0/stage1/RIM_ONE_r3/pair03,0,1,RIM_ONE_r3,3,P1,False,0.5424844479163121,0.5424844479163121,1.0,False,0d860254d2a2abda8dba78112507876704116d1437f656bcd2a108109b6ab78d,False,6a70a008d1ce3f3d214de8e4b9a5a5d973cf44b2d00d0a85d5e54420fa5b44e4,False,aaeb9c6f4091020cf37692373aa3476bc8e259073986dcca0631f11bb3f3a3f5,0.0010000000000000035,0.001,True,0.0010000000000000005,True
B0/seed0/stage1/RIM_ONE_r3/pair03,0,1,RIM_ONE_r3,3,P2,False,0.5399355105543447,0.5424844479163121,0.9953013632524252,False,1b029127d833aa4bb50347bb0facc134b08c4378e81a91648b2ed4d57e01cad8,False,b118dfe814ef7e2c6f9a857d0d83ffd9c122a98848ba40970fd0d3b613f3d7c0,False,ae15cb2d044f5ce0f8d52eaf777cd3faa7d87bcc5524c828486da9ca501205a4,0.0009999999999999913,0.001,True,0.001000000000000001,True
B0/seed0/stage1/RIM_ONE_r3/pair03,0,1,RIM_ONE_r3,3,P3,False,0.538481304580142,0.5424844479163121,0.9926207223975798,False,ece251accda1071985b95bc3c53e2402a3f4db85013499b10154b80211036088,False,293c7f1cef332376fc4678664d40d7cd72311a0a10d0a392f6d4d360a74f033f,False,269202d4bc81235bdee6ea273bb3e644a3715e436031685b71aa9e7bbe0a0fb2,0.001000000000000008,0.001,True,0.0009999999999999992,True
B0/seed0/stage1/RIM_ONE_r3/pair03,0,1,RIM_ONE_r3,3,P4,True,0.5334830822179316,0.5424844479163121,0.9834071451578845,False,e2b1870d1a9251a7530e68a1ceb647c805925a4759ea832a10c7674b785f79b8,False,6a7e6ba9894fd73b7ad9656deb6fb6ff9dbb78f7cc2376ed6af0c373689abf0a,False,c496bbafe911ba85975e2a40693e6410d6152978804df5a37f7b5a437aa81b8e,0.0009999999999999935,0.001,True,0.0009999999999999996,True
B0/seed0/stage1/RIM_ONE_r3/pair04,0,1,RIM_ONE_r3,4,P0,False,0.2880711124065809,0.2880711124065809,1.0,False,4d18ebd5a9411fb1f166d67a78ec3bbd7d662fd44fafccee63ff1d65236a1138,False,b0df58765529a1ce20a129ddd37473932489afccb36513c241a748eb5833b97f,False,7c4dd37d3f83d3429d366d9bec9f3ab578adf50eaadbaaf649c995a4b7ba61e3,0.000999999999999998,0.001,True,0.0010000000000000002,True
B0/seed0/stage1/RIM_ONE_r3/pair04,0,1,RIM_ONE_r3,4,P1,False,0.2880711124065809,0.2880711124065809,1.0,False,4d18ebd5a9411fb1f166d67a78ec3bbd7d662fd44fafccee63ff1d65236a1138,False,b0df58765529a1ce20a129ddd37473932489afccb36513c241a748eb5833b97f,False,7c4dd37d3f83d3429d366d9bec9f3ab578adf50eaadbaaf649c995a4b7ba61e3,0.000999999999999998,0.001,True,0.0010000000000000002,True
B0/seed0/stage1/RIM_ONE_r3/pair04,0,1,RIM_ONE_r3,4,P2,False,0.1528874991252053,0.2880711124065809,0.5307283255442194,False,97e7c1e82cd68fd278725a0b0550f1001c33ae4ae3d79d10b059a6c37430e93d,False,e30d81ba6bc8603e5e6ece2318f7fdee7012c9510bc101dfdc6a77479f421610,False,c705413e4ccba3120ddf81ba7df83bd33678afb8edb2cb97d12d5ee43f330558,0.0010000000000000035,0.001,True,0.0010000000000000026,True
B0/seed0/stage1/RIM_ONE_r3/pair04,0,1,RIM_ONE_r3,4,P3,False,0.14506589502380504,0.2880711124065809,0.5035766822015127,False,7829685ab6fa8e73bc5217579b376ebb0bf511b83dc312ee0273e224340f54ad,False,d9209b9a32042aa1448688f5aa21368e638afc176a5e620181904b1004c18131,False,4da52d639e92898c8c97f6a3a5588fb38e7637667dc869339df91dd2ab78d3d1,0.0010000000000000007,0.001,True,0.0010000000000000013,True
B0/seed0/stage1/RIM_ONE_r3/pair04,0,1,RIM_ONE_r3,4,P4,True,0.14037986591642412,0.2880711124065809,0.48730976439697044,False,b4a40233dbb8775d393a23a028fd59adbf7dc9d558eee3d26a465ff2705d8373,False,d7692f8cd260275c9a99b9bc9dad178d982815bdb72826069bd6e327ffb633dc,False,de20c259aa786a3b43cb6e438fe8c2e306a1c3e421101616be4743775c1b4a0a,0.001000000000000007,0.001,True,0.001000000000000002,True
B0/seed0/stage1/RIM_ONE_r3/pair05,0,1,RIM_ONE_r3,5,P0,False,1.210685390257421,1.210685390257421,1.0,False,c38feab6e7c1a27323a4894b9478ae1733e713e46ebb6bef197e4dd9ef80620e,False,4b529dba2f84285993de65d3406cea6ae5f39bb3b8afb340d1be01cfb8471796,False,89af44cc1029550470789e26d7718ac63dd06a94d1ebf374d3d0577133c91b94,0.000999999999999993,0.001,True,0.0009999999999999985,True
B0/seed0/stage1/RIM_ONE_r3/pair05,0,1,RIM_ONE_r3,5,P1,False,1.210685390257421,1.210685390257421,1.0,False,c38feab6e7c1a27323a4894b9478ae1733e713e46ebb6bef197e4dd9ef80620e,False,4b529dba2f84285993de65d3406cea6ae5f39bb3b8afb340d1be01cfb8471796,False,89af44cc1029550470789e26d7718ac63dd06a94d1ebf374d3d0577133c91b94,0.000999999999999993,0.001,True,0.0009999999999999985,True
B0/seed0/stage1/RIM_ONE_r3/pair05,0,1,RIM_ONE_r3,5,P2,False,1.1922562286049718,1.210685390257421,0.9847779102640937,False,3f7c2453455aeafc638efa1efb8c31a07a92ddfb73dae04428e8e15f0b2fd024,False,80ac8819caeb97f4665bc50f54ad04e4062be27cabb4eec0e4d644e2f17ea03f,False,b48c03a82c54e1ca409a7cc3efe84b8bb1625934c58173c9dac7149b387ed013,0.001000000000000008,0.001,True,0.001,True
B0/seed0/stage1/RIM_ONE_r3/pair05,0,1,RIM_ONE_r3,5,P3,False,1.144473003297869,1.210685390257421,0.9453099975498394,False,bcc0e672ab14bec21d1d56208d2255ccb70116cac81e3c28cb0e73942e27b883,False,ca3371991087bccc44965fb4122413d3a646462366c7dcbd7c738b2508926ffe,False,a3ad707f4ac8151a948a9adb462a09a3b3abd1a3076f6578b5f19d2735a6941b,0.0009999999999999992,0.001,True,0.001,True
B0/seed0/stage1/RIM_ONE_r3/pair05,0,1,RIM_ONE_r3,5,P4,True,1.135836987089724,1.210685390257421,0.938176834568242,False,0f104772d69ed6e9598a64bbb1d037e7b2a5678e8d64c4c80d99cc5be139bc34,False,f4609f481b540a7f5c10fe8d4d6c1c9a5a204072cf34f5478a71700c2ebaf1a4,False,7297ee15fb1c26dab97a1f8e56cc29b7ad1e378d10913055a208391f50f2bb65,0.0010000000000000072,0.001,True,0.0010000000000000022,True
B0/seed0/stage1/RIM_ONE_r3/pair06,0,1,RIM_ONE_r3,6,P0,False,1.000583446615552,1.000583446615552,1.0,False,138cf8181cf6b5dc45daacd84eea2916ed130914bd238f97dce536d5c35fb486,False,b23a599e799b662631ddc528d49c090be96c8df705fea91f5f74deb1107af99a,False,d42d2aade9cd5d52c317281e8a703d5910c59226b59ab81de5a8e205f33970dc,0.0010000000000000002,0.001,True,0.0009999999999999996,True
B0/seed0/stage1/RIM_ONE_r3/pair06,0,1,RIM_ONE_r3,6,P1,False,1.000583446615552,1.000583446615552,1.0,False,138cf8181cf6b5dc45daacd84eea2916ed130914bd238f97dce536d5c35fb486,False,b23a599e799b662631ddc528d49c090be96c8df705fea91f5f74deb1107af99a,False,d42d2aade9cd5d52c317281e8a703d5910c59226b59ab81de5a8e205f33970dc,0.0010000000000000002,0.001,True,0.0009999999999999996,True
B0/seed0/stage1/RIM_ONE_r3/pair06,0,1,RIM_ONE_r3,6,P2,False,0.6967880313725494,1.000583446615552,0.6963817298091599,False,b2a984652848f4c7cbc309c1aeeaf453209d134b76a2ac0712dcb5af9ffb5768,False,94f4183c7d50c3e2fdeb70a616a5ba1381dfe566feea75ede299f523f8f8a7b7,False,62b01c1d25342dcef405bc2e6632ae6891ed1286f0a275cff5e41862d9fa6f26,0.0010000000000000113,0.001,True,0.0009999999999999996,True
B0/seed0/stage1/RIM_ONE_r3/pair06,0,1,RIM_ONE_r3,6,P3,False,0.6292317761767358,1.000583446615552,0.6288648670983876,False,9a5cbd017b1519eb7567856b67c7e6f6ca44dd686cecab229680edcfa7ed8fd0,False,1bbbcef11adea9ae20e2166c2dbedb3f3b05e86464ebc588ffd0194be56fa3c3,False,0a321d8af3850e0df806d70012e304002af05d424d0151abed9f5089f89fde01,0.0010000000000000046,0.001,True,0.001000000000000001,True
B0/seed0/stage1/RIM_ONE_r3/pair06,0,1,RIM_ONE_r3,6,P4,True,0.6272572144963139,1.000583446615552,0.6268914567975269,False,d6d06f152445358e210d8418a10f205d6430e846dab8e2336a07879bb6bb4e46,False,872358dd6ec802c2ab2553fc8e212a7b8b317cffe3058a926a235f207844fd6a,False,61f46be079abfe46018922e2cdbf0054b253ba03e288bd4c5ec3fd13e9a2649e,0.0010000000000000037,0.001,True,0.0010000000000000002,True
B0/seed0/stage1/RIM_ONE_r3/pair07,0,1,RIM_ONE_r3,7,P0,False,0.595439865999481,0.595439865999481,1.0,False,5079d33f75988e3157281ac8ab9a713fd2abe95a7b58169e30485368f83c940d,False,ae9544979a547b2f06a460f0ac273cf6255bd4cf3f4381e9a731373627ccb3ab,False,b63aee57743d2cf427d44a913a50233b8ccf59b30babdf4999ab2d61a876d349,0.0010000000000000028,0.001,True,0.001000000000000002,True
B0/seed0/stage1/RIM_ONE_r3/pair07,0,1,RIM_ONE_r3,7,P1,False,0.595439865999481,0.595439865999481,1.0,False,5079d33f75988e3157281ac8ab9a713fd2abe95a7b58169e30485368f83c940d,False,ae9544979a547b2f06a460f0ac273cf6255bd4cf3f4381e9a731373627ccb3ab,False,b63aee57743d2cf427d44a913a50233b8ccf59b30babdf4999ab2d61a876d349,0.0010000000000000028,0.001,True,0.001000000000000002,True
B0/seed0/stage1/RIM_ONE_r3/pair07,0,1,RIM_ONE_r3,7,P2,False,0.4814034897187542,0.595439865999481,0.8084838070267432,False,d730469aea05e4160c8465186a1d67e3996eca84e98c44720ba99171d8207e4d,False,23761477bba95d438fdfe7e88eecf79794dd06a39e3a7f688f75a3a67f0e8ee3,False,b783938a411412cc1af20d3777862eeb1b8ae13bab8a7dc53bfbd49c723edb9f,0.0010000000000000007,0.001,True,0.0009999999999999987,True
B0/seed0/stage1/RIM_ONE_r3/pair07,0,1,RIM_ONE_r3,7,P3,False,0.4894184278674782,0.595439865999481,0.8219443403339487,False,e9dd88c67023fa7c37933c02c2ef043b7c9eca63473790ca8f388115a29ba872,False,82e276ac93c1e76226e7fbff5c0c02bf0ddb3aee983332a192d998673058e8f6,False,2f86819153af84667f9bd723290a10112e9a8c44a16cff06927fb3cfaf68beea,0.0009999999999999966,0.001,True,0.001,True
B0/seed0/stage1/RIM_ONE_r3/pair07,0,1,RIM_ONE_r3,7,P4,True,0.470954882227094,0.595439865999481,0.7909360946744276,False,a56211fb6cc96d23aef14f4f4902b282c654c194264d862b0ec9739919a00358,False,407dc64c97c5c5b94144ed9348dbfebfec78cf1d88a93ac9f2be6d9fca797e1a,False,95c9975ca0e134d1fdf2aedb10746364bbc11033a5f71972218b756a8008ef40,0.0010000000000000007,0.001,True,0.0009999999999999998,True
B0/seed0/stage2/Drishti_GS/pair00,0,2,Drishti_GS,0,P0,False,1.6143028585925907,1.6143028585925907,1.0,False,b82aa5626642f31a970c5f94022de98134a94ea9759c0ce68471d89d89a4e6a6,False,0dff28d50da73b32726ae5af956a708cc5a314f42efc2028f52b3298e0978d79,False,3ffc06cfbaaca3c6392f53b1ee9d3760cf075a0e27a76d47224e6a7ab7dd5a39,0.0009999999999999929,0.001,True,0.0009999999999999998,True
B0/seed0/stage2/Drishti_GS/pair00,0,2,Drishti_GS,0,P1,False,1.6143028585925907,1.6143028585925907,1.0,False,b82aa5626642f31a970c5f94022de98134a94ea9759c0ce68471d89d89a4e6a6,False,0dff28d50da73b32726ae5af956a708cc5a314f42efc2028f52b3298e0978d79,False,3ffc06cfbaaca3c6392f53b1ee9d3760cf075a0e27a76d47224e6a7ab7dd5a39,0.0009999999999999929,0.001,True,0.0009999999999999998,True
B0/seed0/stage2/Drishti_GS/pair00,0,2,Drishti_GS,0,P2,False,0.5282070070409636,1.6143028585925907,0.32720440543695384,False,e23fc63b71f8a0cf08ef3df2dc4d21ea3919669201f104c14c19752a92e51bab,False,0f5ee7b6095ed4e5b7ddfa8966ed714027e10be27a2a6e43459d105d33469359,False,14f455ca4f2a926a13195bc35034496ce09407b0fb73150fe48a29b7827dd730,0.0010000000000000085,0.001,True,0.001000000000000001,True
B0/seed0/stage2/Drishti_GS/pair00,0,2,Drishti_GS,0,P3,False,0.44153515108614855,1.6143028585925907,0.27351444540654246,False,832178ddc1350cbfed14f799c083c6e86fe71df67cf4e91df81de35975c041d1,False,06629499554d55fa8c313edee16016c88ad64c2c491980ef65fee2b97aa7c32e,False,3a0ae79ba225aafd6f5768937b053fe57968141106b96218ea68cf20ed8c2b1b,0.0009999999999999985,0.001,True,0.0010000000000000018,True
B0/seed0/stage2/Drishti_GS/pair00,0,2,Drishti_GS,0,P4,True,0.4415351510861486,1.6143028585925907,0.27351444540654246,False,15f8464a8b69af9300fd11bf2eae1ee898eedb2d2d90d0513cfd22d4ba5c4d89,False,fe82e1f8fdc1fed88b8aabee8ad039222f4f73ce0fc5e1aa3e2c7dc2ef40b14e,False,e3f45719d7cee07c278e58fa53de68b42daad2e99456ea68aef60b5ae95364ae,0.000999999999999999,0.001,True,0.0010000000000000015,True
B0/seed0/stage2/Drishti_GS/pair01,0,2,Drishti_GS,1,P0,False,0.8088763593863293,0.8088763593863293,1.0,False,2900e747c3604b499601743454a4e5e1cc92d8ad4770938fca08bf803728976e,False,6cbef22901c57d9ecabd7064da523b9861f4d848b60c7433995aae8bc5086bdd,False,677799f169d5549b9892f0a8eb745561c78959eb499f252fc84936d19486c42d,0.0010000000000000022,0.001,True,0.0010000000000000028,True
B0/seed0/stage2/Drishti_GS/pair01,0,2,Drishti_GS,1,P1,False,0.8088763593863293,0.8088763593863293,1.0,False,2900e747c3604b499601743454a4e5e1cc92d8ad4770938fca08bf803728976e,False,6cbef22901c57d9ecabd7064da523b9861f4d848b60c7433995aae8bc5086bdd,False,677799f169d5549b9892f0a8eb745561c78959eb499f252fc84936d19486c42d,0.0010000000000000022,0.001,True,0.0010000000000000028,True
B0/seed0/stage2/Drishti_GS/pair01,0,2,Drishti_GS,1,P2,False,0.6078005318773423,0.8088763593863293,0.7514133956621785,False,3654e3268aae2422739878638ced9731da955657da1a347220c0992a3c50a7a0,False,340871697ed44618877820fd073a639a07f1dfeef59f4a8fa398e32b411123b4,False,ed8b7d050b210cdca76fac4a38fc4f6cf17a8c478152df9292b9c86157d0486f,0.0009999999999999996,0.001,True,0.0009999999999999994,True
B0/seed0/stage2/Drishti_GS/pair01,0,2,Drishti_GS,1,P3,False,0.6010326438077396,0.8088763593863293,0.7430463714673592,False,ded5611fae9e66ee9e72dec656bb902a45c5a617fdd07e6d334e1ceec78e5755,False,926dd15f0fe603c0bea17a7d73d50e7dc47dccf5bb6770b8cb21425fca92cee1,False,1b5425620b5623b56712b948915d169bd4bff12e4a92a5b054e4f83b04b09eef,0.0010000000000000067,0.001,True,0.0010000000000000002,True
B0/seed0/stage2/Drishti_GS/pair01,0,2,Drishti_GS,1,P4,True,0.5896872706507571,0.8088763593863293,0.7290202807980882,False,b3fd10cc440f6b1e5c974afc4c225fe8c56459a66a1c5da7f21ad86c155cb1b3,False,c33336b92b9d30ad54fc1e733d6055f000884e10f4457325bdcbe1fdcbada742,False,81efc2b37e31efdc33ca77a81a2a7d0ef9aa4cfb1ce5b8e080ae73820a4815bf,0.0009999999999999926,0.001,True,0.0010000000000000009,True
B0/seed0/stage2/Drishti_GS/pair02,0,2,Drishti_GS,2,P0,False,0.8833984458532395,0.8833984458532395,1.0,False,790402b62ebb97b3e91d74ace8e0211957e10d1a38d82129534e24eda258f67f,False,c86df639b3429e75e44c3fb3d7dfb3611da2d17c0125ef47bd3f9965c5633aac,False,a6a534009487f9e03c5091674de46e4ed261f4cd3cd15e56347cdee83a221119,0.0010000000000000046,0.001,True,0.0010000000000000002,True
B0/seed0/stage2/Drishti_GS/pair02,0,2,Drishti_GS,2,P1,False,0.8833984458532395,0.8833984458532395,1.0,False,790402b62ebb97b3e91d74ace8e0211957e10d1a38d82129534e24eda258f67f,False,c86df639b3429e75e44c3fb3d7dfb3611da2d17c0125ef47bd3f9965c5633aac,False,a6a534009487f9e03c5091674de46e4ed261f4cd3cd15e56347cdee83a221119,0.0010000000000000046,0.001,True,0.0010000000000000002,True
B0/seed0/stage2/Drishti_GS/pair02,0,2,Drishti_GS,2,P2,False,0.44150105466153994,0.8833984458532395,0.4997756751033353,False,e4d27aacfed21866b94aed1d9ee30fe386f3d307670660ca5c517e757150c090,False,64c7ceec9c0462dfb88307b8ea0ac4e8272765b7b67daba882e7d56d4f055364,False,d590ad4907cad341a797b90af7b368cda422ebd7a8f5d8312a2f9a63069ca77b,0.0009999999999999966,0.001,True,0.001,True
B0/seed0/stage2/Drishti_GS/pair02,0,2,Drishti_GS,2,P3,False,0.3348034302630554,0.8833984458532395,0.37899481466676355,False,79bdf534e0a6d3c88a16e795edae226f9c2eb6c0f8aad2494524bcca3d964849,False,34fd1def877233119ac0390aa2af58bb5e494c0c3eeb15e60d243bedd0a0d855,False,a90db8824749f80a29c778aa7070b009d8c697d5d9d65c5f76b2e9c87dc2b771,0.0009999999999999926,0.001,True,0.0009999999999999992,True
B0/seed0/stage2/Drishti_GS/pair02,0,2,Drishti_GS,2,P4,True,0.3348034302630554,0.8833984458532395,0.37899481466676355,False,04db82014d7a99ef340920e04d93bd8e755d2d2c78e59ccacdeed8fa69d04a5c,False,b9cf598c099f4158892203aeb24244887f9bc167e7470ee3d0bd43724d4dc34f,False,8ae8e399e07d66c469900f727fa13c0c0c4e558db2f2d37150e8065160419823,0.0009999999999999926,0.001,True,0.0009999999999999992,True
B0/seed0/stage2/Drishti_GS/pair03,0,2,Drishti_GS,3,P0,False,0.640869041647953,0.640869041647953,1.0,False,7127d3be8e5e4c4be2e20243b78aa0b348e989802cd620b442f9c5d98a66f23c,False,a48d714e5d347e2322777ef2689a3f84ec8dbe82541981f6199e481ae8d2a883,False,56e43c2a6e369ff8e2d6cb982e5f798d300e595090974a5acd1d7c330af48f48,0.0009999999999999913,0.001,True,0.0010000000000000007,True
B0/seed0/stage2/Drishti_GS/pair03,0,2,Drishti_GS,3,P1,False,0.640869041647953,0.640869041647953,1.0,False,7127d3be8e5e4c4be2e20243b78aa0b348e989802cd620b442f9c5d98a66f23c,False,a48d714e5d347e2322777ef2689a3f84ec8dbe82541981f6199e481ae8d2a883,False,56e43c2a6e369ff8e2d6cb982e5f798d300e595090974a5acd1d7c330af48f48,0.0009999999999999913,0.001,True,0.0010000000000000007,True
B0/seed0/stage2/Drishti_GS/pair03,0,2,Drishti_GS,3,P2,False,0.5070987133317781,0.640869041647953,0.7912672954646192,False,007140ff850cb2743c0f6e25ab77720e0c44a43a7a70cb48667c781cf6c2334a,False,c62feee2ef4e74819ed48858d261ea65c01515996d7d44eb2701a73449e89b74,False,32bae1107c6ceabe4dfb396678e2af1c757915667fd710aede41e8f15078eb6c,0.0009999999999999835,0.001,True,0.0009999999999999998,True
B0/seed0/stage2/Drishti_GS/pair03,0,2,Drishti_GS,3,P3,False,0.4396701778852482,0.640869041647953,0.6860530768574262,False,d0fc2dfee60ce9d7134d793bf17ff24e7b90edd062781e7593545da26c7ec728,False,c850c7885606c5695ff20eb5d15e2f9879f58e1b5ed6fb5404c0c8f17239996a,False,d3f125da8fbdcaa8d6346f0f1be306293bff1f2007ebf1a6d54bfce25896b236,0.0009999999999999974,0.001,True,0.0009999999999999992,True
