arm,baseline,order,seed,domain,n,mean,q00,q05,q25,q50,q75,q95,q100,harm_below_minus005,harm_below_minus001
DPR_U,F_CONV,O1,61,RIM_ONE_r3,40,-0.004325266309100335,-0.15605330251663652,-0.03617373162481889,-0.007220946293550162,0.004156707951937205,0.011900184729601443,0.025050966737786135,0.04617833194561627,2,9
DPR_U,F_CONV,O1,61,Drishti_GS,25,-0.008056709193910366,-0.06717775254019132,-0.05252804369579453,-0.02091288085933607,-0.006898142957491027,0.004436149200303108,0.01298544794470776,0.07296844745691733,2,10
DPR_U,F_CONV,O1,62,RIM_ONE_r3,40,-0.01110991014330977,-0.11315337159376482,-0.09044347011277963,-0.03114010939798137,-0.0067149809281233375,0.015002509190002594,0.0379503445787301,0.053861767976568053,6,18
DPR_U,F_CONV,O1,62,Drishti_GS,25,-0.0036184847392461083,-0.05420156945067445,-0.04813023717239653,-0.016355118113506206,-0.0020371864806265627,0.012959843001206672,0.026270730483805925,0.056355486899758445,2,10
DPR_U,F_CONV,O1,63,RIM_ONE_r3,40,0.012352326665714328,-0.0528893655114282,-0.03292029269380172,-0.005176457041205257,0.013623577565405554,0.03301994893299434,0.049622628949709875,0.12156349333815564,1,10
DPR_U,F_CONV,O1,63,Drishti_GS,25,-0.0058235779658155455,-0.0703870407358349,-0.03857868137463547,-0.010212163431402188,-0.00417628498454381,0.0042334785593027835,0.014394027985497443,0.039934142715036924,1,7
DPR_U,F_CONV,O2,61,RIM_ONE_r3,40,0.008102013514391387,-0.13747942859643558,-0.04721647011019521,-0.013589024740862238,0.006267308966708018,0.03392209100784213,0.06420459344692596,0.12352737858350771,1,11
DPR_U,F_CONV,O2,61,Drishti_GS,25,-0.04603228211309565,-0.28364828777400797,-0.22764192381731313,-0.09035071300803715,-0.03764548580100607,0.012968403564356856,0.06629823318123058,0.08685045595314564,9,17
DPR_U,F_CONV,O2,62,RIM_ONE_r3,40,0.007959014716681641,-0.07626233055809828,-0.05240787178710667,-0.01663770596446601,0.007357741683483687,0.03133625446984167,0.07000421584430708,0.11738537282085237,3,14
DPR_U,F_CONV,O2,62,Drishti_GS,25,0.050142947734390174,-0.01861602629064696,-0.008654221257688464,0.019536149138898673,0.038268773554271385,0.07273613737651871,0.1328445908813689,0.1845196450433837,0,1
DPR_U,F_CONV,O2,63,RIM_ONE_r3,40,-0.02219657876278961,-0.3562559866763927,-0.10788268933344251,-0.02938516704011196,-0.012132798726766592,0.007029364462996762,0.06404981983081377,0.10252668952254818,8,21
DPR_U,F_CONV,O2,63,Drishti_GS,25,0.02583497633453205,-0.24056273528846378,-0.19870507002346374,-0.03253022590551008,0.04864708933909356,0.09344451072041443,0.14132375906431577,0.1907721465181289,2,8
DPR_U,F_FULL,O1,61,RIM_ONE_r3,40,0.023283502709885606,-0.07636252770382901,-0.04427372373411016,-0.01915143049333179,0.004946480104826068,0.034774227163899024,0.19146515234469116,0.237110124738311,1,13
DPR_U,F_FULL,O1,61,Drishti_GS,25,-0.009274974940865943,-0.08834120347793228,-0.07390004245358854,-0.04492662265217984,-0.002983793140605373,0.01966425614476125,0.04181370176739495,0.16000873222393774,5,12
DPR_U,F_FULL,O1,62,RIM_ONE_r3,40,0.025111984825740903,-0.15347410496763558,-0.12401796195194273,-0.007774938703047005,0.02717135645216473,0.06464380285515126,0.1361884505815558,0.15054156854312306,7,10
DPR_U,F_FULL,O1,62,Drishti_GS,25,0.0043484494961718,-0.1831655564595771,-0.06369098027834327,-0.021831558305160148,0.0033027433265614414,0.03305034143917429,0.08022915089531193,0.10380325784384192,2,9
DPR_U,F_FULL,O1,63,RIM_ONE_r3,40,-0.02082098493297275,-0.2621596069607042,-0.14687516893982305,-0.05141197170240516,-0.019375956054874854,0.005496272025453372,0.1096853874571209,0.3211284265931077,11,20
DPR_U,F_FULL,O1,63,Drishti_GS,25,-0.0056769027205117424,-0.11774946633192218,-0.0842990123381413,-0.04345367810588119,-0.010044358987908675,0.020661057587452625,0.061819893331905074,0.19832689078420604,5,13
DPR_U,F_FULL,O2,61,RIM_ONE_r3,40,0.0039178195613353145,-0.07484116474035418,-0.0570695212538647,-0.04050123822320126,-0.0022926238016314215,0.04133680629790115,0.0809426539831748,0.13798886725008241,8,17
DPR_U,F_FULL,O2,61,Drishti_GS,25,-0.04697960174248731,-0.30578889734565773,-0.2027099083714981,-0.07588481943477249,-0.02400754394996174,0.013586942351445086,0.05313563177197635,0.12306068213092825,8,15
DPR_U,F_FULL,O2,62,RIM_ONE_r3,40,0.018121730422821093,-0.07740058757771018,-0.06310876808359059,-0.02728044652308212,0.014282853317593547,0.0463090900776153,0.13401500739587363,0.19570227564767526,4,11
DPR_U,F_FULL,O2,62,Drishti_GS,25,0.058818150463791394,-0.03857027078956282,-0.03160447464525586,0.02014525476999174,0.06869059170179781,0.1000608469230353,0.14216277166486788,0.1578698203414316,0,4
DPR_U,F_FULL,O2,63,RIM_ONE_r3,40,-0.02547237791421968,-0.33512111928788973,-0.22427816115404592,-0.06585562055705507,-0.013926391105926444,0.035234605373108324,0.10821955949338283,0.13851891154799945,13,21
DPR_U,F_FULL,O2,63,Drishti_GS,25,0.058660797638025904,-0.498572493227563,-0.13804564736196928,-0.005727557834861119,0.06144072245641796,0.14809881785118284,0.23715173835038889,0.39655428798208314,4,5
DPR_U,RESPONSE_U,O1,61,RIM_ONE_r3,40,-3.893638766847979e-05,-0.02292546375897564,-0.015384226645084702,-0.00749421104932467,-1.24702210995975e-05,0.007365300256103741,0.014299155092559246,0.029994394858348816,0,9
