seed,variant,trained_through_site,trained_through_site_index,evaluation_site,class,region,state,count,correct_count,pseudo_label_accuracy,precision,correct_candidate_recall,coverage_within_candidate,patient_coverage,image_coverage,boundary_distance_mean,boundary_distance_q25,boundary_distance_q50,boundary_distance_q75,component_size_mean,component_size_q50,learnability_mean,logit_margin_mean,anchor_margin_mean,spatial_consistency_mean
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,1,all,admitted,30860,23561,0.7634802333117304,0.7634802333117304,0.8619037167105649,0.8006641932387204,1.0,1.0,-2.1769625199320095,1.3535534143447876,8.291576385498047,13.637982368469238,8418.900388852884,9412.0,0.6702373073989802,7.940697519242647,0.8384664229560964,0.9958287715583518
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,1,all,deferred,7683,3775,0.4913445268775218,0.4913445268775218,0.13809628328943518,0.1993358067612796,1.0,1.0,-15.893741769389095,-10.523809432983398,0.0,5.591643333435059,5607.329949238579,0.0,0.22682816433556283,3.9060684536197883,0.6444164991502912,0.9309329720318015
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,1,boundary,candidate,5381,3188,0.5924549340271325,0.5924549340271325,1.0,1.0,1.0,1.0,0.4114465185798825,-1.5,0.6035534143447876,2.178694248199463,6024.528340457164,7924.0,0.5031945379632647,6.329429406882484,0.740596186182043,0.9613389473182077
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,1,boundary,admitted,3470,2172,0.6259365994236311,0.6259365994236311,0.6813048933500627,0.6448615498977885,0.9836065573770492,0.9836065573770492,0.5186587927664391,-1.5,1.3535534143447876,2.457106828689575,6167.740345821326,7908.0,0.6523190361622088,7.621113516892755,0.7821069970254596,0.9915947918246046
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,1,boundary,deferred,1911,1016,0.531658817373103,0.531658817373103,0.3186951066499373,0.3551384501022115,1.0,1.0,0.216770123275146,-1.5161237716674805,0.6035534143447876,2.1196770668029785,5764.483516483517,7924.0,0.23241379031787707,3.9839852092186234,0.6652207211759439,0.9064002867021965
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,1,interior,candidate,24148,24148,1.0,1.0,1.0,1.0,1.0,1.0,11.487025314092596,7.364325523376465,11.079272270202637,15.190462112426758,11200.529857545138,11466.0,0.6407404583979861,7.921826343558863,0.8250310949121008,0.9894901330139891
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,1,interior,admitted,21389,21389,1.0,1.0,0.8857462315719729,0.8857462315719729,1.0,1.0,11.835101410953486,7.66491174697876,11.5,15.5,11146.159568002244,11156.0,0.6888608767125599,8.361294794352395,0.8569040201164416,0.9972408074049424
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,1,interior,deferred,2759,2759,1.0,1.0,0.11425376842802716,0.11425376842802716,1.0,1.0,8.788583981813664,5.172062873840332,7.664911270141602,11.423904418945312,11622.03262051468,11600.0,0.2676894879991397,4.514870673380239,0.5779379462366219,0.9294034441600204
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,1,exterior_near_boundary,candidate,1976,480,0.242914979757085,0.242914979757085,1.0,1.0,1.0,1.0,-1.8609894775306648,-2.5,-1.6625703573226929,-1.3535534143447876,2458.533906882591,0.0,0.48519618471571613,6.141136832128049,0.7327042631654122,0.9609185211993905
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,1,exterior_near_boundary,admitted,1203,337,0.2801330008312552,0.2801330008312552,0.7020833333333333,0.6088056680161943,0.8833333333333333,0.8833333333333333,-1.824301427736544,-2.5,-1.6625703573226929,-1.3535534143447876,2728.257689110557,0.0,0.6485087204653327,7.592319177372299,0.7747246368369358,0.9924296398313464
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,1,exterior_near_boundary,deferred,773,143,0.18499353169469598,0.18499353169469598,0.29791666666666666,0.39119433198380565,0.9333333333333333,0.9333333333333333,-1.9180861449334168,-2.5,-2.1196770668029785,-1.5,2038.7697283311772,0.0,0.23103708962284578,3.8826991072524564,0.6673090373868313,0.91187857849015
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,1,exterior_far,candidate,9014,0,0.0,0.0,nan,1.0,1.0,1.0,-52.018566938152276,-96.48963737487793,-21.25442123413086,-8.276896476745605,0.0,0.0,0.4710399040101798,5.514236431139878,0.7674868890186199,0.9780853457810055
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,1,exterior_far,admitted,6001,0,0.0,0.0,nan,0.6657421788329265,0.896551724137931,0.896551724137931,-53.67801923927437,-99.10978698730469,-22.332712173461914,-8.874147415161133,0.0,0.0,0.6142194565646928,6.626383466723362,0.8053395178263991,0.9932441814822607
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,1,exterior_far,deferred,3013,0,0.0,0.0,nan,0.3342578211670734,1.0,1.0,-48.71343143897084,-91.61195373535156,-19.615047454833984,-6.689623832702637,0.0,0.0,0.18586881377465636,3.2991702643504697,0.6920957089736538,0.947893452968781
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,2,all,candidate,12469,9801,0.7860293527949315,0.7860293527949315,1.0,1.0,1.0,1.0,7.40140004165286,2.1196770668029785,10.664678573608398,20.946361541748047,4309.5065362098,3683.0,0.5612617141524373,7.87185956853816,0.8721943437665933,0.986405070165135
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,2,all,admitted,9995,8410,0.8414207103551776,0.8414207103551776,0.8580757065605551,0.8015879380864545,1.0,1.0,9.720943868929533,4.5555315017700195,13.209704399108887,22.643985748291016,4519.599099549775,3717.0,0.6505026719841794,9.130641508628692,0.9069699394518045,0.9966028549779707
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,2,all,deferred,2474,1391,0.5622473726758286,0.5622473726758286,0.14192429343944496,0.1984120619135456,1.0,1.0,-1.9695945232745227,-5.386319160461426,2.1196770668029785,8.638904809951782,3460.7291835084884,2739.0,0.20072680165111814,2.786360178398768,0.7317003749413363,0.9452058546419768
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,2,boundary,candidate,1507,804,0.5335102853351028,0.5335102853351028,1.0,1.0,1.0,1.0,0.20846539929598154,-1.6625703573226929,0.0,2.1196770668029785,1895.4067684140678,1003.0,0.4325850903604726,6.082707609281725,0.8390665071921865,0.9727894820436074
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,2,boundary,admitted,961,530,0.5515088449531738,0.5515088449531738,0.6592039800995025,0.6376907763769077,0.9038461538461539,0.9038461538461539,0.3191476956118406,-1.5161237716674805,0.6035534143447876,2.1196770668029785,1672.837669094693,1138.0,0.5695708980173275,7.960872301077868,0.8818500348047957,0.9933374831753392
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,2,boundary,deferred,546,274,0.5018315018315018,0.5018315018315018,0.3407960199004975,0.36230922362309226,0.9423076923076923,0.9423076923076923,0.01365644918693291,-1.6625703573226929,0.0,1.6625703573226929,2287.144688644689,978.0,0.1914800332941033,2.7770001572375986,0.7637643642696269,0.9366234947036911
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,2,interior,candidate,8997,8997,1.0,1.0,1.0,1.0,1.0,1.0,18.226514660120937,9.448282241821289,15.850910186767578,24.814483642578125,5655.091586084251,4938.0,0.6134060823659927,8.6845362546506,0.8961891704656634,0.9935100059370419
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,2,interior,admitted,7880,7880,1.0,1.0,0.8758475047237968,0.8758475047237968,1.0,1.0,18.95260628782553,10.404796600341797,16.69581413269043,25.39192771911621,5528.654314720812,4936.0,0.6691489752088934,9.478947060220511,0.9225526292614525,0.9985784535858837
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,2,interior,deferred,1117,1117,1.0,1.0,0.12415249527620317,0.12415249527620317,0.8983050847457628,0.8983050847457628,13.104220992876359,6.062219142913818,9.552678108215332,17.109943389892578,6547.0572963294535,5500.0,0.22016168164794692,3.0802773935128345,0.710205235541027,0.9577540816103868
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,2,exterior_near_boundary,candidate,617,135,0.2188006482982172,0.2188006482982172,1.0,1.0,1.0,1.0,-1.8485046872443474,-2.5,-1.6625703573226929,-1.5,650.5105348460291,0.0,0.40204920559348706,5.756843341952205,0.8301931070450639,0.9680886773854446
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,2,exterior_near_boundary,admitted,368,81,0.22010869565217392,0.22010869565217392,0.6,0.5964343598055105,0.8297872340425532,0.8297872340425532,-1.8453530873293462,-2.5,-1.6625703573226929,-1.5,464.1494565217391,0.0,0.5452911131407904,7.818541782057804,0.8680823557078838,0.9911523032123628
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,2,exterior_near_boundary,deferred,249,54,0.21686746987951808,0.21686746987951808,0.4,0.4035656401944895,0.8936170212765957,0.8936170212765957,-1.853162473464108,-2.5,-1.6625703573226929,-1.5,925.9357429718875,0.0,0.19035032215008296,2.7098352055712396,0.7741961451658762,0.9340026761633325
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,2,exterior_far,candidate,1965,0,0.0,0.0,nan,1.0,1.0,1.0,-36.64633721856367,-26.5,-10.523809432983398,-5.722875595092773,0.0,0.0,0.42119697686853524,5.523055424846462,0.7877374449910705,0.9643163089230467
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,2,exterior_far,admitted,1154,0,0.0,0.0,nan,0.5872773536895675,0.7906976744186046,0.7906976744186046,-45.48735226481585,-35.03186225891113,-12.5,-6.5,0.0,0.0,0.590574219099777,7.726395808379819,0.8214834859559194,0.9858318890091451
0,R1,RIM_ONE_r3,1,RIM_ONE_r3,2,exterior_far,deferred,811,0,0.0,0.0,nan,0.4127226463104326,1.0,1.0,-24.06615058061668,-16.5,-9.20596694946289,-5.5,0.0,0.0,0.18018423021643545,2.387846050496901,0.7397190340497197,0.9337010445341964
0,R1,Drishti_GS,2,Drishti_GS,1,all,candidate,29847,19084,0.6393942439776192,0.6393942439776192,1.0,1.0,1.0,1.0,-4.023720302517723,-6.518703460693359,4.9748735427856445,11.5,9560.361342848528,11426.0,0.5631177475335264,5.81584063110221,0.817808613518109,0.9814283797604102
0,R1,Drishti_GS,2,Drishti_GS,1,all,admitted,23895,16430,0.6875915463486085,0.6875915463486085,0.8609306225110039,0.800582973163132,1.0,1.0,-0.8034913735251019,-3.571345806121826,6.5,12.5,10245.006821510777,11600.0,0.6489075145965392,6.576026585090108,0.8439182784797308,0.9898951513269851
0,R1,Drishti_GS,2,Drishti_GS,1,all,deferred,5952,2654,0.4459005376344086,0.4459005376344086,0.139069377488996,0.19941702683686802,1.0,1.0,-16.95170589698659,-17.2264347076416,-2.5,5.172062873840332,6811.772009408603,0.0,0.21870469579113877,2.763985226105433,0.7129883103833724,0.947437535240365
0,R1,Drishti_GS,2,Drishti_GS,1,boundary,candidate,4118,2397,0.582078678970374,0.582078678970374,1.0,1.0,1.0,1.0,0.3082340602274946,-1.5,0.6035534143447876,2.1196770668029785,7667.959446333171,8454.0,0.5144024317918572,5.390305826240529,0.79266172488984,0.9588853517975142
0,R1,Drishti_GS,2,Drishti_GS,1,boundary,admitted,2948,1680,0.5698778833107191,0.5698778833107191,0.7008760951188986,0.7158814958717824,1.0,1.0,0.34503744196859437,-1.5,0.6035534143447876,2.178694248199463,7356.651628222524,8396.0,0.6287820792000038,6.38227780545421,0.8151105087215088,0.9784480597384102
0,R1,Drishti_GS,2,Drishti_GS,1,boundary,deferred,1170,717,0.6128205128205129,0.6128205128205129,0.29912390488110135,0.2841185041282176,1.0,1.0,0.21550212059265528,-1.5161237716674805,0.0,2.1196770668029785,8452.348717948718,9744.0,0.22620482447628792,2.890875574341442,0.7360984644319257,0.9095940158917354
0,R1,Drishti_GS,2,Drishti_GS,1,interior,candidate,16687,16687,1.0,1.0,1.0,1.0,1.0,1.0,11.560841687581306,6.982160568237305,10.61837387084961,14.991666793823242,15207.73344519686,15620.0,0.6247974090202691,6.688569143764545,0.8312868519670032,0.981528695501075
0,R1,Drishti_GS,2,Drishti_GS,1,interior,admitted,14750,14750,1.0,1.0,0.8839216156289327,0.8839216156289327,0.975,0.975,11.82829240252608,7.399333953857422,10.988632202148438,15.443340301513672,15126.578237288135,15620.0,0.6741755734803313,7.10616275736639,0.8582578755334273,0.9895227602376776
0,R1,Drishti_GS,2,Drishti_GS,1,interior,deferred,1937,1937,1.0,1.0,0.1160783843710673,0.1160783843710673,1.0,1.0,9.524239702328124,5.503183364868164,8.276896476745605,12.698507308959961,15825.719669592152,15994.0,0.24878918713802028,3.508648751081421,0.6259060581596967,0.9206549449255003
0,R1,Drishti_GS,2,Drishti_GS,1,exterior_near_boundary,candidate,1642,395,0.24056029232643117,0.24056029232643117,1.0,1.0,1.0,1.0,-1.8202989026631855,-2.5,-1.6625703573226929,-1.3535534143447876,3160.0133982947623,0.0,0.5004808739980231,5.131680292824917,0.7939506012506229,0.9654013320676592
0,R1,Drishti_GS,2,Drishti_GS,1,exterior_near_boundary,admitted,1143,245,0.21434820647419073,0.21434820647419073,0.620253164556962,0.6961023142509135,1.0,1.0,-1.83334341460117,-2.5,-1.6625703573226929,-1.3535534143447876,2727.864391951006,0.0,0.6230021179478521,6.210426175010277,0.8146874466593185,0.985232835262362
0,R1,Drishti_GS,2,Drishti_GS,1,exterior_near_boundary,deferred,499,150,0.30060120240480964,0.30060120240480964,0.379746835443038,0.3038976857490865,0.95,0.95,-1.7904193893463196,-2.5,-1.6625703573226929,-1.3535534143447876,4149.885771543086,0.0,0.21983602062196198,2.6607252961558427,0.7464511737914267,0.9199756644292919
0,R1,Drishti_GS,2,Drishti_GS,1,exterior_far,candidate,9042,0,0.0,0.0,nan,1.0,1.0,1.0,-34.75791340078882,-39.909271240234375,-16.977937698364258,-8.5,0.0,0.0,0.471474433996136,4.3990226301758675,0.804387193740904,0.991510023244897
0,R1,Drishti_GS,2,Drishti_GS,1,exterior_far,admitted,6197,0,0.0,0.0,nan,0.6853572218535722,0.9512195121951219,0.9512195121951219,-31.41583180354452,-35.535194396972656,-16.454484939575195,-8.291576385498047,0.0,0.0,0.5983388386264008,5.406373988880887,0.8234916605525426,0.9962270529843038
0,R1,Drishti_GS,2,Drishti_GS,1,exterior_far,deferred,2845,0,0.0,0.0,nan,0.31464277814642777,1.0,1.0,-42.03766020504997,-71.3354721069336,-18.728321075439453,-8.746129035949707,0.0,0.0,0.19513745139727798,2.2048024650106637,0.7627737031146387,0.9812353542483754
0,R1,Drishti_GS,2,Drishti_GS,2,all,candidate,15853,14948,0.9429130133097836,0.9429130133097836,1.0,1.0,1.0,1.0,25.07303616729571,13.219305038452148,24.377384185791016,36.5,12011.768245757901,11649.0,0.6439052609669097,7.662116836076173,0.8089396675016679,0.9921272411272292
0,R1,Drishti_GS,2,Drishti_GS,2,all,admitted,12696,12322,0.9705419029615627,0.9705419029615627,0.8243243243243243,0.8008578817889358,1.0,1.0,27.58424351533855,16.33248519897461,26.884010314941406,38.428504943847656,12273.879489603025,11649.0,0.7059251863765281,8.287871293249413,0.8922523570979963,0.9994162953380676
0,R1,Drishti_GS,2,Drishti_GS,2,all,deferred,3157,2626,0.831802343997466,0.831802343997466,0.17567567567567569,0.19914211821106415,1.0,1.0,14.974116784732553,3.571345806121826,13.5,23.93219757080078,10957.677541970224,11407.0,0.3944896851035852,5.145620609192596,0.47389440075634476,0.9628140221659353
0,R1,Drishti_GS,2,Drishti_GS,2,boundary,candidate,806,470,0.5831265508684863,0.5831265508684863,1.0,1.0,1.0,1.0,0.2886578709848465,-1.5161237716674805,0.6035534143447876,2.1196770668029785,5638.425558312655,5665.0,0.5206464187313731,5.870510025555383,0.7404650567704927,0.9625188318212926
0,R1,Drishti_GS,2,Drishti_GS,2,boundary,admitted,426,262,0.6150234741784038,0.6150234741784038,0.5574468085106383,0.5285359801488834,0.7692307692307693,0.7692307692307693,0.43283673071525464,-1.463388353586197,0.6035534143447876,2.1196770668029785,5697.774647887324,5665.0,0.6718483441312548,6.949934539660601,0.8826126088278954,0.9954728370820972
0,R1,Drishti_GS,2,Drishti_GS,2,boundary,deferred,380,208,0.5473684210526316,0.5473684210526316,0.4425531914893617,0.47146401985111663,1.0,1.0,0.1270257808660206,-1.6625703573226929,0.6035534143447876,2.1196770668029785,5571.892105263158,7698.0,0.351141102362032,4.660418333426902,0.581110169464036,0.9255756575026011
0,R1,Drishti_GS,2,Drishti_GS,2,interior,candidate,14478,14478,1.0,1.0,1.0,1.0,1.0,1.0,27.761535364729475,16.39361000061035,26.167728424072266,37.66214466094971,12838.65112584611,11744.0,0.6588487765768632,7.868644340146739,0.816626531546049,0.995322973561198
0,R1,Drishti_GS,2,Drishti_GS,2,interior,admitted,12060,12060,1.0,1.0,0.8329879817654372,0.8329879817654372,1.0,1.0,29.157430736955323,17.909494400024414,27.97766876220703,39.1479434967041,12719.894029850746,11744.0,0.7079519368374526,8.362663800087734,0.8930998916847394,0.9995709695477983
0,R1,Drishti_GS,2,Drishti_GS,2,interior,deferred,2418,2418,1.0,1.0,0.1670120182345628,0.1670120182345628,1.0,1.0,20.799377304744485,10.505947351455688,17.8815860748291,27.608870029449463,13430.963192721258,13209.0,0.4139421956245445,5.404676314138301,0.4352085318468739,0.9741356982930423
0,R1,Drishti_GS,2,Drishti_GS,2,exterior_near_boundary,candidate,318,83,0.2610062893081761,0.2610062893081761,1.0,1.0,1.0,1.0,-1.8540266212427392,-2.5566930770874023,-1.6625703573226929,-1.3535534143447876,2446.9088050314467,0.0,0.504330837987832,5.664248104365367,0.7343476342517625,0.9575668239743454
0,R1,Drishti_GS,2,Drishti_GS,2,exterior_near_boundary,admitted,154,53,0.34415584415584416,0.34415584415584416,0.6385542168674698,0.48427672955974843,0.6666666666666666,0.6666666666666666,-1.7357762316604712,-2.457106828689575,-1.6625703573226929,-1.3535534143447876,3116.3896103896104,0.0,0.6658475555769809,6.857283812064629,0.8781037578335056,0.9960575138593649
0,R1,Drishti_GS,2,Drishti_GS,2,exterior_near_boundary,deferred,164,30,0.18292682926829268,0.18292682926829268,0.3614457831325301,0.5157232704402516,1.0,1.0,-1.9650666212163321,-2.5566933155059814,-2.1196770668029785,-1.3535534143447876,1818.25,0.0,0.35266270073948475,4.543958476403865,0.599357127961589,0.921423127374998
0,R1,Drishti_GS,2,Drishti_GS,2,exterior_far,candidate,569,0,0.0,0.0,nan,1.0,1.0,1.0,-8.227284524478476,-10.136566162109375,-6.689623832702637,-4.7451019287109375,0.0,0.0,0.4382715313376201,4.944946160058774,0.7103458513589233,0.952753890901542
0,R1,Drishti_GS,2,Drishti_GS,2,exterior_far,admitted,210,0,0.0,0.0,nan,0.36906854130052724,0.7222222222222222,0.7222222222222222,-7.683083162988935,-9.468019008636475,-6.062219142913818,-4.5,0.0,0.0,0.6586591113181341,6.70674474352882,0.8631345744643892,0.9985331631842114
0,R1,Drishti_GS,2,Drishti_GS,2,exterior_far,deferred,359,0,0.0,0.0,nan,0.6309314586994728,1.0,1.0,-8.545619582731412,-10.61837387084961,-6.982160568237305,-5.172062873840332,0.0,0.0,0.3093540054437261,3.914367601482981,0.6209708322721603,0.925974929399145
0,R1,Drishti_GS,2,REFUGE,1,all,candidate,90357,69562,0.7698573436479742,0.7698573436479742,1.0,1.0,1.0,1.0,-6.530231190868727,0.0,9.124488830566406,14.585962295532227,10101.332237679428,12347.0,0.6034828358099025,6.404378348382273,0.8358924177363122,0.9699095765857797
0,R1,Drishti_GS,2,REFUGE,1,all,admitted,72343,57399,0.7934285279847394,0.7934285279847394,0.8251487881314511,0.8006352579213564,1.0,1.0,-5.296432812485164,2.1196770668029785,9.91217041015625,15.4515380859375,10405.636481760503,12377.0,0.6790054008813095,7.165429160516932,0.8779505543670209,0.986231867836612
0,R1,Drishti_GS,2,REFUGE,1,all,deferred,18014,12163,0.675197068946375,0.675197068946375,0.17485121186854893,0.1993647420786436,1.0,1.0,-11.485081645370894,-4.7698564529418945,5.172062873840332,11.423904418945312,8879.267070056623,11435.0,0.30018934602635666,3.3480499980848584,0.6669897987579974,0.9043603639756453
0,R1,Drishti_GS,2,REFUGE,1,boundary,candidate,9260,6953,0.7508639308855292,0.7508639308855292,1.0,1.0,1.0,1.0,0.3835370456168255,-1.5,0.6035534143447876,2.178694248199463,9436.611123110151,11435.0,0.5657607389817148,5.988383442382318,0.8258931194281217,0.943930949203139
0,R1,Drishti_GS,2,REFUGE,1,boundary,admitted,6688,5165,0.7722787081339713,0.7722787081339713,0.7428448151876887,0.7222462203023758,0.9811320754716981,0.9811320754716981,0.42697556742854664,-1.5,0.6035534143447876,2.178694248199463,9595.820125598086,11467.0,0.6663327099439024,6.9679059763327595,0.871802681504468,0.9732979908229061
0,R1,Drishti_GS,2,REFUGE,1,boundary,deferred,2572,1788,0.6951788491446346,0.6951788491446346,0.25715518481231125,0.2777537796976242,0.9937106918238994,0.9937106918238994,0.2705833777020545,-1.5161237716674805,0.6035534143447876,2.1196770668029785,9022.618195956455,11414.0,0.30424233237397313,3.4413201814723053,0.7065139782280425,0.867567506608659
0,R1,Drishti_GS,2,REFUGE,1,interior,candidate,62609,62609,1.0,1.0,1.0,1.0,1.0,1.0,12.726448189576494,8.500089645385742,12.5,16.51514434814453,13182.498650353784,13175.0,0.623197785665941,6.8137879734136675,0.846341788815417,0.9737884174110649
0,R1,Drishti_GS,2,REFUGE,1,interior,admitted,52234,52234,1.0,1.0,0.8342889999840278,0.8342889999840278,1.0,1.0,13.068928545269078,8.760709762573242,12.913169860839844,16.977937698364258,13182.948175517862,13238.0,0.6850655347616064,7.474463523587895,0.8843427156753433,0.9870662375290123
0,R1,Drishti_GS,2,REFUGE,1,interior,deferred,10375,10375,1.0,1.0,0.16571100001597214,0.16571100001597214,0.9937106918238994,0.9937106918238994,11.00219576555275,6.982160568237305,10.5,14.239036560058594,13180.235469879519,13175.0,0.3117182669899909,3.4875492565172266,0.6550222308779338,0.9069398722504995
0,R1,Drishti_GS,2,REFUGE,1,exterior_near_boundary,candidate,3405,1465,0.4302496328928047,0.4302496328928047,1.0,1.0,1.0,1.0,-1.8712428348880157,-2.5,-1.6625703573226929,-1.5,5449.635535976505,0.0,0.5543801250294529,5.884822168145411,0.8217907327124726,0.9423506218081179
0,R1,Drishti_GS,2,REFUGE,1,exterior_near_boundary,admitted,2382,1098,0.4609571788413098,0.4609571788413098,0.7494880546075086,0.6995594713656388,0.9741935483870968,0.9741935483870968,-1.8548656192074093,-2.5,-1.6625703573226929,-1.5,5755.197732997481,0.0,0.6649963980232538,6.944844995247627,0.8730029936326241,0.9736021149568854
0,R1,Drishti_GS,2,REFUGE,1,exterior_near_boundary,deferred,1023,367,0.3587487781036168,0.3587487781036168,0.25051194539249144,0.3004405286343612,0.9354838709677419,0.9354838709677419,-1.9093762931003366,-2.5,-2.1196770668029785,-1.5,4738.1505376344085,0.0,0.29681613453948835,3.416616523807699,0.7025457615376917,0.869583215473451
0,R1,Drishti_GS,2,REFUGE,1,exterior_far,candidate,18488,0,0.0,0.0,nan,1.0,1.0,1.0,-75.20520594206685,-127.17605781555176,-83.46706008911133,-9.91217041015625,0.0,0.0,0.555612504843454,5.2262836716172885,0.8055142712868405,0.9697858068071651
0,R1,Drishti_GS,2,REFUGE,1,exterior_far,admitted,13421,0,0.0,0.0,nan,0.7259303331890956,0.9019607843137255,0.9019607843137255,-79.62580025200516,-128.69439697265625,-91.56828308105469,-12.297966957092285,0.0,0.0,0.6617347000308474,6.06111011835726,0.8561361455991081,0.9894297892250946
0,R1,Drishti_GS,2,REFUGE,1,exterior_far,deferred,5067,0,0.0,0.0,nan,0.2740696668109044,0.9869281045751634,0.9869281045751634,-63.4963454262425,-123.72853088378906,-23.5,-7.5,0.0,0.0,0.2745258694359136,3.0150727496324548,0.671431742148308,0.9177546467457811
0,R1,Drishti_GS,2,REFUGE,2,all,candidate,50226,35296,0.7027435989328237,0.7027435989328237,1.0,1.0,1.0,1.0,7.23820829832468,-2.8746182918548584,7.5,17.663726806640625,3479.0216620873653,3615.0,0.6216819303012189,8.461608815062725,0.8794325977262429,0.9922489572092561
0,R1,Drishti_GS,2,REFUGE,2,all,admitted,40237,31543,0.7839302134851007,0.7839302134851007,0.8936706708975521,0.8011189423804405,1.0,1.0,9.928168718974893,1.3535534143447876,10.087199211120605,19.538177490234375,3797.5195218331387,3805.0,0.6929987285605694,9.537070159775885,0.9447875847757096,0.9992437663856781
0,R1,Drishti_GS,2,REFUGE,2,all,deferred,9989,3753,0.3757132846130744,0.3757132846130744,0.10632932910244787,0.1988810576195596,1.0,1.0,-3.5973045103351136,-11.60820484161377,-4.242824554443359,5.5,2196.070577635399,0.0,0.33440852840298174,4.12950969330645,0.6161741520450547,0.9640729499180666
0,R1,Drishti_GS,2,REFUGE,2,boundary,candidate,7168,4385,0.6117466517857143,0.6117466517857143,1.0,1.0,1.0,1.0,0.08338246338202485,-1.6625703573226929,0.0,2.0606603622436523,2518.921316964286,3134.0,0.6007362003739607,7.54074242400072,0.8482098982203752,0.9910539482204642
0,R1,Drishti_GS,2,REFUGE,2,boundary,admitted,5506,3620,0.6574645840900836,0.6574645840900836,0.8255416191562144,0.7681361607142857,0.9868421052631579,0.9868421052631579,0.16652374970363004,-1.6625703573226929,0.0,2.1196770668029785,2621.81057028696,3142.0,0.6758156770084539,8.451574207023409,0.9284822816821475,0.999548922808786
0,R1,Drishti_GS,2,REFUGE,2,boundary,deferred,1662,765,0.4602888086642599,0.4602888086642599,0.17445838084378562,0.23186383928571427,0.9407894736842105,0.9407894736842105,-0.1920543130841353,-2.1196770668029785,0.0,1.5161237716674805,2178.0619735258724,0.0,0.3520072001636602,4.523269621760693,0.5822774413367902,0.9629111503364091
0,R1,Drishti_GS,2,REFUGE,2,interior,candidate,30911,30911,1.0,1.0,1.0,1.0,1.0,1.0,16.608542315927767,8.874147415161133,14.92481803894043,22.58878517150879,5068.801203455081,4352.0,0.678953223907701,9.762802337356234,0.9150477249160487,0.9975728127040155
0,R1,Drishti_GS,2,REFUGE,2,interior,admitted,27923,27923,1.0,1.0,0.9033353822263919,0.9033353822263919,1.0,1.0,17.07464091296149,9.313962936401367,15.564395904541016,23.286617279052734,4955.237760985568,4319.0,0.7097909030258811,10.287619428443724,0.9548965873278703,0.9998642631982172
0,R1,Drishti_GS,2,REFUGE,2,interior,deferred,2988,2988,1.0,1.0,0.0966646177736081,0.0966646177736081,0.8176100628930818,0.8176100628930818,12.252829088025305,6.518703460693359,10.712139129638672,16.530261993408203,6130.056894243641,5637.0,0.39077366767712984,4.858362031320093,0.5426582385956682,0.9761591004718898
0,R1,Drishti_GS,2,REFUGE,2,exterior_near_boundary,candidate,3125,932,0.29824,0.29824,1.0,1.0,1.0,1.0,-1.8997791395950316,-2.5,-2.1196770668029785,-1.5,1253.18624,0.0,0.5821100291275978,7.257723124380112,0.8360452072048187,0.9882075235557556
0,R1,Drishti_GS,2,REFUGE,2,exterior_near_boundary,admitted,2295,773,0.33681917211328977,0.33681917211328977,0.8293991416309013,0.7344,0.9533333333333334,0.9533333333333334,-1.8896837069318186,-2.5,-2.1196770668029785,-1.5,1364.528540305011,0.0,0.6710511576506047,8.295743728826768,0.925191172976899,0.9993723415081797
0,R1,Drishti_GS,2,REFUGE,2,exterior_near_boundary,deferred,830,159,0.19156626506024096,0.19156626506024096,0.17060085836909872,0.2656,0.9133333333333333,0.9133333333333333,-1.9276936190674103,-2.5,-2.1196770668029785,-1.5,945.3180722891566,0.0,0.336182450862175,4.387533621723393,0.5895512416061148,0.9573361293379082
0,R1,Drishti_GS,2,REFUGE,2,exterior_far,candidate,12147,0,0.0,0.0,nan,1.0,1.0,1.0,-12.384793532025208,-14.168624877929688,-9.313962936401367,-6.06221866607666,0.0,0.0,0.48830134542006454,5.69381243105991,0.8072258893615416,0.9794062904794589
