run_name,checkpoint,checkpoint_name,method_name,site_id,site_index,route,class_id,bin,pixel_count,valid_pixel_count,coverage,accuracy,weight_sum,effective_pixel_count,score_mean,score_p10,score_p50,score_p90,weight_mean,weight_p10,weight_p50,weight_p90
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,learnability,0,0,129836,123370,0.9501987122215718,0.9408932479533112,16830.002732233144,116018.3176585219,0.12962508651093027,0.08105769380927086,0.13284684717655182,0.1831778734922409,0.12962508651093027,0.08105769380927086,0.13284684717655182,0.1831778734922409
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,learnability,0,1,129836,129836,1.0,0.9910348439569919,36240.11111488938,125907.86102605368,0.2791222089011475,0.21235662698745728,0.27750322222709656,0.3488546907901764,0.2791222089011475,0.21235662698745728,0.27750322222709656,0.3488546907901764
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,learnability,0,2,129836,129836,1.0,0.9945700730151884,59007.7940775156,128353.0486811724,0.45447945159674974,0.3852776288986206,0.45622362196445465,0.5204937160015106,0.45447945159674974,0.3852776288986206,0.45622362196445465,0.5204937160015106
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,learnability,0,3,129836,129836,1.0,0.995848609014449,77244.863247931,129475.71625751414,0.5949417977135079,0.5489746034145355,0.5977705717086792,0.6357008814811707,0.5949417977135079,0.5489746034145355,0.5977705717086792,0.6357008814811707
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,learnability,0,4,129836,129836,1.0,0.9964416648695277,87407.84193050861,129771.74663817114,0.6732173043725054,0.650916576385498,0.6750066876411438,0.6922261118888855,0.6732173043725054,0.650916576385498,0.6750066876411438,0.6922261118888855
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,learnability,0,5,129836,129836,1.0,0.997196463230537,91928.73004376888,129826.18803522422,0.7080372935377621,0.6988082230091095,0.7088542580604553,0.7157662212848663,0.7080372935377621,0.6988082230091095,0.7088542580604553,0.7157662212848663
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,learnability,0,6,129836,129836,1.0,0.9972272713269047,93732.77758592367,129834.58850712566,0.7219321111704279,0.7183547019958496,0.7222579121589661,0.7249110043048859,0.7219321111704279,0.7183547019958496,0.7222579121589661,0.7249110043048859
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,learnability,0,7,129836,129836,1.0,0.9969808065559629,94425.32942909002,129835.79706993666,0.7272661621514066,0.7259004712104797,0.7273920476436615,0.7284056544303894,0.7272661621514066,0.7259004712104797,0.7273920476436615,0.7284056544303894
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,learnability,0,8,129836,129836,1.0,0.9961797960504021,94692.19314694405,129835.96869541935,0.7293215529355807,0.7287869453430176,0.729367196559906,0.7297739088535309,0.7293215529355807,0.7287869453430176,0.729367196559906,0.7297739088535309
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,learnability,0,9,129836,129836,1.0,0.9927909054499523,94810.01854330301,129834.6421296719,0.7302290469769788,0.7299332022666931,0.730191171169281,0.7304637432098389,0.7302290469769788,0.7299332022666931,0.730191171169281,0.7304637432098389
