run_name,checkpoint,checkpoint_name,method_name,site_id,site_index,region,class_id,pixel_count,pixel_fraction,pseudo_valid_coverage,pseudo_label_accuracy,raw_l_mean,raw_l_p10,raw_l_p50,raw_l_p90,assim_weight_mean,assim_weight_p10,assim_weight_p50,assim_weight_p90,assim_effective_sample_size,compatibility_available,raw_c_mean,raw_c_p10,raw_c_p50,raw_c_p90,old_relation_accuracy,relation_js_mean,relation_js_p10,relation_js_p50,relation_js_p90,current_old_agreement,cons_weight_mean,cons_weight_p10,cons_weight_p50,cons_weight_p90,cons_effective_sample_size
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,all,0,1298360,0.8805067274305556,0.9950198712221572,0.9901617315352498,0.5748172015866997,0.19744914770126343,0.6956613659858704,0.7298568546772003,0.5748172015866997,0.19744914770126343,0.6956613659858704,0.7298568546772003,1149177.5954514423,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,all,1,133945,0.09083726671006945,0.9205942737690843,0.8108329481221971,0.5345935317095397,0.09957720786333084,0.6771632432937622,0.7287384390830993,0.5345935317095397,0.09957720786333084,0.6771632432937622,0.7287384390830993,110288.12335516569,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,all,2,42255,0.028656005859375,0.9368595432493196,0.8482330057847273,0.556114543047441,0.1457220107316971,0.6935141086578369,0.7303186535835267,0.556114543047441,0.1457220107316971,0.6935141086578369,0.7303186535835267,35835.124108457894,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,boundary,0,19407,0.013161214192708333,0.8864327304580821,0.6287856769168169,0.23797203182815943,0.0,0.11125314980745316,0.7189003109931946,0.23797203182815943,0.0,0.11125314980745316,0.7189003109931946,9337.269140242648,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,boundary,1,25542,0.01732177734375,0.8600344530577089,0.6422816042245186,0.4019661997719125,0.0,0.4142304062843323,0.7255795180797577,0.4019661997719125,0.0,0.4142304062843323,0.7255795180797577,17761.852391461955,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,boundary,2,7199,0.0048821343315972225,0.8723433810251424,0.5992038216560509,0.40468579339199073,0.0,0.4319109320640564,0.7171095371246338,0.40468579339199073,0.0,0.4319109320640564,0.7171095371246338,5165.911879710583,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,interior,0,1278953,0.8673455132378473,0.9966675866900504,0.9950387976380158,0.5799285342232422,0.21047034263610842,0.6974433064460754,0.7298646569252014,0.5799285342232422,0.21047034263610842,0.6974433064460754,0.7298646569252014,1140373.5204989861,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,interior,1,108403,0.07351548936631945,0.9348634262889404,0.8473683171833988,0.5658432878265371,0.13814387619495394,0.6965441107749939,0.7289491891860962,0.5658432878265371,0.13814387619495394,0.6965441107749939,0.7289491891860962,92771.31196761303,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,interior,2,35056,0.02377387152777778,0.9501083979917846,0.8951871978863302,0.5872115184231138,0.19191353768110275,0.7104584276676178,0.7304362058639526,0.5872115184231138,0.19191353768110275,0.7104584276676178,0.7304362058639526,30782.512502161953,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,small_component,0,1,6.781684027777778e-07,1.0,1.0,0.10431531071662903,0.10431531071662903,0.10431531071662903,0.10431531071662903,0.10431531071662903,0.10431531071662903,0.10431531071662903,0.10431531071662903,0.9999999999081024,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
