run_name,checkpoint,checkpoint_name,method_name,site_id,site_index,route,scope,class_id,valid_count,weighted_pixel_count,effective_pixel_count,effective_fraction_of_valid,weight_mean_over_valid
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,consolidation,class,0,516089,516089.0,516089.0,1.0,1.0
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,consolidation,class,1,40589,40589.0,40589.0,1.0,1.0
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,consolidation,class,2,23930,23930.0,23930.0,1.0,1.0
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,assimilation,global,,369477,213249.10762307514,328319.2962280704,0.8886055051547739,0.5771647697233525
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,assimilation,class,0,326742,187650.0726928087,289324.8437179263,0.8854840936210414,0.574306555915091
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,assimilation,class,1,27479,15879.677552277222,24620.611420714704,0.8959791630232069,0.5778841134057725
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,assimilation,class,2,15256,9719.357377989218,14397.904143047468,0.9437535489674533,0.637084253932172
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,consolidation,global,,377856,377856.0,377856.0,1.0,1.0
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,consolidation,class,0,341277,341277.0,341277.0,1.0,1.0
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,consolidation,class,1,29219,29219.0,29219.0,1.0,1.0
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,consolidation,class,2,7360,7360.0,7359.999999999999,0.9999999999999999,1.0
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,assimilation,global,,1458186,1458186.0,1458186.0,1.0,1.0
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,assimilation,class,0,1308295,1308295.0,1308295.0,1.0,1.0
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,assimilation,class,1,111416,111416.0,111416.0,1.0,1.0
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,assimilation,class,2,38475,38475.0,38475.0,1.0,1.0
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,assimilation,global,,572175,572175.0,572175.0,1.0,1.0
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,assimilation,class,0,521022,521022.0,521022.0,1.0,1.0
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,assimilation,class,1,36507,36507.0,36507.0,1.0,1.0
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,assimilation,class,2,14646,14646.0,14645.999999999998,0.9999999999999999,1.0
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,consolidation,global,,580608,537278.507417717,543868.9778391675,0.9367231898960529,0.9253722088185437
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,consolidation,class,0,519696,506281.28872267157,509950.64851000253,0.981247976721011,0.9741873878626574
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,consolidation,class,1,34919,19144.110780053772,21395.839328566184,0.6127277221159307,0.5482433855509543
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,consolidation,class,2,25993,11853.107914991677,12772.135630174027,0.49136827723517973,0.45601153829845253
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,assimilation,global,,369971,369971.0,369971.0,1.0,1.0
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,assimilation,class,0,322910,322910.0,322910.0,1.0,1.0
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,assimilation,class,1,29116,29116.0,29116.0,1.0,1.0
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,assimilation,class,2,17945,17945.0,17945.0,1.0,1.0
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,consolidation,global,,377856,343744.7404292952,350424.7361991997,0.9274028629933088,0.9097241817763784
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,consolidation,class,0,334979,318152.2947807424,322022.86635363806,0.9613225496333743,0.9497678803171016
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,consolidation,class,1,31301,17773.83512282744,19887.55026899104,0.6353646934280387,0.5678360155530955
fundus_seed0_lcrseg_no_learnability_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_no_learnability_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,consolidation,class,2,11576,7818.610525725409,8759.150158543094,0.7566646646979176,0.6754155602734458
