run_name,checkpoint,checkpoint_name,method_name,site_id,site_index,route,scope,class_id,valid_count,weighted_pixel_count,effective_pixel_count,effective_fraction_of_valid,weight_mean_over_valid
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,assimilation,global,,1454790,841424.4124734113,1295297.5377363483,0.8903673641806367,0.578382043094475
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,assimilation,class,0,1291894,746319.6618521074,1149177.5954514423,0.8895293231886225,0.5776941930623622
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,assimilation,class,1,123309,71606.1306048343,110288.12335516569,0.8944044907927702,0.5807048196387473
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,assimilation,class,2,39587,23498.62001646962,35835.124108457894,0.9052245461504508,0.5935943622014707
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,assimilation,global,,573917,331308.92208858486,510116.86634755816,0.8888338668266633,0.5772767178678884
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,assimilation,class,0,525819,303071.5474208258,466766.3611621493,0.8876939805563308,0.5763799851675687
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,assimilation,class,1,33974,20198.060358073562,30920.485005702085,0.9101220052305318,0.5945152280589145
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,assimilation,class,2,14124,8039.314309685491,12431.312382759706,0.8801552239280449,0.5691952923878144
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,consolidation,global,,580608,534273.5207624659,541486.8065627002,0.9326202990015642,0.9201966227858829
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,consolidation,class,0,516089,503139.77810978703,507548.1016247688,0.983450725794909,0.9749089364620968
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,consolidation,class,1,40589,18245.11895081587,20449.459363437945,0.5038177674600987,0.44950895441661215
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,consolidation,class,2,23930,12888.62370186299,13719.363272817624,0.5733122972343344,0.5385968951885913
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,assimilation,global,,372078,214801.4906322239,330762.7144062604,0.8889606867545525,0.5773023146550559
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,assimilation,class,0,327513,188168.62425515987,290053.2384820293,0.8856235889324372,0.5745378786648465
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,assimilation,class,1,24625,14485.527363247238,22366.2730103234,0.9082750461045035,0.5882447660201924
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,assimilation,class,2,19940,12147.339013816789,18350.531986632384,0.9202874617167696,0.6091945342937206
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,consolidation,global,,377856,346103.9123460166,349853.5694077994,0.925891263888358,0.9159677558276609
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,consolidation,class,0,343162,326728.55685440265,328591.7447489813,0.9575411751562857,0.9521117048344591
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,consolidation,class,1,25278,11663.907593118027,13046.29342141479,0.5161125651323202,0.4614252548903405
fundus_seed0_lcrseg_v0_1_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_1_full200e/checkpoint_final_site2_Drishti_GS.pt,checkpoint_final_site2_Drishti_GS.pt,lcrseg_v0_1,Drishti_GS,2,consolidation,class,2,9416,7711.447898495942,8386.762959980497,0.8906927527591861,0.8189728014545393
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,assimilation,global,,1454790,841424.4124734113,1295297.5377363483,0.8903673641806367,0.578382043094475
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,assimilation,class,0,1291894,746319.6618521074,1149177.5954514423,0.8895293231886225,0.5776941930623622
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,assimilation,class,1,123309,71606.1306048343,110288.12335516569,0.8944044907927702,0.5807048196387473
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site0_REFUGE.pt,checkpoint_final_site0_REFUGE.pt,lcrseg_v0_1,REFUGE,0,assimilation,class,2,39587,23498.62001646962,35835.124108457894,0.9052245461504508,0.5935943622014707
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,assimilation,global,,569148,329686.611420583,507002.1541046977,0.8908089883557487,0.5792634102563533
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,assimilation,class,0,518952,300106.8972445838,461826.0611772635,0.8899205729571589,0.5782941336473967
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,assimilation,class,1,37431,22319.736474478617,33947.20032881803,0.9069274218914276,0.5962901465223642
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,assimilation,class,2,12765,7259.977701520547,11233.710758928515,0.8800400124503341,0.5687409088539402
fundus_seed0_lcrseg_uniform_relation_kd_full200e,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,checkpoint_final_site1_RIM_ONE_r3.pt,lcrseg_v0_1,RIM_ONE_r3,1,consolidation,global,,580608,580608.0,580608.0,1.0,1.0
