fold,candidate_id,kappa,tau,rho,calibration_pass,route_precision_p10,current_false_override_p90,historical_recall_p10,median_accepted_historical_patients,route_agreement,outer_route_count,outer_route_frequency,minimum_outer_finite_predictions,route_sha256,median_probability_sha256,consensus_sha256
2,k030_tau095,30,0.95,0.8,True,0.9922317822353461,0.014767932489451475,0.8768324125230201,430.0,0.9719222462203023,27,0.7297297297297297,0,2c62c8335177bc8e529e4ff7a21a5a5689c83a77d6ac60ab14cba584f370130b,6deeca2d5f0fa480231bd93c49106ce9d568f352a70d786cd8fdad55f4645ce1,c62e4a6751c43587979e159621f2fde3a2bca33990d2fa70bb53e1edcb13e444
2,k030_tau098,30,0.98,0.8,True,0.9965366477170232,0.006329113924050633,0.829097605893186,403.0,0.9718736501079914,24,0.6486486486486487,0,6c857035958165037ed5f1eb1d9a2ff50041272b7d79da5a4e95db33b2299bf3,6deeca2d5f0fa480231bd93c49106ce9d568f352a70d786cd8fdad55f4645ce1,96289fb476cc34293c1eaa18c77085d6eaa6a34f10dc22041858831d945781cb
2,k100_tau090,100,0.9,0.8,False,0.9876438657575316,0.025316455696202528,0.9255985267034992,443.0,0.9748434125269978,27,0.7297297297297297,0,2c62c8335177bc8e529e4ff7a21a5a5689c83a77d6ac60ab14cba584f370130b,cc13afce7d674ee7a26ec3f422fa2273f7119834d85c244436fbad60cc00c208,c832c0f8351f2de9e234300ff0a6e1b2ab90f1a136accbae3543d92d5a2ef7a3
2,k100_tau095,100,0.95,0.8,True,0.991136801541426,0.010548523206751054,0.8530386740331491,427.0,0.9638120950323974,26,0.7027027027027027,0,a47fd1eee75b72d7ba36c22efae67a9a660130f3b4c445347b55458fc1f446ce,cc13afce7d674ee7a26ec3f422fa2273f7119834d85c244436fbad60cc00c208,78c8328c0da1fbfd26ec91c44a36274371a1f977c7a3b1085f3c04902606167a
2,k100_tau098,100,0.98,0.8,True,0.9962406015037594,0.006329113924050633,0.8104235727440148,398.0,0.9698974082073434,24,0.6486486486486487,0,6c857035958165037ed5f1eb1d9a2ff50041272b7d79da5a4e95db33b2299bf3,cc13afce7d674ee7a26ec3f422fa2273f7119834d85c244436fbad60cc00c208,9e103d11bab50ba2a03e23ccaec3bf1f70d64a9ebcd665e2e217132ce16bc75a
2,kinf_tau090,inf,0.9,0.8,False,0.9870943952802359,0.025316455696202528,0.8924493554327808,445.0,0.9763012958963282,27,0.7297297297297297,0,2c62c8335177bc8e529e4ff7a21a5a5689c83a77d6ac60ab14cba584f370130b,eda3ec5bc68ed1c92fe6ffe7f4ee8047ea1b26bc6ca7858f2d0d5b95bf08f05a,ee00e362b8a88df4e575bc2c5476accbf71a2e104cf92fa03246f51d7cd3d6a7
2,kinf_tau095,inf,0.95,0.8,True,0.9894099848714071,0.014767932489451475,0.8434622467771639,413.0,0.9624892008639307,26,0.7027027027027027,0,a47fd1eee75b72d7ba36c22efae67a9a660130f3b4c445347b55458fc1f446ce,eda3ec5bc68ed1c92fe6ffe7f4ee8047ea1b26bc6ca7858f2d0d5b95bf08f05a,d493d823dff48e333d83ae864422537bede026c77437dc700c7b2e8acb81c674
2,kinf_tau098,inf,0.98,0.8,True,0.9954261954261955,0.006329113924050633,0.7856353591160221,395.0,0.9619168466522678,24,0.6486486486486487,0,6c857035958165037ed5f1eb1d9a2ff50041272b7d79da5a4e95db33b2299bf3,eda3ec5bc68ed1c92fe6ffe7f4ee8047ea1b26bc6ca7858f2d0d5b95bf08f05a,d12a28aecc92d40766be9d93bbe8bf6f4977c21542f5e72af98cf55d78dc16f2
3,k010_tau090,10,0.9,0.8,True,0.9881835855789345,0.018292682926829267,0.9239525398591028,439.0,0.9700539956803456,30,0.7894736842105263,0,4c29c29f02d1c02544deb535063bb9506e2561e78e922457daae7b35bdd0ee3f,9d93319666fa20845f0f3ca6f1aa770d84aafdf18bca8bb4e698b170f6554f13,0b680b257786b58bab6fd9a264f5fe140a5c0a11492c4454466d903c4eb1501f
3,k010_tau095,10,0.95,0.8,True,0.994131455399061,0.010569105691056888,0.8985910270671117,428.0,0.97585313174946,30,0.7894736842105263,0,4c29c29f02d1c02544deb535063bb9506e2561e78e922457daae7b35bdd0ee3f,9d93319666fa20845f0f3ca6f1aa770d84aafdf18bca8bb4e698b170f6554f13,9ead0f93306f155987503786b2088a76ce963767df66b2e4b9b3cb3481b06c5e
3,k010_tau098,10,0.98,0.8,True,0.9967603449182396,0.006097560975609756,0.8577678902484243,419.0,0.9786015118790496,28,0.7368421052631579,0,646e077342d9bf7906145e0bec94445a5cc5e46ad8543bc3f13daaeab69acd9d,9d93319666fa20845f0f3ca6f1aa770d84aafdf18bca8bb4e698b170f6554f13,5e6a5bb2215c4a20745afa5ddae903f4d8dfcb1a7e98ff02aa0032435f328197
3,k030_tau090,30,0.9,0.8,True,0.9881217520415739,0.018292682926829267,0.9273266592510198,440.5,0.972170626349892,30,0.7894736842105263,0,4c29c29f02d1c02544deb535063bb9506e2561e78e922457daae7b35bdd0ee3f,3676b9f08334d2fad1bd2b0cc2516680b71095b69b96b2a8bdffb3da0e334549,816f1f889b0442fbf9d46bbd8317227867a8fb9704c30b7adf7c97ad2d497ab2
3,k030_tau095,30,0.95,0.8,True,0.9917417121033565,0.010569105691056888,0.8838338895068596,427.0,0.9701997840172786,30,0.7894736842105263,0,4c29c29f02d1c02544deb535063bb9506e2561e78e922457daae7b35bdd0ee3f,3676b9f08334d2fad1bd2b0cc2516680b71095b69b96b2a8bdffb3da0e334549,06c3dd4706aec48c35e11b15782cad507673d45f6585471243347a4b0a882185
3,k030_tau098,30,0.98,0.8,True,0.9967752108077308,0.006097560975609756,0.8060808305524659,402.0,0.9675431965442763,27,0.7105263157894737,0,96ffc096db8bb5f772662198536f9a09d7a27dece9ce860c0256ed4c9f08dd13,3676b9f08334d2fad1bd2b0cc2516680b71095b69b96b2a8bdffb3da0e334549,3674fc9a76d00d612d7adee4fb34fdc0cecc30684665c43ac0c34084e9e458ee
