task_id,arm,epoch,steps,loss_mean_per_step,CE_mean_per_step,GT_Dice_mean_per_step,anchor_label_records_mean_per_step,U_image_records_mean_per_step,donor_context_records_mean_per_step,current_H_distance_relative_max_sum_mean_per_step
O1_s61_GN_L,GN_L,50,21,0.5306023882723634,0.1985647799003692,0.33203760837199425,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,51,21,0.5170777777083542,0.19568002472321191,0.3213977529851423,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,52,21,0.5581871718327482,0.22061961640914282,0.33756755542360545,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,53,21,0.47550509688632253,0.16795965603419713,0.3075454408521254,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,54,21,0.5207017845201987,0.19669726632890247,0.32400451819129633,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,55,21,0.5222637420231826,0.19578984628121057,0.32647389574197216,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,56,21,0.48957214604809757,0.17653357273056394,0.3130385733175337,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,57,21,0.5205441629865087,0.19692284471931912,0.32362131826718954,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,58,21,0.5291129063857811,0.20412883836598622,0.32498406801979485,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,59,21,0.5838912960032125,0.23501071316145716,0.3488805828417555,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,60,21,0.542331737652106,0.21033918467305956,0.3319925529790463,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,61,21,0.5478311380719588,0.21217854675792513,0.33565259131403363,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,62,21,0.5749012485121631,0.2287436074444226,0.3461576410677405,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,63,21,0.5647992328809538,0.21911064322505677,0.34568858965589705,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,64,21,0.5535584242163323,0.20858902980883917,0.34496939440749297,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,65,21,0.5396688888743609,0.20781566167161578,0.33185322720274507,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,66,21,0.5507190371793198,0.20847894215867632,0.34224009502064334,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,67,21,0.5191146231030485,0.1897954103492555,0.32931921275379283,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,68,21,0.5401523866550938,0.20182576278845468,0.33832662386663914,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,69,21,0.4815610254396218,0.16861065264259065,0.31295037279703114,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,70,21,0.49986808727924775,0.1794333245073046,0.32043476277194327,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,71,21,0.5388023395740166,0.2046338536200069,0.3341684859540098,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,72,21,0.47701002021358263,0.16318749210664205,0.31382252810694067,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,73,21,0.5323607422288031,0.1991217622444743,0.33323897998432883,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,74,21,0.5008784896569923,0.18128531816459836,0.31959317149239397,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,75,21,0.522158783145491,0.19143019687561763,0.33072858626987334,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,76,21,0.5950901225793591,0.23148222835291,0.3636078942264492,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,77,21,0.48368519222929474,0.17418523594027474,0.30949995628901994,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,78,21,0.4610836003273499,0.15545832436709178,0.30562527596025824,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,79,21,0.47163804504058215,0.1664115002467519,0.30522654479383027,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,80,21,0.5057968923259979,0.18150825603377252,0.3242886362922254,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,81,21,0.49685783309642656,0.17915327563172295,0.31770455746470344,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,82,21,0.48425913150233507,0.16326840541192464,0.32099072609041046,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,83,21,0.5682989225616265,0.21648844473418735,0.3518104778274392,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,84,21,0.5153131722042894,0.18989718776373637,0.3254159844405531,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,85,21,0.5427182291117437,0.20839104801416397,0.33432718109757975,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,86,21,0.473042986067495,0.16250257265000118,0.3105404134174938,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,87,21,0.5598502608791576,0.21554051587978998,0.3443097449993677,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,88,21,0.5338312470445848,0.200061335450127,0.333769911594458,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,89,21,0.49714159381987233,0.1786813744831653,0.3184602193367071,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,90,21,0.47660373868291195,0.1673190870455333,0.3092846516373787,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,91,21,0.4748851732393065,0.16282213106751442,0.3120630421717921,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,92,21,0.4844406063168056,0.1668336476598467,0.31760695865695876,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,93,21,0.5216959717417455,0.1887679004243442,0.33292807131740143,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,94,21,0.49724286418505,0.17636995833544505,0.320872905849605,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,95,21,0.5055945915429898,0.18844259636742727,0.31715199517556253,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,96,21,0.5196267834021373,0.19362847187689372,0.3259983115252436,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,97,21,0.6193365285574691,0.24294674680346534,0.3763897817540036,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,98,21,0.5175491005505599,0.19389508877481734,0.3236540117757427,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,99,21,0.5275653716237885,0.19789040425703638,0.3296749673667523,2.0,0.0,2.0,0.0
O1_s61_GN_L,GN_L,100,21,0.4998361911730158,0.17743240438756488,0.32240378678545084,2.0,0.0,2.0,0.0
O1_s61_GN_CIST_L,GN_CIST_L,1,21,1.135953320218304,0.6498554036730811,0.48609791654522266,2.0,0.0,0.0,1.3728556903392962e-06
O1_s61_GN_CIST_L,GN_CIST_L,2,21,0.7155000482682216,0.29718353634788874,0.418316511920333,2.0,0.0,0.0,3.076719091175782e-06
O1_s61_GN_CIST_L,GN_CIST_L,3,21,0.6361001585329776,0.25538562593005953,0.3807145326029182,2.0,0.0,0.0,2.207222325270172e-06
O1_s61_GN_CIST_L,GN_CIST_L,4,21,0.589238232198033,0.22248245704741704,0.36675577515061586,2.0,0.0,0.0,2.6334369626346188e-06
O1_s61_GN_CIST_L,GN_CIST_L,5,21,0.547932656014506,0.20092468779711498,0.34700796821739105,2.0,0.0,0.0,2.398939887804594e-06
O1_s61_GN_CIST_L,GN_CIST_L,6,21,0.5120901077098987,0.18716128383363997,0.3249288238762588,2.0,0.0,0.0,2.5127890935759303e-06
O1_s61_GN_CIST_L,GN_CIST_L,7,21,0.5063890117071305,0.18079246917650812,0.32559654253062237,2.0,0.0,0.0,2.4571484438923655e-06
O1_s61_GN_CIST_L,GN_CIST_L,8,21,0.4905314875989168,0.17390158435418493,0.31662990324473184,2.0,0.0,0.0,1.6625330065396325e-06
O1_s61_GN_CIST_L,GN_CIST_L,9,21,0.475549133793972,0.16155251913837024,0.31399661465560175,2.0,0.0,0.0,2.617893307893443e-06
O1_s61_GN_CIST_L,GN_CIST_L,10,21,0.47050057112739146,0.1633488486210505,0.3071517225063409,2.0,0.0,0.0,2.8288572813597803e-06
O1_s61_GN_CIST_L,GN_CIST_L,11,21,0.468639310903345,0.15869583224966413,0.30994347865368094,2.0,0.0,0.0,2.102285068650971e-06
O1_s61_GN_CIST_L,GN_CIST_L,12,21,0.44167308545982303,0.14553885197355634,0.29613423348626666,2.0,0.0,0.0,2.400528733179488e-06
O1_s61_GN_CIST_L,GN_CIST_L,13,21,0.4431105510352492,0.14703587531333878,0.2960746757219104,2.0,0.0,0.0,2.3095795107379324e-06
O1_s61_GN_CIST_L,GN_CIST_L,14,21,0.43647578966362083,0.1448603676898139,0.2916154219738069,2.0,0.0,0.0,2.477112347671071e-06
O1_s61_GN_CIST_L,GN_CIST_L,15,21,0.4180981586435777,0.13666670361445063,0.28143145502912703,2.0,0.0,0.0,2.9069657515816044e-06
O1_s61_GN_CIST_L,GN_CIST_L,16,21,0.4178356160744857,0.13616753919493585,0.2816680768795499,2.0,0.0,0.0,2.3040138073179237e-06
O1_s61_GN_CIST_L,GN_CIST_L,17,21,0.4104536320286182,0.13231227883980387,0.27814135318881433,2.0,0.0,0.0,2.621742800838364e-06
O1_s61_GN_CIST_L,GN_CIST_L,18,21,0.4117769458582259,0.13231821979085603,0.2794587260673698,2.0,0.0,0.0,2.559804552633297e-06
O1_s61_GN_CIST_L,GN_CIST_L,19,21,0.40726596694888134,0.1297104956493491,0.2775554712995322,2.0,0.0,0.0,2.5881622531150286e-06
O1_s61_GN_CIST_L,GN_CIST_L,20,21,0.39874600374006874,0.12589392456270398,0.2728520791773647,2.0,0.0,0.0,2.2700856510867677e-06
O1_s61_GN_CIST_L,GN_CIST_L,21,21,0.6583516581231492,0.27744754652182263,0.3809041116013267,2.0,0.0,2.0,2.782632055044679e-06
O1_s61_GN_CIST_L,GN_CIST_L,22,21,0.6821824661741495,0.27746529274043585,0.4047171734337135,2.0,0.0,2.0,2.982865474488386e-06
O1_s61_GN_CIST_L,GN_CIST_L,23,21,0.6532951774312157,0.25001914160592215,0.4032760358252936,2.0,0.0,2.0,2.8239958421898293e-06
O1_s61_GN_CIST_L,GN_CIST_L,24,21,0.648044274384357,0.25079116384897915,0.3972531105353778,2.0,0.0,2.0,2.9796859717481123e-06
O1_s61_GN_CIST_L,GN_CIST_L,25,21,0.5573501902910506,0.2044674205992903,0.35288276969176025,2.0,0.0,2.0,3.0521075558395638e-06
O1_s61_GN_CIST_L,GN_CIST_L,26,21,0.6637477036238038,0.2662226227777345,0.39752508084606913,2.0,0.0,2.0,2.8648427067184493e-06
O1_s61_GN_CIST_L,GN_CIST_L,27,21,0.6088915307147061,0.21704189248737835,0.39184963822732766,2.0,0.0,2.0,3.298058505351824e-06
O1_s61_GN_CIST_L,GN_CIST_L,28,21,0.550481555894747,0.1908895234976496,0.35959203239709747,2.0,0.0,2.0,2.836019024264e-06
O1_s61_GN_CIST_L,GN_CIST_L,29,21,0.545063216988782,0.19200621882364863,0.3530569981651335,2.0,0.0,2.0,2.211867281140779e-06
O1_s61_GN_CIST_L,GN_CIST_L,30,21,0.5949832895892123,0.224632451576846,0.37035083801236635,2.0,0.0,2.0,2.7683835294949073e-06
O1_s61_GN_CIST_L,GN_CIST_L,31,21,0.5559007885801673,0.1909711712173053,0.3649296173628621,2.0,0.0,2.0,3.0185908476788246e-06
O1_s61_GN_CIST_L,GN_CIST_L,32,21,0.5267614299037886,0.17921118331807,0.34755024658571865,2.0,0.0,2.0,2.952172878483161e-06
O1_s61_GN_CIST_L,GN_CIST_L,33,21,0.5616526212067156,0.2057551851584798,0.35589743604823565,2.0,0.0,2.0,3.18101294206377e-06
O1_s61_GN_CIST_L,GN_CIST_L,34,21,0.5075613323409587,0.17138342736732393,0.33617790497363476,2.0,0.0,2.0,3.425206372336236e-06
O1_s61_GN_CIST_L,GN_CIST_L,35,21,0.5777938076081894,0.21138625130766914,0.3664075563005204,2.0,0.0,2.0,2.4422551515988747e-06
O1_s61_GN_CIST_L,GN_CIST_L,36,21,0.4763929300100597,0.15284829941533862,0.32354463059472127,2.0,0.0,2.0,3.161302104770422e-06
O1_s61_GN_CIST_L,GN_CIST_L,37,21,0.48863013693245044,0.16199410085876784,0.32663603607368275,2.0,0.0,2.0,3.1975650981741833e-06
O1_s61_GN_CIST_L,GN_CIST_L,38,21,0.5305531693851981,0.18880764182124818,0.34174552756395,2.0,0.0,2.0,2.2771596381863476e-06
O1_s61_GN_CIST_L,GN_CIST_L,39,21,0.561229435409708,0.19696162853922164,0.3642678068704865,2.0,0.0,2.0,3.028000571830137e-06
O1_s61_GN_CIST_L,GN_CIST_L,40,21,0.4941372722045013,0.16240459716036207,0.3317326750441393,2.0,0.0,2.0,2.4874442120433426e-06
O1_s61_GN_CIST_L,GN_CIST_L,41,21,0.5603711635308942,0.2093457519298508,0.35102541160104356,2.0,0.0,2.0,3.0874314881321127e-06
O1_s61_GN_CIST_L,GN_CIST_L,42,21,0.5447529143499338,0.20146892805184638,0.34328398629808743,2.0,0.0,2.0,2.854721357998877e-06
O1_s61_GN_CIST_L,GN_CIST_L,43,21,0.5072331397972397,0.17196589637370335,0.33526724342353625,2.0,0.0,2.0,2.7996551511705743e-06
O1_s61_GN_CIST_L,GN_CIST_L,44,21,0.4969506797108376,0.16974410059906186,0.32720657911177586,2.0,0.0,2.0,2.535365654190068e-06
O1_s61_GN_CIST_L,GN_CIST_L,45,21,0.5609003351492162,0.2056575662323407,0.3552427689168756,2.0,0.0,2.0,3.4092280663356295e-06
O1_s61_GN_CIST_L,GN_CIST_L,46,21,0.49909956874515615,0.16339528312285742,0.3357042856222988,2.0,0.0,2.0,2.986465036652198e-06
O1_s61_GN_CIST_L,GN_CIST_L,47,21,0.5496655877664617,0.19568509643986112,0.3539804913266006,2.0,0.0,2.0,2.5979418663958356e-06
O1_s61_GN_CIST_L,GN_CIST_L,48,21,0.5457769834257973,0.20236921594256446,0.34340776748323276,2.0,0.0,2.0,2.6070434063598424e-06
O1_s61_GN_CIST_L,GN_CIST_L,49,21,0.5483049435589002,0.19364738322439648,0.3546575603345038,2.0,0.0,2.0,3.2125234901612577e-06
O1_s61_GN_CIST_L,GN_CIST_L,50,21,0.5085092928433955,0.1699918270820663,0.3385174657613293,2.0,0.0,2.0,2.7427740904849484e-06
O1_s61_GN_CIST_L,GN_CIST_L,51,21,0.5009622478622157,0.17026980753455842,0.33069244032765727,2.0,0.0,2.0,2.663338619233572e-06
O1_s61_GN_CIST_L,GN_CIST_L,52,21,0.5386767925466648,0.1971465368710813,0.34153025567558326,2.0,0.0,2.0,2.672838008328911e-06
O1_s61_GN_CIST_L,GN_CIST_L,53,21,0.4630820115808987,0.14851372156824386,0.31456829001265474,2.0,0.0,2.0,2.835786498701553e-06
O1_s61_GN_CIST_L,GN_CIST_L,54,21,0.49658457598021405,0.17294394757066453,0.3236406284095495,2.0,0.0,2.0,3.0125429727894326e-06
O1_s61_GN_CIST_L,GN_CIST_L,55,21,0.4999783343373767,0.17435090758261226,0.32562742675476447,2.0,0.0,2.0,2.8126046618174802e-06
O1_s61_GN_CIST_L,GN_CIST_L,56,21,0.46515512086685395,0.1519223605947835,0.3132327602720704,2.0,0.0,2.0,2.819633715931316e-06
O1_s61_GN_CIST_L,GN_CIST_L,57,21,0.5033988441180949,0.1730628361304601,0.3303360079876348,2.0,0.0,2.0,2.886421138882065e-06
O1_s61_GN_CIST_L,GN_CIST_L,58,21,0.5122778296033765,0.1802532740292095,0.33202455557416694,2.0,0.0,2.0,2.83656710328189e-06
O1_s61_GN_CIST_L,GN_CIST_L,59,21,0.5736416904978644,0.21150269501266025,0.36213899548520406,2.0,0.0,2.0,2.612802557398083e-06
O1_s61_GN_CIST_L,GN_CIST_L,60,21,0.5248454466521963,0.18265850912956966,0.3421869375226268,2.0,0.0,2.0,3.9227425404072326e-06
O1_s61_GN_CIST_L,GN_CIST_L,61,21,0.5379634113249178,0.19408791867040454,0.3438754926545132,2.0,0.0,2.0,3.123107773224746e-06
O1_s61_GN_CIST_L,GN_CIST_L,62,21,0.5483186143827226,0.19627958039442697,0.35203903398829567,2.0,0.0,2.0,2.4334730606932746e-06
O1_s61_GN_CIST_L,GN_CIST_L,63,21,0.535579220407583,0.18837183323644457,0.3472073871711385,2.0,0.0,2.0,2.3729650890418136e-06
O1_s61_GN_CIST_L,GN_CIST_L,64,21,0.5204784605637625,0.1761309848654838,0.34434747569827856,2.0,0.0,2.0,2.928097616346563e-06
O1_s61_GN_CIST_L,GN_CIST_L,65,21,0.5302901321219815,0.1868663082520167,0.34342382386996473,2.0,0.0,2.0,2.287741968499738e-06
O1_s61_GN_CIST_L,GN_CIST_L,66,21,0.5280235231416948,0.18222940180982863,0.3457941213318662,2.0,0.0,2.0,2.7018692699327977e-06
O1_s61_GN_CIST_L,GN_CIST_L,67,21,0.49463197226355904,0.1646042735803695,0.33002769868318954,2.0,0.0,2.0,2.3603269238486766e-06
O1_s61_GN_CIST_L,GN_CIST_L,68,21,0.5229599070613213,0.18099646873417355,0.34196343832714765,2.0,0.0,2.0,2.5090487960280423e-06
O1_s61_GN_CIST_L,GN_CIST_L,69,21,0.4587306794866265,0.14670150283546673,0.3120291766511598,2.0,0.0,2.0,2.3335091865931e-06
O1_s61_GN_CIST_L,GN_CIST_L,70,21,0.472317878103552,0.15315865725278854,0.31915922085076354,2.0,0.0,2.0,2.5150755420119168e-06
O1_s61_GN_CIST_L,GN_CIST_L,71,21,0.5179882115221587,0.1879111546136084,0.3300770569085503,2.0,0.0,2.0,2.5323103310223974e-06
O1_s61_GN_CIST_L,GN_CIST_L,72,21,0.4575990968535034,0.14676002342076527,0.3108390734327382,2.0,0.0,2.0,2.2701898283147196e-06
O1_s61_GN_CIST_L,GN_CIST_L,73,21,0.5122790397746533,0.17683422654157593,0.33544481323307745,2.0,0.0,2.0,2.2783076561889054e-06
O1_s61_GN_CIST_L,GN_CIST_L,74,21,0.4778422338765325,0.16364403317372003,0.31419820070281235,2.0,0.0,2.0,2.498524311018084e-06
O1_s61_GN_CIST_L,GN_CIST_L,75,21,0.5005778615624414,0.1676758573878379,0.33290200417460347,2.0,0.0,2.0,2.59159008264994e-06
O1_s61_GN_CIST_L,GN_CIST_L,76,21,0.5638622874882367,0.20120547037749065,0.3626568171107462,2.0,0.0,2.0,2.5536625636910714e-06
O1_s61_GN_CIST_L,GN_CIST_L,77,21,0.4590179181198345,0.1526340792576472,0.3063838388621873,2.0,0.0,2.0,2.742528400807149e-06
O1_s61_GN_CIST_L,GN_CIST_L,78,21,0.4394484082241207,0.13784821845945858,0.301600189764662,2.0,0.0,2.0,2.323803498537254e-06
O1_s61_GN_CIST_L,GN_CIST_L,79,21,0.44888565267687597,0.14956767786116826,0.2993179748157077,2.0,0.0,2.0,2.0514655595271055e-06
O1_s61_GN_CIST_L,GN_CIST_L,80,21,0.47777593364220733,0.1601978095159644,0.317578124126243,2.0,0.0,2.0,2.202696700154888e-06
O1_s61_GN_CIST_L,GN_CIST_L,81,21,0.4744118856000874,0.15984191780998594,0.3145699677901015,2.0,0.0,2.0,1.9211649729542833e-06
O1_s61_GN_CIST_L,GN_CIST_L,82,21,0.45871441976848687,0.14484797843864985,0.313866441329837,2.0,0.0,2.0,2.101299678817607e-06
O1_s61_GN_CIST_L,GN_CIST_L,83,21,0.5431013264444714,0.19354881062394097,0.34955251582053043,2.0,0.0,2.0,2.2579825334980383e-06
O1_s61_GN_CIST_L,GN_CIST_L,84,21,0.49359432465254743,0.16532649756187484,0.32826782709067265,2.0,0.0,2.0,2.2891490881151635e-06
O1_s61_GN_CIST_L,GN_CIST_L,85,21,0.5168206811068294,0.18382958890426726,0.33299109220256223,2.0,0.0,2.0,2.0568607952360494e-06
O1_s61_GN_CIST_L,GN_CIST_L,86,21,0.4472622832749369,0.1411869731687364,0.30607531010620054,2.0,0.0,2.0,2.4067076023380416e-06
O1_s61_GN_CIST_L,GN_CIST_L,87,21,0.5355575867437208,0.19049961261806034,0.3450579741256606,2.0,0.0,2.0,2.3298014192539204e-06
O1_s61_GN_CIST_L,GN_CIST_L,88,21,0.5029379010178469,0.17159282628979003,0.33134507472805685,2.0,0.0,2.0,2.60738574875329e-06
O1_s61_GN_CIST_L,GN_CIST_L,89,21,0.4719220854757734,0.15358123715434754,0.31834084832142595,2.0,0.0,2.0,2.211546837763428e-06
O1_s61_GN_CIST_L,GN_CIST_L,90,21,0.4526452991182774,0.14550869024935223,0.3071366088689252,2.0,0.0,2.0,2.4696640538491893e-06
O1_s61_GN_CIST_L,GN_CIST_L,91,21,0.4538629407543124,0.1459834472764106,0.3078794934779018,2.0,0.0,2.0,2.2341260941893232e-06
O1_s61_GN_CIST_L,GN_CIST_L,92,21,0.4537482610406019,0.1437547966128304,0.3099934644277714,2.0,0.0,2.0,2.330649097074016e-06
O1_s61_GN_CIST_L,GN_CIST_L,93,21,0.4962599811579509,0.16668999478930518,0.32956998636864565,2.0,0.0,2.0,2.407799532734146e-06
O1_s61_GN_CIST_L,GN_CIST_L,94,21,0.4744884410127193,0.1559586805247125,0.3185297604880069,2.0,0.0,2.0,2.9662486349981336e-06
