arm,Final,Incoming,Old,Forget,Final_seed_SD,Incoming_seed_SD,Old_seed_SD,Forget_seed_SD
GN_L,0.5699323874669185,0.6927148835876341,0.4471498913462031,0.23766880276380617,0.029470767030430754,0.03407731994923987,0.02487488912264084,0.003102978355273651
GN_CIST_L,0.576895211095193,0.697059706350431,0.45673071583995517,0.2280879782700541,0.02369455410634537,0.017684624206837442,0.031913410070425856,0.011370494578085094
CONV_CIST_L,0.6004932531940784,0.7239690059450142,0.4770175004431427,0.20780119366686656,0.00698898531676014,0.011769843133903632,0.005552937750119347,0.027318020291483964
F_FULL,0.6001446489097524,0.7180769807011003,0.4822123171184045,0.2026063769916047,0.021018892397414148,0.008664638095723194,0.033499901317032524,0.03644254276258535
F_CONV,0.606878742503775,0.7196766584236701,0.4940808265838801,0.19073786752612917,0.015824867677824567,0.002348003397645524,0.029345024001035575,0.02627301387533794
ISO_COND_L,0.563747218181348,0.6096881259790149,0.517806310383681,0.1670123837263283,0.026858226335769675,0.03607012714292536,0.029388279180854456,0.02634737560074113
ISO_COND_LU,0.5636040076941365,0.6100212447166582,0.5171867706716148,0.16763192343839442,0.026221259841104832,0.03559767170944933,0.028219779319343146,0.02555545686296422
STATIC_SOURCE,0.5516194454745272,0.41842019683904524,0.6848186941100093,0.0,0.022414635382823945,0.023701211463583637,0.022281616771881473,0.0
