arm,Incoming,Old,dominated_on_mean_Incoming_Old
GN_L,0.6927148835876341,0.4471498913462031,True
GN_CIST_L,0.697059706350431,0.45673071583995517,True
CONV_CIST_L,0.7239690059450141,0.4770175004431427,False
F_FULL,0.7180769807011003,0.4822123171184045,True
F_CONV,0.7196766584236701,0.4940808265838801,False
ISO_COND_L,0.6096881259790149,0.5178063103836809,False
ISO_COND_LU,0.6100212447166582,0.5171867706716148,False
STATIC_SOURCE,0.41842019683904524,0.6848186941100093,False
