arm,baseline,order,seed,domain,n,mean,q00,q05,q25,q50,q75,q95,q100,harm_below_minus005,harm_below_minus001
GN_CIST_L,GN_L,O1,62,RIM_ONE_r3,40,0.028835287105445438,-0.14471219267242985,-0.051759824398080696,0.007650953415553496,0.0338840914587899,0.06636631053546432,0.1099791085073868,0.1276185988978918,3,10
GN_CIST_L,GN_L,O1,62,Drishti_GS,25,0.01999940153179384,-0.06654885411258338,-0.0457546196267421,-0.006305017040158067,0.011722346570297582,0.04772724102208481,0.12393912493565193,0.1297475067093674,1,5
GN_CIST_L,GN_L,O1,63,RIM_ONE_r3,40,-0.029092740337318908,-0.20205397919193985,-0.10551967794657875,-0.055767673766739745,-0.030039823328107174,-0.008838309980899905,0.0737183250278404,0.1214353015590881,13,30
GN_CIST_L,GN_L,O1,63,Drishti_GS,25,0.007108673393309406,-0.044033239268779556,-0.03798706542089112,-0.009582875439658523,0.009500715248102032,0.02363006350801644,0.04516748086708735,0.08101364752838658,0,6
GN_CIST_L,GN_L,O2,61,RIM_ONE_r3,40,-0.004052538104834283,-0.09176153709688456,-0.04586406371009679,-0.021099820713987638,-0.00028589934395253924,0.013978433775892751,0.029483068870612496,0.049580398836062356,2,14
GN_CIST_L,GN_L,O2,61,Drishti_GS,25,0.047237720393830694,-0.0364382476462789,-0.026347335283021953,0.015040052260390735,0.04723039053215494,0.08055030624958881,0.09824669760255925,0.2141574845264416,0,4
GN_CIST_L,GN_L,O2,62,RIM_ONE_r3,40,-0.001375243095745604,-0.12658911465675704,-0.0689834805119469,-0.020295228907898005,-0.004295149988029157,0.01410957705083013,0.08745794659364613,0.19165566509683968,6,15
GN_CIST_L,GN_L,O2,62,Drishti_GS,25,-0.018949419953600097,-0.11321507231114217,-0.10311250068180645,-0.06722493951463959,-0.00763097412158209,0.02412181980413841,0.0340638599780608,0.0476381817933032,7,11
GN_CIST_L,GN_L,O2,63,RIM_ONE_r3,40,0.03463901598833359,-0.1531405870859608,-0.10972415338858506,-0.02787913839282727,0.03315056789610693,0.0870507805677325,0.21627673157408,0.30594860706610894,8,14
GN_CIST_L,GN_L,O2,63,Drishti_GS,25,0.03841874952006244,-0.13354808230930426,-0.08513261748844618,-0.011695211376981263,0.01586337457389153,0.06900511532166509,0.22045790709881818,0.2848008667831736,5,9
GN_L,F_CONV,O1,61,RIM_ONE_r3,40,-0.12021469661137976,-0.45861527911105493,-0.3629179433038534,-0.2040838472428586,-0.10512715312837662,-0.05113206776947085,0.14152777644508274,0.19082424717971747,30,35
GN_L,F_CONV,O1,61,Drishti_GS,25,0.03562355932569633,-0.1357636880818529,-0.10198351450672505,-0.044065324547239104,0.04057550441599944,0.08296321874885271,0.22185444578825264,0.2881607428801536,6,9
GN_L,F_CONV,O1,62,RIM_ONE_r3,40,-0.05195877660284568,-0.27287056848445335,-0.22106953449029257,-0.13006522443977803,-0.08729875326350844,0.04291918245868191,0.13779680441016937,0.31252860639797286,23,25
GN_L,F_CONV,O1,62,Drishti_GS,25,-0.006250778396449097,-0.298499448204314,-0.1634305940888367,-0.06822700451722885,-0.012738389933252381,0.013274525399344261,0.20101314280552685,0.29661957734470934,9,13
GN_L,F_CONV,O1,63,RIM_ONE_r3,40,-0.01556679117621664,-0.37238515950947315,-0.242857220068199,-0.1135103085407409,-0.007897406903866824,0.06939294404570247,0.17940488994201215,0.46010866047294885,17,20
GN_L,F_CONV,O1,63,Drishti_GS,25,-0.0039134083808567335,-0.40762770401854964,-0.18386956668001167,-0.07915346414728397,0.0013419299579312538,0.07353715867193944,0.1896295281816428,0.22778637417062042,9,9
GN_L,F_CONV,O2,61,RIM_ONE_r3,40,-0.03366808184404765,-0.5648018265631083,-0.1878249244124641,-0.06126880428072434,-0.014576012057589516,0.051646145013187594,0.09521139870880947,0.1395845324300471,11,21
GN_L,F_CONV,O2,61,Drishti_GS,25,0.007431516701973791,-0.29602129819510914,-0.2699133269704047,-0.11960693622888541,0.044256465402821576,0.08540149438768246,0.2420927420699468,0.3656366082796638,8,9
GN_L,F_CONV,O2,62,RIM_ONE_r3,40,-0.029851577065072417,-0.6331555872556885,-0.19376079461567125,-0.0670924279028908,-0.02320721914832835,0.0561946229789185,0.12098524322733749,0.1563399027723371,13,22
GN_L,F_CONV,O2,62,Drishti_GS,25,0.015678475696842303,-0.30131560177279115,-0.1519337002581653,-0.05519434960914349,0.014909557378647964,0.08304549203860712,0.16939452291063917,0.5367472937631711,7,11
GN_L,F_CONV,O2,63,RIM_ONE_r3,40,-0.12371036265548732,-0.5066085988427455,-0.3830566248423268,-0.21596784945832967,-0.12060689699548205,-0.048153616869742816,0.16769740344845316,0.22704622161869492,30,33
GN_L,F_CONV,O2,63,Drishti_GS,25,-0.1169553394344359,-0.4879123772489693,-0.44619714380969183,-0.2292545952497736,-0.10187594834364055,0.017719795411008377,0.22245513380865853,0.2580397015498457,16,18
GN_CIST_L,F_CONV,O1,61,RIM_ONE_r3,40,-0.12917934637728679,-0.4525277937336858,-0.3631792153664194,-0.22284086735752784,-0.12104113041279581,-0.05366824793167338,0.17210674394131642,0.20146048816482787,30,33
GN_CIST_L,F_CONV,O1,61,Drishti_GS,25,0.005373186189621162,-0.23355071044408138,-0.16766168990882854,-0.05915510942845703,-0.0075139893806538405,0.05571556889402096,0.22100892336256892,0.2839652748418684,8,11
GN_CIST_L,F_CONV,O1,62,RIM_ONE_r3,40,-0.02312348949740024,-0.3245057049157781,-0.2030643872390845,-0.09194233609925409,-0.03462067260545415,0.03424259906581534,0.1855640606279939,0.3414996698313806,16,26
GN_CIST_L,F_CONV,O1,62,Drishti_GS,25,0.013748623135344746,-0.23757910621806022,-0.11913453804058097,-0.04485117812430994,-0.022889467555417986,0.02275426946003123,0.3040875008260745,0.40540923943073914,6,14
GN_CIST_L,F_CONV,O1,63,RIM_ONE_r3,40,-0.04465953151353554,-0.36354108864549023,-0.22679179698188304,-0.1173458667010282,-0.05248170192591431,0.02918292611509858,0.14774759670166254,0.43347385377000236,20,27
GN_CIST_L,F_CONV,O1,63,Drishti_GS,25,0.0031952650124526727,-0.32661405649016306,-0.16114415578295238,-0.06132820829434249,0.006438619523386424,0.08148915746757379,0.19378685426232303,0.2515855576296864,8,10
GN_CIST_L,F_CONV,O2,61,RIM_ONE_r3,40,-0.037720619948881935,-0.5369570043860604,-0.2148323416678011,-0.06671387687604424,-0.007005803993267057,0.029843683046972075,0.1074959799271338,0.11243944505611192,12,19
GN_CIST_L,F_CONV,O2,61,Drishti_GS,25,0.054669237095804485,-0.25489503402891445,-0.17256761008740168,-0.08168662362327017,0.048548306833569144,0.1514001111631343,0.2919572436191483,0.38642568768665897,7,8
GN_CIST_L,F_CONV,O2,62,RIM_ONE_r3,40,-0.03122682016081802,-0.6845807384978936,-0.16685492812243524,-0.06483947149088934,-0.018932312035606913,0.0431315597309703,0.08899009508256114,0.16622506360198086,13,23
GN_CIST_L,F_CONV,O2,62,Drishti_GS,25,-0.0032709442567577973,-0.31711198932238793,-0.16730176070775205,-0.058910909556819435,-0.010876128448498945,0.039818067957267,0.14756907303271566,0.4534961765713643,7,13
GN_CIST_L,F_CONV,O2,63,RIM_ONE_r3,40,-0.08907134666715372,-0.3821464356532603,-0.3182940232757097,-0.2056902247624977,-0.07225694332553806,0.012743446368847638,0.11059248383422768,0.2242478730941232,23,27
GN_CIST_L,F_CONV,O2,63,Drishti_GS,25,-0.07853658991437346,-0.34054968170909505,-0.29438620934291176,-0.15935110320060025,-0.07363599923916553,0.05593371238882966,0.1182575011364229,0.19234817835083623,15,17
GN_L,ISO_COND_L,O1,61,RIM_ONE_r3,40,-0.13184824284288962,-0.4170999975272607,-0.341778839350593,-0.21988938116748466,-0.11412627062093711,-0.024759916076520533,0.04774493347901142,0.14622804061640704,28,31
GN_L,ISO_COND_L,O1,61,Drishti_GS,25,0.13366062798354125,-0.08451487371162691,-0.03683724482115215,0.06080859831463803,0.15062353846762444,0.20890677014268433,0.25391058915779535,0.4459563684334355,1,3
GN_L,ISO_COND_L,O1,62,RIM_ONE_r3,40,-0.1669976804016364,-0.5241163223567457,-0.4177072557798713,-0.2846226376744025,-0.1840080092687926,-0.03832003954829724,0.12248690089350087,0.14855940963293576,29,31
GN_L,ISO_COND_L,O1,62,Drishti_GS,25,0.08068801745716106,-0.14332343023416705,-0.06714128241990949,0.009128328819133225,0.06824675092892984,0.1162854767648267,0.31902499247544025,0.4687213884706459,4,5
GN_L,ISO_COND_L,O1,63,RIM_ONE_r3,40,-0.1009845246073652,-0.24868806685374734,-0.23492934627581033,-0.1674054189872896,-0.09690977310149468,-0.041630640009489905,0.035927468320789566,0.061233995888249626,29,33
GN_L,ISO_COND_L,O1,63,Drishti_GS,25,0.14052579291251752,-0.1802007099347045,-0.013342036131778034,0.09949164019053669,0.14725491206373797,0.1809056910260729,0.2861780433586471,0.401573248211127,1,2
GN_L,ISO_COND_L,O2,61,RIM_ONE_r3,40,0.04201804492611557,-0.08983306006597225,-0.05457903927816925,0.009185718211551591,0.032448054777179325,0.0755860553258213,0.1636497014066,0.1732699624958346,4,5
GN_L,ISO_COND_L,O2,61,Drishti_GS,25,-0.028437653663391814,-0.3569114472009427,-0.17766136655417097,-0.1065648036677766,-0.029824240858370432,0.06691359476857855,0.11908239372919802,0.19951243237187144,11,15
GN_L,ISO_COND_L,O2,62,RIM_ONE_r3,40,0.06697531773217565,-0.13820790699040875,-0.10595228425793181,0.010171570972826227,0.06719328412831227,0.12919421935133835,0.19931424758050634,0.2605627523105546,4,9
GN_L,ISO_COND_L,O2,62,Drishti_GS,25,0.08343564852051477,-0.14792966301373472,-0.07477980881769938,0.0028153059260551117,0.08056866915813482,0.15635578809591594,0.23666487376864395,0.35542127086043046,3,3
GN_L,ISO_COND_L,O2,63,RIM_ONE_r3,40,0.03429274464020369,-0.3750178918425723,-0.257908113267572,-0.018477576436959353,0.03755650019304424,0.11067694745026749,0.23416395587460123,0.2782418258403214,6,12
GN_L,ISO_COND_L,O2,63,Drishti_GS,25,-0.07910606123009879,-0.30534091459731705,-0.30186635158576575,-0.25128020025990444,-0.06700363690435085,0.036988332007187874,0.17483806172879135,0.22649462869890125,14,16
GN_CIST_L,ISO_COND_L,O1,61,RIM_ONE_r3,40,-0.14081289260879667,-0.4557988054914466,-0.3834701203559941,-0.21971182235540343,-0.14404394187053812,-0.038676955074987585,0.042978347141944456,0.15288207995029812,27,32
GN_CIST_L,ISO_COND_L,O1,61,Drishti_GS,25,0.1034102548474661,-0.2428824530233269,-0.13785377139278157,0.005409243410387177,0.14045057957282459,0.21195188348725746,0.2987432034938762,0.3636846903318324,4,5
GN_CIST_L,ISO_COND_L,O1,62,RIM_ONE_r3,40,-0.13816239329619098,-0.5757514587880704,-0.3956113186160869,-0.25082574176644473,-0.13718198982576257,-0.010897082355032839,0.1351408034945936,0.17753047306634348,26,30
GN_CIST_L,ISO_COND_L,O1,62,Drishti_GS,25,0.10068741898895492,-0.03922213812758535,-0.034891884214048006,0.025056514279804043,0.07501267238407805,0.1141819995202622,0.30132154654249266,0.40217253435806255,0,4
GN_CIST_L,ISO_COND_L,O1,63,RIM_ONE_r3,40,-0.1300772649446841,-0.3364731135891123,-0.2700282064906565,-0.2033388923626581,-0.13740921063385086,-0.05035952994362834,0.010535555697527703,0.03300282239586422,30,35
GN_CIST_L,ISO_COND_L,O1,63,Drishti_GS,25,0.1476344663058269,-0.09918706240631792,0.014359667527479445,0.11078929043503005,0.13767203662407945,0.19080026211666157,0.25285159499324406,0.41316309049134875,1,1
GN_CIST_L,ISO_COND_L,O2,61,RIM_ONE_r3,40,0.03796550682128129,-0.11294051318839227,-0.07635055082837322,0.005289658688371737,0.03120603907242689,0.07155282089267981,0.16285584905555978,0.2127697952878197,3,6
GN_CIST_L,ISO_COND_L,O2,61,Drishti_GS,25,0.018800066730438884,-0.14275396267450113,-0.09104502791299361,-0.032802272255768594,0.001896619112001674,0.07694421811555235,0.14106042614719805,0.16307418472559254,5,10
GN_CIST_L,ISO_COND_L,O2,62,RIM_ONE_r3,40,0.06560007463643003,-0.14761755364252083,-0.08282541477522026,0.006562189794316933,0.0795261948483475,0.1298122537434582,0.21095484420172517,0.28355851243939045,5,9
GN_CIST_L,ISO_COND_L,O2,62,Drishti_GS,25,0.06448622856691469,-0.13895789914069712,-0.11060636740790608,0.006099438799454626,0.04822960725246472,0.14520877077333316,0.20661746007640128,0.359965616179535,4,5
GN_CIST_L,ISO_COND_L,O2,63,RIM_ONE_r3,40,0.06893176062853727,-0.14301283518675012,-0.07358057257622082,-0.009183591868059476,0.06619626097831377,0.14114773676348508,0.22022696141652545,0.3147254661919425,6,10
GN_CIST_L,ISO_COND_L,O2,63,Drishti_GS,25,-0.04068731171003634,-0.3956043304273245,-0.28464329567320357,-0.10016709595330353,-0.007588964888004535,0.0372709784058185,0.15741948219949947,0.19786588852485298,10,12
