task_id,epoch,parameter,change_norm,source_norm,relative_change
O1_s61_GN_L,20,core.enc1.block.1.weight,0.23788893706524225,3.5722644287574727,0.06659331687491742
O1_s61_GN_L,20,core.enc1.block.1.bias,0.2488016546436605,0.23198566387471883,1.0724871980797182
O1_s61_GN_L,20,core.enc1.block.4.weight,0.354980184022889,3.7931612225658293,0.09358425945912412
O1_s61_GN_L,20,core.enc1.block.4.bias,0.3179657606401438,0.11153210913694586,2.850889874679284
O1_s61_GN_L,20,core.enc2.block.1.weight,0.3654596555457161,4.929399410076484,0.07413877942182122
O1_s61_GN_L,20,core.enc2.block.1.bias,0.39455362965516955,0.20737393476733246,1.9026191989742938
O1_s61_GN_L,20,core.enc2.block.4.weight,0.386841492623041,5.05624975394374,0.07650759188098155
O1_s61_GN_L,20,core.enc2.block.4.bias,0.49088631177615233,0.22972955750625662,2.1368008414101576
O1_s61_GN_L,20,core.enc3.block.1.weight,0.7168443122137104,4.942790957119313,0.14502824789326946
O1_s61_GN_L,20,core.enc3.block.1.bias,0.7387583695516452,0.4009130187884221,1.8426898976346728
O1_s61_GN_L,20,core.enc3.block.4.weight,0.7071885225788922,4.539416011037341,0.15578843641107185
O1_s61_GN_L,20,core.enc3.block.4.bias,0.6320550786646382,0.27299709053029064,2.3152447428537997
O1_s61_GN_L,20,core.bottleneck.block.1.weight,0.6804464124569498,5.032099850626481,0.13522116664124548
O1_s61_GN_L,20,core.bottleneck.block.1.bias,0.6346985535539686,0.1713021289663695,3.7051410708303245
O1_s61_GN_L,20,core.bottleneck.block.4.weight,0.6638035438104744,3.875184513432173,0.17129598384531033
O1_s61_GN_L,20,core.bottleneck.block.4.bias,0.5519016129109131,0.2235779303820868,2.468497726800372
O1_s61_GN_L,20,core.decoder.dec3.merge.block.1.weight,0.7761294387068364,4.170196960330945,0.18611337691955035
O1_s61_GN_L,20,core.decoder.dec3.merge.block.1.bias,0.7705870045894817,0.15681251192007623,4.914065817542878
O1_s61_GN_L,20,core.decoder.dec3.merge.block.4.weight,0.6819570718124547,3.853462386826356,0.17697255178714813
O1_s61_GN_L,20,core.decoder.dec3.merge.block.4.bias,0.7253217881730192,0.07560442338221118,9.59364221992967
O1_s61_GN_L,20,core.decoder.dec2.merge.block.1.weight,0.6247079990391959,4.5786905829538815,0.1364381339426902
O1_s61_GN_L,20,core.decoder.dec2.merge.block.1.bias,0.6273499379709372,0.16380232036504752,3.829920947229771
O1_s61_GN_L,20,core.decoder.dec2.merge.block.4.weight,0.7255615166540249,4.5063675703946675,0.16100806366101206
O1_s61_GN_L,20,core.decoder.dec2.merge.block.4.bias,0.5806845749265168,0.10255787729932841,5.662018269271641
O1_s61_GN_L,20,core.decoder.dec1.merge.block.1.weight,0.7884850917491424,3.7119638906606585,0.21241723114090078
O1_s61_GN_L,20,core.decoder.dec1.merge.block.1.bias,0.3295556040637018,0.08493052966173419,3.8802961123199555
O1_s61_GN_L,20,core.decoder.dec1.merge.block.4.weight,0.8784440574865007,4.110180549853414,0.213723958554042
O1_s61_GN_L,20,core.decoder.dec1.merge.block.4.bias,0.41115217192404896,0.2508622830876958,1.6389557125266192
O1_s61_GN_L,100,core.enc1.block.1.weight,0.5961049664547502,3.5722644287574727,0.1668703362651379
O1_s61_GN_L,100,core.enc1.block.1.bias,0.6161192812839564,0.23198566387471883,2.6558506719479205
O1_s61_GN_L,100,core.enc1.block.4.weight,0.7235783253716355,3.7931612225658293,0.1907586529850111
O1_s61_GN_L,100,core.enc1.block.4.bias,0.5280219745666088,0.11153210913694586,4.734259745041417
O1_s61_GN_L,100,core.enc2.block.1.weight,0.7752959291869234,4.929399410076484,0.15727999796528844
O1_s61_GN_L,100,core.enc2.block.1.bias,0.6098778425177197,0.20737393476733246,2.9409570841291357
O1_s61_GN_L,100,core.enc2.block.4.weight,0.6348813242823208,5.05624975394374,0.12556367963966383
O1_s61_GN_L,100,core.enc2.block.4.bias,0.6844414114973849,0.22972955750625662,2.9793354365327778
O1_s61_GN_L,100,core.enc3.block.1.weight,1.202037746397182,4.942790957119313,0.2431900836643386
O1_s61_GN_L,100,core.enc3.block.1.bias,1.2777936527256686,0.4009130187884221,3.1872091771607236
O1_s61_GN_L,100,core.enc3.block.4.weight,1.260420658941852,4.539416011037341,0.27766141192550065
O1_s61_GN_L,100,core.enc3.block.4.bias,0.9336749093396732,0.27299709053029064,3.420091062238176
O1_s61_GN_L,100,core.bottleneck.block.1.weight,1.0645655916032803,5.032099850626481,0.21155494191371127
O1_s61_GN_L,100,core.bottleneck.block.1.bias,1.504388117524541,0.1713021289663695,8.782074844031195
O1_s61_GN_L,100,core.bottleneck.block.4.weight,0.7418599083475415,3.875184513432173,0.1914386026719773
O1_s61_GN_L,100,core.bottleneck.block.4.bias,0.9129488717359056,0.2235779303820868,4.083358631040676
O1_s61_GN_L,100,core.decoder.dec3.merge.block.1.weight,1.6055526827799163,4.170196960330945,0.3850064392767914
O1_s61_GN_L,100,core.decoder.dec3.merge.block.1.bias,1.1083746230637048,0.15681251192007623,7.068151702260966
O1_s61_GN_L,100,core.decoder.dec3.merge.block.4.weight,1.088245849523865,3.853462386826356,0.28240728474324756
O1_s61_GN_L,100,core.decoder.dec3.merge.block.4.bias,1.0958850607895037,0.07560442338221118,14.494986030769098
O1_s61_GN_L,100,core.decoder.dec2.merge.block.1.weight,1.142807884555029,4.5786905829538815,0.24959273046525926
O1_s61_GN_L,100,core.decoder.dec2.merge.block.1.bias,0.9541791345373646,0.16380232036504752,5.825186922937933
O1_s61_GN_L,100,core.decoder.dec2.merge.block.4.weight,1.3609182689159633,4.5063675703946675,0.30199894874460365
O1_s61_GN_L,100,core.decoder.dec2.merge.block.4.bias,0.7111991649977676,0.10255787729932841,6.934612764283732
O1_s61_GN_L,100,core.decoder.dec1.merge.block.1.weight,1.5810198254419219,3.7119638906606585,0.42592543246979986
O1_s61_GN_L,100,core.decoder.dec1.merge.block.1.bias,0.42224361716238895,0.08493052966173419,4.971635274666521
O1_s61_GN_L,100,core.decoder.dec1.merge.block.4.weight,1.9147540573007673,4.110180549853414,0.4658564347906944
O1_s61_GN_L,100,core.decoder.dec1.merge.block.4.bias,0.71527074700971,0.2508622830876958,2.851248654065974
O1_s61_GN_CIST_L,20,core.enc1.block.1.weight,0.25667708288343355,3.5722644287574727,0.07185276678208073
O1_s61_GN_CIST_L,20,core.enc1.block.1.bias,0.21773170754033733,0.23198566387471883,0.9385567362383255
O1_s61_GN_CIST_L,20,core.enc1.block.4.weight,0.37025593227044046,3.7931612225658293,0.09761144083930769
O1_s61_GN_CIST_L,20,core.enc1.block.4.bias,0.368543317309076,0.11153210913694586,3.3043696578584045
O1_s61_GN_CIST_L,20,core.enc2.block.1.weight,0.3348063593500005,4.929399410076484,0.06792031472751073
O1_s61_GN_CIST_L,20,core.enc2.block.1.bias,0.38011930297174945,0.20737393476733246,1.8330138905751694
O1_s61_GN_CIST_L,20,core.enc2.block.4.weight,0.35520840271189913,5.05624975394374,0.0702513562418166
O1_s61_GN_CIST_L,20,core.enc2.block.4.bias,0.43244816158689314,0.22972955750625662,1.882422820472788
O1_s61_GN_CIST_L,20,core.enc3.block.1.weight,0.6275176314661933,4.942790957119313,0.12695613407691314
O1_s61_GN_CIST_L,20,core.enc3.block.1.bias,0.6278542596539279,0.4009130187884221,1.56606104124863
O1_s61_GN_CIST_L,20,core.enc3.block.4.weight,0.6700411151506841,4.539416011037341,0.14760513544506956
O1_s61_GN_CIST_L,20,core.enc3.block.4.bias,0.5675868789820537,0.27299709053029064,2.0790949745271243
O1_s61_GN_CIST_L,20,core.bottleneck.block.1.weight,0.7151865897037024,5.032099850626481,0.14212488045416347
O1_s61_GN_CIST_L,20,core.bottleneck.block.1.bias,0.5674273405080942,0.1713021289663695,3.3124360095926946
O1_s61_GN_CIST_L,20,core.bottleneck.block.4.weight,0.5722324878659812,3.875184513432173,0.14766586878186258
O1_s61_GN_CIST_L,20,core.bottleneck.block.4.bias,0.39227201513450266,0.2235779303820868,1.7545202894763523
O1_s61_GN_CIST_L,20,core.decoder.dec3.merge.block.1.weight,0.7669366973744028,4.170196960330945,0.18390898671451217
O1_s61_GN_CIST_L,20,core.decoder.dec3.merge.block.1.bias,0.4681972003645547,0.15681251192007623,2.985713286725387
O1_s61_GN_CIST_L,20,core.decoder.dec3.merge.block.4.weight,0.9210127144409922,3.853462386826356,0.23900913567746593
O1_s61_GN_CIST_L,20,core.decoder.dec3.merge.block.4.bias,0.6510722189246866,0.07560442338221118,8.61156252238379
O1_s61_GN_CIST_L,20,core.decoder.dec2.merge.block.1.weight,0.5307968453209322,4.5786905829538815,0.11592765130210997
O1_s61_GN_CIST_L,20,core.decoder.dec2.merge.block.1.bias,0.49496848724631,0.16380232036504752,3.021742830890492
O1_s61_GN_CIST_L,20,core.decoder.dec2.merge.block.4.weight,0.6131987380339387,4.5063675703946675,0.1360738396180662
O1_s61_GN_CIST_L,20,core.decoder.dec2.merge.block.4.bias,0.3558890528678714,0.10255787729932841,3.470128889555341
O1_s61_GN_CIST_L,20,core.decoder.dec1.merge.block.1.weight,0.7997504043197812,3.7119638906606585,0.2154520970238859
O1_s61_GN_CIST_L,20,core.decoder.dec1.merge.block.1.bias,0.3470072817657964,0.08493052966173419,4.08577790751895
O1_s61_GN_CIST_L,20,core.decoder.dec1.merge.block.4.weight,0.6987595775821048,4.110180549853414,0.1700070274545544
O1_s61_GN_CIST_L,20,core.decoder.dec1.merge.block.4.bias,0.16429918181448588,0.2508622830876958,0.6549377602413455
O1_s61_GN_CIST_L,20,transport.mlp.0.weight,0.45752636179809636,3.149846286656007,0.14525355212930827
O1_s61_GN_CIST_L,20,transport.mlp.0.bias,0.0979300441405228,0.84063927661189,0.11649472831583572
O1_s61_GN_CIST_L,20,transport.mlp.2.weight,1.1644675353600464,0.0,
O1_s61_GN_CIST_L,20,transport.mlp.2.bias,0.19539958589099685,0.0,
O1_s61_GN_CIST_L,100,core.enc1.block.1.weight,0.6601784579594714,3.5722644287574727,0.1848067160551994
O1_s61_GN_CIST_L,100,core.enc1.block.1.bias,0.599261179426263,0.23198566387471883,2.583181949337555
O1_s61_GN_CIST_L,100,core.enc1.block.4.weight,0.7257244817840076,3.7931612225658293,0.19132444923949257
O1_s61_GN_CIST_L,100,core.enc1.block.4.bias,0.5668357686399537,0.11153210913694586,5.0822653048187085
O1_s61_GN_CIST_L,100,core.enc2.block.1.weight,0.7373821549023112,4.929399410076484,0.14958864022967658
O1_s61_GN_CIST_L,100,core.enc2.block.1.bias,0.605001728891984,0.20737393476733246,2.9174434558073963
O1_s61_GN_CIST_L,100,core.enc2.block.4.weight,0.6876228522610782,5.05624975394374,0.13599463747310955
O1_s61_GN_CIST_L,100,core.enc2.block.4.bias,0.6431044499537802,0.22972955750625662,2.79939793962414
O1_s61_GN_CIST_L,100,core.enc3.block.1.weight,1.273851252611621,4.942790957119313,0.2577190222412377
O1_s61_GN_CIST_L,100,core.enc3.block.1.bias,1.180746539985581,0.4009130187884221,2.9451439206286
O1_s61_GN_CIST_L,100,core.enc3.block.4.weight,1.26411651507388,4.539416011037341,0.2784755818810724
O1_s61_GN_CIST_L,100,core.enc3.block.4.bias,0.8513862120942552,0.27299709053029064,3.118664050376716
O1_s61_GN_CIST_L,100,core.bottleneck.block.1.weight,1.0859510241753523,5.032099850626481,0.21580474482042616
O1_s61_GN_CIST_L,100,core.bottleneck.block.1.bias,1.3908766433809465,0.1713021289663695,8.119435828226088
O1_s61_GN_CIST_L,100,core.bottleneck.block.4.weight,0.6355411274736444,3.875184513432173,0.1640028043234407
O1_s61_GN_CIST_L,100,core.bottleneck.block.4.bias,0.7074510863066747,0.2235779303820868,3.1642259372276405
O1_s61_GN_CIST_L,100,core.decoder.dec3.merge.block.1.weight,1.7077450740984916,4.170196960330945,0.4095118504817493
O1_s61_GN_CIST_L,100,core.decoder.dec3.merge.block.1.bias,0.7944531774234642,0.15681251192007623,5.06626140794415
O1_s61_GN_CIST_L,100,core.decoder.dec3.merge.block.4.weight,1.0310834225532486,3.853462386826356,0.26757324168471536
O1_s61_GN_CIST_L,100,core.decoder.dec3.merge.block.4.bias,0.7867891311647237,0.07560442338221118,10.406654742767945
O1_s61_GN_CIST_L,100,core.decoder.dec2.merge.block.1.weight,0.9358492074924236,4.5786905829538815,0.2043923236430344
O1_s61_GN_CIST_L,100,core.decoder.dec2.merge.block.1.bias,0.772565287068313,0.16380232036504752,4.716448981593087
O1_s61_GN_CIST_L,100,core.decoder.dec2.merge.block.4.weight,1.247358487090075,4.5063675703946675,0.276799099852574
O1_s61_GN_CIST_L,100,core.decoder.dec2.merge.block.4.bias,0.43261179230014757,0.10255787729932841,4.218221005467129
O1_s61_GN_CIST_L,100,core.decoder.dec1.merge.block.1.weight,1.4307236227417233,3.7119638906606585,0.3854357598524704
O1_s61_GN_CIST_L,100,core.decoder.dec1.merge.block.1.bias,0.5061390452003167,0.08493052966173419,5.9594476475796645
O1_s61_GN_CIST_L,100,core.decoder.dec1.merge.block.4.weight,1.3876203070996147,4.110180549853414,0.3376056818596699
O1_s61_GN_CIST_L,100,core.decoder.dec1.merge.block.4.bias,0.3785453151548883,0.2508622830876958,1.508976600609815
