task_id,epoch,parameter,change_norm,source_norm,relative_change
O1_s61_GN_CIST_L,100,transport.mlp.0.weight,0.600732222157743,3.149846286656007,0.19071794858773966
O1_s61_GN_CIST_L,100,transport.mlp.0.bias,0.11917967746733166,0.84063927661189,0.14177267322991743
O1_s61_GN_CIST_L,100,transport.mlp.2.weight,1.5544162714031553,0.0,
O1_s61_GN_CIST_L,100,transport.mlp.2.bias,0.2289495574055379,0.0,
O1_s61_CONV_CIST_L,20,core.enc1.block.0.weight,0.21120240243210106,2.416967452612038,0.08738322156711409
O1_s61_CONV_CIST_L,20,core.enc1.block.3.weight,0.8334596608613253,2.4713950642363316,0.3372425853407079
O1_s61_CONV_CIST_L,20,core.enc2.block.0.weight,1.0341281352989748,3.371328156297047,0.30674205753818584
O1_s61_CONV_CIST_L,20,core.enc2.block.3.weight,1.480183816512025,3.7346191516168195,0.3963413018623901
O1_s61_CONV_CIST_L,20,core.enc3.block.0.weight,2.0006733899708316,4.170755073514593,0.4796909323867136
O1_s61_CONV_CIST_L,20,core.enc3.block.3.weight,2.5528005145422794,3.552007852327927,0.7186922497564909
O1_s61_CONV_CIST_L,20,core.bottleneck.block.0.weight,2.862250871930464,3.2822527058791557,0.8720385443825253
O1_s61_CONV_CIST_L,20,core.bottleneck.block.3.weight,2.0743872591957784,2.8983142140384466,0.7157220045874092
O1_s61_CONV_CIST_L,20,core.decoder.dec3.merge.block.0.weight,2.374469861842086,3.0449888741758424,0.7797959072953135
O1_s61_CONV_CIST_L,20,core.decoder.dec3.merge.block.3.weight,1.6363230622577454,2.410742844397296,0.6787630070377078
O1_s61_CONV_CIST_L,20,core.decoder.dec2.merge.block.0.weight,1.5568856750174807,3.2737507353653945,0.47556634602594794
O1_s61_CONV_CIST_L,20,core.decoder.dec2.merge.block.3.weight,0.9991125562455867,2.8861558756012657,0.34617414973730204
O1_s61_CONV_CIST_L,20,core.decoder.dec1.merge.block.0.weight,1.0265326950454094,2.4545603204101893,0.4182144910066265
O1_s61_CONV_CIST_L,20,core.decoder.dec1.merge.block.3.weight,1.194443632112121,2.2572408314948036,0.529160918696092
O1_s61_CONV_CIST_L,20,transport.mlp.0.weight,0.4447347863909543,3.149846286656007,0.14119253637075133
O1_s61_CONV_CIST_L,20,transport.mlp.0.bias,0.09225546593342762,0.84063927661189,0.1097444153516759
O1_s61_CONV_CIST_L,20,transport.mlp.2.weight,0.45601669965324926,0.0,
O1_s61_CONV_CIST_L,20,transport.mlp.2.bias,0.10003543906257129,0.0,
O1_s61_CONV_CIST_L,100,core.enc1.block.0.weight,0.3687594534690191,2.416967452612038,0.15257112919352617
O1_s61_CONV_CIST_L,100,core.enc1.block.3.weight,1.5574944950639376,2.4713950642363316,0.6302086289652795
O1_s61_CONV_CIST_L,100,core.enc2.block.0.weight,1.8460605472901843,3.371328156297047,0.5475766409277212
O1_s61_CONV_CIST_L,100,core.enc2.block.3.weight,2.402217756486559,3.7346191516168195,0.6432296464410763
O1_s61_CONV_CIST_L,100,core.enc3.block.0.weight,3.2939880235920653,4.170755073514593,0.7897821774550531
O1_s61_CONV_CIST_L,100,core.enc3.block.3.weight,4.493936242905419,3.552007852327927,1.26518195616042
O1_s61_CONV_CIST_L,100,core.bottleneck.block.0.weight,4.736754820364244,3.2822527058791557,1.443141416832345
O1_s61_CONV_CIST_L,100,core.bottleneck.block.3.weight,2.444399334128461,2.8983142140384466,0.8433865873784918
O1_s61_CONV_CIST_L,100,core.decoder.dec3.merge.block.0.weight,3.5136377845377074,3.0449888741758424,1.1539082504821006
O1_s61_CONV_CIST_L,100,core.decoder.dec3.merge.block.3.weight,2.260502051827806,2.410742844397296,0.9376786317467837
O1_s61_CONV_CIST_L,100,core.decoder.dec2.merge.block.0.weight,2.799173157888429,3.2737507353653945,0.8550355186330348
O1_s61_CONV_CIST_L,100,core.decoder.dec2.merge.block.3.weight,2.0000815080111107,2.8861558756012657,0.6929915064252857
O1_s61_CONV_CIST_L,100,core.decoder.dec1.merge.block.0.weight,1.9357887883124285,2.4545603204101893,0.7886499151053386
O1_s61_CONV_CIST_L,100,core.decoder.dec1.merge.block.3.weight,2.0763493665551667,2.2572408314948036,0.9198616902478032
O1_s61_CONV_CIST_L,100,transport.mlp.0.weight,0.818925033571694,3.149846286656007,0.25998888804224635
O1_s61_CONV_CIST_L,100,transport.mlp.0.bias,0.13376860984926506,0.84063927661189,0.1591272422916113
O1_s61_CONV_CIST_L,100,transport.mlp.2.weight,1.4616217677136114,0.0,
O1_s61_CONV_CIST_L,100,transport.mlp.2.bias,0.17293137473126813,0.0,
O2_s61_GN_L,20,core.enc1.block.1.weight,0.5100295857674512,3.9184772998759145,0.13016014812274201
O2_s61_GN_L,20,core.enc1.block.1.bias,0.43095491922803947,0.15971262677585774,2.698314641289106
O2_s61_GN_L,20,core.enc1.block.4.weight,0.5383359182501385,3.892218183046886,0.13831082763934913
O2_s61_GN_L,20,core.enc1.block.4.bias,0.45696475059268726,0.09913268230899556,4.609627621779998
O2_s61_GN_L,20,core.enc2.block.1.weight,0.6843512071706249,5.256801220111418,0.1301839614084019
O2_s61_GN_L,20,core.enc2.block.1.bias,0.7117829414793373,0.16726219325797506,4.255492096660041
O2_s61_GN_L,20,core.enc2.block.4.weight,0.5360697008603797,5.2016162541987425,0.10305829470362496
O2_s61_GN_L,20,core.enc2.block.4.bias,0.5294517045697912,0.17301541298894088,3.060141841834829
O2_s61_GN_L,20,core.enc3.block.1.weight,0.6853195095653305,5.29892682643995,0.12933175565773156
O2_s61_GN_L,20,core.enc3.block.1.bias,0.6575718400202666,0.24274793743731174,2.7088668474889954
O2_s61_GN_L,20,core.enc3.block.4.weight,0.6068373894359762,4.717747853946344,0.12862861861690286
O2_s61_GN_L,20,core.enc3.block.4.bias,0.6610841896472952,0.20729357548593114,3.1891204929897237
O2_s61_GN_L,20,core.bottleneck.block.1.weight,1.1126857855111758,5.328577304999805,0.20881479648744938
O2_s61_GN_L,20,core.bottleneck.block.1.bias,0.7226556343811877,0.14375222635822876,5.027091772341243
O2_s61_GN_L,20,core.bottleneck.block.4.weight,2.0007635924284273,3.648033336901345,0.548449920177507
O2_s61_GN_L,20,core.bottleneck.block.4.bias,0.5341285176404972,0.06113713216554323,8.736564812922824
O2_s61_GN_L,20,core.decoder.dec3.merge.block.1.weight,0.9401718780476791,3.721854325256326,0.25260845693710193
O2_s61_GN_L,20,core.decoder.dec3.merge.block.1.bias,0.6136941960378816,0.10079571446674564,6.088494925449936
O2_s61_GN_L,20,core.decoder.dec3.merge.block.4.weight,0.9569823525177873,4.634183900685483,0.20650504447530268
O2_s61_GN_L,20,core.decoder.dec3.merge.block.4.bias,0.6921144034923987,0.12134411274436079,5.703732862182581
O2_s61_GN_L,20,core.decoder.dec2.merge.block.1.weight,0.5100307360089008,5.119993927464358,0.09961549627491259
O2_s61_GN_L,20,core.decoder.dec2.merge.block.1.bias,0.5944992999480783,0.12826864699517382,4.634798244737443
O2_s61_GN_L,20,core.decoder.dec2.merge.block.4.weight,0.9619877868109811,4.996457885300372,0.1925339528310963
O2_s61_GN_L,20,core.decoder.dec2.merge.block.4.bias,0.7090355202414858,0.11279519367702258,6.286043732251003
O2_s61_GN_L,20,core.decoder.dec1.merge.block.1.weight,0.8659108960395472,3.8816720567956784,0.22307677809195373
O2_s61_GN_L,20,core.decoder.dec1.merge.block.1.bias,0.5136673543758343,0.08436279845455368,6.088789890635828
O2_s61_GN_L,20,core.decoder.dec1.merge.block.4.weight,1.2326548238711856,4.0870273947516695,0.3016018012147635
O2_s61_GN_L,20,core.decoder.dec1.merge.block.4.bias,0.46872984603050294,0.1701196296419728,2.755295476583
O2_s61_GN_L,100,core.enc1.block.1.weight,0.7867351007567537,3.9184772998759145,0.20077571989039392
O2_s61_GN_L,100,core.enc1.block.1.bias,0.7421457487838475,0.15971262677585774,4.646756889330874
O2_s61_GN_L,100,core.enc1.block.4.weight,0.7114716444510627,3.892218183046886,0.18279336126375942
O2_s61_GN_L,100,core.enc1.block.4.bias,0.6455452500298334,0.09913268230899556,6.511931635398258
O2_s61_GN_L,100,core.enc2.block.1.weight,1.3008330710538791,5.256801220111418,0.24745715437691743
O2_s61_GN_L,100,core.enc2.block.1.bias,1.2897211820988996,0.16726219325797506,7.710775262343427
O2_s61_GN_L,100,core.enc2.block.4.weight,1.018354394871332,5.2016162541987425,0.19577653273620807
O2_s61_GN_L,100,core.enc2.block.4.bias,0.8478201629460391,0.17301541298894088,4.900258007650634
O2_s61_GN_L,100,core.enc3.block.1.weight,1.587156013587517,5.29892682643995,0.29952404808991057
O2_s61_GN_L,100,core.enc3.block.1.bias,1.1689887152351297,0.24274793743731174,4.815648394693423
O2_s61_GN_L,100,core.enc3.block.4.weight,1.4196010323904924,4.717747853946344,0.30090650800741964
O2_s61_GN_L,100,core.enc3.block.4.bias,1.2693581674347765,0.20729357548593114,6.123480500826843
O2_s61_GN_L,100,core.bottleneck.block.1.weight,1.4719890597808678,5.328577304999805,0.27624429102299036
O2_s61_GN_L,100,core.bottleneck.block.1.bias,0.8356260373080383,0.14375222635822876,5.812960664871156
O2_s61_GN_L,100,core.bottleneck.block.4.weight,2.235273000992173,3.648033336901345,0.6127337100737197
O2_s61_GN_L,100,core.bottleneck.block.4.bias,0.683252057754818,0.06113713216554323,11.17572960250657
O2_s61_GN_L,100,core.decoder.dec3.merge.block.1.weight,1.54185965532632,3.721854325256326,0.41427189797927716
O2_s61_GN_L,100,core.decoder.dec3.merge.block.1.bias,0.7635727202357173,0.10079571446674564,7.57544826459496
O2_s61_GN_L,100,core.decoder.dec3.merge.block.4.weight,1.4189622843529366,4.634183900685483,0.30619464284597026
O2_s61_GN_L,100,core.decoder.dec3.merge.block.4.bias,0.9843793805292328,0.12134411274436079,8.112296165558966
O2_s61_GN_L,100,core.decoder.dec2.merge.block.1.weight,0.9848261448265069,5.119993927464358,0.19234908454554267
O2_s61_GN_L,100,core.decoder.dec2.merge.block.1.bias,0.9468135325954142,0.12826864699517382,7.3814884211808875
O2_s61_GN_L,100,core.decoder.dec2.merge.block.4.weight,1.5608911760091209,4.996457885300372,0.3123995462067794
O2_s61_GN_L,100,core.decoder.dec2.merge.block.4.bias,1.0714578031660063,0.11279519367702258,9.49914414114147
O2_s61_GN_L,100,core.decoder.dec1.merge.block.1.weight,1.2770460079246095,3.8816720567956784,0.32899379165452
O2_s61_GN_L,100,core.decoder.dec1.merge.block.1.bias,0.6872350863271569,0.08436279845455368,8.1461864579726
O2_s61_GN_L,100,core.decoder.dec1.merge.block.4.weight,2.077921966818181,4.0870273947516695,0.5084188986564003
O2_s61_GN_L,100,core.decoder.dec1.merge.block.4.bias,0.6582906238254009,0.1701196296419728,3.8695747528419497
O2_s61_GN_CIST_L,20,core.enc1.block.1.weight,0.35814710501914987,3.9184772998759145,0.09139956100562104
O2_s61_GN_CIST_L,20,core.enc1.block.1.bias,0.5550712315176853,0.15971262677585774,3.4754373697495926
O2_s61_GN_CIST_L,20,core.enc1.block.4.weight,0.44358422947531523,3.892218183046886,0.1139669485660927
O2_s61_GN_CIST_L,20,core.enc1.block.4.bias,0.3493445968030001,0.09913268230899556,3.524010333081643
O2_s61_GN_CIST_L,20,core.enc2.block.1.weight,0.6682066172200181,5.256801220111418,0.12711278004266163
O2_s61_GN_CIST_L,20,core.enc2.block.1.bias,0.6881947522355885,0.16726219325797506,4.114466866843953
O2_s61_GN_CIST_L,20,core.enc2.block.4.weight,0.6110840176262046,5.2016162541987425,0.11747964243477935
O2_s61_GN_CIST_L,20,core.enc2.block.4.bias,0.5631249294525418,0.17301541298894088,3.254767420568112
O2_s61_GN_CIST_L,20,core.enc3.block.1.weight,0.7911457317762012,5.29892682643995,0.1493030112868585
O2_s61_GN_CIST_L,20,core.enc3.block.1.bias,0.712159084357079,0.24274793743731174,2.933738971689471
O2_s61_GN_CIST_L,20,core.enc3.block.4.weight,0.7009491214591355,4.717747853946344,0.14857706328514342
O2_s61_GN_CIST_L,20,core.enc3.block.4.bias,0.8162142450307995,0.20729357548593114,3.937479698140454
O2_s61_GN_CIST_L,20,core.bottleneck.block.1.weight,1.053489057288938,5.328577304999805,0.19770550317444938
O2_s61_GN_CIST_L,20,core.bottleneck.block.1.bias,0.8057601065822064,0.14375222635822876,5.605200886240622
O2_s61_GN_CIST_L,20,core.bottleneck.block.4.weight,2.0250544456639865,3.648033336901345,0.5551085362021599
O2_s61_GN_CIST_L,20,core.bottleneck.block.4.bias,0.5448921134064091,0.06113713216554323,8.912621415263395
O2_s61_GN_CIST_L,20,core.decoder.dec3.merge.block.1.weight,1.2034344182189984,3.721854325256326,0.32334269776561375
O2_s61_GN_CIST_L,20,core.decoder.dec3.merge.block.1.bias,0.49947892362080515,0.10079571446674564,4.955358729914975
O2_s61_GN_CIST_L,20,core.decoder.dec3.merge.block.4.weight,1.1768452630405053,4.634183900685483,0.2539487616938179
O2_s61_GN_CIST_L,20,core.decoder.dec3.merge.block.4.bias,0.7908726100953266,0.12134411274436079,6.517601820217527
O2_s61_GN_CIST_L,20,core.decoder.dec2.merge.block.1.weight,0.5337321570301143,5.119993927464358,0.10424468555853182
O2_s61_GN_CIST_L,20,core.decoder.dec2.merge.block.1.bias,0.5047842567986144,0.12826864699517382,3.9353674387600517
O2_s61_GN_CIST_L,20,core.decoder.dec2.merge.block.4.weight,0.9098654387826076,4.996457885300372,0.18210209305665132
O2_s61_GN_CIST_L,20,core.decoder.dec2.merge.block.4.bias,0.5756741942248913,0.11279519367702258,5.103712094978754
O2_s61_GN_CIST_L,20,core.decoder.dec1.merge.block.1.weight,0.7962750255661831,3.8816720567956784,0.2051371197554253
O2_s61_GN_CIST_L,20,core.decoder.dec1.merge.block.1.bias,0.2897180851011312,0.08436279845455368,3.43419244511196
O2_s61_GN_CIST_L,20,core.decoder.dec1.merge.block.4.weight,1.0844801420800683,4.0870273947516695,0.265346922673603
O2_s61_GN_CIST_L,20,core.decoder.dec1.merge.block.4.bias,0.17066634391706018,0.1701196296419728,1.00321370482782
O2_s61_GN_CIST_L,20,transport.mlp.0.weight,0.5307442175903276,3.3163877596836024,0.16003684009524957
O2_s61_GN_CIST_L,20,transport.mlp.0.bias,0.060134211802917226,0.7555663563423044,0.07958826024761989
O2_s61_GN_CIST_L,20,transport.mlp.2.weight,1.1623964919047247,0.0,
O2_s61_GN_CIST_L,20,transport.mlp.2.bias,0.16407403289262062,0.0,
O2_s61_GN_CIST_L,100,core.enc1.block.1.weight,0.6302651964901302,3.9184772998759145,0.1608444169142153
