arm,baseline,metric,scope,order,seed,delta,sample_SD
GN_L,ISO_COND_L,Final,seed_order_average,both,63,-0.001318012071185759,
GN_L,ISO_COND_L,Final,overall,both,,0.0061851692855706035,0.00890471403940906
GN_L,ISO_COND_L,Incoming,seed_order,O1,61,0.13366062798354128,
GN_L,ISO_COND_L,Incoming,seed_order,O1,62,0.08068801745716092,
GN_L,ISO_COND_L,Incoming,seed_order,O1,63,0.14052579291251754,
GN_L,ISO_COND_L,Incoming,seed_order,O2,61,0.042018044926115605,
GN_L,ISO_COND_L,Incoming,seed_order,O2,62,0.06697531773217558,
GN_L,ISO_COND_L,Incoming,seed_order,O2,63,0.0342927446402036,
GN_L,ISO_COND_L,Incoming,seed_order_average,both,61,0.08783933645482844,
GN_L,ISO_COND_L,Incoming,seed_order_average,both,62,0.07383166759466825,
GN_L,ISO_COND_L,Incoming,seed_order_average,both,63,0.08740926877636057,
GN_L,ISO_COND_L,Incoming,overall,both,,0.08302675760861909,0.007966084347124973
GN_L,ISO_COND_L,Old,seed_order,O1,61,-0.13184824284288965,
GN_L,ISO_COND_L,Old,seed_order,O1,62,-0.16699768040163637,
GN_L,ISO_COND_L,Old,seed_order,O1,63,-0.10098452460736529,
GN_L,ISO_COND_L,Old,seed_order,O2,61,-0.02843765366339185,
GN_L,ISO_COND_L,Old,seed_order,O2,62,0.08343564852051483,
GN_L,ISO_COND_L,Old,seed_order,O2,63,-0.07910606123009878,
GN_L,ISO_COND_L,Old,seed_order_average,both,61,-0.08014294825314075,
GN_L,ISO_COND_L,Old,seed_order_average,both,62,-0.04178101594056077,
GN_L,ISO_COND_L,Old,seed_order_average,both,63,-0.09004529291873203,
GN_L,ISO_COND_L,Old,overall,both,,-0.07065641903747785,0.02549226913156472
GN_L,ISO_COND_L,Forget,seed_order,O1,61,0.13184824284288965,
GN_L,ISO_COND_L,Forget,seed_order,O1,62,0.16699768040163637,
GN_L,ISO_COND_L,Forget,seed_order,O1,63,0.10098452460736529,
GN_L,ISO_COND_L,Forget,seed_order,O2,61,0.02843765366339185,
GN_L,ISO_COND_L,Forget,seed_order,O2,62,-0.08343564852051483,
GN_L,ISO_COND_L,Forget,seed_order,O2,63,0.07910606123009878,
GN_L,ISO_COND_L,Forget,seed_order_average,both,61,0.08014294825314075,
GN_L,ISO_COND_L,Forget,seed_order_average,both,62,0.04178101594056077,
GN_L,ISO_COND_L,Forget,seed_order_average,both,63,0.09004529291873203,
GN_L,ISO_COND_L,Forget,overall,both,,0.07065641903747785,0.02549226913156472
GN_CIST_L,ISO_COND_L,Final,seed_order,O1,61,-0.018701318880665285,
GN_CIST_L,ISO_COND_L,Final,seed_order,O1,62,-0.018737487153618004,
GN_CIST_L,ISO_COND_L,Final,seed_order,O1,63,0.008778600680571458,
GN_CIST_L,ISO_COND_L,Final,seed_order,O2,61,0.028382786775860036,
GN_CIST_L,ISO_COND_L,Final,seed_order,O2,62,0.06504315160167223,
GN_CIST_L,ISO_COND_L,Final,seed_order,O2,63,0.014122224459250432,
GN_CIST_L,ISO_COND_L,Final,seed_order_average,both,61,0.004840733947597375,
GN_CIST_L,ISO_COND_L,Final,seed_order_average,both,62,0.023152832224027114,
GN_CIST_L,ISO_COND_L,Final,seed_order_average,both,63,0.011450412569910945,
GN_CIST_L,ISO_COND_L,Final,overall,both,,0.013147992913845144,0.009273325729720113
GN_CIST_L,ISO_COND_L,Incoming,seed_order,O1,61,0.10341025484746613,
GN_CIST_L,ISO_COND_L,Incoming,seed_order,O1,62,0.10068741898895495,
GN_CIST_L,ISO_COND_L,Incoming,seed_order,O1,63,0.147634466305827,
GN_CIST_L,ISO_COND_L,Incoming,seed_order,O2,61,0.0379655068212813,
GN_CIST_L,ISO_COND_L,Incoming,seed_order,O2,62,0.06560007463642992,
GN_CIST_L,ISO_COND_L,Incoming,seed_order,O2,63,0.06893176062853723,
GN_CIST_L,ISO_COND_L,Incoming,seed_order_average,both,61,0.07068788083437372,
GN_CIST_L,ISO_COND_L,Incoming,seed_order_average,both,62,0.08314374681269243,
GN_CIST_L,ISO_COND_L,Incoming,seed_order_average,both,63,0.10828311346718211,
GN_CIST_L,ISO_COND_L,Incoming,overall,both,,0.08737158037141608,0.01915088278980757
GN_CIST_L,ISO_COND_L,Old,seed_order,O1,61,-0.1408128926087967,
GN_CIST_L,ISO_COND_L,Old,seed_order,O1,62,-0.13816239329619096,
GN_CIST_L,ISO_COND_L,Old,seed_order,O1,63,-0.1300772649446842,
GN_CIST_L,ISO_COND_L,Old,seed_order,O2,61,0.01880006673043877,
GN_CIST_L,ISO_COND_L,Old,seed_order,O2,62,0.06448622856691466,
GN_CIST_L,ISO_COND_L,Old,seed_order,O2,63,-0.04068731171003631,
GN_CIST_L,ISO_COND_L,Old,seed_order_average,both,61,-0.06100641293917897,
GN_CIST_L,ISO_COND_L,Old,seed_order_average,both,62,-0.03683808236463815,
GN_CIST_L,ISO_COND_L,Old,seed_order_average,both,63,-0.08538228832736025,
GN_CIST_L,ISO_COND_L,Old,overall,both,,-0.06107559454372579,0.02427217692562004
GN_CIST_L,ISO_COND_L,Forget,seed_order,O1,61,0.1408128926087967,
GN_CIST_L,ISO_COND_L,Forget,seed_order,O1,62,0.13816239329619096,
GN_CIST_L,ISO_COND_L,Forget,seed_order,O1,63,0.1300772649446842,
GN_CIST_L,ISO_COND_L,Forget,seed_order,O2,61,-0.01880006673043877,
GN_CIST_L,ISO_COND_L,Forget,seed_order,O2,62,-0.06448622856691466,
GN_CIST_L,ISO_COND_L,Forget,seed_order,O2,63,0.04068731171003631,
GN_CIST_L,ISO_COND_L,Forget,seed_order_average,both,61,0.06100641293917897,
GN_CIST_L,ISO_COND_L,Forget,seed_order_average,both,62,0.03683808236463815,
GN_CIST_L,ISO_COND_L,Forget,seed_order_average,both,63,0.08538228832736025,
GN_CIST_L,ISO_COND_L,Forget,overall,both,,0.06107559454372579,0.02427217692562004
