scope,class_id,is_background,pixel_count,old_accuracy,nonfinite_count,hidden_gt_usage,static_kl,static_top1_agreement,static_margin_agreement,static_accuracy,static_margin,static_entropy,global_kl,global_top1_agreement,global_margin_agreement,global_accuracy,global_margin,global_entropy,class_kl,class_top1_agreement,class_margin_agreement,class_accuracy,class_margin,class_entropy,class_kl_reduction_fraction_vs_static,class_top1_minus_static,class_margin_agreement_minus_static,seed,transition,old_site_id,current_site_id,old_margin,old_entropy,class_accuracy_minus_static,class_margin_minus_static
previous_fidelity,ALL,False,921600,0.9751519097222222,0,post_hoc_visible_previous_val_only,3.873935072157118,0.069453125,0.8766945139567057,0.06902018229166666,0.8777625168694391,0.2366099421183268,3.9678204006618922,0.0644921875,0.8950304667154948,0.06404188368055555,0.8939685164557563,0.2117654906378852,0.14105612675348916,0.9590104166666666,0.9671908060709635,0.9544498697916667,0.9719457117716471,0.03728909783893161,0.9635884122665626,0.8895572916666666,0.0904962921142578,2,REFUGE->RIM_ONE_r3,REFUGE,RIM_ONE_r3,,,,
previous_fidelity,0,True,815841,0.9937095586027179,0,post_hoc_visible_previous_val_only,4.1777956734216595,0.007452432520552411,0.8960090171713913,0.006609130945858323,0.8934854780986736,0.22527807482554812,4.317229609537888,0.006350502119898362,0.9234626231359726,0.006584616365198611,0.9212912417600366,0.1836463097157948,0.032743314044930895,0.9936629808994645,0.9937997957207655,0.9990292226058755,0.9975944971967577,0.004907157546040273,0.9921625381889216,0.9862105483789121,0.09779077854937424,2,REFUGE->RIM_ONE_r3,REFUGE,RIM_ONE_r3,,,,
previous_fidelity,1,False,77567,0.8404089367901298,0,post_hoc_visible_previous_val_only,1.0238884851790429,0.6358889734036381,0.71465123277749,0.6969458661544213,0.7262055804251284,0.36888787286817365,1.098386594537827,0.5541531836992536,0.6642440340890778,0.599932961181946,0.6593651701034469,0.47029900580657286,1.1785873438069066,0.6484716438691712,0.7425754490120234,0.5515231992986708,0.7626942077343216,0.3049177602357075,-0.15108955796178544,0.012582670465533075,0.02792421623453345,2,REFUGE->RIM_ONE_r3,REFUGE,RIM_ONE_r3,,,,
previous_fidelity,2,False,28192,0.8088464812712827,0,post_hoc_visible_previous_val_only,2.9221651638000696,0.3051929625425653,0.763600385148463,0.14745317820658344,0.839751463336923,0.20059272920909452,1.7512689519009714,0.399794267877412,0.7072213277914197,0.2523410896708286,0.7487674695814914,0.3141744318127497,0.42084646468535997,0.8106200340522134,0.8151637433470987,0.7729852440408627,0.8054335060509326,0.23803263219341922,0.8559812874717598,0.505427071509648,0.05156335819863578,2,REFUGE->RIM_ONE_r3,REFUGE,RIM_ONE_r3,,,,
current_safety,ALL,False,516096,0.9281141493055556,0,post_hoc_current_train_labeled_and_val_only,,,,0.05684601314484127,0.9164546784900484,0.16765059365166557,,,,,,,,,,0.9668472532242064,0.9805884815397716,0.025930384321818278,,,,2,REFUGE->RIM_ONE_r3,REFUGE,RIM_ONE_r3,0.9763326115078397,0.030392115669591085,0.9100012400793651,0.06413380304972327
current_safety,0,True,465181,0.9601832405020841,0,post_hoc_current_train_labeled_and_val_only,,,,0.019177481453455752,0.9363931139841266,0.15060497054002905,,,,,,,,,,0.9953480473192156,0.9960307159001013,0.005993405139302674,,,,2,REFUGE->RIM_ONE_r3,REFUGE,RIM_ONE_r3,0.9869705916554524,0.017094539463473793,0.9761705658657598,0.05963760191597467
current_safety,1,False,36285,0.5186440677966102,0,post_hoc_current_train_labeled_and_val_only,,,,0.5082816590877773,0.715286325110669,0.34363618040932464,,,,,,,,,,0.7257820035827477,0.8443232342479675,0.20367727018148427,,,,2,REFUGE->RIM_ONE_r3,REFUGE,RIM_ONE_r3,0.8555022272407244,0.17973296475735712,0.21750034449497035,0.12903690913729848
current_safety,2,False,14630,0.9239917976760083,0,post_hoc_current_train_labeled_and_val_only,,,,0.13492822966507176,0.7814182346680355,0.27316410484496484,,,,,,,,,,0.65850991114149,0.8275437663372298,0.2190102361443103,,,,2,REFUGE->RIM_ONE_r3,REFUGE,RIM_ONE_r3,0.9377641908615644,0.08281498665852002,0.5235816814764183,0.04612553166919431
previous_fidelity,ALL,False,368640,0.9576551649305556,0,post_hoc_visible_previous_val_only,9.15458246866862,0.02438422309027778,0.9553616947597927,0.025724283854166665,0.965149466196696,0.0494312948650784,6.336144468519422,0.03576388888888889,0.9236834632025824,0.03701443142361111,0.924467839135064,0.1368112047513326,0.27507408724890814,0.9409369574652777,0.9630404790242513,0.9431423611111112,0.9721245659722222,0.04190198580423991,0.9699523065972321,0.916552734375,0.00767878426445856,2,RIM_ONE_r3->Drishti_GS,RIM_ONE_r3,Drishti_GS,,,,
previous_fidelity,0,True,331483,0.9887113366296311,0,post_hoc_visible_previous_val_only,9.770766619253475,0.002087588202109912,0.98366146298415,0.0005550812560523466,0.9902305863913081,0.015854567296814618,6.615550703203483,0.006066676119137331,0.9414613173978756,0.001448038059266991,0.937412025324451,0.12230338484906277,0.08577339815267676,0.9765508336777452,0.9823584526299237,0.9725928629824154,0.9841201203191415,0.02718918724922121,0.9912214259642986,0.9744632454756353,-0.0013030103542263083,2,RIM_ONE_r3->Drishti_GS,RIM_ONE_r3,Drishti_GS,,,,
