arm,Final,Old,Incoming,Forget
A0,0.0,0.0,0.0,0.0
A1,0.0020310956185487505,-0.0016927735095317864,0.009478833874743131,0.001692773509534562
A2,-1.8606901758191463,-2.79101140178446,-4.7723888507711365e-05,2.7910114017844627
A3,-1.8185928893054815,-2.735935238835474,0.016091809754570363,2.7359352388354767
A4,-1.8293913016515173,-2.752610551640833,0.017047198327146962,2.7526105516408355
A5,-1.8255490022095922,-2.7457926775682373,0.014938348507720356,2.7457926775682457
