order,domain,A0,A5,delta_pp
1,REFUGE,0.7177312025342375,0.6961253142985908,-2.1605888235646686
1,RIM_ONE_r3,0.5634131274778689,0.48401120954660776,-7.940191793126111
1,Drishti_GS,0.7239753672927911,0.7373029193019627,1.3327552009171573
2,REFUGE,0.7056618644732247,0.7207294260450592,1.5067561571834531
2,Drishti_GS,0.5208012317634302,0.49690976925577374,-2.389146250765645
2,RIM_ONE_r3,0.7132125860799099,0.7001838010408926,-1.3028785039017277
