kind,seed,domain,arm,epoch,class_id,steps,accepted,raw_loss_contribution,weighted_loss_contribution,SCE,target_entropy,KL,local_logit_gradient_norm,unit,mode,grouping,stratum,candidate,n_patients,n_draws,n_permutation_rows,patient_mean_accepted,n_patients_defined_accepted,pooled_accepted,patient_mean_direction_conflict_count,n_patients_defined_direction_conflict_count,patient_mean_geometry_loss_denominator,n_patients_defined_geometry_loss_denominator,patient_mean_lambda_cons,n_patients_defined_lambda_cons,patient_mean_raw_cosine_GT_mean,n_patients_defined_raw_cosine_GT_mean,patient_mean_raw_cosine_defined,n_patients_defined_raw_cosine_defined,patient_mean_raw_dot_GT_mean,n_patients_defined_raw_dot_GT_mean,patient_mean_raw_pixel_logit_norm_mean,n_patients_defined_raw_pixel_logit_norm_mean,patient_mean_weighted_cosine_GT_mean,n_patients_defined_weighted_cosine_GT_mean,patient_mean_weighted_cosine_defined,n_patients_defined_weighted_cosine_defined,patient_mean_weighted_dot_GT_sum,n_patients_defined_weighted_dot_GT_sum,patient_mean_weighted_local_logit_norm,n_patients_defined_weighted_local_logit_norm
actual_training,31,Drishti_GS,J_MSE,21,0,21,4983340,0.009427692246759241,0.00023569230616898098,0.361814294947232,0.3291516099088629,0.032662685038369166,8.603477718803504e-06,accepted summed; per-batch contributions summed over epoch; divide by steps for mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actual_training,31,Drishti_GS,J_MSE,21,1,21,339828,0.03287108168765038,0.0008217770421912595,0.5214297400325765,0.44749172328187253,0.07393801675070401,1.634511594480071e-05,accepted summed; per-batch contributions summed over epoch; divide by steps for mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actual_training,31,Drishti_GS,J_MSE,21,2,21,419131,0.010047118269596292,0.0002511779567399073,0.29721785979573784,0.2638101420165976,0.03340771777914037,9.770932742035931e-06,accepted summed; per-batch contributions summed over epoch; divide by steps for mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actual_training,31,Drishti_GS,J_MSE,22,0,21,4977080,0.029139624902982206,0.0014569812451491106,0.37225881398807464,0.3074862942259517,0.06477251976212299,2.4201869592539677e-05,accepted summed; per-batch contributions summed over epoch; divide by steps for mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actual_training,31,Drishti_GS,J_MSE,22,1,21,352200,0.020634328116517536,0.0010317164058258773,0.5064484611751018,0.4501231008930275,0.05632536028207426,2.7710682201915493e-05,accepted summed; per-batch contributions summed over epoch; divide by steps for mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actual_training,31,Drishti_GS,J_MSE,22,2,21,417788,0.011825394729527167,0.0005912697364763584,0.2775191566359972,0.24499758243997305,0.03252157419602412,2.1946078687528176e-05,accepted summed; per-batch contributions summed over epoch; divide by steps for mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actual_training,31,Drishti_GS,J_MSE,23,0,21,4978438,0.009922929444882293,0.0007442197083661722,0.3209891213230767,0.2919437836914377,0.02904533763163899,2.6730457220156816e-05,accepted summed; per-batch contributions summed over epoch; divide by steps for mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actual_training,31,Drishti_GS,J_MSE,23,1,21,364081,0.01549222267294418,0.0011619167004708131,0.49281775667424466,0.4402492985119767,0.052568458162268114,3.3351618055700775e-05,accepted summed; per-batch contributions summed over epoch; divide by steps for mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actual_training,31,Drishti_GS,J_MSE,23,2,21,425921,0.010465506186201437,0.0007849129639651078,0.2681875570679349,0.2398755587581352,0.028311998309799656,3.212083157228598e-05,accepted summed; per-batch contributions summed over epoch; divide by steps for mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actual_training,31,Drishti_GS,J_MSE,24,0,21,4980790,0.012174813810653815,0.0012174813810653816,0.31189319747616395,0.280273211670205,0.0316199858059589,4.1032731333243886e-05,accepted summed; per-batch contributions summed over epoch; divide by steps for mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actual_training,31,Drishti_GS,J_MSE,24,1,21,352282,0.02916056955440039,0.0029160569554400385,0.46387458808987725,0.39806114266673354,0.06581344542314366,7.363730249445292e-05,accepted summed; per-batch contributions summed over epoch; divide by steps for mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actual_training,31,Drishti_GS,J_MSE,24,2,21,430787,0.012041646804574554,0.0012041646804574553,0.28316721287242946,0.2424609330481274,0.040706279824302076,3.926574266638985e-05,accepted summed; per-batch contributions summed over epoch; divide by steps for mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actual_training,31,Drishti_GS,J_MSE,25,0,21,4977212,0.00906590326140136,0.00113323790767517,0.28884529286856625,0.26444523384756913,0.024400059020997105,4.96029371329359e-05,accepted summed; per-batch contributions summed over epoch; divide by steps for mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actual_training,31,Drishti_GS,J_MSE,25,1,21,368593,0.014439448759690951,0.001804931094961369,0.43813415174275894,0.3989678202364346,0.039166331506324294,6.690710395976941e-05,accepted summed; per-batch contributions summed over epoch; divide by steps for mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
