epoch,domain,arm,seed,head_mode,model,n_cases,n_evaluable,background_dice,rim_dice,cup_dice,macro_fg_dice,evaluable_only_background_dice,evaluable_only_rim_dice,evaluable_only_cup_dice,evaluable_only_macro_fg_dice
100,Drishti_GS,J_MSE,31,raw_linear3_same_geometry,student,25,25,0.9845044263325643,0.663768168058407,0.7499771907776445,0.7068726794180259,0.9845044263325643,0.663768168058407,0.7499771907776445,0.7068726794180259
100,Drishti_GS,J_SCE,31,raw_linear3_same_geometry,student,25,25,0.9829770422576768,0.6589519057810334,0.7521636470625637,0.7055577764217985,0.9829770422576768,0.6589519057810334,0.7521636470625637,0.7055577764217985
100,Drishti_GS,SUP,31,raw_linear3_same_geometry,student,25,25,0.984596770702296,0.6809909026909942,0.7439032715683104,0.7124470871296523,0.984596770702296,0.6809909026909942,0.7439032715683104,0.7124470871296523
100,Drishti_GS,T_MSE,31,raw_linear3_same_geometry,student,25,25,0.9833604577857674,0.6545760095518116,0.743699448018928,0.6991377287853696,0.9833604577857674,0.6545760095518116,0.743699448018928,0.6991377287853696
100,Drishti_GS,T_SCE,31,raw_linear3_same_geometry,student,25,25,0.9824955938604124,0.6530175102390762,0.7547992214985496,0.7039083658688129,0.9824955938604124,0.6530175102390762,0.7547992214985496,0.7039083658688129
100,RIM_ONE_r3,J_MSE,31,raw_linear3_same_geometry,student,40,40,0.9880227653409722,0.7234818087843402,0.6698595097160439,0.696670659250192,0.9880227653409722,0.7234818087843402,0.6698595097160439,0.696670659250192
100,RIM_ONE_r3,J_SCE,31,raw_linear3_same_geometry,student,40,40,0.9895203067822738,0.7353104426655465,0.6670397868087827,0.7011751147371647,0.9895203067822738,0.7353104426655465,0.6670397868087827,0.7011751147371647
100,RIM_ONE_r3,SUP,31,raw_linear3_same_geometry,student,40,40,0.9876508222992968,0.7341314700542304,0.6708084218465699,0.7024699459504001,0.9876508222992968,0.7341314700542304,0.6708084218465699,0.7024699459504001
100,RIM_ONE_r3,T_MSE,31,raw_linear3_same_geometry,student,40,40,0.989042217267819,0.7304621735516064,0.6774967393569111,0.7039794564542587,0.989042217267819,0.7304621735516064,0.6774967393569111,0.7039794564542587
100,RIM_ONE_r3,T_SCE,31,raw_linear3_same_geometry,student,40,40,0.9893938904348651,0.7345559481830506,0.6737814882860521,0.7041687182345513,0.9893938904348651,0.7345559481830506,0.6737814882860521,0.7041687182345513
