task_id,seed,order,arm,domain,role,n_patients,n_evaluable,background_dice,rim_dice,cup_dice,macro_fg_dice
O2_s63_DPR_L,63,O2,DPR_L,Drishti_GS,old,25,25,0.9655226873978547,0.4272085254545735,0.5054634359530472,0.4663359807038104
O2_s63_DPR_L,63,O2,DPR_L,RIM_ONE_r3,current,40,40,0.9880142865227752,0.7094733358135492,0.6546545024820354,0.6820639191477923
O1_s61_DPR_FINITE_U,61,O1,DPR_FINITE_U,RIM_ONE_r3,old,40,40,0.9750965247836418,0.5454774806732682,0.5966883565403368,0.5710829186068025
O1_s61_DPR_FINITE_U,61,O1,DPR_FINITE_U,Drishti_GS,current,25,25,0.9886613611088784,0.6929898437880163,0.7228377441369385,0.7079137939624774
O1_s61_DPR_FINITE_SIGN_U,61,O1,DPR_FINITE_SIGN_U,RIM_ONE_r3,old,40,40,0.9754307929684176,0.5566065358918515,0.6109640883072563,0.5837853120995538
O1_s61_DPR_FINITE_SIGN_U,61,O1,DPR_FINITE_SIGN_U,Drishti_GS,current,25,25,0.9891653806779999,0.7089692523837664,0.7361234540245059,0.722546353204136
O2_s61_DPR_FINITE_U,61,O2,DPR_FINITE_U,Drishti_GS,old,25,25,0.9582730703771261,0.3470459392984682,0.5066825933352194,0.4268642663168438
O2_s61_DPR_FINITE_U,61,O2,DPR_FINITE_U,RIM_ONE_r3,current,40,40,0.9899392480111523,0.7543806914453363,0.6974158409033836,0.72589826617436
O2_s61_DPR_FINITE_SIGN_U,61,O2,DPR_FINITE_SIGN_U,Drishti_GS,old,25,25,0.9558498485228987,0.37493538057584425,0.4489796715234352,0.4119575260496397
O2_s61_DPR_FINITE_SIGN_U,61,O2,DPR_FINITE_SIGN_U,RIM_ONE_r3,current,40,40,0.9887210370147935,0.7428922856238251,0.6996347717234463,0.7212635286736357
O1_s62_DPR_FINITE_U,62,O1,DPR_FINITE_U,RIM_ONE_r3,old,40,40,0.9717932962287421,0.49877547809675277,0.53551975117782,0.5171476146372864
O1_s62_DPR_FINITE_U,62,O1,DPR_FINITE_U,Drishti_GS,current,25,25,0.9873826428619056,0.6977135058038987,0.735386071216491,0.7165497885101948
O1_s62_DPR_FINITE_SIGN_U,62,O1,DPR_FINITE_SIGN_U,RIM_ONE_r3,old,40,40,0.9710985006829954,0.5146416873480707,0.5501084808368187,0.5323750840924447
O1_s62_DPR_FINITE_SIGN_U,62,O1,DPR_FINITE_SIGN_U,Drishti_GS,current,25,25,0.9880326354479382,0.703567958310547,0.7479784087046966,0.7257731835076217
O2_s62_DPR_FINITE_U,62,O2,DPR_FINITE_U,Drishti_GS,old,25,25,0.9616064990231848,0.36405340310805145,0.48218490160275157,0.4231191523554015
O2_s62_DPR_FINITE_U,62,O2,DPR_FINITE_U,RIM_ONE_r3,current,40,40,0.9895450533686383,0.7334000811100223,0.6695795077179995,0.7014897944140108
O2_s62_DPR_FINITE_SIGN_U,62,O2,DPR_FINITE_SIGN_U,Drishti_GS,old,25,25,0.9684878636458669,0.46950864831145794,0.527797233513658,0.4986529409125581
O2_s62_DPR_FINITE_SIGN_U,62,O2,DPR_FINITE_SIGN_U,RIM_ONE_r3,current,40,40,0.9897003872073367,0.7486609986509676,0.6645863859653356,0.7066236923081516
O1_s63_DPR_FINITE_U,63,O1,DPR_FINITE_U,RIM_ONE_r3,old,40,40,0.9653157369383585,0.4788080112350411,0.5100230921029993,0.4944155516690202
O1_s63_DPR_FINITE_U,63,O1,DPR_FINITE_U,Drishti_GS,current,25,25,0.9859506461646939,0.6920685876181807,0.7583934109199538,0.7252309992690672
O1_s63_DPR_FINITE_SIGN_U,63,O1,DPR_FINITE_SIGN_U,RIM_ONE_r3,old,40,40,0.967149551932877,0.4809514784677466,0.5305657562189628,0.5057586173433547
O1_s63_DPR_FINITE_SIGN_U,63,O1,DPR_FINITE_SIGN_U,Drishti_GS,current,25,25,0.9850266394698379,0.6985235779905237,0.7671953490737282,0.7328594635321259
O2_s63_DPR_FINITE_U,63,O2,DPR_FINITE_U,Drishti_GS,old,25,25,0.9632374021393032,0.42845687090248874,0.44232201468829735,0.4353894427953931
O2_s63_DPR_FINITE_U,63,O2,DPR_FINITE_U,RIM_ONE_r3,current,40,40,0.9880388495170853,0.7090580851241937,0.641521587335102,0.6752898362296478
O2_s63_DPR_FINITE_SIGN_U,63,O2,DPR_FINITE_SIGN_U,Drishti_GS,old,25,25,0.967597470246049,0.47253407634781835,0.5359634479942108,0.5042487621710146
O2_s63_DPR_FINITE_SIGN_U,63,O2,DPR_FINITE_SIGN_U,RIM_ONE_r3,current,40,40,0.987972582008457,0.7124691196484575,0.6744893844614696,0.6934792520549635
