arm,Final,Incoming,Old,Forget,Final_seed_SD,Incoming_seed_SD,Old_seed_SD,Forget_seed_SD
DPR_FINITE_U,0.5933659520783755,0.7087287464266264,0.47800315773012453,0.20681553637988467,0.013096983988121504,0.008326621930808891,0.018348293991660568,0.012259856727433127
DPR_FINITE_SIGN_U,0.6116103096624333,0.7170909122134391,0.5061297071114276,0.17868898699858163,0.003698852832368285,0.004435649446455974,0.00887503307188927,0.025657256545254217
DPR_U,0.6071477816486452,0.7157376046852222,0.49855795861206853,0.18626073549794073,0.00397510611288937,0.008846905438201885,0.009022449758932141,0.027578347246136514
RESPONSE_U,0.6049556027726389,0.7182561171106436,0.49165508843463424,0.19316360567537502,0.011735086087760575,0.005241707822788981,0.020635533011025678,0.028554823657831747
DPR_L,0.6025821546139786,0.7152808694841326,0.4898834397438246,0.19493525436618464,0.0031334113177583062,0.007086138467777577,0.0009623449048539667,0.023193782397424284
F_FULL,0.6001446489097524,0.7180769807011003,0.4822123171184045,0.2026063769916047,0.021018892397414148,0.008664638095723194,0.033499901317032524,0.03644254276258535
F_CONV,0.606878742503775,0.7196766584236701,0.4940808265838801,0.19073786752612917,0.015824867677824567,0.002348003397645524,0.029345024001035575,0.02627301387533794
STATIC_SOURCE,0.5516194454745272,0.41842019683904524,0.6848186941100093,0.0,0.022414635382823945,0.023701211463583637,0.022281616771881473,0.0
