arm,baseline,metric,scope,order,seed,delta,sample_SD
DPR_FINITE_U,F_CONV,Final,seed_order,O1,61,-0.014235049574829794,
DPR_FINITE_U,F_CONV,Final,seed_order,O1,62,-0.014063863201500548,
DPR_FINITE_U,F_CONV,Final,seed_order,O1,63,-0.013382497375427516,
DPR_FINITE_U,F_CONV,Final,seed_order,O2,61,-0.018281815638350296,
DPR_FINITE_U,F_CONV,Final,seed_order,O2,62,0.006869166768510793,
DPR_FINITE_U,F_CONV,Final,seed_order,O2,63,-0.0279826835308008,
DPR_FINITE_U,F_CONV,Final,seed_order_average,both,61,-0.016258432606590045,
DPR_FINITE_U,F_CONV,Final,seed_order_average,both,62,-0.003597348216494878,
DPR_FINITE_U,F_CONV,Final,seed_order_average,both,63,-0.020682590453114158,
DPR_FINITE_U,F_CONV,Final,overall,both,,-0.013512790425399693,0.008867372148011983
DPR_FINITE_U,F_CONV,Incoming,seed_order,O1,61,-0.016488092827958045,
DPR_FINITE_U,F_CONV,Incoming,seed_order,O1,62,-0.014329379403341225,
DPR_FINITE_U,F_CONV,Incoming,seed_order,O1,63,-0.00832235681779736,
DPR_FINITE_U,F_CONV,Incoming,seed_order,O2,61,0.006213260837538481,
DPR_FINITE_U,F_CONV,Incoming,seed_order,O2,62,-0.0023268402214489114,
DPR_FINITE_U,F_CONV,Incoming,seed_order,O2,63,-0.030434063549256152,
DPR_FINITE_U,F_CONV,Incoming,seed_order_average,both,61,-0.005137415995209782,
DPR_FINITE_U,F_CONV,Incoming,seed_order_average,both,62,-0.008328109812395068,
DPR_FINITE_U,F_CONV,Incoming,seed_order_average,both,63,-0.019378210183526756,
DPR_FINITE_U,F_CONV,Incoming,overall,both,,-0.010947911997043869,0.007473123670428491
DPR_FINITE_U,F_CONV,Old,seed_order,O1,61,-0.011982006321701544,
DPR_FINITE_U,F_CONV,Old,seed_order,O1,62,-0.013798346999659983,
DPR_FINITE_U,F_CONV,Old,seed_order,O1,63,-0.01844263793305767,
DPR_FINITE_U,F_CONV,Old,seed_order,O2,61,-0.04277689211423907,
DPR_FINITE_U,F_CONV,Old,seed_order,O2,62,0.016065173758470608,
DPR_FINITE_U,F_CONV,Old,seed_order,O2,63,-0.025531303512345338,
DPR_FINITE_U,F_CONV,Old,seed_order_average,both,61,-0.02737944921797031,
DPR_FINITE_U,F_CONV,Old,seed_order_average,both,62,0.0011334133794053125,
DPR_FINITE_U,F_CONV,Old,seed_order_average,both,63,-0.021986970722701504,
DPR_FINITE_U,F_CONV,Old,overall,both,,-0.0160776688537555,0.015147135696492323
DPR_FINITE_U,F_CONV,Forget,seed_order,O1,61,0.011982006321701544,
DPR_FINITE_U,F_CONV,Forget,seed_order,O1,62,0.013798346999659983,
DPR_FINITE_U,F_CONV,Forget,seed_order,O1,63,0.01844263793305767,
DPR_FINITE_U,F_CONV,Forget,seed_order,O2,61,0.04277689211423907,
DPR_FINITE_U,F_CONV,Forget,seed_order,O2,62,-0.016065173758470608,
DPR_FINITE_U,F_CONV,Forget,seed_order,O2,63,0.025531303512345338,
DPR_FINITE_U,F_CONV,Forget,seed_order_average,both,61,0.02737944921797031,
DPR_FINITE_U,F_CONV,Forget,seed_order_average,both,62,-0.0011334133794053125,
DPR_FINITE_U,F_CONV,Forget,seed_order_average,both,63,0.021986970722701504,
DPR_FINITE_U,F_CONV,Forget,overall,both,,0.0160776688537555,0.015147135696492323
DPR_FINITE_U,F_FULL,Final,seed_order,O1,61,-0.0010397979388145906,
DPR_FINITE_U,F_FULL,Final,seed_order,O1,62,0.008030551400733721,
DPR_FINITE_U,F_FULL,Final,seed_order,O1,63,-0.029895815552119176,
DPR_FINITE_U,F_FULL,Final,seed_order,O2,61,-0.020847572429574135,
DPR_FINITE_U,F_FULL,Final,seed_order,O2,62,0.016288125986281154,
DPR_FINITE_U,F_FULL,Final,seed_order,O2,63,-0.013207672454768837,
DPR_FINITE_U,F_FULL,Final,seed_order_average,both,61,-0.010943685184194363,
DPR_FINITE_U,F_FULL,Final,seed_order_average,both,62,0.012159338693507438,
DPR_FINITE_U,F_FULL,Final,seed_order_average,both,63,-0.021551744003444007,
DPR_FINITE_U,F_FULL,Final,overall,both,,-0.0067786968313769775,0.017237158122338586
DPR_FINITE_U,F_FULL,Incoming,seed_order,O1,61,-0.01770635857491365,
DPR_FINITE_U,F_FULL,Incoming,seed_order,O1,62,-0.006362445167923281,
DPR_FINITE_U,F_FULL,Incoming,seed_order,O1,63,-0.008175681572493598,
DPR_FINITE_U,F_FULL,Incoming,seed_order,O2,61,0.0020290668844822335,
DPR_FINITE_U,F_FULL,Incoming,seed_order,O2,62,0.007835875484690558,
DPR_FINITE_U,F_FULL,Incoming,seed_order,O2,63,-0.0337098627006861,
DPR_FINITE_U,F_FULL,Incoming,seed_order_average,both,61,-0.007838645845215708,
DPR_FINITE_U,F_FULL,Incoming,seed_order_average,both,62,0.0007367151583836384,
DPR_FINITE_U,F_FULL,Incoming,seed_order_average,both,63,-0.02094277213658985,
DPR_FINITE_U,F_FULL,Incoming,overall,both,,-0.009348234274473973,0.01091829589553892
DPR_FINITE_U,F_FULL,Old,seed_order,O1,61,0.01562676269728447,
DPR_FINITE_U,F_FULL,Old,seed_order,O1,62,0.022423547969390722,
