task_id,g_dot_d0,g_dot_candidate,g_dot_applied,sampled_linear_candidate_norm,sampled_linear_applied_norm,sampled_linear_candidate_ratio,pooled_raw_RMS,pooled_candidate_RMS,pooled_candidate_ratio,same_probe_raw_norm,same_probe_candidate_norm,same_probe_candidate_ratio,finite_raw_energy,finite_candidate_energy,finite_applied_energy,pooled_applied_RMS,same_probe_applied_norm,native_raw_RMS,native_raw_prediction_change,native_candidate_RMS,native_candidate_prediction_change,native_applied_RMS,native_applied_prediction_change,before_loss,raw_loss,candidate_loss,applied_loss,candidate_accepted,guard_rejected,degeneracy,scope,position,epoch,index
O1_s61_DPR_FINITE_U,-0.029769263085488447,-0.029769253697705785,-0.029769253697705785,0.005863795263545059,0.0058637947067693265,0.683693490467879,0.12226254255286358,0.09477013853629311,0.7751363300441477,6.1523719842156,4.223751789902368,0.686524124474063,0.014948129311490775,0.00898137915818819,0.00898137915818819,0.09477013853629311,4.223751789902368,0.12759585494984332,0.0034281413536518812,0.09986984163139045,0.003173828125,0.09986984163139045,0.003173828125,0.3228083901750385,0.30081519125245754,0.29950490261216456,0.29950490261216456,1,0,,A sampled linear / B same detached probes finite / C full pooled guard / D native-resolution diagnostic / E same LCTX; guard is not independent retention evidence,820,40,0
O1_s61_DPR_FINITE_U,-0.04363914993111121,-0.04363914408914273,-0.04363914408914273,0.0026780057363834484,0.0026780059301121256,0.8780189052103481,0.10666996000159071,0.09649951129634474,0.9046549871670121,4.997629180522928,4.391290528229309,0.8786747414840861,0.011378480366740962,0.009312155680433367,0.009312155680433367,0.09649951129634474,4.391290528229309,0.11261780270142603,0.00396728515625,0.10241034071440266,0.0034688313025981188,0.10241034071440266,0.0034688313025981188,0.3949999037434597,0.3584145186514872,0.35786361938862843,0.35786361938862843,1,0,,A sampled linear / B same detached probes finite / C full pooled guard / D native-resolution diagnostic / E same LCTX; guard is not independent retention evidence,1320,63,17
O1_s61_DPR_FINITE_U,-0.003468317659946882,-0.003468311322004154,-0.003468311322004154,0.0011866786928960158,0.0011866791788845395,0.6209958101939418,0.02937277106475625,0.021510651090416118,0.7323330523699304,1.3299796685440919,0.8260223619012292,0.6210789393536091,0.0008627596800225821,0.0004627081103336201,0.0004627081103336201,0.021510651090416118,0.8260223619012292,0.03165604051428072,0.0011393228778615594,0.02372786339101545,0.0007798936567269266,0.02372786339101545,0.0007798936567269266,0.15378783132784973,0.15063455810758347,0.15060076119640392,0.15060076119640392,1,0,,A sampled linear / B same detached probes finite / C full pooled guard / D native-resolution diagnostic / E same LCTX; guard is not independent retention evidence,1820,87,13
O1_s61_DPR_FINITE_SIGN_U,-0.03188703789538956,-0.03188703426599885,-0.03188703426599885,0.003007104240053095,0.0030071044433956804,0.7345383760134666,0.0831274309565691,0.07686087188463629,0.9246150277974204,0.3305989354686864,0.24348776409861272,0.7365049852729345,0.006910169777439162,0.005907593626866475,0.005907593626866475,0.07686087188463629,0.24348776409861272,0.08722522799719545,0.0027669270057231188,0.08080598919606698,0.0025634765625,0.08080598919606698,0.0025634765625,0.2830702095272688,0.27117741353952185,0.27170304213818985,0.27170304213818985,1,0,,A sampled linear / B same detached probes finite / C full pooled guard / D native-resolution diagnostic / E same LCTX; guard is not independent retention evidence,820,40,0
O1_s61_DPR_FINITE_SIGN_U,-0.046518030935835064,-0.04651804309006519,-0.04651804309006519,0.0014418733737835085,0.0014418730991336095,0.7808957671726435,0.11762769590081527,0.1138493182815541,0.9678785035248235,0.1776863695123019,0.13838693502946017,0.7788269601618436,0.013836274842934674,0.012961667273174611,0.012961667273174611,0.1138493182815541,0.13838693502946017,0.12445894865240476,0.00392998568713665,0.1210968003488042,0.00384521484375,0.1210968003488042,0.00384521484375,0.41930172905345087,0.379427058890665,0.37930237047967713,0.37930237047967713,1,0,,A sampled linear / B same detached probes finite / C full pooled guard / D native-resolution diagnostic / E same LCTX; guard is not independent retention evidence,1320,63,17
O1_s61_DPR_FINITE_SIGN_U,-0.007700138298062196,-0.007700150934014776,-0.007700138298062196,0.0002886480989073659,0.0003961444086889605,0.7286436273646937,0.04052032385092046,0.040893322777649704,1.0092052306418269,0.04729775529903552,0.03434759703622006,0.7261993052114349,0.0016418966449834736,0.0016722638477970442,0.0016418966449834736,0.04052032385092046,0.04729775529903552,0.043353957435005044,0.0012919107684865594,0.04373972742513057,0.0012885199394077063,0.043353957435005044,0.0012919107684865594,0.166274360440186,0.1590868589688812,0.15906412503191858,0.1590868589688812,0,1,,A sampled linear / B same detached probes finite / C full pooled guard / D native-resolution diagnostic / E same LCTX; guard is not independent retention evidence,1820,87,13
O2_s61_DPR_FINITE_U,-0.018329739752447158,-0.018329742598377143,-0.018329742598377143,0.0036970087459275965,0.0036970058791324415,0.608152195082148,0.08146576999194224,0.06537034368456678,0.8024271260313692,3.9415176461632724,2.4164166713122226,0.6130675765626461,0.006636671680380038,0.004273281833438379,0.004273281833438379,0.06537034368456678,2.4164166713122226,0.08666163399670533,0.00429619662463665,0.06996157738877315,0.0029364691581577063,0.06996157738877315,0.0029364691581577063,0.30811714175992566,0.29093490246813836,0.2905356153935368,0.2905356153935368,1,0,,A sampled linear / B same detached probes finite / C full pooled guard / D native-resolution diagnostic / E same LCTX; guard is not independent retention evidence,1249,40,0
O2_s61_DPR_FINITE_U,-0.021779041082886457,-0.021779035967371137,-0.021779035967371137,0.0034891500694591592,0.0034891481270366725,0.6324295895937712,0.060412531497398336,0.04191786988108009,0.6938605094356173,2.819793560496899,1.7859677385492896,0.63336825914113,0.003649673961924146,0.001757107815367161,0.001757107815367161,0.04191786988108009,1.7859677385492896,0.06341705495026635,0.0028279621619731188,0.045008124361573816,0.0017869737930595875,0.045008124361573816,0.0017869737930595875,0.22027826528498012,0.2018323542045491,0.20057985524227984,0.20057985524227984,1,0,,A sampled linear / B same detached probes finite / C full pooled guard / D native-resolution diagnostic / E same LCTX; guard is not independent retention evidence,1749,55,20
O2_s61_DPR_FINITE_U,-0.008666533960230953,-0.008666526165647729,-0.008666526165647729,0.0019015675973837463,0.0019015669686563994,0.5660151195677157,0.06328951281470653,0.046698374481668234,0.7378532778153567,3.3821271743232946,1.8999235188227173,0.5617540148243714,0.004005562432322902,0.0021807381792301227,0.0021807381792301227,0.046698374481668234,1.8999235188227173,0.0661741459864948,0.003078884445130825,0.049462442624867625,0.001980251632630825,0.049462442624867625,0.001980251632630825,0.19099943979986866,0.1839835677140771,0.18369911750883994,0.18369911750883994,1,0,,A sampled linear / B same detached probes finite / C full pooled guard / D native-resolution diagnostic / E same LCTX; guard is not independent retention evidence,2249,71,8
O2_s61_DPR_FINITE_U,-0.012235990604487535,-0.012235996267979875,-0.012235996267979875,0.00231222449236973,0.00231222361544306,0.5632154854728767,0.06553220121731324,0.04476013309481718,0.6830250207281579,3.437839439724217,1.9233130758867207,0.5594540145368188,0.004294469396386431,0.0020034695146657483,0.0020034695146657483,0.04476013309481718,1.9233130758867207,0.06809801788273709,0.002471923828125,0.04747018453652,0.0014411078300327063,0.04747018453652,0.0014411078300327063,0.2867944885459171,0.2747355188047554,0.27482900268413846,0.27482900268413846,1,0,,A sampled linear / B same detached probes finite / C full pooled guard / D native-resolution diagnostic / E same LCTX; guard is not independent retention evidence,2749,86,28
