seed,transition,variant,class_id,region,pixel_count,top1_top2_margin_abs_error,all_pair_margin_abs_error,margin_agreement,hidden_gt_usage
2,REFUGE->RIM_ONE_r3,global,1,boundary,22013,0.3453501633467475,0.693439899372317,0.6546498338805656,post_hoc_visible_previous_val_only
2,REFUGE->RIM_ONE_r3,global,1,interior,55554,0.33195429795520603,0.5087132338387116,0.6680457014954622,post_hoc_visible_previous_val_only
2,REFUGE->RIM_ONE_r3,global,2,all,28192,0.2927786651723907,0.753111141087925,0.7072213277914197,post_hoc_visible_previous_val_only
2,REFUGE->RIM_ONE_r3,global,2,boundary,7053,0.2714714770720696,0.7292625527846361,0.7285285213053455,post_hoc_visible_previous_val_only
2,REFUGE->RIM_ONE_r3,global,2,interior,21139,0.2998877828994939,0.761068193885099,0.7001122181832529,post_hoc_visible_previous_val_only
2,REFUGE->RIM_ONE_r3,class,ALL,all,921600,0.032809184789657594,0.056150278515285916,0.9671908060709635,post_hoc_visible_previous_val_only
2,REFUGE->RIM_ONE_r3,class,ALL,boundary,44105,0.23442903835883475,0.4606297059551603,0.7655709685604665,post_hoc_visible_previous_val_only
2,REFUGE->RIM_ONE_r3,class,ALL,interior,877495,0.022675287860547816,0.03582017494579741,0.9773247238944381,post_hoc_visible_previous_val_only
2,REFUGE->RIM_ONE_r3,class,0,all,815841,0.00620021514575934,0.009613532723902056,0.9937997957207655,post_hoc_visible_previous_val_only
2,REFUGE->RIM_ONE_r3,class,0,boundary,15039,0.1650198522943537,0.33503476897566326,0.8349801441544952,post_hoc_visible_previous_val_only
2,REFUGE->RIM_ONE_r3,class,0,interior,800802,0.003217594497586421,0.003502147042269385,0.9967824126430441,post_hoc_visible_previous_val_only
2,REFUGE->RIM_ONE_r3,class,1,all,77567,0.2574245604304182,0.47718478838254347,0.7425754490120234,post_hoc_visible_previous_val_only
2,REFUGE->RIM_ONE_r3,class,1,boundary,22013,0.26730596776043913,0.5661075221020853,0.7326940363985912,post_hoc_visible_previous_val_only
2,REFUGE->RIM_ONE_r3,class,1,interior,55554,0.25350909794956683,0.4419495874790744,0.7464908971064471,post_hoc_visible_previous_val_only
2,REFUGE->RIM_ONE_r3,class,2,all,28192,0.18483626423033628,0.2444378239072005,0.8151637433470987,post_hoc_visible_previous_val_only
2,REFUGE->RIM_ONE_r3,class,2,boundary,7053,0.2798175003179401,0.3992287816856662,0.720182491569135,post_hoc_visible_previous_val_only
2,REFUGE->RIM_ONE_r3,class,2,interior,21139,0.15314589751759836,0.1927920139875231,0.8468540963468367,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,static,ALL,all,368640,0.044638290007909136,1.2851069026523165,0.9553616947597927,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,static,ALL,boundary,16449,0.26732016435922684,1.04043131421363,0.7326798300749191,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,static,ALL,interior,352191,0.03423798518900034,1.2965344532512189,0.9657620194901346,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,static,0,all,331483,0.01633854033014608,1.3232098488082344,0.98366146298415,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,static,0,boundary,5638,0.24077767774372838,1.09663493415911,0.7592223222562716,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,static,0,interior,325845,0.012455135989875842,1.3271302546072519,0.9875448713153493,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,static,1,all,26442,0.32302993325456425,0.8582968553520441,0.6769700667454358,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,static,1,boundary,8187,0.28539011372712647,0.9746459424168079,0.7146099011831353,post_hoc_visible_previous_val_only
