family,seed,orders,Final,Old,Incoming,Forget,rim,cup,disc_union,Final_delta_vs_B0,summed_D_worker_hours
B0_PARENT_LCTX,162,2,0.6247122102505354,0.5835345781379326,0.707067474475741,0.18159464622591587,0.6210360044458544,0.6283884160552166,0.8524120378495832,0.0,1.0111063177718056
B3_PARENT_LCTX_DENSEG,162,2,0.6143219028617475,0.5731491616523599,0.6966673852805226,0.19348500140258412,0.6039541789212524,0.6246896268022425,0.8448310644191109,-0.010390307388787878,0.9983707365724775
B4_PARENT_PAS_KL_DENSEG_JOINT,162,2,0.6153371845424054,0.568714915919806,0.7085817217876038,0.19350355018537885,0.6088475203393374,0.6218268487454731,0.8560926007606672,-0.00937502570812998,1.3451496349440681
F1,162,2,0.6077550781344778,0.5581512016914054,0.7069628310206226,0.21506944830718114,0.6049154267314184,0.6105947295375372,0.8605214358510306,-0.01695713211605754,1.3068556994199754
F2,162,2,0.6164916715904697,0.5667186739458291,0.7160376668797508,0.19796840873022492,0.6053091969415666,0.6276741462393727,0.8611246841203916,-0.008220538660065668,4.0420679605669445
F3,162,2,0.6267617622763071,0.5846792081142187,0.7109268706004841,0.1842021891791066,0.631630736996643,0.6218927875559713,0.8592309715170218,0.002049552025771728,1.1096887927585177
F4,162,2,0.6155252475477475,0.5648963361287053,0.7167830703858322,0.20292913099240484,0.6107082305241079,0.6203422645713871,0.8655902072638509,-0.009186962702787849,0.922931043042077
F5,162,2,0.638665046524812,0.5962593295417867,0.7234764804908627,0.17028113099030565,0.6335430212808051,0.643787071768819,0.862199028327796,0.013952836274276681,0.980665115515391
