arm,baseline,order,seed,domain,role,metric,delta
T_AMS,T_CE,O1,61,RIM_ONE_r3,old,rim_dice,0.16812802796436344
T_AMS,T_CE,O1,61,RIM_ONE_r3,old,cup_dice,0.05051189769607323
T_AMS,T_CE,O1,61,Drishti_GS,current,rim_dice,0.013107136731020153
T_AMS,T_CE,O1,61,Drishti_GS,current,cup_dice,-0.06230683135072723
T_AMS,T_CE,O1,62,RIM_ONE_r3,old,rim_dice,0.031371793479479104
T_AMS,T_CE,O1,62,RIM_ONE_r3,old,cup_dice,-0.0029637542352907165
T_AMS,T_CE,O1,62,Drishti_GS,current,rim_dice,0.048644169419068684
T_AMS,T_CE,O1,62,Drishti_GS,current,cup_dice,0.011577983370168465
T_AMS,T_CE,O1,63,RIM_ONE_r3,old,rim_dice,0.25356982271124573
T_AMS,T_CE,O1,63,RIM_ONE_r3,old,cup_dice,0.09429626386349477
T_AMS,T_CE,O1,63,Drishti_GS,current,rim_dice,0.01582086874858224
T_AMS,T_CE,O1,63,Drishti_GS,current,cup_dice,0.020529737676910687
T_AMS,T_CE,O2,61,RIM_ONE_r3,current,rim_dice,0.05360837675591923
T_AMS,T_CE,O2,61,RIM_ONE_r3,current,cup_dice,0.04251814315125502
T_AMS,T_CE,O2,61,Drishti_GS,old,rim_dice,-0.00507940690437203
T_AMS,T_CE,O2,61,Drishti_GS,old,cup_dice,0.03724640684169944
T_AMS,T_CE,O2,62,RIM_ONE_r3,current,rim_dice,0.04583196588474914
T_AMS,T_CE,O2,62,RIM_ONE_r3,current,cup_dice,0.02448668311045321
T_AMS,T_CE,O2,62,Drishti_GS,old,rim_dice,-0.0003412097808586645
T_AMS,T_CE,O2,62,Drishti_GS,old,cup_dice,0.05225018387575908
T_AMS,T_CE,O2,63,RIM_ONE_r3,current,rim_dice,0.002063707036728535
T_AMS,T_CE,O2,63,RIM_ONE_r3,current,cup_dice,0.045320175762337045
T_AMS,T_CE,O2,63,Drishti_GS,old,rim_dice,0.06812157816465242
T_AMS,T_CE,O2,63,Drishti_GS,old,cup_dice,-0.051804773581947516
T_AMS,T_CED,O1,61,RIM_ONE_r3,old,rim_dice,0.09010673617221959
T_AMS,T_CED,O1,61,RIM_ONE_r3,old,cup_dice,0.006150525925805561
T_AMS,T_CED,O1,61,Drishti_GS,current,rim_dice,0.05734319383394937
T_AMS,T_CED,O1,61,Drishti_GS,current,cup_dice,-0.05325022800737411
T_AMS,T_CED,O1,62,RIM_ONE_r3,old,rim_dice,0.05519220353021187
T_AMS,T_CED,O1,62,RIM_ONE_r3,old,cup_dice,0.003737473112783496
T_AMS,T_CED,O1,62,Drishti_GS,current,rim_dice,0.07619714066322858
T_AMS,T_CED,O1,62,Drishti_GS,current,cup_dice,0.031425956829840285
T_AMS,T_CED,O1,63,RIM_ONE_r3,old,rim_dice,0.05859549662970154
T_AMS,T_CED,O1,63,RIM_ONE_r3,old,cup_dice,0.01752685536073717
T_AMS,T_CED,O1,63,Drishti_GS,current,rim_dice,0.014427059613659199
T_AMS,T_CED,O1,63,Drishti_GS,current,cup_dice,0.03825045462570564
T_AMS,T_CED,O2,61,RIM_ONE_r3,current,rim_dice,0.0635349884475791
T_AMS,T_CED,O2,61,RIM_ONE_r3,current,cup_dice,0.05962896632427728
T_AMS,T_CED,O2,61,Drishti_GS,old,rim_dice,-0.02801876180144025
T_AMS,T_CED,O2,61,Drishti_GS,old,cup_dice,0.11215783300029308
T_AMS,T_CED,O2,62,RIM_ONE_r3,current,rim_dice,0.05229459543327042
T_AMS,T_CED,O2,62,RIM_ONE_r3,current,cup_dice,0.013639057554307499
T_AMS,T_CED,O2,62,Drishti_GS,old,rim_dice,0.03192762820594952
T_AMS,T_CED,O2,62,Drishti_GS,old,cup_dice,0.11173479698182748
T_AMS,T_CED,O2,63,RIM_ONE_r3,current,rim_dice,0.007488719611882466
T_AMS,T_CED,O2,63,RIM_ONE_r3,current,cup_dice,0.03210036861696208
T_AMS,T_CED,O2,63,Drishti_GS,old,rim_dice,0.16272786832878655
T_AMS,T_CED,O2,63,Drishti_GS,old,cup_dice,0.0486020306283822
T_LCTX,T_CED,O1,61,RIM_ONE_r3,old,rim_dice,0.10135883560510933
T_LCTX,T_CED,O1,61,RIM_ONE_r3,old,cup_dice,0.025262780995215506
T_LCTX,T_CED,O1,61,Drishti_GS,current,rim_dice,0.05857039737085179
T_LCTX,T_CED,O1,61,Drishti_GS,current,cup_dice,-0.023023303852612975
T_LCTX,T_CED,O1,62,RIM_ONE_r3,old,rim_dice,0.07017234232707631
T_LCTX,T_CED,O1,62,RIM_ONE_r3,old,cup_dice,-0.0012645485562785552
T_LCTX,T_CED,O1,62,Drishti_GS,current,rim_dice,0.05518832190957479
T_LCTX,T_CED,O1,62,Drishti_GS,current,cup_dice,0.016312158359425122
T_LCTX,T_CED,O1,63,RIM_ONE_r3,old,rim_dice,0.19690614714359894
T_LCTX,T_CED,O1,63,RIM_ONE_r3,old,cup_dice,0.025688838861905983
T_LCTX,T_CED,O1,63,Drishti_GS,current,rim_dice,0.0344969107576113
T_LCTX,T_CED,O1,63,Drishti_GS,current,cup_dice,0.034860865963068144
T_LCTX,T_CED,O2,61,RIM_ONE_r3,current,rim_dice,0.05272093330395089
T_LCTX,T_CED,O2,61,RIM_ONE_r3,current,cup_dice,0.05351724814622827
T_LCTX,T_CED,O2,61,Drishti_GS,old,rim_dice,-0.001021372470666304
T_LCTX,T_CED,O2,61,Drishti_GS,old,cup_dice,0.16225278107132424
T_LCTX,T_CED,O2,62,RIM_ONE_r3,current,rim_dice,0.040650115915082274
T_LCTX,T_CED,O2,62,RIM_ONE_r3,current,cup_dice,0.011631735388304865
T_LCTX,T_CED,O2,62,Drishti_GS,old,rim_dice,0.03179646204898062
T_LCTX,T_CED,O2,62,Drishti_GS,old,cup_dice,0.08797909662895326
