arm,baseline,metric,scope,order,seed,delta,sample_SD
T_AMS,T_CE,Final,seed_order,O1,61,0.04236005776018237,
T_AMS,T_CE,Final,seed_order,O1,62,0.022157548008356343,
T_AMS,T_CE,Final,seed_order,O1,63,0.09605417325005838,
T_AMS,T_CE,Final,order_mean,O1,,0.05352392633953237,0.03819229996702067
T_AMS,T_CE,Final,seed_order,O2,61,0.03207337996112547,
T_AMS,T_CE,Final,seed_order,O2,62,0.030556905772525567,
T_AMS,T_CE,Final,seed_order,O2,63,0.01592517184544273,
T_AMS,T_CE,Final,order_mean,O2,,0.02618515252636459,0.008917697358109869
T_AMS,T_CE,Final,seed_order_average,both,61,0.03721671886065392,
T_AMS,T_CE,Final,seed_order_average,both,62,0.026357226890440955,
T_AMS,T_CE,Final,seed_order_average,both,63,0.05598967254775056,
T_AMS,T_CE,Final,overall,both,,0.03985453943294848,0.014991298540722448
T_AMS,T_CE,Incoming,seed_order,O1,61,-0.02459984730985365,
T_AMS,T_CE,Incoming,seed_order,O1,62,0.030111076394618408,
T_AMS,T_CE,Incoming,seed_order,O1,63,0.018175303212746408,
T_AMS,T_CE,Incoming,order_mean,O1,,0.007895510765837055,0.028767636203080562
T_AMS,T_CE,Incoming,seed_order,O2,61,0.04806325995358718,
T_AMS,T_CE,Incoming,seed_order,O2,62,0.03515932449760106,
T_AMS,T_CE,Incoming,seed_order,O2,63,0.0236919413995329,
T_AMS,T_CE,Incoming,order_mean,O2,,0.035638175283573714,0.012192713626269483
T_AMS,T_CE,Incoming,seed_order_average,both,61,0.011731706321866764,
T_AMS,T_CE,Incoming,seed_order_average,both,62,0.032635200446109736,
T_AMS,T_CE,Incoming,seed_order_average,both,63,0.020933622306139654,
T_AMS,T_CE,Incoming,overall,both,,0.021766843024705385,0.010476626805654123
T_AMS,T_CE,Old,seed_order,O1,61,0.10931996283021839,
T_AMS,T_CE,Old,seed_order,O1,62,0.014204019622094333,
T_AMS,T_CE,Old,seed_order,O1,63,0.1739330432873703,
T_AMS,T_CE,Old,order_mean,O1,,0.09915234191322768,0.08034846380982832
T_AMS,T_CE,Old,seed_order,O2,61,0.01608349996866365,
T_AMS,T_CE,Old,seed_order,O2,62,0.025954487047450236,
T_AMS,T_CE,Old,seed_order,O2,63,0.008158402291352507,
T_AMS,T_CE,Old,order_mean,O2,,0.016732129769155463,0.008915755639603298
T_AMS,T_CE,Old,seed_order_average,both,61,0.06270173139944102,
T_AMS,T_CE,Old,seed_order_average,both,62,0.020079253334772285,
T_AMS,T_CE,Old,seed_order_average,both,63,0.0910457227893614,
T_AMS,T_CE,Old,overall,both,,0.05794223584119157,0.03572183569175904
T_AMS,T_CE,Forget,seed_order,O1,61,-0.10931996283021839,
T_AMS,T_CE,Forget,seed_order,O1,62,-0.014204019622094333,
T_AMS,T_CE,Forget,seed_order,O1,63,-0.1739330432873703,
T_AMS,T_CE,Forget,order_mean,O1,,-0.09915234191322768,0.08034846380982832
T_AMS,T_CE,Forget,seed_order,O2,61,-0.01608349996866365,
T_AMS,T_CE,Forget,seed_order,O2,62,-0.025954487047450236,
T_AMS,T_CE,Forget,seed_order,O2,63,-0.008158402291352507,
T_AMS,T_CE,Forget,order_mean,O2,,-0.016732129769155463,0.008915755639603298
T_AMS,T_CE,Forget,seed_order_average,both,61,-0.06270173139944102,
T_AMS,T_CE,Forget,seed_order_average,both,62,-0.020079253334772285,
T_AMS,T_CE,Forget,seed_order_average,both,63,-0.0910457227893614,
