task_id,arm,domain,seed,epoch,context_source,steps,CE,GT_Dice,dice_weight,SCE,target_entropy,KL,loss,labeled_image_records,anchor_label_records,U_image_records,donor_context_records,donor_extra_image_reads,labeled_source_pixels,mix_steps,L_pixels_0,L_pixels_1,L_pixels_2,U_predicted_0,U_predicted_1,U_predicted_2,U_accepted_0,U_accepted_1,U_accepted_2
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,19,NONE,32,1.1792704053223133,8.508266792896134,0,0.0,0.0,0.0,1.1792704053223133,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,20,NONE,32,1.1451297514140606,8.205605160392498,0,0.0,0.0,0.0,1.1451297514140606,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,21,NONE,32,1.2251187358051538,9.066072491689486,0,0.0,0.0,0.0,1.2251187358051538,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,22,NONE,32,1.165309812873602,8.73156731353312,0,0.0,0.0,0.0,1.165309812873602,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,23,NONE,32,1.283487068489194,9.182453696664489,0,0.0,0.0,0.0,1.283487068489194,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,24,NONE,32,1.2511215880513191,9.1949387059504,0,0.0,0.0,0.0,1.2511215880513191,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,25,NONE,32,1.166142163798213,8.541964998097477,0,0.0,0.0,0.0,1.166142163798213,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,26,NONE,32,1.0896953847259283,8.00780406742215,0,0.0,0.0,0.0,1.0896953847259283,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,27,NONE,32,1.106006572023034,7.921939576266196,0,0.0,0.0,0.0,1.106006572023034,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,28,NONE,32,1.0189549271017313,7.700060301321849,0,0.0,0.0,0.0,1.0189549271017313,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,29,NONE,32,0.9670655056834221,7.148452270039584,0,0.0,0.0,0.0,0.9670655056834221,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,30,NONE,32,0.9267797395586967,6.880727681772927,0,0.0,0.0,0.0,0.9267797395586967,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,31,NONE,32,0.9000519216060638,6.381531479739328,0,0.0,0.0,0.0,0.9000519216060638,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,32,NONE,32,0.8973066117614508,6.129447800944342,0,0.0,0.0,0.0,0.8973066117614508,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,33,NONE,32,1.010342825204134,7.6511063440105636,0,0.0,0.0,0.0,1.010342825204134,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,34,NONE,32,1.1396683920174837,8.287552088400295,0,0.0,0.0,0.0,1.1396683920174837,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,35,NONE,32,1.0788172259926796,7.656679793072351,0,0.0,0.0,0.0,1.0788172259926796,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,36,NONE,32,0.9186881091445684,6.706472826013491,0,0.0,0.0,0.0,0.9186881091445684,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,37,NONE,32,0.8826116546988487,6.441710882947461,0,0.0,0.0,0.0,0.8826116546988487,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,38,NONE,32,0.7945056892931461,6.0965006394655035,0,0.0,0.0,0.0,0.7945056892931461,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,39,NONE,32,0.7878698855638504,5.808441187183924,0,0.0,0.0,0.0,0.7878698855638504,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,40,NONE,32,0.7973089627921581,5.7661069962967995,0,0.0,0.0,0.0,0.7973089627921581,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,41,NONE,32,0.8837814405560493,6.4376823166295525,0,0.0,0.0,0.0,0.8837814405560493,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,42,NONE,32,0.9856124222278595,7.280474112024865,0,0.0,0.0,0.0,0.9856124222278595,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,43,NONE,32,0.8410509750247002,6.178435704988144,0,0.0,0.0,0.0,0.8410509750247002,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,44,NONE,32,0.803699710406363,5.468692530237996,0,0.0,0.0,0.0,0.803699710406363,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,45,NONE,32,0.7062829919159412,5.328694844389869,0,0.0,0.0,0.0,0.7062829919159412,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,46,NONE,32,0.6376021886244416,4.624189844435303,0,0.0,0.0,0.0,0.6376021886244416,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,47,NONE,32,0.6411844482645392,4.318221418452624,0,0.0,0.0,0.0,0.6411844482645392,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,48,NONE,32,0.6935010235756636,4.978183551295388,0,0.0,0.0,0.0,0.6935010235756636,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,49,NONE,32,0.6085136383771896,4.285864825189298,0,0.0,0.0,0.0,0.6085136383771896,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,50,NONE,32,0.6670664949342608,4.725413226999875,0,0.0,0.0,0.0,0.6670664949342608,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,51,NONE,32,0.7473749732598662,5.151252287879559,0,0.0,0.0,0.0,0.7473749732598662,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,52,NONE,32,0.8211373975500464,5.678839425908966,0,0.0,0.0,0.0,0.8211373975500464,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,53,NONE,32,0.5993126127868891,4.423233522664444,0,0.0,0.0,0.0,0.5993126127868891,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,54,NONE,32,0.7637906419113278,5.470248040421404,0,0.0,0.0,0.0,0.7637906419113278,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,55,NONE,32,0.6506181648001075,4.691954003180355,0,0.0,0.0,0.0,0.6506181648001075,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,56,NONE,32,0.5751845873892307,4.0552851129299965,0,0.0,0.0,0.0,0.5751845873892307,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,57,NONE,32,0.5848532468080521,4.0106738202134995,0,0.0,0.0,0.0,0.5848532468080521,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,58,NONE,32,0.588516759686172,3.7570934537481224,0,0.0,0.0,0.0,0.588516759686172,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,59,NONE,32,0.5967176714912057,4.204573281812355,0,0.0,0.0,0.0,0.5967176714912057,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,60,NONE,32,0.576977907679975,3.97645081846487,0,0.0,0.0,0.0,0.576977907679975,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,61,NONE,32,0.6132682068273425,4.108435362227309,0,0.0,0.0,0.0,0.6132682068273425,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,62,NONE,32,0.5617722235620022,4.024590262630625,0,0.0,0.0,0.0,0.5617722235620022,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,63,NONE,32,0.5443508112803102,3.6307794268394864,0,0.0,0.0,0.0,0.5443508112803102,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,64,NONE,32,0.48673053830862045,3.3267612532269215,0,0.0,0.0,0.0,0.48673053830862045,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,65,NONE,32,0.49516073893755674,3.2991720300241356,0,0.0,0.0,0.0,0.49516073893755674,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,66,NONE,32,0.5240679560229182,3.7958707903446514,0,0.0,0.0,0.0,0.5240679560229182,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,67,NONE,32,0.5230085849761963,3.4410673940789414,0,0.0,0.0,0.0,0.5230085849761963,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,68,NONE,32,0.570959054864943,4.0411675994975775,0,0.0,0.0,0.0,0.570959054864943,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,69,NONE,32,0.5177179435268044,3.619761292413331,0,0.0,0.0,0.0,0.5177179435268044,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,70,NONE,32,0.46983853448182344,3.2207652795127566,0,0.0,0.0,0.0,0.46983853448182344,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,71,NONE,32,0.45955865457654,3.129335594830801,0,0.0,0.0,0.0,0.45955865457654,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,72,NONE,32,0.4354102611541748,2.946393696465546,0,0.0,0.0,0.0,0.4354102611541748,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,73,NONE,32,0.4087872002273798,2.9221288124685763,0,0.0,0.0,0.0,0.4087872002273798,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,74,NONE,32,0.39738665521144867,2.676971498539694,0,0.0,0.0,0.0,0.39738665521144867,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,75,NONE,32,0.3725469522178173,2.5680126589102,0,0.0,0.0,0.0,0.3725469522178173,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,76,NONE,32,0.4005983518436551,2.5282392549168216,0,0.0,0.0,0.0,0.4005983518436551,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,77,NONE,32,0.4341866159811616,2.748184781593784,0,0.0,0.0,0.0,0.4341866159811616,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,78,NONE,32,0.47607226576656103,3.111207259314515,0,0.0,0.0,0.0,0.47607226576656103,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,79,NONE,32,0.3794044489040971,2.6236322246546386,0,0.0,0.0,0.0,0.3794044489040971,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,80,NONE,32,0.3768883291631937,2.5531521614652295,0,0.0,0.0,0.0,0.3768883291631937,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,81,NONE,32,0.37092343624681234,2.5782507772219976,0,0.0,0.0,0.0,0.37092343624681234,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,82,NONE,32,0.3423618492670357,2.3139021627570675,0,0.0,0.0,0.0,0.3423618492670357,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,83,NONE,32,0.36259356047958136,2.3758276527403512,0,0.0,0.0,0.0,0.36259356047958136,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,84,NONE,32,0.3829397549852729,2.440053635963528,0,0.0,0.0,0.0,0.3829397549852729,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,85,NONE,32,0.40615440998226404,2.698739408900601,0,0.0,0.0,0.0,0.40615440998226404,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,86,NONE,32,0.33883212599903345,2.372563374504832,0,0.0,0.0,0.0,0.33883212599903345,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,87,NONE,32,0.3303494765423238,2.2567744253206183,0,0.0,0.0,0.0,0.3303494765423238,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,88,NONE,32,0.31993528082966805,2.2195794155772566,0,0.0,0.0,0.0,0.31993528082966805,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,89,NONE,32,0.31612519081681967,2.1775993464882104,0,0.0,0.0,0.0,0.31612519081681967,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,90,NONE,32,0.30762999039143324,2.0653957734248714,0,0.0,0.0,0.0,0.30762999039143324,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,91,NONE,32,0.2953022769652307,2.0184088425726108,0,0.0,0.0,0.0,0.2953022769652307,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,92,NONE,32,0.30353958904743195,2.0414769375486337,0,0.0,0.0,0.0,0.30353958904743195,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,93,NONE,32,0.29820937290787697,2.0079355597423354,0,0.0,0.0,0.0,0.29820937290787697,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,94,NONE,32,0.2917398549616337,1.963436310202504,0,0.0,0.0,0.0,0.2917398549616337,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,95,NONE,32,0.28593900986015797,1.9351671026857886,0,0.0,0.0,0.0,0.28593900986015797,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,96,NONE,32,0.28407692816108465,1.9319774658084055,0,0.0,0.0,0.0,0.28407692816108465,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,97,NONE,32,0.2813102803193033,1.9216122895998407,0,0.0,0.0,0.0,0.2813102803193033,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,98,NONE,32,0.2746773296967149,1.887115320581188,0,0.0,0.0,0.0,0.2746773296967149,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,99,NONE,32,0.27050283877179027,1.8499021796196922,0,0.0,0.0,0.0,0.27050283877179027,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_SRC_CE,SRC_CE,RIM_ONE_r3,61,100,NONE,32,0.2712262971326709,1.8515274254165686,0,0.0,0.0,0.0,0.2712262971326709,64,64,0,0,0,9437184,0,8541428,721124,174632,0,0,0,0,0,0
O1_s61_T_CE,T_CE,Drishti_GS,61,1,NONE,21,4.3154747523367405,8.087936709416887,0,0.0,0.0,0.0,4.3154747523367405,42,42,0,0,0,6193152,0,5211282,572468,409402,0,0,0,0,0,0
O1_s61_T_CE,T_CE,Drishti_GS,61,2,NONE,21,1.9791190922260284,7.328810772961351,0,0.0,0.0,0.0,1.9791190922260284,42,42,0,0,0,6193152,0,5215255,578106,399791,0,0,0,0,0,0
O1_s61_T_CE,T_CE,Drishti_GS,61,3,NONE,21,1.7555239349603653,6.471922621451318,0,0.0,0.0,0.0,1.7555239349603653,42,42,0,0,0,6193152,0,5193893,567848,431411,0,0,0,0,0,0
O1_s61_T_CE,T_CE,Drishti_GS,61,4,NONE,21,1.6407517567276955,6.194674828187083,0,0.0,0.0,0.0,1.6407517567276955,42,42,0,0,0,6193152,0,5211282,572468,409402,0,0,0,0,0,0
O1_s61_T_CE,T_CE,Drishti_GS,61,5,NONE,21,1.3530137091875076,5.29679333897726,0,0.0,0.0,0.0,1.3530137091875076,42,42,0,0,0,6193152,0,5210298,569394,413460,0,0,0,0,0,0
O1_s61_T_CE,T_CE,Drishti_GS,61,6,NONE,21,1.2461459785699844,4.888813761167848,0,0.0,0.0,0.0,1.2461459785699844,42,42,0,0,0,6193152,0,5206092,580247,406813,0,0,0,0,0,0
O1_s61_T_CE,T_CE,Drishti_GS,61,7,NONE,21,1.1792936995625496,4.666462301441639,0,0.0,0.0,0.0,1.1792936995625496,42,42,0,0,0,6193152,0,5212333,570374,410445,0,0,0,0,0,0
O1_s61_T_CE,T_CE,Drishti_GS,61,8,NONE,21,1.289138626307249,4.67531318911182,0,0.0,0.0,0.0,1.289138626307249,42,42,0,0,0,6193152,0,5196815,575580,420757,0,0,0,0,0,0
O1_s61_T_CE,T_CE,Drishti_GS,61,9,NONE,21,1.173875667154789,4.62097495082052,0,0.0,0.0,0.0,1.173875667154789,42,42,0,0,0,6193152,0,5212081,570253,410818,0,0,0,0,0,0
O1_s61_T_CE,T_CE,Drishti_GS,61,10,NONE,21,1.237484872341156,4.5959641935286495,0,0.0,0.0,0.0,1.237484872341156,42,42,0,0,0,6193152,0,5209190,572567,411395,0,0,0,0,0,0
O1_s61_T_CE,T_CE,Drishti_GS,61,11,NONE,21,1.3355398178100586,5.01699980420994,0,0.0,0.0,0.0,1.3355398178100586,42,42,0,0,0,6193152,0,5217038,578965,397149,0,0,0,0,0,0
O1_s61_T_CE,T_CE,Drishti_GS,61,12,NONE,21,1.1267231777310371,4.411018582462736,0,0.0,0.0,0.0,1.1267231777310371,42,42,0,0,0,6193152,0,5209087,571905,412160,0,0,0,0,0,0
O1_s61_T_CE,T_CE,Drishti_GS,61,13,NONE,21,0.9387083500623703,3.7607481579145103,0,0.0,0.0,0.0,0.9387083500623703,42,42,0,0,0,6193152,0,5205217,566929,421006,0,0,0,0,0,0
O1_s61_T_CE,T_CE,Drishti_GS,61,14,NONE,21,0.9189698025584221,3.48958308667491,0,0.0,0.0,0.0,0.9189698025584221,42,42,0,0,0,6193152,0,5196655,575997,420500,0,0,0,0,0,0
O1_s61_T_CE,T_CE,Drishti_GS,61,15,NONE,21,0.884964456781745,3.481856062362513,0,0.0,0.0,0.0,0.884964456781745,42,42,0,0,0,6193152,0,5213316,570156,409680,0,0,0,0,0,0
