protocol_id,seed,transition,update_batch,variant,virtual_step_norm,previous_val_loss_before,previous_val_loss_after,previous_val_loss_delta,previous_val_dice_before,previous_val_dice_after,previous_val_dice_delta,current_val_loss_before,current_val_loss_after,current_val_loss_delta,current_val_dice_before,current_val_dice_after,current_val_dice_delta,old_model_gradient_nonnull,checkpoint_or_model_mutated,hidden_gt_usage
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X0,0.001,0.8373872507363558,0.8353326600044966,-0.002054590731859207,0.6578316576778889,0.6585490666329861,0.0007174089550971985,0.5367860458791256,0.5366929415613413,-9.310431778430939e-05,0.7522060461342335,0.7522766180336475,7.05718994140625e-05,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X1,0.001,0.8373872507363558,0.8351878467947245,-0.002199403941631317,0.6578316576778889,0.6585700400173664,0.0007383823394775391,0.5367860458791256,0.5365945603698492,-0.00019148550927639008,0.7522060461342335,0.752304632216692,9.85860824584961e-05,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,1,X0,0.001,0.8373872507363558,0.8406231999397278,0.0032359492033720016,0.6578316576778889,0.6567833125591278,-0.0010483451187610626,0.5367860458791256,0.5368299335241318,4.388764500617981e-05,0.7522060461342335,0.7522496320307255,4.3585896492004395e-05,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,1,X1,0.001,0.8373872507363558,0.8386779688298702,0.0012907180935144424,0.6578316576778889,0.6574153378605843,-0.0004163198173046112,0.5367860458791256,0.5365662593394518,-0.00021978653967380524,0.7522060461342335,0.7523768618702888,0.00017081573605537415,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,2,X0,0.001,0.8373872507363558,0.8365552257746458,-0.0008320249617099762,0.6578316576778889,0.6582056432962418,0.00037398561835289,0.5367860458791256,0.5366131942719221,-0.00017285160720348358,0.7522060461342335,0.7522084675729275,2.421438694000244e-06,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,2,X1,0.001,0.8373872507363558,0.8350017722696066,-0.0023854784667491913,0.6578316576778889,0.6586668454110622,0.0008351877331733704,0.5367860458791256,0.5362957883626223,-0.000490257516503334,0.7522060461342335,0.7524102702736855,0.0002042241394519806,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,3,X0,0.001,0.8373872507363558,0.836919168010354,-0.0004680827260017395,0.6578316576778889,0.6579803638160229,0.00014870613813400269,0.5367860458791256,0.536019517108798,-0.000766528770327568,0.7522060461342335,0.7525961063802242,0.0003900602459907532,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,3,X1,0.001,0.8373872507363558,0.83561110496521,-0.0017761457711458206,0.6578316576778889,0.6583906188607216,0.0005589611828327179,0.5367860458791256,0.5359366964548826,-0.0008493494242429733,0.7522060461342335,0.752637904137373,0.00043185800313949585,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,4,X0,0.001,0.8373872507363558,0.8356787860393524,-0.0017084646970033646,0.6578316576778889,0.6583128124475479,0.00048115476965904236,0.5367860458791256,0.5368160773068666,3.003142774105072e-05,0.7522060461342335,0.7521016635000706,-0.00010438263416290283,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,4,X1,0.001,0.8373872507363558,0.8351600300520658,-0.0022272206842899323,0.6578316576778889,0.658485259860754,0.0006536021828651428,0.5367860458791256,0.536700027063489,-8.601881563663483e-05,0.7522060461342335,0.752191424369812,-1.4621764421463013e-05,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,5,X0,0.001,0.8373872507363558,0.8344062808901072,-0.0029809698462486267,0.6578316576778889,0.6587063856422901,0.0008747279644012451,0.5367860458791256,0.5360918641090393,-0.0006941817700862885,0.7522060461342335,0.7526819482445717,0.00047590211033821106,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,5,X1,0.001,0.8373872507363558,0.8351116888225079,-0.0022755619138479233,0.6578316576778889,0.6585249714553356,0.0006933137774467468,0.5367860458791256,0.5357047710567713,-0.0010812748223543167,0.7522060461342335,0.7528379298746586,0.0006318837404251099,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,6,X0,0.001,0.8373872507363558,0.8386155515909195,0.001228300854563713,0.6578316576778889,0.6574613153934479,-0.00037034228444099426,0.5367860458791256,0.5370482467114925,0.00026220083236694336,0.7522060461342335,0.752089761197567,-0.00011628493666648865,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,6,X1,0.001,0.8373872507363558,0.8362072315067053,-0.0011800192296504974,0.6578316576778889,0.6582041867077351,0.0003725290298461914,0.5367860458791256,0.5367377866059542,-4.8259273171424866e-05,0.7522060461342335,0.7523129023611546,0.00010685622692108154,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,7,X0,0.001,0.8373872507363558,0.8380541149526834,0.0006668642163276672,0.6578316576778889,0.6576352417469025,-0.00019641593098640442,0.5367860458791256,0.5367230996489525,-6.294623017311096e-05,0.7522060461342335,0.7521760240197182,-3.0022114515304565e-05,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,7,X1,0.001,0.8373872507363558,0.8368745893239975,-0.000512661412358284,0.6578316576778889,0.6580190695822239,0.00018741190433502197,0.5367860458791256,0.5360955931246281,-0.0006904527544975281,0.7522060461342335,0.7525147572159767,0.00030871108174324036,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,8,X0,0.001,0.8373872507363558,0.8401550594717264,0.002767808735370636,0.6578316576778889,0.6569193191826344,-0.0009123384952545166,0.5367860458791256,0.5365347899496555,-0.00025125592947006226,0.7522060461342335,0.7523418851196766,0.00013583898544311523,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,8,X1,0.001,0.8373872507363558,0.8389935418963432,0.0016062911599874496,0.6578316576778889,0.6572818718850613,-0.0005497857928276062,0.5367860458791256,0.5363349802792072,-0.0004510655999183655,0.7522060461342335,0.7524438835680485,0.00023783743381500244,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,9,X0,0.001,0.8373872507363558,0.8378783147782087,0.000491064041852951,0.6578316576778889,0.6577210240066051,-0.00011063367128372192,0.5367860458791256,0.5354104656726122,-0.0013755802065134048,0.7522060461342335,0.7529001422226429,0.0006940960884094238,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,9,X1,0.001,0.8373872507363558,0.8380036316812038,0.0006163809448480606,0.6578316576778889,0.6577078178524971,-0.0001238398253917694,0.5367860458791256,0.5355048011988401,-0.0012812446802854538,0.7522060461342335,0.7528328485786915,0.0006268024444580078,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,10,X0,0.001,0.8373872507363558,0.8344377800822258,-0.002949470654129982,0.6578316576778889,0.6587680727243423,0.000936415046453476,0.5367860458791256,0.5369634870439768,0.00017744116485118866,0.7522060461342335,0.7520792260766029,-0.00012682005763053894,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,10,X1,0.001,0.8373872507363558,0.8346217013895512,-0.002765549346804619,0.6578316576778889,0.6587330996990204,0.0009014420211315155,0.5367860458791256,0.5368498153984547,6.376951932907104e-05,0.7522060461342335,0.7521425224840641,-6.352365016937256e-05,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,11,X0,0.001,0.8373872507363558,0.8363626282662153,-0.0010246224701404572,0.6578316576778889,0.658183865249157,0.00035220757126808167,0.5367860458791256,0.535597113892436,-0.0011889319866895676,0.7522060461342335,0.7526327446103096,0.0004266984760761261,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,11,X1,0.001,0.8373872507363558,0.8359996229410172,-0.0013876277953386307,0.6578316576778889,0.6582797169685364,0.0004480592906475067,0.5367860458791256,0.5356030240654945,-0.0011830218136310577,0.7522060461342335,0.7526750862598419,0.0004690401256084442,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,12,X0,0.001,0.8373872507363558,0.8355387523770332,-0.001848498359322548,0.6578316576778889,0.6583169102668762,0.00048525258898735046,0.5367860458791256,0.5364181883633137,-0.00036785751581192017,0.7522060461342335,0.7525041811168194,0.000298134982585907,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,12,X1,0.001,0.8373872507363558,0.8350138440728188,-0.0023734066635370255,0.6578316576778889,0.6585209518671036,0.0006892941892147064,0.5367860458791256,0.5363535769283772,-0.0004324689507484436,0.7522060461342335,0.7525218315422535,0.00031578540802001953,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,13,X0,0.001,0.8373872507363558,0.8368411120027304,-0.000546138733625412,0.6578316576778889,0.6580213308334351,0.00018967315554618835,0.5367860458791256,0.5367575939744711,-2.845190465450287e-05,0.7522060461342335,0.7522180713713169,1.2025237083435059e-05,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,13,X1,0.001,0.8373872507363558,0.8360098637640476,-0.0013773869723081589,0.6578316576778889,0.6582848690450191,0.00045321136713027954,0.5367860458791256,0.5366335157305002,-0.00015253014862537384,0.7522060461342335,0.7522807978093624,7.475167512893677e-05,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,14,X0,0.001,0.8373872507363558,0.8379999697208405,0.0006127189844846725,0.6578316576778889,0.6575370840728283,-0.0002945736050605774,0.5367860458791256,0.5369678530842066,0.00018180720508098602,0.7522060461342335,0.7521152459084988,-9.08002257347107e-05,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,14,X1,0.001,0.8373872507363558,0.8373798709362745,-7.379800081253052e-06,0.6578316576778889,0.657736636698246,-9.502097964286804e-05,0.5367860458791256,0.536788921803236,2.8759241104125977e-06,0.7522060461342335,0.7521974518895149,-8.594244718551636e-06,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,15,X0,0.001,0.8373872507363558,0.8368078079074621,-0.0005794428288936615,0.6578316576778889,0.6579793952405453,0.0001477375626564026,0.5367860458791256,0.5359454918652773,-0.0008405540138483047,0.7522060461342335,0.7525921761989594,0.00038613006472587585,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,15,X1,0.001,0.8373872507363558,0.8364682160317898,-0.0009190347045660019,0.6578316576778889,0.6580801047384739,0.00024844706058502197,0.5367860458791256,0.5358466897159815,-0.0009393561631441116,0.7522060461342335,0.7526504062116146,0.00044436007738113403,0,False,none_visible_update_and_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,16,X0,0.001,0.8373872507363558,0.8363712579011917,-0.0010159928351640701,0.6578316576778889,0.65815868973732,0.00032703205943107605,0.5367860458791256,0.5374867171049118,0.0007006712257862091,0.7522060461342335,0.7517975457012653,-0.00040850043296813965,0,False,none_visible_update_and_val_only
