protocol_id,seed,transition,update_batch,variant,relation_form,fixed_relation_scale,relation_loss,relation_gradient_norm,relation_gradient_norm_ratio_to_x0,cos_relation_with_sup,cos_relation_with_assim,sup_gradient_norm,assim_gradient_norm,total_gradient_norm,b0_r0_loss_abs_error,old_model_gradient_nonnull,optimizer_step_called,all_finite,hidden_gt_usage
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X0,categorical_pixel_mean,1.0,0.005499106831848621,0.1016336977481842,1.0,-0.04278603568673134,0.36983522772789,0.27245888113975525,0.25341862440109253,0.4098377525806427,0.0,0,False,True,none
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X1,top2_pairwise_class_balanced_div_num_classes,0.3333333333333333,0.008882028050720692,0.402729868888855,3.9625623962506094,-0.0843583196401596,0.31193000078201294,0.27245888113975525,0.25341862440109253,0.5901743769645691,0.0,0,False,True,none
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,1,X0,categorical_pixel_mean,1.0,0.011426267214119434,0.17653843760490417,1.0,-0.32382485270500183,-0.30127233266830444,0.584113597869873,0.21877364814281464,0.6097030639648438,9.313225746154785e-10,0,False,True,none
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,1,X1,top2_pairwise_class_balanced_div_num_classes,0.3333333333333333,0.01778697967529297,0.7255659699440002,4.109960299795042,-0.24394533038139343,-0.22694608569145203,0.584113597869873,0.21877364814281464,0.8235557675361633,9.313225746154785e-10,0,False,True,none
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,2,X0,categorical_pixel_mean,1.0,0.008040587417781353,0.32309889793395996,1.0,0.25917303562164307,-0.828148365020752,0.36805981397628784,0.5131683945655823,0.376085102558136,9.313225746154785e-10,0,False,True,none
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,2,X1,top2_pairwise_class_balanced_div_num_classes,0.3333333333333333,0.010806998237967491,0.5731264352798462,1.7738421237109598,0.14020943641662598,-0.6036734580993652,0.36805981397628784,0.5131683945655823,0.5315640568733215,9.313225746154785e-10,0,False,True,none
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,3,X0,categorical_pixel_mean,1.0,0.006066088564693928,0.10595474392175674,1.0,0.26707422733306885,-0.30378860235214233,0.24218200147151947,0.21811670064926147,0.2804332375526428,0.0,0,False,True,none
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,3,X1,top2_pairwise_class_balanced_div_num_classes,0.3333333333333333,0.007704471703618765,0.21669603884220123,2.045175428881433,-0.1569405496120453,0.07751509547233582,0.24218200147151947,0.21811670064926147,0.3249056041240692,0.0,0,False,True,none
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,4,X0,categorical_pixel_mean,1.0,0.007023822981864214,0.15295158326625824,1.0,0.10973573476076126,0.22024394571781158,0.32162871956825256,0.17731039226055145,0.3840167820453644,0.0,0,False,True,none
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,4,X1,top2_pairwise_class_balanced_div_num_classes,0.3333333333333333,0.011844923719763756,0.5262536406517029,3.4406550714522526,0.06355950981378555,0.12927426397800446,0.32162871956825256,0.17731039226055145,0.6510931253433228,0.0,0,False,True,none
