protocol_id,seed,transition,update_batch,variant,class_id,region,margin_agreement_before,margin_agreement_after,margin_agreement_delta,margin_abs_error_after,metric_function,hidden_gt_usage
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X0,0,all,0.9848728605225915,0.9848546719593566,-1.818856323487772e-05,0.015145328040643391,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X0,0,boundary,0.8169092276055631,0.8167030623633382,-0.00020616524222483168,0.18329693763666177,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X0,0,interior,0.988017870550937,0.9880031949918311,-1.4675559105947755e-05,0.01199680500816891,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X0,1,all,0.8075212096584505,0.8071015436719521,-0.000419665986498452,0.19289845632804792,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X0,1,boundary,0.7392313804659097,0.7388121705807136,-0.0004192098851961701,0.2611878294192864,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X0,1,interior,0.8343844401589359,0.8339645930439152,-0.0004198471150206329,0.16603540695608476,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X0,2,all,0.792679635190092,0.7928950116029863,0.00021537641289426368,0.20710498839701375,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X0,2,boundary,0.740359738848109,0.7404817026959543,0.00012196384784524117,0.25951829730404574,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X0,2,interior,0.8103288241122779,0.8105757196837808,0.0002468955715029253,0.18942428031621916,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X1,0,all,0.9848728605225915,0.9848349359104706,-3.792461212093201e-05,0.015165064089529445,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X1,0,boundary,0.8169092276055631,0.816583584964598,-0.00032564264096501816,0.18341641503540196,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X1,0,interior,0.988017870550937,0.987985297968531,-3.25725824060763e-05,0.012014702031469038,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X1,1,all,0.8075212096584505,0.807107397956697,-0.00041381170175358584,0.19289260204330305,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X1,1,boundary,0.7392313804659097,0.7387190253978649,-0.0005123550680448119,0.26128097460213506,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,1,REFUGE->RIM_ONE_r3,0,X1,1,interior,0.8343844401589359,0.8340093737238773,-0.00037506643505857973,0.1659906262761227,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
