arm,stage,epoch,seconds,sup,raw_lu,weighted_lu,labeled_kd,unlabeled_kd,actual_lambda_u,nominal_lambda_u,labeled_kd_coefficient,unlabeled_kd_coefficient
U0,1,23,4.756956013967283,0.04280301497783512,0.038020866515580565,0.0,0.016147228769957833,0.06807186574008527,0.0,0.5,0.5,0.5
U0,1,24,4.870043959002942,0.04207000799942762,0.0323550233442802,0.0,0.01605402014725316,0.062009191058006556,0.0,0.5,0.5,0.5
U0,1,25,4.976834542001598,0.07584373687859625,0.026943957680487074,0.0,0.033454345674383094,0.08052348729687128,0.0,0.5,0.5,0.5
U0,1,26,5.062835277989507,0.0540788293001242,0.028030474044498987,0.0,0.025140037260370077,0.05497586175614044,0.0,0.5,0.5,0.5
U0,1,27,4.823255722061731,0.044211603060830384,0.02519567249692045,0.0,0.017106833555658913,0.061257769722879975,0.0,0.5,0.5,0.5
U0,1,28,4.8410978249739856,0.05110725900158286,0.03211007751815487,0.0,0.019599401726843105,0.05593227485727663,0.0,0.5,0.5,0.5
U0,1,29,4.975289053982124,0.038362177030649036,0.02003474606317468,0.0,0.01596333155827148,0.04078391756610672,0.0,0.5,0.5,0.5
U0,1,30,4.949183347984217,0.04533792572328821,0.019859222957165912,0.0,0.01923904419994949,0.044781174154358123,0.0,0.5,0.5,0.5
U0,1,31,5.023309785057791,0.034591553325299174,0.025551387487212196,0.0,0.012734236365428624,0.04724897731723332,0.0,0.5,0.5,0.5
U0,1,32,4.81086361897178,0.03511079784948379,0.023776905465638265,0.0,0.013330852017232976,0.052274573425354486,0.0,0.5,0.5,0.5
U0,1,33,4.847823497955687,0.041332795459311455,0.02539256028831005,0.0,0.018295134971454644,0.05346813925631558,0.0,0.5,0.5,0.5
U0,1,34,4.974624649970792,0.04408635396976024,0.019891764051862992,0.0,0.01762112398423877,0.042925791293827405,0.0,0.5,0.5,0.5
U0,1,35,4.9678346189903095,0.04002496268367395,0.022699528199154884,0.0,0.015795539920184634,0.04287313241841041,0.0,0.5,0.5,0.5
U0,1,36,5.133129182038829,0.03481088794069365,0.023588110896525905,0.0,0.014590797099960553,0.04903683914610461,0.0,0.5,0.5,0.5
U0,1,37,4.874838848947547,0.04600319766905159,0.03950914660526905,0.0,0.023296507980336334,0.06175748019397559,0.0,0.5,0.5,0.5
U0,1,38,4.866407728055492,0.040010926488321275,0.026363942946773022,0.0,0.01715208092846898,0.051795505386471624,0.0,0.5,0.5,0.5
U0,1,39,4.852805758011527,0.03723703324794769,0.028338541684206575,0.0,0.015384713009991058,0.04841626186525966,0.0,0.5,0.5,0.5
U0,1,40,4.889819736010395,0.02995430148439482,0.023908991599455476,0.0,0.011721402381117551,0.039593762158996355,0.0,0.5,0.5,0.5
U0,1,41,5.006364080007188,0.0309949693037197,0.024347522368771024,0.0,0.011876271124069217,0.03979534416054649,0.0,0.5,0.5,0.5
U0,1,42,4.876371982973069,0.03143597248708829,0.02034983407065738,0.0,0.012595168657304317,0.0524661491523855,0.0,0.5,0.5,0.5
U0,1,43,4.84221577597782,0.038275992090348154,0.026784052955918014,0.0,0.015424303993549614,0.050966007764324035,0.0,0.5,0.5,0.5
U0,1,44,4.809134860988706,0.0317746113287285,0.018113965372322127,0.0,0.011796417469679254,0.03545070246421584,0.0,0.5,0.5,0.5
U0,1,45,4.970061731059104,0.03018293174682185,0.05057487772137392,0.0,0.012727524857344411,0.0710051363801951,0.0,0.5,0.5,0.5
U0,1,46,4.972715504001826,0.05694709561066702,0.022886016537086107,0.0,0.023332106442023236,0.04864234175217563,0.0,0.5,0.5,0.5
U0,1,47,4.851240337011404,0.03701270802412182,0.028319583099801093,0.0,0.01750162129931821,0.041253219942056815,0.0,0.5,0.5,0.5
U0,1,48,4.794021075009368,0.034447757818270475,0.021982024249155074,0.0,0.012861037975807241,0.043225135531380014,0.0,0.5,0.5,0.5
U0,1,49,4.810511096962728,0.050557471928186715,0.028114549109886866,0.0,0.030630698998965623,0.04400597641293244,0.0,0.5,0.5,0.5
U0,1,50,4.957193961017765,0.03269876225385815,0.022764334091334604,0.0,0.01209094921152325,0.03895043078863096,0.0,0.5,0.5,0.5
U0,1,51,5.029731276910752,0.03574023407418281,0.03441307372122537,0.0,0.014724124312960616,0.044301943530193406,0.0,0.5,0.5,0.5
U0,1,52,4.855400915024802,0.03993597376393154,0.020535044401185587,0.0,0.016297800767569776,0.048418713627328844,0.0,0.5,0.5,0.5
U0,1,53,4.877011933946051,0.028794915007892996,0.027316946594510227,0.0,0.010766661482488494,0.03997071401852725,0.0,0.5,0.5,0.5
U0,1,54,4.875483072944917,0.031150020426139235,0.020277706295019016,0.0,0.013175314461260771,0.03879506712642626,0.0,0.5,0.5,0.5
U0,1,55,4.908471434027888,0.04258001799462363,0.024143766480847262,0.0,0.018968768207687538,0.06245176025473768,0.0,0.5,0.5,0.5
U0,1,56,4.95648736692965,0.030025119485799223,0.02545349913998507,0.0,0.011411856517765152,0.04741425085016195,0.0,0.5,0.5,0.5
U0,1,57,4.72264814004302,0.027622713125310838,0.02234491605486255,0.0,0.010364171211941017,0.04214686819856965,0.0,0.5,0.5,0.5
U0,1,58,4.517729301005602,0.029343539325054735,0.029343092362978496,0.0,0.011220571778186706,0.04653170268273227,0.0,0.5,0.5,0.5
U0,1,59,4.846249580965377,0.06621422979515046,0.059617474937113,0.0,0.037038221609503666,0.08708507452425988,0.0,0.5,0.5,0.5
U0,1,60,4.936710110981949,0.055858025734778494,0.012569116181111895,0.0,0.02132941523145771,0.04667713537216774,0.0,0.5,0.5,0.5
U0,1,61,4.9928283639019355,0.04119616880780086,0.03262770413130056,0.0,0.017300258651471993,0.06363007789559003,0.0,0.5,0.5,0.5
U0,1,62,4.810874048038386,0.03036232740851119,0.019248385695391335,0.0,0.012216941482131078,0.04294064738176286,0.0,0.5,0.5,0.5
U0,1,63,4.849219857947901,0.02907540916930884,0.022908603263203986,0.0,0.010381283931791909,0.03791702173493648,0.0,0.5,0.5,0.5
U0,1,64,4.868779061012901,0.02870878909016028,0.026095316716236994,0.0,0.011580071532327523,0.04302581902663059,0.0,0.5,0.5,0.5
U0,1,65,5.0347264589508995,0.03277936193626374,0.03443892208451871,0.0,0.015989170199997255,0.046931047265210316,0.0,0.5,0.5,0.5
U0,1,66,4.975184783921577,0.03328098152996972,0.026628575214999728,0.0,0.014636685000294875,0.039626041824926225,0.0,0.5,0.5,0.5
U0,1,67,4.931829720037058,0.02914321661228314,0.0335290250077378,0.0,0.014028045716345777,0.04626999437611516,0.0,0.5,0.5,0.5
U0,1,68,4.971865141065791,0.03005238005425781,0.018342248848057352,0.0,0.01304841530823276,0.031664931880869926,0.0,0.5,0.5,0.5
U0,1,69,4.931528670946136,0.030399627110455185,0.02372239732358139,0.0,0.01394124626807533,0.03455521340430967,0.0,0.5,0.5,0.5
U0,1,70,4.941391710890457,0.02595899158040993,0.02862624154658988,0.0,0.011294329504700832,0.0409363473047338,0.0,0.5,0.5,0.5
U0,1,71,5.029064545989968,0.02658001519739628,0.019577566730731633,0.0,0.011868382110264041,0.03459103382358146,0.0,0.5,0.5,0.5
U0,1,72,4.865093223983422,0.035472043964546174,0.022992623926256783,0.0,0.014651962846722493,0.04274526829946209,0.0,0.5,0.5,0.5
U0,1,73,4.904713555937633,0.02605505782412365,0.023898113460745662,0.0,0.010594374587424894,0.04195656421536526,0.0,0.5,0.5,0.5
U0,1,74,4.974584138020873,0.022133263031719252,0.020474950724747032,0.0,0.008379240776864135,0.03815239161202337,0.0,0.5,0.5,0.5
U0,1,75,4.908771240036003,0.02755302400328219,0.024292822970892303,0.0,0.014669015972542852,0.042978521575314024,0.0,0.5,0.5,0.5
U0,1,76,5.0357148320181295,0.024273206247016788,0.019449929270194843,0.0,0.009074086076200607,0.034344968240542485,0.0,0.5,0.5,0.5
U0,1,77,4.915082770050503,0.02440341722103767,0.028634725182200782,0.0,0.010315598043782782,0.041285006939667676,0.0,0.5,0.5,0.5
U0,1,78,4.931240021949634,0.025537290901411325,0.023617830105649773,0.0,0.009479830364871652,0.03942205558941665,0.0,0.5,0.5,0.5
U0,1,79,4.792722448008135,0.02551073263748549,0.017011966978316195,0.0,0.010901970483582064,0.03875481285857332,0.0,0.5,0.5,0.5
U0,1,80,4.9796529120067134,0.030130834435112774,0.021437624774989672,0.0,0.014119181670455646,0.03252985998356975,0.0,0.5,0.5,0.5
U0,1,81,5.012768042972311,0.03132299840217456,0.019065783177211415,0.0,0.021250421247997454,0.031013792912214226,0.0,0.5,0.5,0.5
U0,1,82,4.83422254701145,0.0273362347506918,0.0284584783075843,0.0,0.012491526372091461,0.057638720459518636,0.0,0.5,0.5,0.5
U0,1,83,4.8750279729720205,0.023095859796740115,0.020455665318877436,0.0,0.008487158881038313,0.03614462646184077,0.0,0.5,0.5,0.5
U0,1,84,4.864561744965613,0.029103219276294112,0.018755763972876593,0.0,0.013156732144143033,0.033196249933567096,0.0,0.5,0.5,0.5
U0,1,85,5.0081277270801365,0.021230515791103244,0.04059144190978259,0.0,0.007883674308599422,0.05455411808435414,0.0,0.5,0.5,0.5
U0,1,86,4.954796993988566,0.02056915676803328,0.029681504267500713,0.0,0.007843333540933481,0.05294565063470262,0.0,0.5,0.5,0.5
U0,1,87,4.824771510087885,0.02416423911927268,0.02442534881993197,0.0,0.010025943103382815,0.036238657719002976,0.0,0.5,0.5,0.5
U0,1,88,4.878169929957949,0.02415497781476006,0.016625014482997358,0.0,0.010534525285595866,0.033806038508834096,0.0,0.5,0.5,0.5
U0,1,89,4.857962829992175,0.02377681972575374,0.02999713274766691,0.0,0.010541772821720365,0.041406120277499084,0.0,0.5,0.5,0.5
U0,1,90,4.903015049058013,0.024269664543680847,0.02100311976391822,0.0,0.012870718403688232,0.041876813381104654,0.0,0.5,0.5,0.5
U0,1,91,4.997992691933177,0.0228616340609733,0.016393083889852278,0.0,0.008784656245006534,0.04444243307517895,0.0,0.5,0.5,0.5
U0,1,92,4.832022601971403,0.024501923355273902,0.025501741387415677,0.0,0.010948407670383738,0.043528985563948866,0.0,0.5,0.5,0.5
U0,1,93,4.879605746944435,0.025214687368134037,0.03254917469894281,0.0,0.011984999240517656,0.05551835682762946,0.0,0.5,0.5,0.5
U0,1,94,4.894191669067368,0.020161037828074768,0.02319486121996306,0.0,0.00922118997481032,0.03722763648999303,0.0,0.5,0.5,0.5
U0,1,95,4.924414488021284,0.026907472434686497,0.03157734539126977,0.0,0.013392678063767479,0.04437988147954551,0.0,0.5,0.5,0.5
U0,1,96,4.871855429955758,0.0211893692612648,0.020732246586703695,0.0,0.008304270191169263,0.03436704963863414,0.0,0.5,0.5,0.5
U0,1,97,4.5255165479611605,0.017811843805247918,0.0225556919031078,0.0,0.0070771239841663225,0.032731716640588035,0.0,0.5,0.5,0.5
U0,1,98,4.662758696009405,0.020674282510299236,0.015189598329016007,0.0,0.008077509670043238,0.030034434899735354,0.0,0.5,0.5,0.5
U0,1,99,4.830069238087162,0.021444214042276144,0.02932570940174628,0.0,0.00904805780934322,0.04107891691664077,0.0,0.5,0.5,0.5
U0,1,100,4.886232821037993,0.022866713639814407,0.023355851371889003,0.0,0.009459157982582529,0.03893214475006612,0.0,0.5,0.5,0.5
U0,2,1,4.107079492066987,0.6740483865141869,0.0,0.0,0.13389883692636978,0.527319883980126,0.0,0.0,0.5,0.5
U0,2,2,3.145735022961162,0.2529721313289234,0.0,0.0,0.10551577313004042,0.29023446437745676,0.0,0.0,0.5,0.5
U0,2,3,3.233896996011026,0.16933068047676766,0.0,0.0,0.09684716447672581,0.21451420678085942,0.0,0.0,0.5,0.5
U0,2,4,3.1761735699838027,0.1265286494578634,0.0,0.0,0.08217852647289885,0.2007484501944259,0.0,0.0,0.5,0.5
U0,2,5,3.2712693919893354,0.12859664076850527,0.0,0.0,0.08109077862950306,0.1540677192440684,0.0,0.0,0.5,0.5
U0,2,6,3.2072182840202004,0.09943026197808129,0.0,0.0,0.07758197624530065,0.13931325969490346,0.0,0.0,0.5,0.5
U0,2,7,3.1887816339731216,0.08991084496180217,0.0,0.0,0.06228568103462547,0.11478809274371655,0.0,0.0,0.5,0.5
U0,2,8,3.2104856739751995,0.11267938872887975,0.0,0.0,0.06770248270359167,0.3023747876846812,0.0,0.0,0.5,0.5
U0,2,9,3.184961916063912,0.08967127650976181,0.0,0.0,0.06128494231043652,0.11716820042016586,0.0,0.0,0.5,0.5
U0,2,10,3.2528280809056014,0.094651080313183,0.0,0.0,0.05316959949736246,0.1282198280487921,0.0,0.0,0.5,0.5
U0,2,11,3.295588226057589,0.07797441897647721,0.026184077685077984,0.0,0.047552551683215594,0.05452797904314409,0.0,0.05000000000000001,0.5,0.5
U0,2,12,3.205220105010085,0.06661313257756687,0.029074157011650857,0.0,0.03976066596795823,0.03854859741219496,0.0,0.10000000000000002,0.5,0.5
U0,2,13,3.2269986839964986,0.07474493448223386,0.02870380510354326,0.0,0.040250905117488654,0.04305841528328427,0.0,0.14999999999999997,0.5,0.5
U0,2,14,3.247978708939627,0.05731875378461111,0.04183239152743703,0.0,0.036388169638840825,0.033231518451002806,0.0,0.20000000000000004,0.5,0.5
U0,2,15,3.248749992926605,0.0700162590614387,0.039471713693014214,0.0,0.039449747088900096,0.041313417376060806,0.0,0.25,0.5,0.5
U0,2,16,3.2762659690342844,0.05256965472584679,0.029322568593280657,0.0,0.03166911002440753,0.03220171590576106,0.0,0.29999999999999993,0.5,0.5
U0,2,17,3.1818969229934737,0.061870221758172625,0.03160178488386529,0.0,0.03565388526402705,0.03706304974304964,0.0,0.3499999999999999,0.5,0.5
U0,2,18,3.2074546489166096,0.05311504520830654,0.05306189205674898,0.0,0.028243546588396715,0.03495629265187457,0.0,0.4000000000000001,0.5,0.5
U0,2,19,3.2081862239865586,0.05570105498745328,0.041336593528588615,0.0,0.033722412722792736,0.034472389411802765,0.0,0.4499999999999999,0.5,0.5
U0,2,20,3.2615868150023744,0.06334903410502843,0.047928162451301305,0.0,0.03584643535885671,0.02944438097469527,0.0,0.5,0.5,0.5
U0,2,21,3.282064593047835,0.06291451713158971,0.03173220955899784,0.0,0.03497611729324087,0.02994512850396913,0.0,0.5,0.5,0.5
U0,2,22,3.2228228870080784,0.05534047580191067,0.033400204742238634,0.0,0.028507111584347794,0.04179719796810993,0.0,0.5,0.5,0.5
U0,2,23,3.1918744700960815,0.051856112267289846,0.03519477602094412,0.0,0.027894854744342862,0.0392604464711394,0.0,0.5,0.5,0.5
U0,2,24,3.187042328994721,0.05209028898250489,0.03434663252638919,0.0,0.028308712541751543,0.03437472134216689,0.0,0.5,0.5,0.5
U0,2,25,3.2752876119920984,0.04589733694280897,0.030961269823213417,0.0,0.026664957415198302,0.027009643399298084,0.0,0.5,0.5,0.5
U0,2,26,3.32312086597085,0.04414070025086403,0.04700175140585218,0.0,0.023506629511274184,0.03766932316260779,0.0,0.5,0.5,0.5
U0,2,27,3.1705103080021217,0.04419105446764401,0.03217623400546256,0.0,0.02403482172451642,0.026915983341115196,0.0,0.5,0.5,0.5
U0,2,28,3.1859064350137487,0.05879974977246353,0.03428186799976088,0.0,0.028341914020721493,0.026671030409348342,0.0,0.5,0.5,0.5
U0,2,29,3.2281851019943133,0.043985407710784956,0.052278807874591576,0.0,0.027028823358606943,0.027425632874072323,0.0,0.5,0.5,0.5
U0,2,30,3.252001549000852,0.06892308752451624,0.048585284856103715,0.0,0.06656307207000892,0.03062212491276216,0.0,0.5,0.5,0.5
U0,2,31,3.29632817406673,0.05239988384502275,0.03952169382856006,0.0,0.030271068830110527,0.0227937276804306,0.0,0.5,0.5,0.5
U0,2,32,3.2184491889784113,0.06058900306622187,0.040543695113488605,0.0,0.03981202323723814,0.021824025266358967,0.0,0.5,0.5,0.5
U0,2,33,3.2235501089598984,0.04670429682093007,0.03486509434878826,0.0,0.02547918844987817,0.03198619027737513,0.0,0.5,0.5,0.5
U0,2,34,3.186173420981504,0.044317398663787616,0.0523661132901907,0.0,0.02802135022484657,0.033700477797642396,0.0,0.5,0.5,0.5
U0,2,35,3.242272155941464,0.03646988554724625,0.03869030810892582,0.0,0.020661649913440338,0.03196455732404042,0.0,0.5,0.5,0.5
U0,2,36,3.3345231050625443,0.03610687374713875,0.03176701051138696,0.0,0.020660408889578152,0.02189248691316142,0.0,0.5,0.5,0.5
U0,2,37,3.2160354029620066,0.03824245654756114,0.03909006524121478,0.0,0.023230027870685444,0.018259953998079496,0.0,0.5,0.5,0.5
U0,2,38,3.238508298061788,0.04079263320281392,0.04492401580015818,0.0,0.023406748197943337,0.01940050160452865,0.0,0.5,0.5,0.5
U0,2,39,3.2041881929617375,0.04088366954099564,0.044961483705611455,0.0,0.023954954943840125,0.019210483257364137,0.0,0.5,0.5,0.5
U0,2,40,3.2670462570386007,0.04003284596616313,0.04293589214129107,0.0,0.029071741617407474,0.015136394933915326,0.0,0.5,0.5,0.5
U0,2,41,3.3080091018928215,0.04574587542031493,0.08215773926072177,0.0,0.025651114540314324,0.06380843714365018,0.0,0.5,0.5,0.5
U0,2,42,3.216479168040678,0.04412682478626569,0.04149356825898091,0.0,0.022934919556796544,0.02090364229517073,0.0,0.5,0.5,0.5
U0,2,43,3.19336212601047,0.045315085865911986,0.04864067752801236,0.0,0.027552851123535588,0.02595084838204002,0.0,0.5,0.5,0.5
U0,2,44,3.2013928580563515,0.06793405328478132,0.04271841392896715,0.0,0.035987340748252945,0.027313628441647215,0.0,0.5,0.5,0.5
U0,2,45,3.301068253000267,0.058686699984329085,0.04705772602132389,0.0,0.03626375626480422,0.02760863585279111,0.0,0.5,0.5,0.5
U0,2,46,3.280278585967608,0.04223926179111004,0.044065694369020914,0.0,0.023596229959427513,0.022800830114650457,0.0,0.5,0.5,0.5
U0,2,47,3.212689910084009,0.04334457369432563,0.06202646548904124,0.0,0.02481647431204272,0.025679227599708004,0.0,0.5,0.5,0.5
U0,2,48,3.2020724220201373,0.043059335223266056,0.045035223387891336,0.0,0.03652866052753967,0.017874545382084238,0.0,0.5,0.5,0.5
U0,2,49,3.2073543909937143,0.045341926759907177,0.041710940145310904,0.0,0.03216602880376864,0.02398404947859272,0.0,0.5,0.5,0.5
U0,2,50,3.250963269965723,0.04488410463645345,0.037294647035499416,0.0,0.02240392290523034,0.02075514912790267,0.0,0.5,0.5,0.5
U0,2,51,3.303820933913812,0.036342344379850795,0.03510619407253606,0.0,0.023736392573561877,0.01832312314456188,0.0,0.5,0.5,0.5
U0,2,52,3.256603446090594,0.03670385071919078,0.03802590568860372,0.0,0.019549219677708604,0.01971650504152072,0.0,0.5,0.5,0.5
U0,2,53,3.2184920629952103,0.04451795161834785,0.04144866587150665,0.0,0.022175831973922495,0.02153018654128121,0.0,0.5,0.5,0.5
U0,2,54,3.2004568009870127,0.06112557507696606,0.040797603715743334,0.0,0.04448926768722512,0.01680516896439929,0.0,0.5,0.5,0.5
U0,2,55,3.250692620058544,0.05411988416952746,0.03799659058096863,0.0,0.029016706638509287,0.024081320586419423,0.0,0.5,0.5,0.5
U0,2,56,3.3121214129496366,0.04002616208578859,0.040234253963544256,0.0,0.024101357118590842,0.018732080351917237,0.0,0.5,0.5,0.5
U0,2,57,3.1953917709179223,0.037061815815312524,0.03647110699897721,0.0,0.020868255913924678,0.024916449143360362,0.0,0.5,0.5,0.5
U0,2,58,3.250845778035,0.03721296787261963,0.03725154449542364,0.0,0.027611554924355082,0.01988959582954529,0.0,0.5,0.5,0.5
U0,2,59,3.208973099011928,0.032235942426181975,0.034970536384554135,0.0,0.018087980810393808,0.019207418771729032,0.0,0.5,0.5,0.5
U0,2,60,3.2922018420649692,0.04345063457176799,0.04393560738701906,0.0,0.028258250670572395,0.021112517065779317,0.0,0.5,0.5,0.5
U0,2,61,3.298433513031341,0.049459610045665785,0.04990901092865637,0.0,0.03163129896281817,0.01590850997131559,0.0,0.5,0.5,0.5
U0,2,62,3.176367203006521,0.04262376088826429,0.05434040184177104,0.0,0.024957955073841232,0.021335840407069078,0.0,0.5,0.5,0.5
U0,2,63,3.1954835889628157,0.029038934037089348,0.04033534122364862,0.0,0.017516195848123865,0.016311163469680368,0.0,0.5,0.5,0.5
U0,2,64,3.208190863020718,0.028206357466323034,0.04099530708931741,0.0,0.015432816815404461,0.01763189470000042,0.0,0.5,0.5,0.5
U0,2,65,3.2639554389752448,0.02968672707322098,0.05451114865995589,0.0,0.017844887386746562,0.03001977980298866,0.0,0.5,0.5,0.5
U0,2,66,3.297114929999225,0.037426210496397244,0.04306503607048875,0.0,0.0210367904754955,0.016876306254875097,0.0,0.5,0.5,0.5
U0,2,67,3.2256093180039898,0.03395686564700944,0.04652258478814647,0.0,0.020091326476403413,0.03397343394033242,0.0,0.5,0.5,0.5
U0,2,68,3.240737426909618,0.027122801169753075,0.04101042963919185,0.0,0.0140453057987176,0.01606485701283617,0.0,0.5,0.5,0.5
U0,2,69,3.275605787988752,0.03252746253496125,0.041244639039394404,0.0,0.02007631113940091,0.01892684940118916,0.0,0.5,0.5,0.5
U0,2,70,3.282493527047336,0.03711833068657489,0.045917698758698645,0.0,0.02431220186532247,0.012918617248608015,0.0,0.5,0.5,0.5
U0,2,71,3.298390991985798,0.030826817133596966,0.07001315012928985,0.0,0.02173986597668923,0.018167587272808906,0.0,0.5,0.5,0.5
U0,2,72,3.240401798975654,0.028790035152009556,0.04336608378660111,0.0,0.015578977036053562,0.023078249544655267,0.0,0.5,0.5,0.5
U0,2,73,3.207708394038491,0.029938049348337308,0.04614965311650719,0.0,0.015338978753685376,0.01380553123218781,0.0,0.5,0.5,0.5
U0,2,74,3.2035358080174774,0.025830700816143127,0.04317888156289146,0.0,0.015910803465657795,0.015364169801481708,0.0,0.5,0.5,0.5
U0,2,75,3.3020002290140837,0.02426168464478992,0.03864792641252279,0.0,0.013874887267340747,0.01376846954148098,0.0,0.5,0.5,0.5
U0,2,76,3.33924094599206,0.03040753739575545,0.040743580575855004,0.0,0.03043095286023803,0.012913538191439406,0.0,0.5,0.5,0.5
U0,2,77,3.176501119043678,0.0265112921950363,0.04065291956067085,0.0,0.017359633256471763,0.012851004516013984,0.0,0.5,0.5,0.5
U0,2,78,3.214586891932413,0.03273800494415419,0.03579161764078197,0.0,0.02766691079302123,0.015215664613504987,0.0,0.5,0.5,0.5
U0,2,79,3.204233893076889,0.02600034095701717,0.05405632038378999,0.0,0.01572160129242392,0.015845317268890817,0.0,0.5,0.5,0.5
U0,2,80,3.2666185689158738,0.024813766014717874,0.039008152582460924,0.0,0.014659031868776698,0.014862117500173707,0.0,0.5,0.5,0.5
U0,2,81,3.3079309319145977,0.02981134441991647,0.06022021147821631,0.0,0.019548100167610123,0.019294987651700176,0.0,0.5,0.5,0.5
U0,2,82,3.197594002005644,0.026404449804907755,0.04138813961652063,0.0,0.015862667893106953,0.013409022582190325,0.0,0.5,0.5,0.5
U0,2,83,3.173080707900226,0.028317974525548163,0.07171625743753143,0.0,0.018071482835864076,0.021459201705967927,0.0,0.5,0.5,0.5
U0,2,84,3.2070857250364497,0.02529253251850605,0.03935798665597325,0.0,0.015936129392577325,0.014932134578368065,0.0,0.5,0.5,0.5
U0,2,85,3.2937938569812104,0.025323025704849334,0.053142246878927664,0.0,0.015595589668407664,0.013797588462423191,0.0,0.5,0.5,0.5
U0,2,86,3.320152999018319,0.025152732485107014,0.03805105295032263,0.0,0.015377971547191853,0.016912935916216662,0.0,0.5,0.5,0.5
U0,2,87,3.207044458016753,0.026391373060288884,0.05673954533856539,0.0,0.016834032098846884,0.01792627319299841,0.0,0.5,0.5,0.5
U0,2,88,3.2020954369800165,0.022550977544770354,0.05723853555641004,0.0,0.013845994932551033,0.01315611941708889,0.0,0.5,0.5,0.5
U0,2,89,3.2236528880894184,0.03313728954110827,0.055468598824171794,0.0,0.022318489210667352,0.01877379732221766,0.0,0.5,0.5,0.5
U0,2,90,3.3198623430216685,0.02323873926486288,0.039321371110244877,0.0,0.01268255412963338,0.014515539807061854,0.0,0.5,0.5,0.5
U0,2,91,3.30378183897119,0.03768639550322578,0.05094839889733564,0.0,0.020494313476763233,0.01824504337057952,0.0,0.5,0.5,0.5
U0,2,92,3.219972060993314,0.0357014009551633,0.034402993973344564,0.0,0.033739205923919866,0.013355172826746637,0.0,0.5,0.5,0.5
U0,2,93,3.20880542404484,0.04168386207450004,0.04402079096152669,0.0,0.033752632627430924,0.014456855075994545,0.0,0.5,0.5,0.5
U0,2,94,3.263670582091436,0.024485417996488866,0.05084067472212371,0.0,0.01925021718754339,0.013330993289798452,0.0,0.5,0.5,0.5
