seed,transition,layer,partition,class_id,region,cell_count,old_current_cosine,old_current_l2,old_current_normalized_l2,hidden_gt_usage
1,RIM_ONE_r3->Drishti_GS,dec3,rejected,1,interior,17249,0.6261860915312346,5.4352609662154325,0.8439923293680804,post_hoc_boundary_only
1,RIM_ONE_r3->Drishti_GS,dec3,rejected,2,all,18749,0.821378157421,6.413871050987303,0.5753938431892149,partition_only
1,RIM_ONE_r3->Drishti_GS,dec3,rejected,2,boundary,2502,0.8214073329806614,6.329066882602317,0.5777407195642412,post_hoc_boundary_only
1,RIM_ONE_r3->Drishti_GS,dec3,rejected,2,interior,16247,0.821373665333528,6.4269306508990125,0.5750324138679629,post_hoc_boundary_only
1,RIM_ONE_r3->Drishti_GS,dec3,stable,0,all,944937,0.661216968862739,3.15591025347457,0.8155441120843241,partition_only
1,RIM_ONE_r3->Drishti_GS,dec3,stable,1,all,37935,0.8719274337605649,5.623875196162021,0.4963869625044793,partition_only
1,RIM_ONE_r3->Drishti_GS,dec3,stable,1,boundary,4315,0.8778945511765994,5.171979445792294,0.4874120016086972,post_hoc_boundary_only
1,RIM_ONE_r3->Drishti_GS,dec3,stable,1,interior,33620,0.871161581262955,5.681874119873773,0.4975388834974299,post_hoc_boundary_only
1,RIM_ONE_r3->Drishti_GS,dec3,stable,2,all,22364,0.9015745621123269,6.4778558317951,0.44114374069680556,partition_only
1,RIM_ONE_r3->Drishti_GS,dec3,stable,2,boundary,782,0.900628611254875,6.269693057555372,0.44343342744480924,post_hoc_boundary_only
1,RIM_ONE_r3->Drishti_GS,dec3,stable,2,interior,21582,0.9016088182231757,6.485398423427581,0.44106077756820733,post_hoc_boundary_only
