trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.8101789069634876,,
RIM_ONE_r3,0.7127667072357244,0.687499177833455,
Drishti_GS,0.6445171256055554,0.5173665222217988,0.7919249849520485
