arm,backbone,checkpoint_sha256,code_commit,config_digest,cup,data_schedule_digest,deployment_equal,disc_union,domain,latency_ms_mean,latency_ms_p95,macro,phase,prefix_sha,rim,seed,supported_images,task,training_code_commit
A0,DINOV2_VITS14_QUERY,9561ff622610e8b45ce9bbc31d66acb6f598f6e6946d811878fae3f2da283b2a,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.8640304082632064,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,True,0.9639252781867981,Drishti_GS,26.36308881919831,30.78501964919269,0.8563711890578269,development,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,0.8487119698524475,261,25,DINOV2_VITS14_QUERY__Drishti_GS__A0,2205de41b64a7eb263e72c2d4254d222ff813d4a
A1,DINOV2_VITS14_QUERY,e400c4d75ea596562ad3534c083cf175af2fbe14424016fa45eedafcae7d29a1,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.8645289731025696,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,True,0.963963873386383,Drishti_GS,22.199815651401877,22.513726796023548,0.8569675254821777,development,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,0.8494060778617859,261,25,DINOV2_VITS14_QUERY__Drishti_GS__A1,2205de41b64a7eb263e72c2d4254d222ff813d4a
A2,DINOV2_VITS14_QUERY,93de4a6caba0f9f25168c8e8173cf0fd02eaa109c19ef2541508cde327597d2e,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.8641669589281082,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,True,0.9640235304832458,Drishti_GS,26.75942766945809,28.830338665284216,0.8567048934102058,development,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,0.8492428278923034,261,25,DINOV2_VITS14_QUERY__Drishti_GS__A2,2205de41b64a7eb263e72c2d4254d222ff813d4a
A3,DINOV2_VITS14_QUERY,a183e51b211ff306e47fe99cdf07261302697e3facc28036fce64753c5a513f7,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.8646753656864167,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,True,0.9636434769630432,Drishti_GS,25.89685858692974,29.400399583391845,0.8567627793550492,development,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,0.8488501930236816,261,25,DINOV2_VITS14_QUERY__Drishti_GS__A3,2205de41b64a7eb263e72c2d4254d222ff813d4a
A4,DINOV2_VITS14_QUERY,c7a1f4516d0fb6b37d45e0677da5caa302255afa9e69c625620cb75e6074e643,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.8648115646839142,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,True,0.9636600375175476,Drishti_GS,22.940077958628535,22.993850032798946,0.8569172686338424,development,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,0.8490229725837708,261,25,DINOV2_VITS14_QUERY__Drishti_GS__A4,2205de41b64a7eb263e72c2d4254d222ff813d4a
A0,DINOV2_VITS14_QUERY,d5f6efccbe79ac6b2e8f1854015ebfb110e3832de28768d0f35e43934e324c62,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.7945430330932141,c208ea5141f2b71772b5288cbb0d9fb1a867e70c5c134e6ce7961192b7a9eac4,True,0.9538495689630508,RIM_ONE_r3,25.82494153175503,28.375888033770025,0.8189948927611113,development,18a311c4ffc6e5bcd3ae277b5073d5f4cfb6c6f2689dc3a7692ec575a17a91d0,0.8434467524290085,261,40,DINOV2_VITS14_QUERY__RIM_ONE_r3__A0,2205de41b64a7eb263e72c2d4254d222ff813d4a
A1,DINOV2_VITS14_QUERY,07996bcc9948394f1e0e54588078037d8e8dd22be86e40809966484d8006c43a,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.7928688898682594,c208ea5141f2b71772b5288cbb0d9fb1a867e70c5c134e6ce7961192b7a9eac4,True,0.9541863709688186,RIM_ONE_r3,24.777276488021016,26.502227736637007,0.8183689579367638,development,18a311c4ffc6e5bcd3ae277b5073d5f4cfb6c6f2689dc3a7692ec575a17a91d0,0.8438690260052681,261,40,DINOV2_VITS14_QUERY__RIM_ONE_r3__A1,2205de41b64a7eb263e72c2d4254d222ff813d4a
A2,DINOV2_VITS14_QUERY,b799c4f78703fe8e131e92acf36d65cbc03957d3c36b51a6a4086cab75f6422a,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.7927677243947983,c208ea5141f2b71772b5288cbb0d9fb1a867e70c5c134e6ce7961192b7a9eac4,True,0.9543576672673225,RIM_ONE_r3,22.732866904698312,23.005158198066056,0.8184368249028922,development,18a311c4ffc6e5bcd3ae277b5073d5f4cfb6c6f2689dc3a7692ec575a17a91d0,0.844105925410986,261,40,DINOV2_VITS14_QUERY__RIM_ONE_r3__A2,2205de41b64a7eb263e72c2d4254d222ff813d4a
A3,DINOV2_VITS14_QUERY,8ea4fcf6f83c16b805f1b3a7ff3c8f58465b5057a28f766b0bc84061b0c240f2,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.7922421716153621,c208ea5141f2b71772b5288cbb0d9fb1a867e70c5c134e6ce7961192b7a9eac4,True,0.9540180116891861,RIM_ONE_r3,22.772555402480066,23.067680071108043,0.8181067734956742,development,18a311c4ffc6e5bcd3ae277b5073d5f4cfb6c6f2689dc3a7692ec575a17a91d0,0.8439713753759861,261,40,DINOV2_VITS14_QUERY__RIM_ONE_r3__A3,2205de41b64a7eb263e72c2d4254d222ff813d4a
A4,DINOV2_VITS14_QUERY,ac5550c49742557f703d7b2386229d119fe3e389e3e24e4a980dc9bfc1d5cc0d,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.7924118563532829,c208ea5141f2b71772b5288cbb0d9fb1a867e70c5c134e6ce7961192b7a9eac4,True,0.9540996849536896,RIM_ONE_r3,22.529388894326985,23.092573904432356,0.8182152442634105,development,18a311c4ffc6e5bcd3ae277b5073d5f4cfb6c6f2689dc3a7692ec575a17a91d0,0.8440186321735382,261,40,DINOV2_VITS14_QUERY__RIM_ONE_r3__A4,2205de41b64a7eb263e72c2d4254d222ff813d4a
A0,UNET_QUERY_128,1d8d473e510d7e2a5bf65743023d65af9be25d00fcc77d19e2491589b9cd4d5d,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.7653149688243865,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,True,0.9421655869483948,Drishti_GS,12.604932417161763,14.785686903633177,0.7381114926934242,development,aab5919bd97de2a360c59097d3eab38a516e013c004947b27253ca769928dd32,0.7109080165624618,261,25,UNET_QUERY_128__Drishti_GS__A0,2205de41b64a7eb263e72c2d4254d222ff813d4a
A1,UNET_QUERY_128,d4fa98f44d5b842bf4476b8d7dfb9a9e409304d08baa4a8f1de5cdd17f8de44f,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.7661182153224945,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,True,0.9344235181808471,Drishti_GS,9.446639381349087,13.784888805821538,0.7276803547143936,development,aab5919bd97de2a360c59097d3eab38a516e013c004947b27253ca769928dd32,0.6892424941062927,261,25,UNET_QUERY_128__Drishti_GS__A1,2205de41b64a7eb263e72c2d4254d222ff813d4a
