backbone,interaction,metric,routing,warmup
DINOV2_VITS14_QUERY,0.00022886257618659478,macro,-0.00011903399601576048,1.704873517149874e-05
DINOV2_VITS14_QUERY,7.31934607030027e-05,rim,-0.00019017100334162151,7.342144846922416e-05
DINOV2_VITS14_QUERY,0.0003845316916705199,cup,-4.7896988689843933e-05,-3.9323978126060144e-05
UNET_QUERY_128,-0.002244788575917478,macro,0.0048927971813828575,0.00010394060052926202
UNET_QUERY_128,-0.0018067978322505729,rim,0.00842810610309247,-2.2638961672705182e-05
UNET_QUERY_128,-0.002682779319584272,cup,0.0013574882596730786,0.00023052016273139575
